DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,CLASE,P7430,P7440,P7450,P7450S1,P7460,P7470,P7472,P7472S1,P7454,P7456,P7458S1,P7458,P7452,INI,MES,DPTO,fex_c_2011
2666191,1,3,1,80,2,2,,,,2,,2,,2,,.,,,1,4,73,20.648.850.481.103
2666191,1,4,1,80,2,2,,,,2,,2,,2,,.,,,1,4,73,20.648.850.481.103
2666193,1,1,1,80,2,1,4,4,,2,,2,,,,,4,2,1,4,73,220.334.250.661.019
2666193,1,4,1,80,2,2,,,,2,,2,,2,,.,,,1,4,73,220.334.250.661.019
2666196,1,2,1,80,2,1,4,3,,2,,2,,,,,9,2,1,4,73,153.886.700.866.888
2666196,1,3,1,80,2,1,4,4,,2,,2,,,,,4,2,1,4,73,153.886.700.866.888
2666197,1,2,1,80,2,1,4,3,,2,,2,,,,,9,2,1,4,73,166.735.436.365.845
2666197,1,3,1,80,2,2,,,,2,,2,,2,,.,,,1,4,73,166.735.436.365.845
2666198,1,3,1,80,2,1,1,4,,2,,2,,,,,4,2,1,4,73,211.850.590.974.938
2666200,1,2,1,80,2,2,,,,2,,2,,2,,.,,,1,4,73,291.487.594.792.153
2666201,1,3,1,80,2,1,1,8,,2,,1,20000,,,,2,2,1,4,73,223.635.730.366.763
2666201,1,4,1,80,2,1,1,8,,2,,1,20000,,,,2,2,1,4,73,223.635.730.366.763
2666220,1,2,1,80,2,1,2,4,,2,,2,,,,,4,2,1,4,73,239.998.399.883.537
2666220,1,8,1,80,2,2,,,,2,,2,,2,,.,,,1,4,73,239.998.399.883.537
2666221,1,1,1,80,2,1,4,8,,2,,2,,,,,4,2,1,4,73,23.197.735.398.726
2666221,1,4,1,80,2,1,1,4,,2,,2,,,,,2,2,1,4,73,23.197.735.398.726
2666224,1,5,1,80,2,1,1,2,,2,,2,,,,,2,2,1,4,73,175.598.202.373.487
2666225,1,3,1,80,2,2,,,,2,,2,,2,,.,,,1,4,73,158.665.221.425.267
2666225,1,4,1,80,2,2,,,,2,,2,,2,,.,,,1,4,73,158.665.221.425.267
2666228,1,1,1,80,2,1,4,3,,2,,2,,,,,8,2,1,4,73,889.774.750.702.048
2666228,1,2,1,80,2,1,1,4,,2,,1,1000000,,,,4,2,1,4,73,889.774.750.702.048
2666229,1,2,1,80,2,1,4,3,,2,,2,,,,,9,2,1,4,73,135.999.012.539.436
2666243,1,1,1,80,2,1,3,7,,2,,2,,,,,1,2,1,4,73,176.177.079.890.821
2666243,1,2,1,80,2,1,4,3,,2,,2,,,,,9,2,1,4,73,176.177.079.890.821
2666246,1,1,1,80,2,2,,,,2,,2,,2,,.,,,1,4,73,138.028.503.222.418
2666246,1,2,1,80,2,1,4,4,,3,,2,,,,,4,2,1,4,73,138.028.503.222.418
2666246,1,3,1,80,2,1,4,3,,2,,2,,,3,,9,1,1,4,73,138.028.503.222.418
2666246,1,4,1,80,2,2,,,,2,,2,,2,,.,,,1,4,73,138.028.503.222.418
2666248,1,2,1,80,2,1,3,4,,2,,2,,,,,4,2,1,4,73,197.404.389.792.631
2666248,1,3,1,80,2,2,,,,2,,2,,2,,.,,,1,4,73,197.404.389.792.631
2666254,1,7,1,80,2,2,,,,2,,2,,2,,.,,,1,4,73,282.528.862.347.264
2666257,1,3,1,80,2,2,,,,2,,2,,2,,.,,,1,4,73,218.282.772.354.399
2666276,1,2,1,80,2,1,4,4,,2,,2,,,,,4,2,1,4,73,225.628.041.361.336
2666283,1,2,1,80,2,1,4,3,,2,,2,,,,,9,2,1,4,73,10.881.918.864.564
2666284,1,2,1,80,2,1,3,3,,2,,2,,,,,9,2,1,4,73,111.728.463.330.933
2666457,1,2,1,80,2,2,,,,2,,2,,2,,.,,,1,4,19,260.605.511.420.579
2666458,1,2,1,80,2,2,,,,2,,2,,2,,.,,,1,4,19,10.838.952.954.442
2666459,1,2,1,80,2,2,,,,2,,2,,2,,.,,,1,4,19,686.708.901.974.708
2666459,1,3,1,80,2,2,,,,2,,2,,2,,.,,,1,4,19,686.708.901.974.708
2666459,1,4,1,80,2,2,,,,2,,2,,2,,.,,,1,4,19,686.708.901.974.708
2666459,1,5,1,80,2,2,,,,2,,2,,2,,.,,,1,4,19,686.708.901.974.708
2666459,1,6,1,80,2,2,,,,2,,2,,2,,.,,,1,4,19,686.708.901.974.708
2666460,1,2,1,80,2,2,,,,2,,2,,2,,.,,,1,4,19,874.725.895.513.975
2666460,1,3,1,80,2,2,,,,2,,2,,2,,.,,,1,4,19,874.725.895.513.975
2666461,1,2,1,80,2,2,,,,2,,2,,2,,.,,,1,4,19,121.575.122.699.622
2666462,1,2,1,80,2,2,,,,2,,2,,1,4,,9,,1,4,19,114.984.791.352.054
2666462,1,3,1,80,2,2,,,,2,,2,,2,,.,,,1,4,19,114.984.791.352.054
2666464,1,7,1,80,2,2,,,,2,,2,,2,,.,,,1,4,19,122.371.255.260.458
2666465,1,2,1,80,2,2,,,,2,,2,,2,,.,,,1,4,19,145.845.771.564.811
2666467,1,3,1,80,2,2,,,,2,,2,,2,,.,,,1,4,19,600.016.841.808.623
2666468,1,1,1,80,2,1,4,8,,2,,2,,,,,1,2,1,4,19,219.922.718.107.041
2666468,1,4,1,80,2,2,,,,2,,2,,2,,.,,,1,4,19,219.922.718.107.041
2666469,1,1,1,80,2,1,4,4,,2,,2,,,,,4,2,1,4,19,881.635.309.694.975
2666469,1,2,1,80,2,2,,,,2,,2,,2,,.,,,1,4,19,881.635.309.694.975
2666469,1,3,1,80,2,1,3,3,,2,,2,,,,,9,2,1,4,19,881.635.309.694.975
2666471,1,2,1,80,2,2,,,,2,,2,,2,,.,,,1,4,19,920.683.280.475.785
2666471,1,4,1,80,2,2,,,,2,,2,,2,,.,,,1,4,19,920.683.280.475.785
2666478,1,3,1,80,2,2,,,,2,,2,,2,,.,,,1,4,19,124.360.596.730.004
2666478,1,4,1,80,2,2,,,,2,,2,,2,,.,,,1,4,19,124.360.596.730.004
2666478,1,5,1,80,2,2,,,,2,,2,,2,,.,,,1,4,19,124.360.596.730.004
2666478,2,1,2,80,2,2,,,,2,,2,,2,,.,,,1,4,19,124.360.596.730.004
2666478,2,3,2,80,2,2,,,,2,,2,,2,,.,,,1,4,19,124.360.596.730.004
2666479,1,1,1,80,2,1,4,3,,2,,2,,,,,9,2,1,4,19,13.469.072.677.836
2666479,1,2,1,80,2,2,,,,2,,2,,2,,.,,,1,4,19,13.469.072.677.836
2666480,1,2,1,80,2,1,4,3,,2,,2,,,,,9,2,1,4,19,632.577.261.954.761
2666480,1,3,1,80,2,2,,,,2,,2,,2,,.,,,1,4,19,632.577.261.954.761
2666481,1,2,1,80,2,2,,,,2,,2,,2,,.,,,1,4,19,151.202.589.594.085
2666481,1,5,1,80,2,2,,,,2,,2,,2,,.,,,1,4,19,151.202.589.594.085
2666481,1,10,1,80,2,2,,,,2,,2,,2,,.,,,1,4,19,151.202.589.594.085
2666482,1,1,1,80,2,1,4,3,,2,,2,,,,,9,2,1,4,19,614.536.806.773.452
2666482,1,3,1,80,2,2,,,,2,,2,,2,,.,,,1,4,19,614.536.806.773.452
2666482,1,5,1,80,2,2,,,,2,,2,,2,,.,,,1,4,19,614.536.806.773.452
2666482,1,7,1,80,2,2,,,,2,,2,,2,,.,,,1,4,19,614.536.806.773.452
2666484,1,2,1,80,2,2,,,,2,,2,,2,,.,,,1,4,19,776.131.765.258.028
2666485,1,1,1,80,2,2,,,,2,,2,,2,,.,,,1,4,19,450.188.450.739.556
2666485,2,2,2,80,2,1,4,4,,2,,2,,,,,9,2,1,4,19,450.188.450.739.556
2666486,1,2,1,80,2,2,,,,2,,2,,2,,.,,,1,4,19,704.749.357.156.017
2666486,1,3,1,80,2,2,,,,2,,2,,2,,.,,,1,4,19,704.749.357.156.017
2666487,1,2,1,80,2,1,4,4,,2,,2,,,,,4,2,1,4,19,639.341.540.797.196
2666490,1,3,1,80,2,2,,,,2,,2,,2,,.,,,1,4,19,243.388.404.364.243
2666491,1,1,1,80,2,2,,,,2,,2,,2,,.,,,1,4,19,130.144.627.524.781
2666491,1,3,1,80,2,1,4,4,,2,,2,,,,,8,2,1,4,19,130.144.627.524.781
2666492,1,2,1,80,2,2,,,,2,,2,,2,,.,,,1,4,19,115.028.122.116.072
2666493,1,1,1,80,2,2,,,,2,,2,,2,,.,,,1,4,19,866.344.315.640.593
2666494,1,2,1,80,2,2,,,,2,,2,,2,,.,,,1,4,19,631.730.990.013.368
2666495,1,2,1,80,2,2,,,,2,,2,,2,,.,,,1,4,19,122.230.257.638.888
2666495,1,3,1,80,2,1,2,9,POR EMBARAZO,2,,2,,,,,9,2,1,4,19,122.230.257.638.888
2666496,1,4,1,80,2,2,,,,2,,2,,2,,.,,,1,4,19,102.012.368.267.312
2666496,1,5,1,80,2,2,,,,2,,2,,2,,.,,,1,4,19,102.012.368.267.312
2666498,1,2,1,80,2,2,,,,2,,2,,2,,.,,,1,4,19,567.808.637.269.192
2666498,1,5,1,80,2,2,,,,2,,2,,2,,.,,,1,4,19,567.808.637.269.192
2666498,1,6,1,80,2,1,3,9,POR EMBARAZO,2,,2,,,,,9,2,1,4,19,567.808.637.269.192
