DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,CLASE,P7250,P7260,P7280,P7280S1,P7310,P7320,P7350,P7350S1,P7360,P7390,P7390S1,P7420,P7420S1,P7420S2,P7420S3,P7420S4,P7420S5,P7420S6,P7420S7,P7420S8,P7420S7A1,P7422,P7422S1,P9460,OFICIO1,OFICIO2,RAMA2D_D,DSI,DSCY,RAMA4D_D,MES,DPTO,AREA,fex_c_2011
2659385,1,3,1,70,1,16,60,1,,2,16,4,,1,1,,,,,,,,,,1,,2,,2,95,97,63,1,2,6310,4,15,15,1.023.785.817.866
2659391,1,2,1,70,1,4,40,1,,2,4,1,,9,1,,,,,,,,,,1,,1,535600,2,55,55,85,1,1,8511,4,15,15,601.812.879.939.376
2659394,1,1,1,70,1,3,48,1,,2,3,1,,5,7,,,,,,,,,,1,,1,535000,2,58,58,85,1,1,8512,4,15,15,706.438.931.671.856
2659394,1,2,1,70,1,3,30,1,,2,3,1,,9,8,,,,,,,,,,1,,1,1000000,2,45,45,51,1,1,5125,4,15,15,706.438.931.671.856
2659399,1,1,1,70,1,20,48,1,,2,20,1,,3,4,,,,,,,,1,,,,2,,2,45,32,85,1,2,8532,4,18,18,638.120.466.990.328
2659399,1,2,1,70,1,16,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,37,,,1,2,,4,18,18,638.120.466.990.328
2659402,1,1,1,70,1,16,16,1,,2,1,4,,3,8,,,,,,,,,,1,,1,300000,2,95,95,45,1,2,4521,4,18,18,907.506.527.848.541
2659402,1,2,1,70,1,3,54,1,,2,3,1,,4,7,,,,,,,,,,1,,1,475000,2,95,95,45,1,1,4530,4,18,18,907.506.527.848.541
2659403,1,1,1,70,1,3,24,4,,2,3,4,,1,1,,,,,,,,,,1,,1,80000,2,54,54,74,1,1,7493,4,18,18,813.133.710.070.382
2659405,1,1,1,70,1,16,48,1,,2,16,1,,6,1,,,,,,,,,,1,,2,,2,32,32,51,1,2,5135,4,18,18,550.792.030.532.473
2659412,1,2,1,70,1,24,48,1,,2,24,1,,9,1,,,,,,,,,,1,,2,,2,55,55,63,1,2,6331,4,18,18,865.633.945.928.833
2659415,1,3,1,70,1,24,24,1,,2,24,1,,2,2,,,,,,,,,,1,,2,,2,97,95,45,1,2,4559,4,73,73,255.898.439.671.426
2659424,1,3,1,70,1,78,60,1,,2,78,1,,5,4,,,,,,,,,,1,,2,,2,34,13,80,1,2,8060,4,73,73,326.426.421.218.215
2659433,1,2,1,70,1,104,48,1,,2,104,1,,4,1,,,,,,,,,,1,,2,,2,45,45,52,1,2,5236,4,73,73,306.945.868.008.452
2659434,1,1,1,70,1,24,48,1,,2,40,1,,4,1,,,,,1,,,,,,,2,,2,97,33,55,1,2,5530,4,73,73,121.858.394.160.589
2659441,1,5,1,70,1,8,48,4,,2,8,5,,3,1,,,,,,,,,,1,,2,,2,95,95,45,1,1,4521,4,19,19,118.710.484.377.691
2659442,1,4,1,70,1,24,24,1,,2,8,4,,9,1,,,,,,,,,,1,,2,,2,45,44,64,1,2,6421,4,19,19,817.579.817.427.303
2659442,1,5,1,70,1,52,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,45,,,1,2,,4,19,19,817.579.817.427.303
2659452,1,3,1,70,1,4,48,1,,2,12,1,,9,1,,,,,,,,,,1,,2,,2,39,39,64,1,1,6421,4,66,66,237.185.873.204.531
2659457,1,3,1,70,1,52,48,3,,2,52,3,,1,4,,,,,,,,,,1,,2,,2,54,54,95,1,2,9500,4,66,66,201.798.085.003.303
2659460,1,3,1,70,1,2,48,2,,2,2,1,,7,4,,,,,,,,,,1,,2,,2,59,39,85,1,1,8512,4,66,66,205.635.570.350.596
2659463,1,1,1,70,1,5,48,1,,2,5,1,,3,1,,,,,,,,,,1,,2,,2,98,95,45,1,1,4521,4,66,66,242.887.759.252.034
2659480,1,1,1,70,1,15,60,1,,2,16,1,,3,1,,,,,,,,,1,,YA ES PENSIONADO,2,,2,97,99,50,1,2,5020,4,66,66,197.286.047.188.109
2659480,1,2,1,70,1,14,20,5,,2,14,1,,4,2,,,,,,,,,,1,,2,,2,51,53,55,1,2,5521,4,66,66,197.286.047.188.109
2659482,1,2,1,70,1,52,48,1,,2,52,1,,4,2,,,,,,,,,,1,,2,,2,38,13,80,1,2,8011,4,17,17,166.638.451.599.748
2659483,1,2,1,70,1,52,48,1,,2,52,1,,3,1,,,,,,,,,,1,,2,,2,58,58,70,1,2,7020,4,17,17,163.580.111.431.198
2659488,1,2,1,70,1,52,48,1,,2,52,1,,2,1,,,,,,,,,,1,,2,,2,53,45,52,1,2,5211,4,17,17,140.235.179.181.232
2659488,1,5,1,70,1,104,48,1,,2,104,1,,5,1,,,,,,,,,,1,,2,,2,53,45,52,1,2,5244,4,17,17,140.235.179.181.232
2659495,1,1,1,70,1,32,50,3,,2,500,1,,9,1,,,,,,,,,,1,,2,,2,54,45,92,1,2,9242,4,17,17,146.896.285.859.281
2659497,1,1,1,70,1,72,48,1,,2,72,4,,1,2,,,,,,,,,,1,,2,,2,62,62,1,1,2,140,4,41,41,697.836.687.269.571
2659497,1,2,1,70,1,24,54,2,,1,,,.,,,.,.,,,,,,,,,.,,,,58,,,1,2,,4,41,41,697.836.687.269.571
2659501,1,3,1,70,1,1,8,2,,2,16,2,,9,2,,,,,,,,,,1,,2,,2,19,19,75,1,1,7513,4,17,17,158.643.158.475.426
