DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,CLASE,P7250,P7260,P7280,P7280S1,P7310,P7320,P7350,P7350S1,P7360,P7390,P7390S1,P7420,P7420S1,P7420S2,P7420S3,P7420S4,P7420S5,P7420S6,P7420S7,P7420S8,P7420S7A1,P7422,P7422S1,P9460,OFICIO1,OFICIO2,RAMA2D_D,DSI,DSCY,RAMA4D_D,MES,DPTO,fex_c_2011
2666198,1,2,1,70,2,4,20,8,,2,16,6,,2,1,,,,,,,,,,1,,2,,2,62,62,1,1,1,117,4,73,211.850.590.974.938
2666199,1,1,1,70,2,8,30,4,,2,12,4,,1,1,,,,,,,,,,1,,2,,2,79,79,52,1,1,5271,4,73,208.858.485.112.088
2666248,1,4,1,70,2,40,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,45,,,1,2,,4,73,197.404.389.792.631
2666254,1,2,1,70,2,2,16,1,,2,20,1,,2,4,,,,,,,,,,1,,2,,2,53,53,55,1,1,5529,4,73,282.528.862.347.264
2666464,1,6,1,70,2,25,40,3,,2,25,3,,2,1,,,,,,,,,1,,ESTUDIA,2,,2,54,54,95,1,2,9500,4,19,122.371.255.260.458
2666466,1,2,1,70,2,16,40,1,,2,36,1,,4,1,,,,,,,,1,,,,2,,2,53,53,55,1,2,5521,4,19,730.174.380.296.218
2666481,1,8,1,70,2,75,40,2,,2,52,1,,6,1,,,,,,,,1,,,,2,,2,59,59,85,1,2,8512,4,19,151.202.589.594.085
2666485,1,3,1,70,2,15,40,1,,1,,,.,,,.,.,,,,,,,,,.,,,,45,,,1,2,,4,19,450.188.450.739.556
2666496,1,3,1,70,2,52,40,2,,1,,,.,,,.,.,,,,,,,,,.,,,,32,,,1,2,,4,19,102.012.368.267.312
2666519,1,3,1,70,2,14,40,1,,1,,,.,,,.,.,,,,,,,,,.,,,,53,,,1,2,,4,19,955.273.721.406.977
2666521,1,2,1,70,2,16,40,2,,1,,,.,,,.,.,,,,,,,,,.,,,,58,,,1,2,,4,19,670.716.771.317.499
2666521,1,3,1,70,2,12,40,1,,2,12,1,,9,7,,,,,,,,1,,,,2,,2,45,45,51,1,1,5127,4,19,670.716.771.317.499
2666540,1,3,1,70,2,52,40,3,,1,,,.,,,.,.,,,,,,,,,.,,,,54,,,1,2,,4,19,186.848.345.283.844
2666543,1,1,1,70,2,16,40,3,,1,,,.,,,.,.,,,,,,,,,.,,,,54,,,1,2,,4,19,52.531.898.415.835
2666576,1,4,1,70,2,8,50,4,,1,,,.,,,.,.,,,,,,,,,.,,,,97,,,1,1,,4,19,149.709.296.667.481
2666582,1,2,1,70,2,4,48,4,,2,10,4,,1,1,,,,,,,,1,,,,1,65000,2,61,61,1,1,1,140,4,19,109.250.310.268.962
2667032,1,1,1,70,2,21,84,1,,2,14,1,,4,1,,,,,,,,,,1,,2,,2,53,53,55,1,2,5521,4,76,23.496.454.909.253
2667077,1,1,1,70,2,3,40,1,,2,3,4,,1,8,,,,,,,,,,1,,1,380000,2,95,95,45,1,1,4541,4,76,488.798.911.026.152
2667081,1,2,1,70,2,6,40,3,,2,12,1,,4,2,,,,,,,,,,1,,2,,2,54,53,55,1,1,5529,4,76,217.384.504.000.189
2667121,1,3,1,70,2,3,9,1,,1,,,.,,,.,.,,,,,,,,,.,,,,53,,,1,1,,4,76,341.857.579.905.229
2667158,1,4,1,70,2,8,25,4,,2,13,4,,2,1,,,,,,,,,,1,,2,,2,54,61,1,1,1,123,4,76,108.240.705.475.651
