DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P7480S1;P7480S1A1;P7480S3;P7480S3A1;P7480S4;P7480S4A1;P7480S5;P7480S5A1;P7480S6;P7480S6A1;P7480S7;P7480S7A1;P7480S8;P7480S8A1;P7480S9;P7480S9A1;P7480S10;P7480S10A1;P7480S11;P7480S11A1;CLASE;MES;DPTO;fex_c_2011
5190456;1;1;1;90;1;4;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;08;41;1295,69124032127
5190457;1;1;1;90;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;08;41;925,036824545195
5190457;1;2;1;90;2; ;1;24;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;08;41;925,036824545195
5190457;1;3;1;90;1;6;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;08;41;925,036824545195
5190461;1;1;1;90;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;08;15;484,729497448416
5190461;1;2;1;90;1;15;1;30;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;08;15;484,729497448416
5190468;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;08;15;796,858707470996
5190468;1;2;1;90;1;10;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;08;15;796,858707470996
5190468;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;08;15;796,858707470996
5190468;1;4;1;90;1;10;1;40;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;08;15;796,858707470996
5190470;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;08;15;597,591795956295
5190470;1;2;1;90;2; ;1;25;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;08;15;597,591795956295
5190471;1;1;1;90;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;08;15;991,679185315051
5190471;1;2;1;90;2; ;1;30;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;08;15;991,679185315051
5190498;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;08;15;357,112708922624
5190498;1;2;1;90;2; ;1;35;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;08;15;357,112708922624
5190498;1;3;1;90;2; ;1;3;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;08;15;357,112708922624
5190498;1;4;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;08;15;357,112708922624
5190498;1;5;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;08;15;357,112708922624
5190498;1;6;1;90;2; ;1;4;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;08;15;357,112708922624
5190499;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;08;15;473,202691346995
5190499;1;2;1;90;2; ;1;42;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;08;15;473,202691346995
5190499;1;3;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;08;15;473,202691346995
5190500;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;08;15;632,308537292491
5190500;1;2;1;90;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;08;15;632,308537292491
5190501;1;1;1;90;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;08;15;586,064989854873
5190501;1;2;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;08;15;586,064989854873
5190501;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;08;15;586,064989854873
5190766;1;1;1;90;2; ;1;21;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;08;44;1725,38046628812
5190767;1;1;1;90;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;08;44;1518,49640269473
5190767;1;2;1;90;2; ;1;30;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;08;44;1518,49640269473
5190770;1;1;1;90;2; ;1;30;2; ;1;18;2; ;2; ;2; ;2; ;2; ;2; ;2;08;44;1990,72934336564
5190770;1;2;1;90;2; ;1;8;2; ;1;4;2; ;2; ;2; ;2; ;2; ;2; ;2;08;44;1990,72934336564
5190770;1;3;1;90;2; ;1;20;2; ;1;16;2; ;2; ;2; ;2; ;2; ;2; ;2;08;44;1990,72934336564
5190771;1;1;1;90;2; ;1;28;2; ;2; ;2; ;1;28;2; ;2; ;2; ;2; ;2;08;44;1725,38046628812
5190773;1;1;1;90;2; ;1;21;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;2;08;44;2440,25842243546
5190773;1;2;1;90;2; ;1;28;2; ;1;35;2; ;2; ;2; ;2; ;2; ;2; ;2;08;44;2440,25842243546
5190773;1;3;1;90;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;08;44;2440,25842243546
5190774;1;1;1;90;2; ;1;32;2; ;1;30;2; ;2; ;2; ;2; ;2; ;2; ;2;08;44;3805,80113609775
5190774;1;2;1;90;2; ;1;4;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2;08;44;3805,80113609775
5190774;1;6;1;90;2; ;1;12;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;08;44;3805,80113609775
5190774;1;7;1;90;2; ;1;30;2; ;1;28;2; ;2; ;2; ;2; ;2; ;2; ;2;08;44;3805,80113609775
5190776;1;1;1;90;1;10;1;21;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;08;44;2160,2991918707
5190776;1;2;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;08;44;2160,2991918707
5190776;1;3;1;90;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;08;44;2160,2991918707
5190776;1;4;1;90;2; ;1;14;1;14;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;08;44;2160,2991918707
5190776;1;5;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;08;44;2160,2991918707
5190786;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;08;44;1604,64737109686
5190786;1;2;1;90;2; ;1;24;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2;08;44;1604,64737109686
5190786;1;3;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;08;44;1604,64737109686
5190786;1;4;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;08;44;1604,64737109686
5191006;1;1;1;90;2; ;1;45;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;08;41;798,625450335609
5191006;1;2;1;90;2; ;1;25;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;08;41;798,625450335609
5191009;1;1;1;90;2; ;1;35;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;08;41;1524,84041012604
5191010;1;1;1;90;2; ;1;4;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;08;41;1000,76305020942
5191010;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;08;41;1000,76305020942
5191011;1;1;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;08;41;798,625450335609
5191011;1;2;1;90;2; ;1;35;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;08;41;798,625450335609
5191013;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;08;41;798,625450335609
5191013;1;2;1;90;2; ;1;56;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;08;41;798,625450335609
5191014;1;1;1;90;2; ;1;16;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;08;41;2879,91523387562
5191014;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;08;41;2879,91523387562
5191014;1;3;1;90;2; ;1;30;2; ;1;30;2; ;2; ;2; ;2; ;2; ;2; ;2;08;41;2879,91523387562
5191015;1;1;1;90;2; ;1;50;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;08;41;2462,48015291195
5191015;1;2;1;90;2; ;1;3;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;08;41;2462,48015291195
5191016;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;08;41;948,308211609744
5191016;1;2;1;90;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;08;41;948,308211609744
5191017;1;1;1;90;2; ;1;18;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;08;41;1524,84041012604
5191018;1;1;1;90;2; ;1;4;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;08;41;1226,59648489514
5191018;1;2;1;90;2; ;1;45;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;08;41;1226,59648489514
5191019;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;08;41;2471,69619104293
5191019;1;2;1;90;1;4;1;45;2; ;1;25;2; ;2; ;2; ;2; ;2; ;2; ;2;08;41;2471,69619104293
5191020;1;1;1;90;1;4;1;40;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;08;41;798,625450335609
5191020;1;2;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;08;41;798,625450335609
5191020;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;08;41;798,625450335609
5191020;1;4;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;08;41;798,625450335609
5191023;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;08;41;2795,58223221804
5191023;1;2;1;90;2; ;1;50;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;08;41;2795,58223221804
5191023;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;08;41;2795,58223221804
5191023;1;4;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;08;41;2795,58223221804
5191023;1;5;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;08;41;2795,58223221804
5191024;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;08;41;3194,50180134243
5191024;1;2;1;90;2; ;1;45;2; ;1;40;2; ;2; ;2; ;2; ;2; ;2; ;2;08;41;3194,50180134243
5191024;1;3;1;90;1;2;1;12;2; ;1;12;2; ;2; ;2; ;2; ;2; ;2; ;2;08;41;3194,50180134243
5191024;1;4;1;90;1;3;1;10;2; ;1;6;2; ;2; ;2; ;2; ;2; ;2; ;2;08;41;3194,50180134243
5191025;1;1;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;08;41;1299,00697544032
5192736;1;1;1;90;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;08;15;574,580559057913
5192737;1;1;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;08;15;437,425597886988
5192737;1;2;1;90;2; ;1;25;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;08;15;437,425597886988
5192738;1;1;1;90;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;08;15;448,952403988409
5192739;1;1;1;90;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;08;15;624,374356235751
5192740;1;1;1;90;2; ;1;15;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;08;15;359,101342378912
5192740;1;2;1;90;2; ;1;34;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;08;15;359,101342378912
5192741;1;1;1;90;2; ;1;15;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;08;15;592,981234884942
5192741;1;2;1;90;2; ;1;23;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;08;15;592,981234884942
5192742;1;1;1;90;1;14;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;08;15;905,185382899048
5192742;1;2;1;90;2; ;1;43;2; ;1;29;2; ;2; ;2; ;2; ;2; ;2; ;2;08;15;905,185382899048
