DIRECTORIO;SECUENCIA_P;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090S1;P5100;P5110;P5130;P5140;P5210S1;P5210S2;P5210S3;P5210S4;P5210S5;P5210S6;P5210S7;P5210S8;P5210S9;P5210S10;P5210S11;P5210S14;P5210S15;P5210S16;P5210S17;P5210S18;P5210S19;P5210S20;P5210S21;P5210S22;P5210S24;P5220;P5220S1;P6008;P6007;P6007S1;HOGAR;P4000;P4010;P4020;P4030S1;P4030S1A1;P4030S2;P4030S3;P4030S4;P4030S4A1;P4030S5;P4040;REGIS;CLASE;MES;DPTO;fex_c_2011
5190456;1;2;1;1;1;1;1;1;4;3; ; ; ; ;60000;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;1;2; ;1;1;1;2;1;1;2;1;1;8;1;2;01;2;08;41;1295,69124032127
5190457;1;4;3;1;1;1;1;5;5;1; ; ;98;70000; ;2;2;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;1;1;3;2; ;1;1;4;2;1;1;1;1;1;8;1;2;01;2;08;41;925,036824545195
5190461;1;2;1;3;1;4;1;1;6;1; ; ;98;98; ;2;1;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2; ;1;1;1;2;1;2;2;2;2; ;1;2;01;2;08;15;484,729497448416
5190468;1;5;4;3;1;4;1;1;6;1; ; ;98;98; ;2;1;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;1;1;2;1;3;6;2; ;1;1;1;2;1;2;2;2;2; ;1;2;01;2;08;15;796,858707470996
5190470;1;2;1;3;1;4;1;1;6;3; ; ; ; ;50000;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2; ;1;1;1;2;1;2;2;2;2; ;1;2;01;2;08;15;597,591795956295
5190471;1;2;1;6; ;4;1;1;6;1; ; ;98;98; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;3;2; ;1;1;1;2;1;2;2;2;2; ;1;2;01;2;08;15;991,679185315051
5190498;1;4;3;2;1;4;1;1;4;1; ; ;99;400000; ;2;1;2;1;1;1;1;2;1;1;1;2;1;2;2;2;2;2;2;1;2;1;3;6;2; ;1;1;1;4;1;2;2;2;2; ;1;2;01;2;08;15;357,112708922624
5190499;1;3;2;2;1;4;1;1;5;1; ; ;100000000;600000; ;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;3;3;2; ;1;1;1;2;1;2;2;2;2; ;1;2;01;2;08;15;473,202691346995
5190500;1;4;2;2;1;5;1;1;4;3; ; ; ; ;250000;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;2;3;2; ;1;1;1;4;1;2;2;2;2; ;1;2;01;2;08;15;632,308537292491
5190501;1;4;2;2;1;4;1;1;6;1; ; ;99;300000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;1;2;2;2;2;2;1;2;1;2;3;2; ;1;1;1;4;1;2;2;2;2; ;1;2;01;2;08;15;586,064989854873
5190766;1;1;1;2;2;1;8;5;5;5; ; ; ;70000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2; ;1;3;4;1;2; ;2;2;1;2;2; ;01;2;08;44;1725,38046628812
5190767;1;2;2;2;2;1;8;5;5;5; ; ; ;120000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;3;2; ;1;3;1;2;1;1;2;2;1;2;2; ;01;2;08;44;1518,49640269473
5190770;1;3;2;2;1;1;8;1;4;3; ; ; ; ;120000;2;2;2;2;2;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2;4;2; ;1;1;1;2;1;1;2;2;1;2;1;2;01;2;08;44;1990,72934336564
5190771;1;2;1;2;2;1;8;5;5;5; ; ; ;70000; ;2;2;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2; ;1;3;4;2;1;1;2;2;1;2;2; ;01;2;08;44;1725,38046628812
5190773;1;1;1;2;2;1;8;5;5;5; ; ; ;60000; ;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2; ;5;2; ;1;3;4;1;1;0;2;2;1;2;2; ;01;2;08;44;2440,25842243546
5190774;1;3;2;6; ;1;8;5;5;3; ; ; ; ;70000;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;1;8;2; ;1;1;4;1;1;1;2;2;1;2;2; ;01;2;08;44;3805,80113609775
5190776;1;4;3;2;1;1;8;1;3;5; ; ; ;100000; ;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;3;5;2; ;1;1;4;4;1;2;1;2;1;2;1;2;01;2;08;44;2160,2991918707
5190786;1;4;3;2;1;1;8;1;4;5; ; ; ;100000; ;2;1;2;1;1;2;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;4;2; ;1;1;1;2;1;2;2;2;1;2;1;2;01;2;08;44;1604,64737109686
5191006;1;3;2;1;1;1;1;1;3;4; ; ; ;50000; ;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2; ;1;1;4;2;1;1;1;1;1;8;1;2;01;2;08;41;798,625450335609
5191009;1;2;1;1;1;4;2;1;3;1; ; ;2000000;120000; ;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ;1;2; ;1;1;4;1;1;1;1;1;2; ;2; ;01;2;08;41;1524,84041012604
5191010;1;2;2;1;1;1;1;1;3;4; ; ; ;200000; ;2;1;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;1;2;2;2;1;2;2;2; ;1;1;1;2;1;1;1;1;1;8;1;2;01;2;08;41;1000,76305020942
5191011;1;2;1;1;1;1;1;1;3;3; ; ; ; ;60000;2;1;2;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;1;2;2; ;1;1;1;2;1;1;1;1;1;8;1;2;01;2;08;41;798,625450335609
5191013;1;3;1;1;1;1;1;1;3;1; ; ;100000000;150000; ;2;1;2;1;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;2;2; ;1;1;4;2;1;2;1;1;1;8;1;2;01;2;08;41;798,625450335609
5191014;1;3;1;2;1;1;1;1;3;1; ; ;10000000;100000; ;2;1;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;4;2; ;1;1;1;2;1;1;1;2;1;8;1;2;01;2;08;41;2879,91523387562
5191015;1;3;2;1;1;1;1;1;3;1; ; ;98;150000; ;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;2;2; ;1;1;1;4;1;2;1;1;1;8;1;2;01;2;08;41;2462,48015291195
5191016;1;1;1;6; ;1;1;1;4;4; ; ; ;200000; ;2;1;2;2;2;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2;3;2; ;1;1;1;4;1;0;2;2;1;1;1;2;01;2;08;41;948,308211609744
5191017;1;1;1;6; ;4;3;5;5;1; ; ;1000000;50000; ;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2; ;1;1;1;2;1;1;2;2;2; ;2; ;01;2;08;41;1524,84041012604
5191018;1;4;2;1;1;1;1;1;3;1; ; ;98;300000; ;2;1;2;2;1;2;1;2;2;2;1;2;2;2;2;2;1;1;2;2;2;1;2;2;2; ;1;1;1;2;1;1;1;1;1;8;1;2;01;2;08;41;1226,59648489514
5191019;1;1;1;2;1;4;3;1;5;3; ; ; ; ;50000;2;1;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;4;2; ;1;1;4;1;1;2;2;2;2; ;2; ;01;2;08;41;2471,69619104293
5191020;1;3;1;6; ;4;2;1;5;1; ; ;1000000;50000; ;2;1;2;2;2;1;2;2;2;2;1;2;1;2;2;2;2;1;2;2;2;1;1;4;2; ;1;1;4;2;1;1;2;2;2; ;2; ;01;2;08;41;798,625450335609
5191023;1;3;2;3;1;4;3;1;5;4; ; ; ;50000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;5;2; ;1;1;1;2;1;1;2;2;2; ;2; ;01;2;08;41;2795,58223221804
5191024;1;1;1;6; ;4;6;1;5;4; ; ; ;200000; ;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;7;2; ;1;1;4;2;1;1;2;2;2; ;2; ;01;2;08;41;3194,50180134243
5191025;1;1;1;6; ;4;4;5;5;1; ; ;900000;50000; ;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2; ;1;2; ;1;1;4;2;1;1;2;2;2; ;2; ;01;2;08;41;1299,00697544032
5192736;1;2;1;2;1;4;1;1;5;1; ; ;98;150000; ;2;2;2;2;2;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;1;1;2; ;1;1;1;2;1;1;2;2;2; ;1;2;01;2;08;15;574,580559057913
5192737;1;3;1;2;1;4;1;1;4;3; ; ; ; ;300000;2;1;2;1;1;1;1;2;2;1;1;2;1;2;2;2;2;2;1;2;2;1;2;2;2; ;1;1;1;4;1;2;2;2;2; ;1;2;01;2;08;15;437,425597886988
5192738;1;3;1;2;1;4;1;1;4;1; ; ;60000000;280000; ;2;1;2;2;1;1;1;2;2;1;1;2;1;2;2;2;2;2;2;2;2;1;1;1;2; ;1;1;1;2;1;2;2;2;2; ;1;2;01;2;08;15;448,952403988409
5192739;1;2;1;2;1;4;1;1;5;1; ; ;30000000;200000; ;2;1;2;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2; ;1;1;3;2;1;2;2;2;2; ;1;2;01;2;08;15;624,374356235751
5192740;1;3;1;2;1;4;2;1;5;1; ; ;60000000;300000; ;2;1;2;1;1;1;1;2;2;1;1;2;1;2;2;2;2;2;2;1;2;1;2;2;2; ;1;2;1;2;1;2;2;2;2; ;2; ;01;2;08;15;359,101342378912
5192741;1;3;2;2;1;4;1;1;5;1; ; ;40000000;200000; ;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;1;2;2;2;1;2;3;2; ;1;1;1;2;1;2;2;2;2; ;1;2;01;2;08;15;592,981234884942
5192742;1;3;2;2;1;4;1;1;5;3; ; ; ; ;150000;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;2;4;2; ;1;1;1;2;1;2;2;2;2; ;1;2;01;2;08;15;905,185382899048
5192746;1;3;2;2;1;4;1;1;5;1; ; ;99;300000; ;2;2;1;2;1;1;1;2;2;2;1;2;2;2;2;2;2;1;1;2;2;1;4;4;2; ;1;1;1;2;1;2;2;2;2; ;1;2;01;2;08;15;1070,29253213941
5192747;1;1;1;2;1;3;1;1;5;4; ; ; ;80000; ;2;2;2;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;4;2; ;1;1;5;2;1;1;2;2;2; ;1;2;01;2;08;15;971,812870065664
5192748;1;3;2;2;1;4;1;1;5;1; ; ;99;300000; ;2;2;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;1;1;2;2;1;2;5;2; ;1;1;1;2;1;1;2;2;2; ;1;2;01;2;08;15;929,587321228262
5192749;1;3;2;2;1;4;1;1;4;3; ; ; ; ;100000;2;2;2;1;1;1;1;2;2;1;1;1;1;2;2;2;2;2;2;2;2;1;2;4;2; ;1;2;1;4;1;2;2;2;2; ;1;2;01;2;08;15;827,191476697994
5192750;1;2;1;2;1;4;1;1;4;4; ; ; ;150000; ;2;2;2;2;1;1;1;2;2;1;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2; ;1;1;1;2;1;2;2;2;2; ;1;2;01;2;08;15;574,580559057913
5192751;1;4;3;2;1;4;1;1;5;4; ; ; ;120000; ;2;2;2;2;1;1;1;2;2;1;1;2;2;2;2;2;2;1;2;2;2;1;2;6;2; ;1;1;1;2;1;1;2;2;2; ;1;2;01;2;08;15;742,316949668832
