DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;P7430;P7440;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P7470;P7472;P7472S1;P744;P1884;P1807;P6921;INI;MES;DPTO;fex_c_2011
5086264;1;2;1;80; ;2;2; ; ; ; ;1;2;1; ;2; ;2; ;1;18;828116;2;1;12;25;2033,64863213462
5086264;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;12;25;2033,64863213462
5086266;1;1;1;80; ;2;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;12;25;3656,22183924122
5086270;1;2;1;80; ;2;1;3;3; ;1; ;1;9; ;1; ;2; ; ; ;828116;2;1;12;25;8744,68911817888
5086274;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;12;25;3777,0426641812
5086276;1;1;1;80; ;2;1;3;5; ;2; ; ;4; ;3; ;2; ;1;24;400000;3;1;12;25;2604,71776194822
5086276;1;2;1;80; ;2;1;4;6; ;2; ; ;3; ;2; ;2; ;1;48;1000000;2;1;12;25;2604,71776194822
5086277;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;12;25;2604,71776194822
5086277;1;4;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;12;25;2604,71776194822
5086278;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12;25;2604,71776194822
5086278;1;4;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12;25;2604,71776194822
5086279;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12;25;4303,5522313462
5086281;1;3;1;80; ;2;1;4;3; ;2; ; ;9; ;2; ;2; ;1;48;828116;2;1;12;25;5841,27193897329
5086285;1;2;1;80; ;2;1;2;3; ;1; ;1;1; ;2; ;2; ;1;48;828116;2;1;12;25;10011,2205418739
5086285;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;12;25;10011,2205418739
5086285;1;4;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;12;25;10011,2205418739
5086297;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;12;15;623,486382228591
5086297;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;12;15;623,486382228591
5086298;1;2;1;80; ;2;1;4;3; ;2; ; ;9; ;2; ;2; ;2; ;828116;2;1;12;15;623,486382228591
5086298;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;12;15;623,486382228591
5086298;1;4;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;12;15;623,486382228591
5086300;1;2;1;80; ;2;1;1;3; ;2; ; ;6; ;2; ;2; ; ; ; ;2;1;12;15;2680,99144358294
5086300;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;12;15;2680,99144358294
5086300;1;4;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;12;15;2680,99144358294
5086302;1;5;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12;15;2680,99144358294
