Directorio;Secuencia_p;Orden;Hogar;Regis;P6016;P6020;P6030;P6030s1;P6030s3;P6040;P6050;P6070;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6160;P6170;P6175;P6210;P6210s1;P6220;Clase;Esc;Mes;Dpto;Fex_c_2011
3144143;1;3;1;10;3;2;1;6;1996;16;3;6;1; ; ;1;5; ;2;1;1;1;4;8; ;2;8;02;63;2933,9471637818
3144144;1;1;1;10;1;2;1;7;1952;60;1;4;1; ; ;3; ; ;2;1;2; ;4;8; ;2;8;02;63;3222,6630575868
3144145;1;1;1;10;1;2;1;4;1954;58;1;4;1; ; ;3; ; ;2;1;2; ;4;7; ;2;7;02;63;3297,14936148311
3144145;1;2;1;10;2;1;1;6;1979;33;3;6;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;02;63;3297,14936148311
3144146;1;1;1;10;1;1;1;5;1964;48;1;3;1; ; ;3; ; ;2;1;2; ;4;7; ;2;7;02;63;3982,6210765989
3144146;1;2;1;10;2;2;1;4;1972;40;2;3;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;02;63;3982,6210765989
3144146;1;3;1;10;2;1;1;9;2004;8;3; ;1; ; ;3; ; ;2;1;1;1;3;2; ;2;2;02;63;3982,6210765989
3144147;1;1;1;10;1;1;1;2;1964;49;1;6;1; ; ;1;1;23580;2;1;2; ;4;6; ;2;6;02;63;3806,83991444425
3144148;1;1;1;10;1;2;1;10;1960;52;1;4;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;02;63;2281,49363038135
3144148;1;2;1;10;2;2;1;2;1979;34;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;02;63;2281,49363038135
3144148;1;3;1;10;3;1;1;10;1989;23;3;6;1; ; ;1;1;23580;2;1;1;1;6;0;2;2;11;02;63;2281,49363038135
3144149;1;1;1;10;1;1;1;2;1966;47;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;02;63;3008,43346767811
3144149;1;2;1;10;2;2;1;8;1972;40;2;2;1; ; ;3; ; ;2;1;2; ;4;8; ;2;8;02;63;3008,43346767811
3144149;1;3;1;10;3;2;1;10;1995;17;3;6;1; ; ;3; ; ;2;1;1;1;5;10;1;2;10;02;63;3008,43346767811
3144149;1;4;1;10;4;1;1;5;1973;39;5;6;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;02;63;3008,43346767811
3144521;1;1;1;10;1;1;1;4;1960;52;1;2;1; ; ;1;5; ;2;1;2; ;3;1; ;2;1;02;63;3525,94793747544
3144521;1;2;1;10;2;2;1;7;1957;55;2;2;1; ; ;1;5; ;2;1;2; ;4;7; ;2;7;02;63;3525,94793747544
