Directorio;Secuencia_p;Orden;Hogar;Regis;Clase;P7430;P7440;P7450;P7450s1;P7460;P7470;P7472;P7472s1;P7454;P7456;P7458s1;P7458;P7452;Ini;Mes;Dpto;Fex_c_2011
3144124;1;2;1;80;2;1;2;4; ;2; ;2; ; ;1; ;1;1;1;02;63;5005,84988466882
3144126;1;4;1;80;2;1;4;7; ;2; ;2; ; ; ; ;4;2;1;02;63;1866,17680527397
3144141;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;63;2324,32520217715
3144141;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;63;2324,32520217715
3144142;1;2;1;80;2;1;2;3; ;2; ;2; ; ; ; ;9;2;1;02;63;3781,39480969705
3144143;1;2;1;80;2;1;2;3; ;2; ;2; ; ; ; ;9;2;1;02;63;2933,9471637818
3144143;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;63;2933,9471637818
3144149;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;63;3008,43346767811
3144149;1;4;1;80;2;1;1;8; ;2; ;2; ; ; ; ;1;2;1;02;63;3008,43346767811
3144522;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;63;3322,08637846616
3144522;1;4;1;80;2;1;1;4; ;2; ;2; ; ; ; ;4;2;1;02;63;3322,08637846616
3144522;1;5;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;02;63;3322,08637846616
3144523;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;63;2646,20606703053
3144523;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;63;2646,20606703053
3144523;1;5;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;02;63;2646,20606703053
3148584;1;2;1;80;2;1;4;9;CAMBIO DE DOMICILIO;2; ;2; ; ; ; ;9;2;1;02;63;3203,42758019292
3148584;1;3;1;80;2;1;1;8; ; ; ;2; ; ; ; ;2;2;1;02;63;3203,42758019292
3148585;1;3;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;02;63;3309,46240786828
3148586;1;3;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;02;63;3755,94970494986
3148587;1;2;1;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;02;63;3982,6210765989
3148588;1;2;1;80;2;1;3;3; ;2; ;2; ; ; ; ;9;2;1;02;63;3528,05261478502
3148588;1;4;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;02;63;3528,05261478502
3148588;1;5;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;02;63;3528,05261478502
3148589;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;63;2959,39226852899
3148590;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;63;3500,48030569454
3148590;1;4;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;02;63;3500,48030569454
