Directorio;Secuencia_p;Orden;Hogar;Regis;P7480s1;P7480s3;P7480s4;P7480s5;P7480s6;P7480s7;P7480s8;P7480s9;P7480s10;P7480s11;P7480s1a1;P7480s3a1;P7480s4a1;P7480s5a1;P7480s6a1;P7480s7a1;P7480s8a1;P7480s9a1;P7480s10a1;P7480s11a1;Clase;Mes;Dpto;Fex_c_2011;Area
3704604;1;1;1;90;2;1;2;1;2;2;2;2;2;2; ;28; ;36; ; ; ; ; ; ;1;04;17;166,69720805826;17
3704604;1;2;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;04;17;166,69720805826;17
3704604;1;3;1;90;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;1;04;17;166,69720805826;17
3704604;1;4;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;04;17;166,69720805826;17
3704604;1;5;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;04;17;166,69720805826;17
3704605;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;1;04;17;130,391099278996;17
3704605;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;1;04;17;130,391099278996;17
3704606;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;1;04;17;264,556243354565;17
3704606;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;35; ; ; ; ; ; ; ; ;1;04;17;264,556243354565;17
3704608;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;13; ; ; ; ; ; ; ; ;1;04;17;195,139833093231;17
3704608;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;28; ; ; ; ; ; ; ; ;1;04;17;195,139833093231;17
3704608;1;3;1;90;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;1;04;17;195,139833093231;17
3704608;1;4;1;90;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;1;04;17;195,139833093231;17
3704608;1;5;1;90;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;1;04;17;195,139833093231;17
3704608;1;7;1;90;2;1;2;2;2;2;2;2;2;2; ;28; ; ; ; ; ; ; ; ;1;04;17;195,139833093231;17
3704610;1;1;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;04;17;131,715229838206;17
3704610;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;28; ; ; ; ; ; ; ; ;1;04;17;131,715229838206;17
3704610;1;3;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;04;17;131,715229838206;17
3704611;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;24; ; ; ; ; ; ; ; ;1;04;17;200,548259125586;17
3704612;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;12; ; ; ; ; ; ; ; ;1;04;17;194,726793262795;17
3704612;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;6; ; ; ; ; ; ; ; ;1;04;17;194,726793262795;17
3704613;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;1;04;17;182,70264321948;17
3704615;1;1;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;04;17;182,70264321948;17
3704616;1;1;1;90;2;1;2;1;2;2;2;2;2;2; ;5; ;20; ; ; ; ; ; ;1;04;17;211,02424597432;17
3704616;1;2;1;90;2;1;2;1;2;2;2;2;2;2; ;24; ;14; ; ; ; ; ; ;1;04;17;211,02424597432;17
3704616;1;3;1;90;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;1;04;17;211,02424597432;17
3704617;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;4; ; ; ; ; ; ; ; ;1;04;17;200,548259125586;17
3704618;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;1;04;17;182,70264321948;17
3704619;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;28; ; ; ; ; ; ; ; ;1;04;17;182,70264321948;17
3704620;1;1;1;90;2;1;2;1;2;2;2;2;2;2; ;3; ;12; ; ; ; ; ; ;1;04;17;251,704782225458;17
3704620;1;2;1;90;2;1;2;1;2;2;2;2;2;2; ;14; ;42; ; ; ; ; ; ;1;04;17;251,704782225458;17
3704621;1;1;1;90;2;1;2;1;2;2;2;2;2;2; ;24; ;24; ; ; ; ; ; ;1;04;76;921,769301591143;76
3704621;1;2;1;90;2;1;2;1;2;2;2;2;2;2; ;14; ;28; ; ; ; ; ; ;1;04;76;921,769301591143;76
3704621;1;4;1;90;2;1;2;1;2;2;2;2;2;2; ;20; ;21; ; ; ; ; ; ;1;04;76;921,769301591143;76
3704621;1;7;1;90;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;1;04;76;921,769301591143;76
3704621;1;8;1;90;2;1;1;2;2;2;2;2;2;2; ;12;3; ; ; ; ; ; ; ;1;04;76;921,769301591143;76
3704622;1;1;1;90;1;1;1;2;2;2;2;2;2;2;3;3;28; ; ; ; ; ; ; ;1;04;76;955,509827428221;76
3704623;1;1;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;04;76;886,426795800497;76
3704623;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;1;04;76;886,426795800497;76
3704624;1;1;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;04;76;921,263135183935;76
3704624;1;2;1;90;2;1;2;1;2;2;1;2;2;2; ;98; ;98; ; ;2; ; ; ;1;04;76;921,263135183935;76
3704624;1;3;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;04;76;921,263135183935;76
3704625;1;1;1;90;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ; ;2; ; ; ;1;04;76;821,12256601525;76
3704625;1;2;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;04;76;821,12256601525;76
3704625;1;3;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;04;76;821,12256601525;76
3704626;1;1;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;04;76;821,12256601525;76
3704626;1;2;1;90;2;2;2;2;1;2;2;2;2;2; ; ; ; ;12; ; ; ; ; ;1;04;76;821,12256601525;76
3704626;1;3;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;04;76;821,12256601525;76
3704627;1;1;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;04;76;658,973427673907;76
3704627;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;1;04;76;658,973427673907;76
3704628;1;1;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;04;76;760,766329747259;76
3704628;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;28; ; ; ; ; ; ; ; ;1;04;76;760,766329747259;76
3704629;1;1;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;04;76;652,073317235555;76
3704629;1;2;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;04;76;652,073317235555;76
3704629;1;3;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;04;76;652,073317235555;76
3704630;1;1;1;90;2;1;2;2;1;2;2;2;2;2; ;20; ; ;40; ; ; ; ; ;1;04;76;760,766329747259;76
3704630;1;2;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;04;76;760,766329747259;76
3704631;1;1;1;90;1;1;2;1;2;2;2;2;2;1;8;5; ;98; ; ; ; ; ;6;1;04;76;957,84267875681;76
3704631;1;2;1;90;1;1;1;1;2;2;2;2;2;2;6;20;6;21; ; ; ; ; ; ;1;04;76;957,84267875681;76
3704632;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;8; ; ; ; ; ; ; ; ;1;04;76;731,086896612735;76
3704632;1;2;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;04;76;731,086896612735;76
3704633;1;1;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;04;76;760,766329747259;76
3704633;1;2;1;90;2;1;2;2;1;2;2;2;2;2; ;15; ; ;35; ; ; ; ; ;1;04;76;760,766329747259;76
3704634;1;1;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;04;76;888,253480721878;76
3704635;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;1;04;76;821,12256601525;76
3704635;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;1;04;76;821,12256601525;76
3704635;1;3;1;90;2;1;2;2;2;2;2;2;2;2; ;12; ; ; ; ; ; ; ; ;1;04;76;821,12256601525;76
3704636;1;1;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;04;76;760,766329747259;76
3704636;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;1;04;76;760,766329747259;76
3704637;1;1;1;90;2;1;2;1;2;2;2;2;2;2; ;20; ;20; ; ; ; ; ; ;1;04;41;145,08133106903;41
3704638;1;1;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;04;41;158,654162312956;41
3704646;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;1;04;66;309,600452205943;66
3704647;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;1;04;66;357,175283652436;66
3704648;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;6; ; ; ; ; ; ; ; ;1;04;66;355,788288541579;66
3704648;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;1;04;66;355,788288541579;66
3704648;1;3;1;90;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;1;04;66;355,788288541579;66
3704648;1;4;1;90;2;1;2;2;2;2;2;2;2;2; ;6; ; ; ; ; ; ; ; ;1;04;66;355,788288541579;66
3704649;1;1;1;90;2;1;2;2;1;2;2;2;2;2; ;42; ; ;42; ; ; ; ; ;1;04;66;178,377685808208;66
3704649;1;2;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;04;66;178,377685808208;66
3704649;1;3;1;90;2;1;2;2;2;2;2;2;2;2; ;6; ; ; ; ; ; ; ; ;1;04;66;178,377685808208;66
3704650;1;1;1;90;2;1;2;2;2;2;1;2;2;2; ;20; ; ; ; ;25; ; ; ;1;04;66;276,964228264975;66
3704651;1;1;1;90;2;1;2;1;2;2;2;2;2;2; ;36; ;18; ; ; ; ; ; ;1;04;66;241,975255410359;66
3704652;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;1;04;66;357,175283652436;66
3704653;1;1;1;90;2;1;2;1;2;2;2;2;2;2; ;7; ;10; ; ; ; ; ; ;1;04;66;331,379913884981;66
3704653;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;1;04;66;331,379913884981;66
3704654;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;1;04;66;248,658594927429;66
3704654;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;1;04;66;248,658594927429;66
3704654;1;3;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;04;66;248,658594927429;66
3704655;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;12; ; ; ; ; ; ; ; ;1;04;66;323,029573173602;66
3704655;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;1;04;66;323,029573173602;66
3704656;1;1;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;04;66;283,805082438488;66
3704656;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;1;04;66;283,805082438488;66
3704657;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;28; ; ; ; ; ; ; ; ;1;04;66;203,341512304899;66
3704657;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;30; ; ; ; ; ; ; ; ;1;04;66;203,341512304899;66
3704657;1;3;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;04;66;203,341512304899;66
3704657;1;4;1;90;2;1;2;1;2;2;2;2;2;2; ;21; ;28; ; ; ; ; ; ;1;04;66;203,341512304899;66
3704657;1;5;1;90;2;1;2;1;2;2;2;2;2;2; ;20; ;21; ; ; ; ; ; ;1;04;66;203,341512304899;66
3704658;1;1;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;04;66;153,208043694145;66
3704658;1;2;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;04;66;153,208043694145;66
3704658;1;3;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;04;66;153,208043694145;66
3704659;1;1;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;04;66;370,917257813125;66
3704659;1;2;1;90;2;1;2;1;2;2;2;2;2;2; ;28; ;21; ; ; ; ; ; ;1;04;66;370,917257813125;66
3704659;1;3;1;90;2;2;2;1;2;2;2;2;2;2; ; ; ;7; ; ; ; ; ; ;1;04;66;370,917257813125;66
3704659;1;5;1;90;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;1;04;66;370,917257813125;66
3704660;1;1;1;90;2;1;2;1;2;2;2;2;2;2; ;14; ;12; ; ; ; ; ; ;1;04;66;177,182809152107;66
3704660;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;28; ; ; ; ; ; ; ; ;1;04;66;177,182809152107;66
3704660;1;3;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;04;66;177,182809152107;66
3704660;1;4;1;90;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;1;04;66;177,182809152107;66
3704661;1;1;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;04;66;357,175283652436;66
3704662;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;1;04;66;272,270376909456;66
3704663;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;4; ; ; ; ; ; ; ; ;1;04;66;272,270376909456;66
3704664;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;4; ; ; ; ; ; ; ; ;1;04;66;272,270376909456;66
3704665;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;1;04;66;272,270376909456;66
3704666;1;1;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;04;66;292,734451674505;66
3704666;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;39; ; ; ; ; ; ; ; ;1;04;66;292,734451674505;66
3704667;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;1;04;66;332,743920140858;66
3704667;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;42; ; ; ; ; ; ; ; ;1;04;66;332,743920140858;66
3704667;1;3;1;90;2;1;2;1;2;2;2;2;2;2; ;42; ;14; ; ; ; ; ; ;1;04;66;332,743920140858;66
3704668;1;1;1;90;2;1;2;2;1;2;2;2;2;2; ;35; ; ;28; ; ; ; ; ;1;04;66;276,964228264975;66
3704669;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;1;04;66;280,148593082627;66
3704669;1;2;1;90;2;2;1;1;2;2;2;2;2;2; ; ;14;14; ; ; ; ; ; ;1;04;66;280,148593082627;66
3704670;1;1;1;90;2;1;2;1;2;2;2;2;2;2; ;2; ;7; ; ; ; ; ; ;1;04;66;331,379913884981;66
3704670;1;2;1;90;2;1;2;1;2;2;2;2;2;2; ;28; ;42; ; ; ; ; ; ;1;04;66;331,379913884981;66
3704671;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;20; ; ; ; ; ; ; ; ;1;04;66;241,975255410359;66
3704672;1;1;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;04;66;292,734451674505;66
3704672;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;1;04;66;292,734451674505;66
3704673;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;1;04;66;245,159620228011;66
3704673;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;1;04;66;245,159620228011;66
3704674;1;1;1;90;2;1;2;2;2;2;1;2;2;2; ;24; ; ; ; ;6; ; ; ;1;04;52;206,455446183091;52
3704674;1;2;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;04;52;206,455446183091;52
3704675;1;1;1;90;2;1;2;1;2;2;2;2;2;2; ;35; ;25; ; ; ; ; ; ;1;04;52;181,455928621722;52
3704676;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;28; ; ; ; ; ; ; ; ;1;04;52;205,290242222589;52
3704676;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;1; ; ; ; ; ; ; ; ;1;04;52;205,290242222589;52
3704676;1;3;1;90;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;1;04;52;205,290242222589;52
3704676;2;1;2;90;2;1;2;1;2;2;2;2;2;2; ;21; ;24; ; ; ; ; ; ;1;04;52;205,290242222589;52
3704676;2;2;2;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;04;52;205,290242222589;52
3704677;1;1;1;90;2;1;2;1;2;2;2;2;1;2; ;5; ;5; ; ; ; ;4; ;1;04;52;199,430494674406;52
3704677;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;8; ; ; ; ; ; ; ; ;1;04;52;199,430494674406;52
3704677;1;3;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;04;52;199,430494674406;52
3704678;1;1;1;90;2;1;2;1;2;2;2;2;2;2; ;7; ;5; ; ; ; ; ; ;1;04;52;238,657349820506;52
3704678;1;2;1;90;2;1;2;1;2;2;2;2;2;2; ;42; ;28; ; ; ; ; ; ;1;04;52;238,657349820506;52
3704678;1;3;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;04;52;238,657349820506;52
3704678;1;4;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;04;52;238,657349820506;52
3704679;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;1;04;52;131,35908557917;52
3704679;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;28; ; ; ; ; ; ; ; ;1;04;52;131,35908557917;52
3704680;1;1;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;04;52;148,721177032866;52
3704680;1;2;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;04;52;148,721177032866;52
3704680;1;3;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;04;52;148,721177032866;52
3704681;1;1;1;90;2;2;2;2;2;2;2;1;2;2; ; ; ; ; ; ; ;10; ; ;1;04;52;182,936108361335;52
3704681;1;2;1;90;2;1;2;2;2;2;2;1;2;2; ;35; ; ; ; ; ;10; ; ;1;04;52;182,936108361335;52
3704681;1;3;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;04;52;182,936108361335;52
3704681;1;4;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;04;52;182,936108361335;52
3704682;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;1;04;52;199,472587826257;52
3704683;1;1;1;90;2;1;1;1;2;2;2;2;2;2; ;14;14;4; ; ; ; ; ; ;1;04;52;131,35908557917;52
3704683;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;1;04;52;131,35908557917;52
3704684;1;1;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;04;52;148,502779372979;52
3704684;1;2;1;90;2;1;1;1;2;2;2;2;2;2; ;28;14;7; ; ; ; ; ; ;1;04;52;148,502779372979;52
3704684;1;3;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;04;52;148,502779372979;52
3704684;1;4;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;04;52;148,502779372979;52
3704685;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;1;04;52;199,472587826257;52
3704686;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;1;04;52;158,945152197616;52
