"DIRECTORIO","SECUENCIA_P","P5000","P5010","P5020","P5030","P5040","P5050","P5070","P5080","P5090","P5090S1","P5100","P5110","P5130","P5140","P5210S1","P5210S2","P5210S3","P5210S4","P5210S5","P5210S6","P5210S7","P5210S8","P5210S9","P5210S10","P5210S11","P5210S14","P5210S15","P5210S16","P5210S17","P5210S18","P5210S19","P5210S20","P5210S21","P5210S22","P5210S24","P5220","P5220S1","P6008","P6007","P6007S1","HOGAR","P4000","P4010","P4020","P4030S1","P4030S1A1","P4030S2","P4030S3","P4030S4","P4030S4A1","P4030S5","P4040","REGIS","clase","MES","DPTO","fex_c_2011"
4473813,1,4,1,2,1,3,1,1,4,4,"",1.79769313486232e+308,1.79769313486232e+308,200000,1.79769313486232e+308,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,1,2,1,2,2,2,1.79769313486232e+308,1,2,1.79769313486232e+308,1,1,1,4,1,2,2,2,2,1.79769313486232e+308,1,1,"01","2","11","68",754.062359526915
4473814,1,2,1,2,1,4,1,1,4,4,"",1.79769313486232e+308,1.79769313486232e+308,300000,1.79769313486232e+308,2,1,2,1,1,1,1,2,2,2,1,1,2,2,2,2,1,2,2,1,2,1,1,1,2,1.79769313486232e+308,1,1,1,2,1,2,2,2,2,1.79769313486232e+308,1,1,"01","2","11","68",754.062359526915
4473815,1,3,1,2,1,4,2,1,4,4,"",1.79769313486232e+308,1.79769313486232e+308,200000,1.79769313486232e+308,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,1,2,2,1,2,1,2,3,2,1.79769313486232e+308,1,1,1,2,1,2,2,2,2,1.79769313486232e+308,2,1.79769313486232e+308,"01","2","11","68",1699.44671774083
4473816,1,3,1,2,1,4,1,1,4,4,"",1.79769313486232e+308,1.79769313486232e+308,400000,1.79769313486232e+308,2,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,1,2,2,1,2,1,3,3,2,1.79769313486232e+308,1,1,1,4,1,2,2,2,2,1.79769313486232e+308,1,1,"01","2","11","68",596.310104306554
4473817,1,3,2,2,1,4,1,1,4,3,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,200000,2,1,2,1,1,1,1,2,2,2,1,2,2,2,2,2,1,1,2,2,2,1,2,2,2,1.79769313486232e+308,1,1,1,2,1,2,2,2,2,1.79769313486232e+308,1,1,"01","2","11","68",764.787989741732
4473818,1,5,4,2,1,4,1,1,4,3,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,250000,2,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,8,2,1.79769313486232e+308,1,1,1,2,1,2,2,2,2,1.79769313486232e+308,1,1,"01","2","11","68",603.275256781982
4473819,1,3,2,2,1,4,1,1,4,1,"",1.79769313486232e+308,50000000,300000,1.79769313486232e+308,2,2,2,1,1,1,1,2,2,2,1,2,1,2,2,2,1,2,1,2,2,1,4,7,2,1.79769313486232e+308,1,1,1,4,1,2,2,2,2,1.79769313486232e+308,1,1,"01","2","11","68",2385.24041722622
4473820,1,3,1,2,1,4,1,1,4,1,"",1.79769313486232e+308,80000000,300000,1.79769313486232e+308,2,1,1,2,1,1,1,2,2,2,1,1,2,1,2,2,2,2,1,2,2,1,2,3,2,1.79769313486232e+308,1,1,1,2,1,2,2,2,2,1.79769313486232e+308,1,1,"01","2","11","68",1699.44671774083
4473821,1,4,3,2,1,4,1,1,4,4,"",1.79769313486232e+308,1.79769313486232e+308,300000,1.79769313486232e+308,2,1,2,1,1,1,1,2,2,2,1,2,1,2,2,2,1,2,1,2,2,1,2,5,2,1.79769313486232e+308,1,1,1,4,1,2,2,2,2,1.79769313486232e+308,1,1,"01","2","11","68",2006.49097062124
4473822,1,3,2,2,1,4,1,1,4,4,"",1.79769313486232e+308,1.79769313486232e+308,250000,1.79769313486232e+308,2,2,2,2,1,1,1,2,2,2,1,2,1,2,2,2,1,2,1,2,2,1,3,5,2,1.79769313486232e+308,1,1,1,2,1,2,2,2,2,1.79769313486232e+308,1,2,"01","2","11","68",1132.23531844052
4473823,1,3,2,2,1,4,1,1,4,4,"",1.79769313486232e+308,1.79769313486232e+308,300000,1.79769313486232e+308,2,1,2,1,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,1,4,2,1.79769313486232e+308,1,1,1,4,1,2,2,2,2,1.79769313486232e+308,1,1,"01","2","11","68",596.310104306554
4473824,1,4,3,2,1,4,1,1,4,1,"",1.79769313486232e+308,98,300000,1.79769313486232e+308,2,1,1,1,1,1,1,2,2,2,1,1,1,2,2,2,1,2,1,2,2,1,4,6,2,1.79769313486232e+308,1,1,1,2,1,2,2,2,2,1.79769313486232e+308,1,1,"01","2","11","68",1604.79470746636
4473825,1,3,2,2,1,4,1,1,4,3,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,200000,2,2,2,2,1,1,1,2,2,2,1,2,1,2,2,2,1,2,1,2,2,1,2,3,2,1.79769313486232e+308,1,1,1,2,1,2,2,2,2,1.79769313486232e+308,1,1,"01","2","11","68",700.521732885887
4473826,1,5,3,2,1,4,1,1,4,1,"",1.79769313486232e+308,20000000,200000,1.79769313486232e+308,2,1,2,2,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,5,2,1.79769313486232e+308,1,1,1,2,1,2,2,2,2,1.79769313486232e+308,1,1,"01","2","11","68",757.703930331912
4473827,1,2,1,2,1,4,4,1,5,4,"",1.79769313486232e+308,1.79769313486232e+308,200000,1.79769313486232e+308,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1.79769313486232e+308,1,1,3,2,1,2,2,2,2,1.79769313486232e+308,2,1.79769313486232e+308,"01","2","11","68",2815.54402162938
4473828,1,4,2,2,1,4,4,1,4,4,"",1.79769313486232e+308,1.79769313486232e+308,300000,1.79769313486232e+308,2,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,4,4,2,1.79769313486232e+308,1,1,1,2,1,2,2,2,2,1.79769313486232e+308,2,1.79769313486232e+308,"01","2","11","68",1089.58449409163
4473829,1,4,2,2,1,4,4,1,5,3,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,200000,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2,4,2,1.79769313486232e+308,1,1,1,2,1,2,2,2,2,1.79769313486232e+308,2,1.79769313486232e+308,"01","2","11","68",2033.80420473132
4473830,1,4,3,2,1,4,4,1,5,4,"",1.79769313486232e+308,1.79769313486232e+308,150000,1.79769313486232e+308,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,3,2,1.79769313486232e+308,1,1,3,2,1,2,2,2,2,1.79769313486232e+308,2,1.79769313486232e+308,"01","2","11","68",1089.58449409163
4473831,1,4,2,2,1,4,4,1,5,1,"",1.79769313486232e+308,98,400000,1.79769313486232e+308,2,1,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1.79769313486232e+308,1,1,1,2,1,2,2,2,2,1.79769313486232e+308,2,1.79769313486232e+308,"01","2","11","68",1142.75397343463
4473832,1,4,2,2,1,4,4,1,5,1,"",1.79769313486232e+308,98,300000,1.79769313486232e+308,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,5,2,1.79769313486232e+308,1,1,1,2,1,2,2,2,2,1.79769313486232e+308,2,1.79769313486232e+308,"01","2","11","68",1089.58449409163
4473833,1,3,2,2,1,4,4,1,5,1,"",1.79769313486232e+308,20000000,150000,1.79769313486232e+308,2,2,2,1,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,1,2,1,3,4,2,1.79769313486232e+308,1,1,3,2,1,2,2,2,2,1.79769313486232e+308,2,1.79769313486232e+308,"01","2","11","68",2186.26106481154
4473834,1,4,1,2,1,4,4,1,5,3,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,150000,2,2,2,1,1,1,1,2,2,2,1,2,1,2,2,2,2,2,1,2,2,1,2,3,2,1.79769313486232e+308,1,1,3,2,1,2,2,2,2,1.79769313486232e+308,2,1.79769313486232e+308,"01","2","11","68",1896.55703041705
4473835,1,5,2,2,1,4,4,1,5,4,"",1.79769313486232e+308,1.79769313486232e+308,300000,1.79769313486232e+308,2,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,1,3,2,1.79769313486232e+308,1,1,1,2,1,2,2,2,2,1.79769313486232e+308,2,1.79769313486232e+308,"01","2","11","68",1089.58449409163
4473836,1,4,1,2,1,4,4,1,5,1,"",1.79769313486232e+308,10000000,80000,1.79769313486232e+308,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1.79769313486232e+308,1,1,3,1,1,2,2,2,2,1.79769313486232e+308,2,1.79769313486232e+308,"01","2","11","68",1089.58449409163
4473878,1,3,2,2,1,4,1,1,4,4,"",1.79769313486232e+308,1.79769313486232e+308,300000,1.79769313486232e+308,2,2,2,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1.79769313486232e+308,1,1,4,2,1,9,2,2,2,1.79769313486232e+308,1,1,"01","2","11","76",1773.62827128261
4473879,1,6,2,2,1,4,2,1,5,4,"",1.79769313486232e+308,1.79769313486232e+308,200000,1.79769313486232e+308,2,1,2,1,1,1,1,2,2,2,1,2,1,2,2,2,2,2,1,2,2,1,2,2,2,1.79769313486232e+308,1,1,1,2,1,1,2,2,2,1.79769313486232e+308,2,1.79769313486232e+308,"01","2","11","76",2770.30208753856
4473880,1,3,1,2,1,4,2,1,5,1,"",1.79769313486232e+308,25000000,150000,1.79769313486232e+308,2,2,2,2,1,1,1,2,2,2,1,2,1,2,2,2,2,2,1,2,2,1,2,2,2,1.79769313486232e+308,1,1,1,2,1,1,2,2,2,1.79769313486232e+308,2,1.79769313486232e+308,"01","2","11","76",2770.30208753856
4473881,1,3,1,2,1,4,2,1,5,4,"",1.79769313486232e+308,1.79769313486232e+308,150000,1.79769313486232e+308,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,1,4,1,1,1,1,1,2,1,1,2,2,2,1.79769313486232e+308,2,1.79769313486232e+308,"01","2","11","76",2794.31477066555
4473882,1,3,2,2,1,3,2,1,5,4,"",1.79769313486232e+308,1.79769313486232e+308,150000,1.79769313486232e+308,2,2,2,2,1,1,1,2,2,2,1,1,2,2,2,2,2,1,2,2,2,1,3,3,2,1.79769313486232e+308,1,1,3,2,1,2,2,2,2,1.79769313486232e+308,2,1.79769313486232e+308,"01","2","11","76",2251.25504570484
4473883,1,2,1,3,1,5,2,5,5,1,"",1.79769313486232e+308,98,98,1.79769313486232e+308,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1.79769313486232e+308,1,1,4,2,1,2,2,2,2,1.79769313486232e+308,2,1.79769313486232e+308,"01","2","11","76",1773.62827128261
4473884,1,2,2,2,1,4,2,1,5,4,"",1.79769313486232e+308,1.79769313486232e+308,200000,1.79769313486232e+308,2,2,2,1,1,1,1,2,2,2,1,2,1,2,2,2,2,1,1,2,2,1,2,5,2,1.79769313486232e+308,1,1,1,2,1,1,2,2,2,1.79769313486232e+308,2,1.79769313486232e+308,"01","2","11","76",5422.53090981464
4473885,1,2,2,3,1,5,2,1,5,1,"",1.79769313486232e+308,98,98,1.79769313486232e+308,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,4,2,1.79769313486232e+308,1,1,7,1,1,2,2,2,2,1.79769313486232e+308,2,1.79769313486232e+308,"01","2","11","76",2802.47776136432
4474697,1,2,2,3,1,1,1,1,5,1,"",1.79769313486232e+308,15000000,100000,1.79769313486232e+308,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,1,7,2,1.79769313486232e+308,1,1,1,2,1,1,2,2,1,8,1,1,"01","2","11","73",1869.60089563283
4474698,1,4,2,3,1,4,1,1,4,3,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,300000,2,1,2,2,1,1,1,2,2,2,1,1,2,2,2,2,2,2,1,2,2,1,2,4,2,1.79769313486232e+308,1,1,5,3,1,1,2,2,2,1.79769313486232e+308,1,1,"01","2","11","73",507.23156702117
4474701,1,10,9,3,1,1,1,1,5,1,"",1.79769313486232e+308,30000000,200000,1.79769313486232e+308,2,1,2,2,1,1,1,2,2,2,1,1,1,2,2,2,2,1,1,2,2,1,4,14,2,1.79769313486232e+308,1,1,5,2,1,1,1,2,1,8,1,1,"01","2","11","73",2028.92626808468
4474704,1,2,1,3,1,1,1,1,3,4,"",1.79769313486232e+308,1.79769313486232e+308,50000,1.79769313486232e+308,2,1,2,2,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,1,2,1,3,1,1,5,3,1,1,1,2,1,8,1,2,"01","2","11","73",1227.92658235976
4474706,1,2,2,3,1,1,1,1,3,1,"",1.79769313486232e+308,10000000,80000,1.79769313486232e+308,2,1,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2,3,2,1.79769313486232e+308,1,1,1,2,1,0,1,2,1,8,1,2,"01","2","11","73",614.151254578929
4474709,1,4,1,3,1,1,1,1,4,1,"",1.79769313486232e+308,20000000,400000,1.79769313486232e+308,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1.79769313486232e+308,1,1,1,2,1,0,2,2,1,8,1,1,"01","2","11","73",680.531708462824
