Directorio;Secuencia_p;Orden;Hogar;Regis;Clase;P7430;P7440;P7450;P7450s1;P7460;P7470;P7472;P7472s1;P7454;P7456;P7458s1;P7458;P7452;Ini;Mes;Dpto;Fex_c_2011;Area
3551498;1;1;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;47;132,4479699337;47
3551499;1;2;1;80;1;1;4;9;CAMBIO DE DOMICILIO;2; ;2; ; ; ; ;9;2;1;09;47;144,372010892752;47
3551500;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;47;138,299652995502;47
3551500;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;47;138,299652995502;47
3551500;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;47;138,299652995502;47
3551500;1;5;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;09;47;138,299652995502;47
3551501;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;47;168,41994482401;47
3551502;1;1;1;80;1;2; ; ; ;3; ;2; ;2; ;.; ; ;1;09;47;132,4479699337;47
3551503;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;09;47;157,160118417669;47
3551503;1;3;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;09;47;157,160118417669;47
3551504;1;1;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;47;154,010147336187;47
3551505;1;2;1;80;1;2; ; ; ;3; ;2; ;2; ;.; ; ;1;09;47;143,99667202856;47
3551507;1;2;1;80;1;1;2;3; ;2; ;2; ; ; ; ;9;2;1;09;47;140,497500982117;47
3551507;1;3;1;80;1;1;1;2; ;2; ;2; ; ; ; ;2;2;1;09;47;140,497500982117;47
3551507;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;47;140,497500982117;47
3551507;1;5;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;09;47;140,497500982117;47
3551508;1;1;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;09;47;105,381566752755;47
3551513;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;47;303,311785278425;47
3551513;1;4;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;09;47;303,311785278425;47
3551516;1;3;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;09;47;214,044034384512;47
3551516;1;5;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;09;47;214,044034384512;47
3551517;1;1;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;09;47;133,140167140376;47
3551517;1;2;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;09;47;133,140167140376;47
3551519;1;1;1;80;1;1;4;3; ;2; ;2; ; ; ; ;4;2;1;09;47;153,4548791493;47
3551519;1;9;1;80;1;1;1;1; ;2; ;2; ; ; ; ;1;2;1;09;47;153,4548791493;47
3551520;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;47;156,296051851805;47
3551520;1;3;1;80;1;1;1;4; ;2; ;2; ; ; ; ;4;2;1;09;47;156,296051851805;47
3551521;1;1;1;80;1;1;4;4; ;2; ;2; ; ; ; ;8;2;1;09;47;105,381566752755;47
3551522;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;09;47;130,497036754882;47
3551525;1;1;1;80;1;1;1;3; ;2; ;2; ; ; ; ;9;2;1;09;47;178,058081267445;47
3551527;1;2;1;80;1;1;2;8; ;2; ;2; ; ; ; ;1;2;1;09;47;118,688408771832;47
3551528;1;2;1;80;1;1;2;3; ;2; ;2; ; ; ; ;9;2;1;09;47;151,107091062503;47
3551528;1;4;1;80;1;1;4;4; ;2; ;2; ; ; ; ;4;2;1;09;47;151,107091062503;47
3551529;1;2;1;80;1;1;4;4; ;2; ;2; ; ; ; ;4;2;1;09;47;187,005613857533;47
3551529;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;47;187,005613857533;47
3551529;1;4;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;09;47;187,005613857533;47
3551532;1;3;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;09;47;230,001443532996;47
3551533;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;09;47;156,180638875802;47
3551533;1;3;1;80;1;1;4;4; ;3; ;2; ; ; ; ;4;2;1;09;47;156,180638875802;47
3551534;1;2;1;80;1;1;1;3; ;2; ;2; ; ; ; ;9;2;1;09;47;203,338361870209;47
3551534;1;3;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;09;47;203,338361870209;47
3551535;1;2;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;09;47;140,286005572197;47
3551536;1;3;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;09;47;187,531785095605;47
3551542;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;09;17;351,16828185953;17
3551542;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;17;351,16828185953;17
3551545;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;09;17;358,482838668859;17
3551546;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;09;17;347,155760665588;17
3551546;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;17;347,155760665588;17
3551548;1;2;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;09;17;406,952892122321;17
3551551;1;1;1;80;1;1;1;8; ;2; ;2; ; ; ; ;2;2;1;09;17;191,570233883197;17
3551555;1;1;1;80;1;1;1;6; ;2; ;2; ; ; ; ;2;2;1;09;17;188,374684823694;17
3551555;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;17;188,374684823694;17
3551556;1;3;1;80;1;1;1;2; ;2; ;2; ; ; ; ;2;2;1;09;17;162,476848722777;17
3551556;1;4;1;80;1;1;2;2; ;2; ;2; ; ; ; ;2;2;1;09;17;162,476848722777;17
3551556;1;5;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;17;162,476848722777;17
3551556;1;6;1;80;1;1;1;2; ;2; ;2; ; ; ; ;2;2;1;09;17;162,476848722777;17
3551557;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;09;17;164,14016751503;17
3551557;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;09;17;164,14016751503;17
3551558;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;09;17;167,739568582303;17
3551562;1;1;1;80;1;1;1;2; ;2; ;2; ; ; ; ;2;2;1;09;17;191,570233883197;17
3551563;1;3;1;80;1;2; ; ; ;2; ;2; ;1;1; ;6; ;1;09;15;90,2154478726935;15
3551567;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;15;49,2959382412598;15
3551567;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;15;49,2959382412598;15
3551567;1;5;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;15;49,2959382412598;15
3551568;1;1;1;80;1;2; ; ; ;1;3;2; ;2; ;.; ; ;1;09;15;87,6630307205504;15
3551568;1;2;1;80;1;1;3;4; ;2; ;2; ; ; ; ;4;2;1;09;15;87,6630307205504;15
3551569;1;1;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;15;84,5628349065339;15
3551569;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;15;84,5628349065339;15
