Directorio;Secuencia_p;Orden;Hogar;Regis;Area;P7250;P7260;P7280;P7280s1;P7310;P7320;P7350;P7350s1;P7360;P7390;P7390s1;P7420;P7420s1;P7420s2;P7420s3;P7420s4;P7420s5;P7420s6;P7420s7;P7420s8;P7420s7a1;P7422;P7422s1;P9460;Oficio1;Oficio2;Rama2d_d;Dsi;Dscy;Rama4d_d;Mes;Dpto;Fex_c_2011
2990259;1;6;1;70;17;52;48;1; ;2;52;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;79;52;1;2;5272;07;17;157,259028075621
2990260;1;1;1;70;17;24;48;1; ;2;24;1; ;3;2; ; ; ; ; ; ; ; ; ;1; ;1;800000;2;43;43;70;1;2;7020;07;17;199,223394908145
2990260;1;2;1;70;17;104;48;2; ;2;30;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;13;13;80;1;2;8060;07;17;199,223394908145
2990261;1;1;1;70;17;1;48;1; ;2;2;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;1;900000;2;33;42;50;1;1;5051;07;17;176,523027047625
2990273;1;2;1;70;17;3;24;1; ;2;12;4; ;9;3; ; ; ; ; ; ; ; ; ;1; ;2; ;2;01;01;75;1;1;7514;07;17;169,326854272984
2990275;1;1;1;70;17;6;30;1; ;2;6;1; ;2;5; ; ; ; ;1; ; ; ; ; ; ;2; ;2;45;55;55;1;1;5521;07;17;155,458854237862
2990281;1;1;1;70;17;120;24;1; ;2;240;1; ;3;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;2;5233;07;17;209,969836713246
2990323;1;1;1;70;73;4;60;4; ;2;5;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;1;4521;07;73;228,77404534993
2990327;1;1;1;70;73;240;84;1; ;2;36;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;98;98;60;1;2;6042;07;73;231,736593960547
2990337;1;2;1;70;73;2;48;1; ;2;2;1; ;3;7; ; ; ; ; ; ; ; ; ;1; ;1;360000;2;37;95;45;1;1;4521;07;73;268,969915689794
2990434;1;1;1;70;52;1;48;1; ;2;1;1; ;9;1; ; ;1; ; ; ; ; ; ; ; ;1;3200000;2;13;02;64;1;1;6421;07;52;201,965220343223
2990434;1;2;1;70;52;1;30;1; ;2;104;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;13;13;80;1;1;8050;07;52;201,965220343223
2990441;1;2;1;70;52;24;24;1; ;2;52;1; ;2;9;CARTA DE VINCULADOS; ; ; ; ; ; ; ; ;1; ;2; ;2;53;53;55;1;2;5521;07;52;228,389835312834
2990448;1;3;1;70;52;25;48;1; ;2;27;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;03;03;52;1;2;5272;07;52;138,60782154043
2990450;1;2;1;70;52;2;48;1; ;2;2;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;1;150000;2;95;95;45;1;1;4521;07;52;167,506763850829
2990472;1;1;1;70;05;24;15;1; ;2;28;1; ;4;1; ; ; ; ;1; ; ; ; ; ; ;2; ;2;77;45;15;1;2;1551;07;05;997,058316764695
2990476;1;1;1;70;05;24;48;1; ;2;300;4; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;58;45;52;1;2;5262;07;05;1271,45189170085
2990481;1;2;1;70;05;24;8;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;2; ;07;05;529,617943800876
