DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P388;P6440;P6450;P6460;P6460S1;P6400;P6410;P6422;P6424S1;P6424S2;P6424S3;P6426;P6430S1;P6480;P6480S1;P9440;P6500;P6510;P6510S1;P6510S2;P6590;P6590S1;P6600;P6600S1;P6610;P6610S1;P6620;P6620S1;P6585S1;P6585S1A1;P6585S1A2;P6585S2;P6585S2A1;P6585S2A2;P6585S3;P6585S3A1;P6585S3A2;P6585S4;P6585S4A1;P6585S4A2;P6545;P6545S1;P6545S2;P6580;P6580S1;P6580S2;P6630S1;P6630S1A1;P6630S2;P6630S2A1;P6630S3;P6630S3A1;P6630S4;P6630S4A1;P6630S6;P6630S6A1;P6640;P6640S1;P1800;P1800S1;P1801S1;P1801S2;P1801S3;P1802;P6765;P6765S1;P6772;P6772S1;P6773S1;P6775;P6750;P6760;P550;P6780;P6780S1;P1879;P1805;P6790;P6800;P6810;P6810S1;P6850;P6830;P6830S1;P3148;P6870;P6880;P6880S1;P6915;P6915S1;P6920;P6930;P6940;P6960;P6980S1;P6980S2;P6980S3;P6980S4;P6980S5;P6980S6;P6980S7;P6980S7A1;P6980S8;P6990;P9450;P7020;P760;P7026;P7028;P7028S1;P1880;P7040;P390;P7045;P7050;P7050S1;P7070;P7075;P7077;P7090;P7100;P7110;P7120;P7130;P7140S1;P7140S2;P7140S3;P7140S4;P7140S5;P7140S6;P7140S7;P7140S8;P7140S9;P7140S9A1;P7150;P7160;P7170S1;P7170S5;P7170S6;P7180;P514;P515;P1881;P1882;P7240;P7240S1;P6980;P7140;OFICIO;RAMA2D_R4;OCI;P6430;RAMA4D_R4;INGLABO;MES;DPTO;fex_c_2011;RAMA4DP8_R4
6,015,282;1;2;1;60;68;68;2;;;;;;;;;;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;3;;1;;3;;3;2;12;48;;.;48;;;;1;4;;2;;2;;;;;;;;;;;;1;2;2;1;0;72;1;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;8;;1;;98;49;1;4;4923;;11;68;700.73791705;
6,015,282;1;4;1;60;68;68;1;2;2;6;1;;1;1;2;1;3;;2;;2;1,000,000;2;;;2;;2;;2;;2;;2;;;1;106,000;2;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;7;;1;;1;1;1;5;1;;;;;;;;;1;1;1;0;12;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;45;8;;1;;59;86;1;1;8621;1000000;11;68;700.73791705;
6,015,283;1;1;1;60;68;68;1;2;1;;1;;1;1;2;1;24;;3;;2;2,000,000;2;;;2;;2;;2;;2;;2;;;1;106,500;2;2;;;2;;;2;;;2;;;2;;2;;1;1,000,000;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;7;;1;;1;1;1;4;1;;;;;;;;;1;1;1;0;24;1;;8;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;20;2;;1;;33;64;1;1;6412;2000000;11;68;641.6781579;
6,015,285;1;1;1;60;68;68;2;;;;;;;;;;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;4;4;0;0;3;7;;1;1;2,021;1;;1;;3;;6;2;12;48;;.;48;;;;3;7;;1;;1;1;2;20;1;;;;;;;;;2;2;1;24;72;1;;5;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;8;60;5;;1;;84;45;1;5;4520;;11;68;586.11733808;
6,015,285;1;2;1;60;68;68;1;2;1;;1;;1;1;2;1;12;;2;;1;;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;98;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;8;7;;1;;1;1;1;10;1;;;;;;;;;1;1;1;36;60;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;8;60;5;;1;;21;82;1;1;8291;;11;68;586.11733808;
6,015,286;1;2;1;60;68;68;1;2;2;3;1;;1;1;2;1;1;;2;;2;1,000,000;2;;;2;;2;;2;;2;;2;;;1;106,000;2;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;8;48;;.;48;;;;9;7;;1;;1;1;1;1;1;;;;;;;;;1;1;1;4;6;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;60;8;;1;;19;73;1;1;7310;1000000;11;68;521.09362094;
6,015,286;1;3;1;60;68;68;2;;;;;;;;;;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;3;700,000;1;;3;;3;2;12;40;;.;40;;;;1;5;;3;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;12;30;8;;1;;57;96;1;4;9602;700000;11;68;521.09362094;
6,015,288;1;1;1;60;68;68;2;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;3;250,000;1;;3;;3;2;1;16;1;;16;;;;1;2;;3;;2;;;;;;;;;;;;1;2;2;1;16;18;4;;2;2;;;;;;;;1;32;2;1;2;;;;;;;;;;;;;1;2;2;2;2;1;3;15;3;;1;;55;81;1;4;8121;250000;11;68;749.05089917;
6,015,288;1;2;1;60;68;68;1;1;;;1;;1;2;2;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;1;4;;;;;3;500,000;1;;3;;1;2;12;48;;.;48;;;;1;7;;3;;2;;;;;;;;;;;;1;2;2;1;0;24;4;;2;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;15;3;;1;;99;45;1;4;4520;500000;11;68;749.05089917;
6,015,288;1;3;1;60;68;68;1;2;1;;1;;1;1;2;1;2;;1;;2;908,600;2;;;2;;2;;2;;2;;2;;;1;106,500;2;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;6;7;;1;;1;1;1;2;1;;;;;;;;;1;1;1;0;24;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;10;3;;1;;97;32;1;1;3250;908600;11;68;749.05089917;
6,015,288;1;4;1;60;68;68;1;2;1;;1;;1;1;2;1;24;;2;;2;1,100,000;2;;;2;;2;;2;;2;;2;;;1;106,500;2;2;;;2;;;2;;;2;;;1;1,100,000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;6;7;;1;;1;1;1;24;1;;;;;;;;;1;1;1;0;1;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;10;3;;1;;39;32;1;1;3250;1100000;11;68;749.05089917;
6,015,289;1;1;1;60;68;68;1;2;1;;2;4;1;1;2;1;192;;2;;2;1,400,000;2;;;2;;2;;2;;2;;2;;;1;106,500;2;1;70,000;2;2;;;2;;;2;;;1;1,400,000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;64;;.;64;;;;9;7;;1;;1;1;1;17;1;;;;;;;;;1;1;1;0;12;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;30;3;;1;;58;68;1;1;6820;1400000;11;68;656.29085127;8010
6,015,289;1;2;1;60;68;68;1;2;2;12;1;;1;1;2;1;48;;2;;2;908,600;2;;;2;;2;;2;;2;;2;;;1;106,500;2;2;;;2;;;2;;;2;;;1;900,000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;4;7;;1;;1;1;1;4;1;;;;;;;;;1;1;1;0;24;4;;8;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;40;3;;1;;55;45;1;1;4512;908600;11;68;656.29085127;
6,015,290;1;1;1;60;68;68;2;;;;;;;;;;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;3;1,200,000;1;;3;;3;2;12;48;;.;48;;;;1;1;;3;;2;;;;;;;;;;;;1;2;2;1;12;48;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;8;;1;;45;47;1;4;4791;1200000;11;68;442.6552406;
6,015,291;1;1;1;60;68;68;2;;;;;;;;;;84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;2;0;0;3;7;;1;1;2,021;2;;1;;3;;3;2;12;84;;.;84;;;;2;7;;2;;2;;;;;;;;;;;;1;2;2;1;0;240;4;;2;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;2;8;;1;;41;47;1;5;4723;;11;68;443.79005432;
6,015,292;1;1;1;60;68;68;1;2;2;12;1;;1;1;2;1;192;;2;;2;4,000,000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;4,000,000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;40;;.;40;;;;6;7;;1;;1;1;1;21;1;;;;;;;;;1;1;1;0;60;2;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;10;3;;1;;11;85;1;1;8530;4000000;11;68;556.94094174;
6,015,293;1;2;1;60;68;68;2;;;;;;;;;;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;2;0;0;3;7;;1;1;2,021;2;2,000,000;1;;3;;3;2;12;48;;.;48;;;;2;1;;3;;2;;;;;;;;;;;;1;2;2;1;0;48;4;;8;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;3;;1;;79;14;1;5;1410;2000000;11;68;547.33594689;
6,015,294;1;1;1;60;68;68;1;2;1;;1;;1;1;2;1;60;;1;;2;1,200,000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;1;450,000;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;7;;1;;1;1;1;10;1;;;;;;;;;1;1;1;0;50;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;20;2;;1;;39;49;1;1;4921;1200000;11;68;605.58880168;
6,015,294;1;2;1;60;68;68;1;2;1;;1;;1;1;2;1;300;;1;;2;1,400,000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;1;1,400,000;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;4;;1;;1;1;1;25;1;;;;;;;;;1;2;1;8;12;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;20;2;;1;;98;49;1;1;4921;1400000;11;68;605.58880168;
6,015,296;1;1;1;60;68;68;1;2;1;;1;;1;1;2;1;204;;2;;2;20,000,000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;20,000,000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;7;;1;;1;1;1;20;1;;;;;;;;;1;2;1;0;36;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;8;10;3;;1;;42;10;1;1;1081;20000000;11;68;690.46316656;
6,015,298;1;1;1;60;68;68;1;2;1;;1;;1;1;2;1;48;;1;;2;1,500,000;2;;;2;;2;;2;;2;;2;;;1;106,000;2;2;;;2;;;2;;;2;;;2;;2;;1;1,000,000;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;5;7;;1;;1;1;1;8;1;;;;;;;;;1;1;1;0;6;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;45;8;;1;;11;46;1;1;4631;1500000;11;68;504.56388664;
6,015,299;1;2;1;60;68;68;1;2;2;3;1;;1;1;2;1;5;;1;;2;908,600;2;;;2;;2;;2;;2;;2;;;1;106,500;2;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;5;9;;1;;1;1;1;6;1;;;;;;;;;1;1;1;0;6;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;10;3;;1;;95;42;1;1;4290;908600;11;68;734.77308362;
6,015,652;1;1;1;60;73;73;2;;;;;;;;;;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;7;;2;;;2;2,000,000;1;;3;;3;2;12;40;;.;40;;;;1;6;;11;;2;;;;;;;;;;;;1;2;2;1;0;6;1;;10;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;5;8;;1;;45;47;1;4;4781;2000000;11;73;573.51564926;
6,015,652;1;7;1;60;73;73;1;1;;;1;;2;2;2;2;2;;1;;2;900,000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;60;;.;60;;;;2;7;;11;;2;;;;;;;;;;;;1;2;2;1;0;0;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;2;2;2;1;3;10;9;;1;;84;45;1;1;4520;900000;11;73;573.51564926;
6,015,653;1;2;1;60;73;73;2;;;;;;;;;;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;2;0;0;3;7;;2;;;2;1,200,000;1;;3;;3;2;12;48;;.;48;;;;2;2;;2;;2;;;;;;;;;;;;1;2;2;1;0;1;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;2;1;3;10;8;;1;;95;41;1;5;4111;1200000;11;73;389.46611029;
6,015,653;1;3;1;60;73;73;1;1;;;1;;1;2;2;2;1;;1;;2;400,000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;1;40;;.;20;6;;2;2;2;;2;;2;;;;;;;;;;;;1;2;2;1;0;0;4;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;2;1;3;10;3;;1;;95;41;1;1;4111;400000;11;73;389.46611029;
6,015,653;1;4;1;60;73;73;2;;;;;;;;;;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;7;;2;;;2;800,000;1;;3;;3;2;12;48;;.;48;;;;1;1;;2;;2;;;;;;;;;;;;1;2;2;1;0;12;4;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;8;;1;;45;47;1;4;4791;800000;11;73;389.46611029;
6,015,654;1;1;1;60;73;73;2;;;;;;;;;;480;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;7;;2;;;2;300,000;1;;3;;1;1;12;40;;.;40;;;;1;6;;2;;2;;;;;;;;;;;;1;2;2;1;0;0;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;2;1;13;20;8;;1;;45;46;1;4;4665;300000;11;73;343.85021704;
6,015,661;1;3;1;60;73;73;1;2;2;6;1;;1;2;2;2;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;1;1;;;;;3;4,120,000;1;;3;;1;1;10;30;1;;30;;;;7;7;;1;;1;2;2;13;1;;;;;;;;;1;2;1;2;10;4;;1;2;;;;;;;;1;10;2;1;1;1;1;2;1;2;2;1;2;1;TENER TODAS LAS PRESTACIONES DE LEY;1;1;1;2;1;2;2;1;8;25;2;;1;1;70;36;1;4;3600;4120000;11;73;328.7547986;
6,015,662;1;3;1;60;73;73;1;1;;;1;;1;2;2;2;240;;1;;2;900,000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;44;;.;44;;;;2;2;;2;;2;;;;;;;;;;;;1;2;2;1;0;24;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;30;3;;1;;95;41;1;1;4111;900000;11;73;339.63911767;
6,015,663;1;1;1;60;73;73;1;2;2;1;1;;2;2;2;2;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;1;1;;;;;3;900,000;1;;1;;1;1;12;60;;.;0;6;;2;4;6;;1;;1;1;1;98;1;;;;;;;;;1;2;1;0;60;4;;8;1;73;8;4;;180,000;1;2;2;;;;1;1;1;1;1;2;2;1;1;2;;1;1;1;2;2;2;2;1;2;30;5;;1;1;05;42;1;4;4220;1080000;11;73;299.82810038;
6,015,663;1;4;1;60;73;73;1;1;;;1;;1;2;2;2;2;;1;;2;300,000;2;;;1;100,000;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;2;36;1;;12;6;;2;2;7;;2;;2;;;;;;;;;;;;1;2;2;1;16;18;1;;13;2;;;;;;;;1;20;1;1;1;1;1;2;1;2;1;1;1;2;;1;1;2;2;1;2;2;1;2;25;3;;1;1;83;25;1;1;2511;400000;11;73;299.82810038;
6,015,664;1;1;1;60;73;73;2;;;;;;;;;;180;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;5;3;0;2;3;7;;1;1;2,021;2;3,000,000;1;;3;;6;2;12;48;;.;48;;;;3;1;;1;;1;2;2;20;1;;;;;;;;;2;2;1;0;120;1;;5;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;8;;1;;77;10;1;5;1081;3000000;11;73;202.93710833;
6,015,664;1;2;1;60;73;73;2;;;;;;;;;;180;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;.;;;;;;;;;.;;;12;30;2;;30;;;;3;1;;3;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;3;;1;;77;10;1;6;1081;;11;73;202.93710833;
6,015,665;1;2;1;60;73;73;1;1;;;1;;2;2;2;2;12;;1;;2;900,000;2;;;1;300,000;1;250,000;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;450,000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;60;;.;60;;;;1;1;;2;;2;;;;;;;;;;;;1;2;2;1;7;12;4;;13;2;;;;;;;;2;;;;1;1;1;1;2;2;1;1;2;2;;2;2;2;2;1;2;2;2;14;;3;;1;1;54;97;1;3;9700;1450000;11;73;229.05629063;
6,015,666;1;1;1;60;73;73;1;2;1;;1;;1;1;2;1;7;;1;;2;908,526;2;;;1;150,000;2;;2;;2;;2;;;1;106,454;2;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;7;48;;.;48;;;;4;7;;1;;1;1;1;2;1;;;;;;;;;1;1;1;24;10;1;;1;2;;;;;;;;2;;;;1;2;1;1;2;2;2;2;2;2;;2;1;1;1;1;2;1;1;2;30;3;;1;1;53;56;1;1;5611;1058526;11;73;305.21062087;
6,015,667;1;1;1;60;73;73;1;2;1;;1;;1;1;2;1;9;;3;;2;1,300,000;2;;;2;;2;;2;;2;;1;50,000;2;1;106,454;2;1;34,000;2;2;;;2;;;2;;;1;530,000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;11;48;;.;48;;;;9;7;;1;;1;1;1;8;1;;;;;;;;;1;1;1;1;2;1;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;15;8;;1;;39;86;1;1;8621;1300000;11;73;414.21221014;
6,015,667;1;2;1;60;73;73;2;;;;;;;;;;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;0;2;0;2;7;;1;1;2,021;1;3,000,000;1;;3;;6;2;12;48;;.;15;7;POR EL CLIMA;;2;8;;3;;2;;;;;;;1;;;;;;2;2;1;0;36;1;;10;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;8;60;9;;1;;05;72;1;4;7210;3000000;11;73;414.21221014;
6,015,670;1;1;1;60;73;73;2;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;7;;2;;;2;900,000;1;;3;;4;2;6;48;;.;40;2;;;1;1;;2;;2;;;;;;;;;;;;1;9;2;1;6;36;4;;13;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;2;1;14;;2;;1;;79;14;1;4;1410;900000;11;73;229.84031404;
6,015,670;1;2;1;60;73;73;1;1;;;1;;2;2;2;2;1;;1;;2;240,000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;3;48;;.;40;2;;;2;6;;11;;2;;;;;;;;;;;;1;2;2;1;9;2;1;;3;2;;;;;;;;2;;;;1;1;1;1;1;2;2;1;2;2;;2;1;1;2;2;2;2;1;3;2;3;;1;1;97;10;1;1;1089;240000;11;73;229.84031404;
6,015,670;1;3;1;60;73;73;1;1;;;1;;1;2;2;2;2;;1;;2;250,000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;2;40;;.;48;;;;3;7;;5;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;1;1;1;2;1;2;2;1;2;2;;1;1;2;2;2;2;2;1;3;5;3;;1;1;53;56;1;1;5619;250000;11;73;229.84031404;
6,015,671;1;1;1;60;73;73;1;2;1;;1;;1;1;1;1;13;;1;;2;1,110,000;2;;;2;;2;;2;;2;;2;;;1;106,400;2;2;;;2;;;2;;;2;;;1;900,000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;7;;1;;1;2;1;18;1;;;;;;;;;1;1;1;5;120;1;;13;2;;;;;;;;2;;;;1;1;1;1;2;2;2;2;2;2;;2;1;1;1;1;2;1;1;2;45;3;;1;1;92;18;1;1;1811;1110000;11;73;355.65800432;
6,015,671;1;3;1;60;73;73;1;2;2;12;1;;1;1;1;1;6;;2;;2;1,400,000;2;;;2;;2;;2;;2;;2;;;1;106,400;2;2;;;2;;;2;;;2;;;1;400,000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;6;54;;.;54;;;;9;7;;1;;1;1;1;0;1;;;;;;;;;1;1;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;60;3;;1;;07;86;1;2;8610;1400000;11;73;355.65800432;
6,015,672;1;1;1;60;73;73;2;;;;;;;;;;366;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;7;;1;2;;2;400,000;1;;3;;1;1;12;50;;.;25;6;;2;1;7;;2;;2;;;;;;;;;;;;1;2;2;1;0;36;1;;10;2;;;;;;;;2;;;;1;2;1;2;2;2;2;1;1;2;;2;1;1;2;1;2;2;1;3;1;5;;1;1;83;25;1;4;2511;400000;11;73;296.9256624;
6,015,673;1;2;1;60;73;73;1;2;1;;2;1;1;1;1;1;1;;4;;1;1,500,000;2;;;2;;2;;2;;2;;9;;;1;106,800;1;1;72,000;2;2;;;2;;;2;;;1;908,600;1;98;2;;1;5,000,000;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;44;;.;36;2;;;9;7;;1;;1;1;1;12;1;;;;;;;;;1;1;1;0;36;2;;8;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;40;1;;1;;44;64;1;1;6412;1500000;11;73;195.62746771;7810
6,015,673;1;3;1;60;73;73;1;1;;;1;;2;2;2;2;4;;1;;2;280,000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;4;28;2;;34;;;;3;5;;3;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;2;2;2;1;3;2;3;;1;;97;10;1;1;1081;280000;11;73;195.62746771;
6,015,675;1;1;1;60;73;73;2;;;;;;;;;;240;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0;1;1;7;;2;;;2;2,000,000;1;;3;;3;2;12;48;;.;48;;;;2;5;;3;;2;;;;;;1;;;;;;;2;2;1;0;24;1;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;8;10;2;;1;;41;46;1;4;4649;2000000;11;73;354.45604959;
6,015,675;1;2;1;60;73;73;2;;;;;;;;;;180;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;2;5;;1;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;8;20;3;;1;;45;46;1;6;4649;;11;73;354.45604959;
6,015,675;1;3;1;60;73;73;2;;;;;;;;;;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;7;;2;;;2;2,000,000;1;;3;;3;2;12;54;;.;54;;;;1;7;;4;;2;;;;;;;;;;;;1;2;2;1;2;12;1;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;2;30;3;;1;;16;73;1;4;7310;2000000;11;73;354.45604959;
6,015,675;1;6;1;60;73;73;1;2;1;;1;;1;1;1;1;18;;2;;2;1,800,000;2;;;1;150,000;2;;2;;2;;2;;;1;106,400;1;2;;;2;;;2;;;2;;;1;1,800,000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;60;;.;60;;;;6;7;;1;;1;1;1;3;1;;;;;;;;;1;1;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;11;30;3;;1;;53;56;1;1;5611;1950000;11;73;354.45604959;
6,015,676;1;1;1;60;73;73;1;2;1;;2;4;1;1;1;1;48;;1;;2;1,014,000;2;;;2;;2;;2;;2;;2;;;1;106,000;1;1;36,000;2;2;;;2;;;2;;;1;495,000;1;492,000;1;98;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;60;;.;60;;;;6;7;;1;;1;1;1;12;1;;;;;;;;;1;1;1;12;96;1;;5;2;;;;;;;;2;;;;1;2;1;1;2;2;2;1;1;2;;2;1;1;1;2;2;1;2;11;30;1;;1;1;58;85;1;1;8530;1014000;11;73;311.61634047;8010
