DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P7250;P7260;P1806;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P1519;P1883;P7420;P7420S7A1;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S8;P7422;P7422S1;RAMA2D_D_R4;OFICIO1;OFICIO2;DSI;DSCY;RAMA4D_D_R4;MES;DPTO;fex_c_2011
6,013,661;1;4;1;70;52;12;48;500,000;1;;2;20;1;;2;2;1;;2;;;;;;;;;;;1;2;;41;95;95;1;1;4111;11;52;277.92695432
6,013,665;1;1;1;70;52;4;48;800,000;1;;2;4;1;;5;2;8;;2;;;;;;;;;;;1;1;800000;41;95;95;1;1;4111;11;52;235.14687251
6,013,672;1;1;1;70;52;52;40;800,000;3;;2;52;1;;2;2;7;;2;;;;;;;;;;;1;2;;96;59;56;1;2;9601;11;52;201.95718854
6,013,678;1;2;1;70;52;52;40;900,000;4;;2;4;4;;1;2;8;;2;;;;;;;;;;;1;1;800000;49;41;98;1;2;4921;11;52;182.4838816
6,013,678;1;5;1;70;52;20;20;500,000;1;;2;26;3;;1;2;8;;2;;;;;;;;;;;1;2;;97;45;59;1;2;9700;11;52;182.4838816
6,013,680;1;1;1;70;52;3;4;800,000;1;;2;6;4;;1;2;1;;2;;;;;;;;;;;1;2;;47;45;45;1;1;4722;11;52;241.99529637
6,013,688;1;1;1;70;52;16;48;908,526;1;;2;12;1;;5;2;8;;2;;;;;;;;;;;1;2;;56;45;53;1;2;5611;11;52;240.84078087
6,013,692;1;1;1;70;52;40;48;1,500,000;1;;2;24;1;;6;2;1;;2;;;;;;;;;;;1;2;;85;13;13;1;2;8530;11;52;271.28849086
6,013,697;1;1;1;70;52;17;40;800,000;1;;2;17;1;;3;2;7;;2;;;;;;;;;;;1;2;;41;95;95;1;2;4111;11;52;211.83050317
6,013,697;1;3;1;70;52;26;40;400,000;1;;2;26;1;;2;2;8;;2;;;;;;;;;;;1;2;;41;95;95;1;2;4111;11;52;211.83050317
6,013,703;1;1;1;70;52;5;40;900,000;1;;2;5;1;;1;2;1;;2;;;;;;;;;;;1;1;500000;49;98;98;1;1;4921;11;52;280.10831592
6,013,707;1;4;1;70;52;8;48;300,000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;95;;1;1;;11;52;263.89959095
6,013,712;1;5;1;70;52;12;48;400,000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;45;;1;1;;11;52;211.88460916
6,013,713;1;2;1;70;52;104;48;1,800,000;1;;2;26;4;;1;2;7;;1;2;;;;;1;;;;;;2;;95;02;03;1;2;9511;11;52;217.03804148
6,013,715;1;1;1;70;52;54;40;6,000,000;1;;2;54;1;;8;2;3;;3;;;;;;1;;;;;;2;;41;02;02;1;2;4111;11;52;240.28883923
6,013,715;1;3;1;70;52;24;40;908,000;1;;2;24;1;;2;2;4;;2;;;;;;;;;;;1;2;;47;03;03;1;2;4773;11;52;240.28883923
6,013,720;1;1;1;70;52;12;40;400,000;4;;2;24;4;;1;2;2;;2;;;;;;;;;;;1;2;;81;55;55;1;1;8121;11;52;210.18961761
6,013,720;1;3;1;70;52;8;40;1,300,000;2;;2;20;1;;3;2;1;;2;;;;;;;;;;;1;2;;42;02;32;1;1;4210;11;52;210.18961761
6,013,721;1;4;1;70;52;12;48;600,000;1;;2;24;1;;4;2;1;;2;;;;;;;;;;;1;2;;47;45;45;1;1;4761;11;52;204.47557292
6,013,725;1;2;1;70;52;17;40;1,500,000;1;;2;17;1;;9;2;8;;2;;;;;;;;;;;1;2;;86;59;59;1;2;8610;11;52;329.65406087
6,013,727;1;8;1;70;52;8;40;400,000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;53;;1;1;;11;52;480.60060965
6,013,740;1;2;1;70;52;20;40;908,000;1;;2;45;1;;9;2;1;;2;;;;;;;;;;;1;2;;36;58;58;1;2;3600;11;52;247.48575147
6,013,745;1;2;1;70;52;3;20;908,000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;53;;1;1;;11;52;207.4411365
6,013,745;1;4;1;70;52;4;40;700,000;1;;2;4;3;;1;2;1;;2;;;;;;;;;;;1;1;130000;97;32;59;1;1;9700;11;52;207.4411365
6,013,766;1;5;1;70;52;4;24;600,000;1;;2;4;4;;2;2;1;;2;;;;;;;;;;;1;1;50000;56;45;77;1;1;5619;11;52;222.01548305
6,013,770;1;4;1;70;54;52;48;900,000;4;;2;52;1;;9;2;1;;2;;;;;;;;;;;1;2;;85;13;58;1;2;8544;11;54;572.50156772
6,013,771;1;1;1;70;54;4;48;1,014,980;1;;2;5;4;;1;2;1;;2;;;;;;;;;;;1;2;;47;45;45;1;1;4724;11;54;280.03725624
6,013,772;1;2;1;70;54;5;48;2,000,000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;07;;1;1;;11;54;280.03725624
6,013,773;1;2;1;70;54;8;48;900,000;4;;2;24;4;;1;2;1;;2;;;;;;;;;;;1;2;;47;45;45;1;1;4741;11;54;433.6577508
6,013,774;1;3;1;70;54;2;50;600,000;4;;1;;;;;;;;;;.;.;;;;;;;;;;.;;84;;1;1;;11;54;498.55465527
6,013,778;1;2;1;70;54;8;48;908,526;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;39;;1;1;;11;54;447.91154475
6,013,793;1;2;1;70;54;2;48;900,000;1;;2;2;4;;1;2;1;;2;;;;;;;;;;;1;1;60000;85;13;13;1;1;8559;11;54;277.45460908
6,013,793;1;3;1;70;54;40;48;900,000;4;;1;;;;;;;;;;.;.;;;;;;;;;;.;;97;;1;2;;11;54;277.45460908
6,013,794;1;1;1;70;54;2;48;1,014,980;4;;2;5;4;;1;2;4;;2;;;;;;;;;;;1;2;;41;80;95;1;1;4111;11;54;443.9597935
6,013,796;1;2;1;70;54;2;48;400,000;4;;2;2;4;;1;2;1;;2;;;;;;;;;;;1;1;300000;41;95;95;1;1;4111;11;54;384.266675
6,013,798;1;1;1;70;54;4;48;900,000;4;;2;4;4;;1;2;8;;2;;;;;;;;;;;1;1;800000;56;80;53;1;1;5619;11;54;508.84111596
6,013,800;1;3;1;70;54;30;48;908,526;1;;2;53;1;;5;2;1;;2;;;;;;;;;;;1;2;;47;45;33;1;2;4711;11;54;403.39082649
6,013,801;1;2;1;70;54;15;48;800,000;4;;2;10;4;;1;2;1;;2;;;;;;;;;;;1;2;;41;95;95;1;2;4111;11;54;589.41572455
6,013,803;1;2;1;70;54;40;48;700,000;4;;2;12;4;;1;2;8;;2;;;;;;;;;;;1;2;;15;80;80;1;2;1521;11;54;483.94985307
6,013,805;1;1;1;70;54;2;48;400,000;4;;2;4;4;;1;2;1;;2;;;;;;;;;;;1;1;120000;81;45;55;1;1;8121;11;54;379.35587572
6,014,505;1;3;1;70;66;36;48;908,000;1;;2;36;1;;9;2;2;;2;;;;;;;;;;;1;2;;14;79;79;1;2;1410;11;66;498.83823344
6,014,506;1;2;1;70;66;12;48;908,526;1;;2;12;1;;6;2;2;;2;;;;;;;;;;;1;2;;55;55;55;1;1;5511;11;66;306.43839619
6,014,511;1;2;1;70;66;96;48;700,000;3;;2;98;3;;1;2;8;;2;;;;;;;;;;;1;2;;97;54;54;1;2;9700;11;66;336.00378607
6,014,512;1;1;1;70;66;52;48;908,526;3;;2;52;1;;6;2;2;;2;;;;;;;;;;;1;2;;01;54;62;1;2;0123;11;66;301.55346948
6,014,516;1;1;1;70;66;12;48;908,526;1;;2;12;1;;6;2;1;;2;;;;;;;;;;;1;2;;25;87;87;1;1;2511;11;66;401.60993096
6,014,523;1;1;1;70;66;20;48;800,000;3;;2;20;3;;1;2;1;;2;;;;;;;;;;;1;2;;97;54;54;1;2;9700;11;66;494.43680761
6,014,524;1;2;1;70;66;24;48;908,526;1;;2;24;1;;9;2;2;;2;;;;;;;;;;;1;2;;46;34;39;1;2;4645;11;66;236.3429907
6,014,524;1;5;1;70;66;104;48;908,526;1;;2;104;1;;9;2;1;;2;;;;;;;;;;;1;2;;61;38;45;1;2;6120;11;66;236.3429907
6,014,526;1;1;1;70;66;3;48;1,000,000;3;;2;3;3;;1;2;4;;2;;;;;;;;;;;1;1;320000;97;54;54;1;1;9700;11;66;658.4917776
6,014,526;1;3;1;70;66;1;48;908,526;1;;2;1;1;;6;2;1;;2;;;;;;;;;;;1;1;900000;47;45;45;1;1;4769;11;66;658.4917776
6,014,540;1;2;1;70;66;32;48;908,526;1;;2;32;1;;9;2;9;Esta afiliado al regimen  contributivo por medio de una cooperativa;2;;;;;;;;;;;1;2;;10;97;97;1;2;1040;11;66;385.03119927
6,014,560;1;1;1;70;66;6;48;908,526;4;;2;6;4;;1;2;1;;2;;;;;;;;;;;1;2;;41;95;95;1;1;4111;11;66;347.9315894
6,014,561;1;3;1;70;66;48;48;900,000;1;;2;48;1;;6;2;1;;2;;;;;;;;;;;1;2;;14;79;79;1;2;1410;11;66;437.1140136
6,014,562;1;4;1;70;66;6;48;908,000;1;;2;6;1;;5;2;4;;2;;;;;;;;;;;1;1;200000;41;95;95;1;1;4111;11;66;357.46744447
6,014,569;1;2;1;70;66;51;48;908,526;1;;2;51;1;;7;2;1;;2;;;;;;;;;;;1;2;;85;55;55;1;2;8530;11;66;258.18674253
6,014,569;1;3;1;70;66;2;48;908,526;1;;2;2;1;;2;2;1;;2;;;;;;;;;;;1;1;900000;56;53;53;1;1;5611;11;66;258.18674253
6,014,578;1;4;1;70;66;48;48;908,526;4;;1;;;;;;;;;;.;.;;;;;;;;;;.;;54;;1;2;;11;66;407.93174854
6,014,580;1;1;1;70;66;2;48;900,000;1;;2;2;1;;9;2;8;;2;;;;;;;;;;;1;2;;15;80;80;1;1;1521;11;66;620.79776347
6,014,581;1;1;1;70;66;12;48;908,526;1;;2;12;1;;9;2;1;;2;;;;;;;;;;;1;2;;47;45;45;1;1;4771;11;66;422.50884515
6,014,583;1;2;1;70;66;12;48;908,526;1;;2;12;1;;5;2;1;;2;;;;;;;;;;;1;2;;47;97;97;1;1;4711;11;66;265.50762566
6,014,584;1;5;1;70;66;8;48;908,000;1;;2;8;1;;9;2;1;;2;;;;;;;;;;;1;2;;49;98;98;1;1;4923;11;66;710.75897859
6,014,585;1;2;1;70;66;12;48;2,500,000;1;;2;12;4;;1;2;7;;2;;;;;;;;;;;1;2;;43;19;87;1;1;4322;11;66;402.66369701
6,014,599;1;2;1;70;66;48;48;908,526;1;;2;20;1;;9;2;1;;2;;;;;;;;;;;1;2;;53;97;97;1;2;5320;11;66;566.71866699
6,014,601;1;1;1;70;66;4;48;900,000;1;;2;4;1;;5;2;1;;2;;;;;;;;;;;1;1;900000;42;95;95;1;1;4210;11;66;365.8031743
6,014,609;1;1;1;70;66;4;48;1,000,000;1;;2;4;1;;4;2;1;;2;;;;;;;;;;;1;2;;87;59;59;1;1;8730;11;66;319.58672214
6,014,609;1;4;1;70;66;20;48;900,000;1;;2;20;1;;3;2;2;;2;;;;;;;;;;;1;2;;47;45;45;1;2;4771;11;66;319.58672214
6,014,611;1;3;1;70;66;52;48;908,526;1;;2;52;4;;9;2;1;;2;;;;1;;;;;;;;2;;74;98;98;1;2;7490;11;66;400.01440373
6,014,615;1;1;1;70;66;36;48;900,000;1;;2;36;1;;9;2;1;;2;;;;;;;;;;;1;2;;15;80;80;1;2;1521;11;66;276.03560852
6,014,617;1;2;1;70;66;3;48;908,526;1;;2;3;1;;9;2;1;;2;;;;;;;;;;;1;1;908526;41;97;97;1;1;4111;11;66;487.73998542
6,014,620;1;2;1;70;66;16;48;900,000;1;;2;16;1;;9;2;1;;2;;;;;;;;;;;1;2;;42;95;95;1;2;4210;11;66;437.1140136
6,014,666;1;2;1;70;66;60;48;2,100,000;1;;2;24;1;;9;2;9;COTIZA SALUD INDEPENDIENTE;1;1;;;1;;;;;;;;2;;64;44;44;1;2;6412;11;66;528.8871242
6,014,685;1;1;1;70;66;100;48;1,000,000;1;;2;80;1;;3;2;1;;2;;;;;;;;;;;1;2;;46;21;11;1;2;4631;11;66;385.03119927
6,014,691;1;1;1;70;66;102;48;908,526;1;;2;102;1;;6;2;9;COTIZA SALUD INDEPENDIENTE;2;;;;;;;;;;;1;2;;68;45;44;1;2;6820;11;66;347.53083448
6,014,696;1;3;1;70;66;8;48;1,800,000;1;;2;8;1;;4;2;4;;2;;;;;;1;;;;;;2;;82;32;32;1;1;8291;11;66;289.62057734
6,014,697;1;2;1;70;66;45;48;908,526;1;;2;45;1;;9;2;1;;2;;;;;;;;;;;1;2;;86;97;33;1;2;8610;11;66;690.45695823
6,014,722;1;3;1;70;66;104;48;908,526;1;;2;104;1;;6;2;2;;2;;;;;;;;;;;1;2;;47;33;33;1;2;4711;11;66;519.9215343
6,014,736;1;2;1;70;66;16;48;908,526;1;;2;16;1;;9;2;4;;2;;;;;;;;;;;1;2;;86;59;59;1;2;8610;11;66;385.03119927
6,014,745;1;1;1;70;66;24;48;908,526;3;;2;100;1;;4;2;1;;2;;;;;;;;;;;1;2;;55;54;55;1;2;5511;11;66;422.50884515
6,014,746;1;1;1;70;66;4;48;908,526;1;;2;4;1;;2;2;8;;2;;;;;;;;;;;1;1;960000;41;95;95;1;1;4111;11;66;385.03119927
6,014,761;1;5;1;70;66;8;48;908,000;1;;2;10;1;;4;2;1;;2;;;;;;;;;;;1;2;;96;32;32;1;1;9602;11;66;572.40510355
6,014,769;1;2;1;70;66;102;48;908,526;1;;2;102;1;;6;2;2;;2;;;;;;;;;;;1;2;;68;33;45;1;2;6820;11;66;456.95916174
6,014,771;1;3;1;70;66;14;48;900,000;4;;2;14;4;;3;2;1;;2;;;;;;;;;;;1;2;;45;93;93;1;2;4520;11;66;310.26955686
6,014,786;1;2;1;70;66;4;48;908,526;1;;2;4;1;;7;2;1;;2;;;;;;;;;;;1;2;;49;95;98;1;1;4921;11;66;472.12675286
6,014,786;1;4;1;70;66;16;48;908,526;1;;2;16;1;;2;2;6;;2;;;;;;;;;;;1;2;;41;97;95;1;2;4111;11;66;472.12675286
6,014,795;1;1;1;70;66;2;48;650,000;3;;2;2;3;;1;2;1;;2;;;;;;;;;;;1;1;700000;97;54;54;1;1;9700;11;66;350.58088268
6,014,799;1;2;1;70;66;8;48;900,000;1;;2;10;1;;5;2;2;;2;;;;;;;;;;;1;2;;69;32;32;1;1;6920;11;66;314.53503886
6,014,800;1;1;1;70;66;12;48;908,526;1;;2;12;1;;9;2;8;;2;;;;;;;;;;;1;2;;01;45;45;1;1;0145;11;66;350.58088268
6,014,814;1;1;1;70;66;36;48;1,000,000;1;;2;36;1;;5;2;1;;2;;;;;;1;;;;;;2;;45;42;42;1;2;4512;11;66;368.61413534
6,014,815;1;2;1;70;66;52;48;2,000,000;1;;2;52;1;;7;2;8;;2;;;;;;;;;;;1;2;;65;44;45;1;2;6511;11;66;385.03119927
6,014,823;1;2;1;70;66;104;48;1,500,000;1;;2;104;4;;9;2;2;;2;;;;;;;;;;;1;2;;84;30;11;1;2;8413;11;66;474.99241439
6,014,827;1;3;1;70;66;4;48;908,526;1;;2;4;1;;9;2;1;;2;;;;;;;;;;;1;1;908526;56;53;53;1;1;5613;11;66;385.24756752
6,014,830;1;3;1;70;66;24;48;908,526;1;;2;24;1;;3;2;1;;2;;;;;;;;;;;1;2;;25;87;87;1;2;2592;11;66;553.97109597
6,014,831;1;2;1;70;66;40;48;908,526;1;;2;40;1;;8;2;2;;2;;;;;;;;;;;1;2;;82;55;55;1;2;8299;11;66;407.93174854
6,014,859;1;2;1;70;68;20;48;908,000;1;;2;104;1;;3;2;1;;2;;;;;;;;;;;1;2;;47;45;45;1;2;4729;11;68;648.02598412
6,014,862;1;3;1;70;68;12;48;908,526;1;;2;12;1;;5;2;1;;1;2;;;1;;;;;;;;2;;14;16;16;1;1;1410;11;68;650.5177542
6,014,886;1;2;1;70;68;8;48;1,000,000;1;;2;8;1;;4;2;1;;2;;;;;;;;;;;1;2;;41;95;95;1;1;4111;11;68;861.43638804
6,014,892;1;1;1;70;68;16;48;1,000,000;1;;2;52;1;;4;2;1;;2;;;;;;;;;;;1;2;;10;45;45;1;2;1081;11;68;656.29085127
6,014,903;1;4;1;70;68;24;48;1,000,000;1;;2;24;1;;4;2;1;;2;;;;;;;;;;;1;2;;56;45;53;1;2;5611;11;68;635.41354964
6,014,922;1;3;1;70;68;100;48;2,000,000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;02;;1;2;;11;68;642.15018444
6,014,930;1;2;1;70;68;8;24;450,000;4;;2;77;4;;5;2;1;;2;;;;;;;;;;;1;2;;15;80;80;1;1;1521;11;68;789.20432838
6,014,940;2;4;2;70;68;20;48;500,000;1;;2;20;1;;3;2;4;;2;;;;;;;;;;;1;2;;45;95;84;1;2;4520;11;68;753.3178312
6,014,941;1;2;1;70;68;24;48;1,200,000;1;;2;52;1;;9;2;2;;2;;;;;;;;;;;1;2;;65;39;39;1;2;6523;11;68;558.35201844
6,014,953;1;2;1;70;68;52;40;908,000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;55;;1;2;;11;68;543.68015565
6,014,964;1;4;1;70;68;4;48;908,000;1;;2;4;1;;2;2;1;;2;;;;;;;;;;;1;2;;47;45;45;1;1;4761;11;68;757.31576632
6,014,964;1;5;1;70;68;24;48;908,000;1;;2;24;4;;2;2;1;;2;;;;;;;;;;;1;2;;01;62;62;1;2;0121;11;68;757.31576632
6,014,969;1;1;1;70;68;4;48;908,600;1;;2;24;1;;9;2;1;;2;;;;;;1;;;;;;2;;47;34;33;1;1;4711;11;68;480.21428836
6,014,982;1;2;1;70;68;32;48;3,000,000;2;;2;32;4;;9;2;1;;1;2;;;1;;;;;;;;2;;84;12;12;1;2;8414;11;68;1332.4614479
6,014,992;1;2;1;70;68;52;48;908,600;1;;2;104;1;;9;2;2;;2;;;;;;;;;;;1;2;;47;45;45;1;2;4711;11;68;690.46316656
6,015,023;1;1;1;70;68;12;48;600,000;3;;2;12;4;;1;2;1;;2;;;;;;;;;;;1;2;;81;54;54;1;1;8121;11;68;622.11853599
6,015,025;1;2;1;70;68;3;48;908,526;1;;2;24;1;;4;2;1;;2;;;;;;;;;;;1;2;;47;45;45;1;1;4771;11;68;657.96585679
6,015,029;1;3;1;70;68;10;24;1,014,000;1;;2;260;1;;2;2;2;;2;;;;;;;;;;;1;2;;47;38;97;1;1;4711;11;68;642.15018444
6,015,033;3;1;3;70;68;52;48;908,526;1;;2;52;1;;9;2;1;;2;;;;;;;;;;;1;2;;61;03;03;1;2;6120;11;68;507.83807351
6,015,033;3;2;3;70;68;12;48;908,526;1;;2;13;1;;9;2;1;;2;;;;;;;;;;;1;2;;47;03;45;1;1;4771;11;68;507.83807351
6,015,036;1;2;1;70;68;4;48;908,600;1;;2;6;1;;2;2;1;;2;;;;;;;;;;;1;2;;47;45;45;1;1;4771;11;68;599.713002
6,015,046;1;3;1;70;68;36;48;1,000,000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;45;;1;2;;11;68;565.2058089
6,015,058;1;2;1;70;68;12;50;1,200,000;1;;2;12;1;;4;2;2;;2;;;;;;;;;;;1;2;;47;45;45;1;1;4771;11;68;711.88589865
6,015,060;1;3;1;70;68;4;48;1,200,000;1;;2;4;1;;9;2;1;;2;;;;;;;;;;;1;2;;61;38;44;1;1;6120;11;68;706.61371673
6,015,064;1;3;1;70;68;12;48;950,000;1;;2;12;1;;4;2;1;;2;;;;;;;;;;;1;2;;47;45;45;1;1;4771;11;68;690.46316656
6,015,065;1;2;1;70;68;24;48;908,526;3;;2;24;3;;1;2;3;;2;;;;;;;;;;;1;2;;97;54;54;1;2;9700;11;68;429.47959383
6,015,066;1;3;1;70;68;4;48;1,000,000;1;;2;4;1;;4;2;7;;2;;;;;;;;;;;1;1;1500000;56;53;53;1;1;5611;11;68;632.21031176
6,015,072;1;5;1;70;68;24;48;1,000,000;1;;2;24;1;;8;2;1;;2;;;;;;;;;;;1;2;;01;03;03;1;2;0145;11;68;673.99925131
6,015,075;1;2;1;70;68;32;48;908,526;3;;2;32;3;;1;2;1;;2;;;;;;;;;;;1;2;;97;54;54;1;2;9700;11;68;430.975859
6,015,086;1;1;1;70;68;12;48;908,600;1;;2;104;1;;6;2;2;;2;;;;;;;;;;;1;2;;15;80;80;1;1;1521;11;68;498.044974
6,015,094;1;1;1;70;68;36;48;3,000,000;1;;2;52;1;;7;2;2;;2;;;;;;;;;;;1;2;;42;02;02;1;2;4210;11;68;429.17736095
6,015,095;1;1;1;70;68;40;24;908,600;3;;2;240;4;;1;2;8;;2;;;;;;;;;;;1;2;;81;54;55;1;2;8121;11;68;489.81928321
6,015,095;1;2;1;70;68;8;48;908,600;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;45;;1;1;;11;68;489.81928321
6,015,097;1;3;1;70;68;20;16;200,000;1;;2;208;4;;1;2;2;;2;;;;;;;;;;;1;2;;88;53;54;1;2;8891;11;68;625.33652825
6,015,109;1;3;1;70;68;40;48;1,000,000;1;;2;60;1;;4;2;1;;2;;;;;;;;;;;1;2;;85;45;13;1;2;8530;11;68;620.20149505
6,015,109;1;4;1;70;68;48;48;908,526;1;;2;8;1;;6;2;1;;2;;;;;;;;;;;1;2;;82;39;38;1;2;8291;11;68;620.20149505
6,015,112;1;1;1;70;68;24;48;908,526;1;;2;24;2;;9;1;1;;2;;;;;;;;;;;1;2;;85;58;58;1;2;8530;11;68;471.94942121
6,015,114;1;3;1;70;68;30;48;900,000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;95;;1;2;;11;68;617.0716611
6,015,117;1;1;1;70;68;12;48;908,000;1;;2;77;1;;9;2;1;;2;;;;;;;;;;;1;2;;61;38;38;1;1;6120;11;68;574.63447867
6,015,123;1;3;1;70;68;2;48;908,526;1;;2;6;1;;6;2;1;;2;;;;;;;;;;;1;2;;96;45;39;1;1;9602;11;68;384.93326295
6,015,127;1;2;1;70;68;30;48;1,500,000;4;;2;52;5;;5;2;2;;2;;;;;;;;;;;1;2;;15;41;21;1;2;1522;11;68;714.87858388
6,015,127;1;4;1;70;68;3;48;908,526;1;;2;32;1;;7;2;1;;2;;;;;;;;;;;1;2;;86;45;39;1;1;8621;11;68;714.87858388
6,015,140;1;1;1;70;68;24;48;900,000;1;;2;30;1;;2;2;1;;2;;;;;;;;;;;1;2;;45;93;93;1;2;4520;11;68;475.31112643
6,015,142;1;2;1;70;68;18;48;900,000;3;;2;18;3;;1;2;8;;2;;;;1;;;;;;;;2;;97;54;54;1;2;9700;11;68;582.89934582
6,015,151;1;4;1;70;68;4;48;908,600;1;;2;32;1;;2;2;1;;2;;;;;;;;;;;1;2;;47;45;45;1;1;4774;11;68;511.06569022
6,015,154;1;1;1;70;68;104;48;908,600;1;;2;104;1;;4;2;1;;2;;;;;;;;;;;1;2;;22;55;55;1;2;2229;11;68;624.87936483
6,015,154;1;3;1;70;68;4;48;908,600;1;;2;15;1;;9;2;2;;2;;;;;;;;;;;1;2;;53;32;33;1;1;5320;11;68;624.87936483
6,015,182;1;1;1;70;68;8;48;908,526;1;;2;24;4;;1;2;1;;2;;;;;;;;;;;1;2;;10;39;77;1;1;1081;11;68;512.82875379
6,015,187;1;3;1;70;68;52;48;1,200,000;1;;2;110;1;;6;2;1;;2;;;;;;;;;;;1;2;;47;33;33;1;2;4731;11;68;488.22225699
6,015,189;1;2;1;70;68;52;48;1,500,000;1;;2;52;1;;9;2;2;;1;2;;;;1;;;;;;;2;;82;38;30;1;2;8220;11;68;566.62651004
6,015,200;1;3;1;70;68;24;48;2,500,000;1;;2;108;1;;9;2;1;;2;;;;;;;;;;;1;2;;86;02;06;1;2;8621;11;68;551.62500809
6,015,201;1;3;1;70;68;52;48;908,526;1;;2;52;4;;1;2;3;;2;;;;;;1;;;;;;2;;85;32;13;1;2;8559;11;68;471.94942121
6,015,210;1;3;1;70;68;24;48;1,000,000;9;AYUDANTE DE UN EMPLEADO DE EMPRESA PARTICULAR;2;8;9;AYUDANTE DE UN EMPLEADO DE EMPRESA PARTICULAR;1;2;8;;2;;;;;;;;;;;1;2;;15;80;80;1;2;1522;11;68;708.66790638
6,015,210;1;4;1;70;68;1;48;1,000,000;1;;2;1;1;;4;2;1;;1;2;;;1;;;;;;;;1;1000000;68;55;55;1;1;6820;11;68;708.66790638
6,015,213;1;1;1;70;68;24;24;430,000;1;;2;155;1;;3;2;1;;2;;;;;;;;;;;1;2;;47;45;45;1;2;4771;11;68;684.58736687
6,015,213;1;2;1;70;68;104;48;908,600;1;;2;155;1;;2;2;1;;2;;;;;;;;;;;1;2;;47;45;45;1;2;4772;11;68;684.58736687
6,015,213;1;4;1;70;68;3;48;908,600;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;45;;1;1;;11;68;684.58736687
6,015,215;1;5;1;70;68;20;48;2,000,000;1;;2;4;1;;9;2;1;;2;;;;;;;;;;;1;2;;61;33;38;1;2;6120;11;68;623.93069022
6,015,223;3;1;3;70;68;52;48;1,500,000;1;;2;52;1;;9;2;2;;1;4;;;;1;;;;;;;2;;43;53;53;1;2;4321;11;68;437.84546077
6,015,228;1;3;1;70;68;52;48;908,600;1;;2;104;1;;3;2;4;;2;;;;;;;;;;;1;2;;56;53;53;1;2;5611;11;68;712.08362775
6,015,230;1;2;1;70;68;52;48;2,000,000;1;;2;52;2;;9;2;3;;2;;;;;;;;;;;1;2;;84;11;11;1;2;8414;11;68;423.01763939
6,015,232;1;2;1;70;68;23;48;900,000;1;;2;23;1;;5;2;1;;2;;;;;;;;;;;1;2;;68;39;33;1;2;6820;11;68;398.22303794
6,015,233;1;3;1;70;68;5;48;908,526;1;;2;20;1;;9;2;1;;2;;;;;;;;;;;1;2;;01;97;97;1;1;0145;11;68;666.23072394
6,015,234;1;2;1;70;68;52;48;1,300,000;1;;2;52;1;;8;2;1;;2;;;;;;;;;;;1;2;;47;87;87;1;2;4771;11;68;624.87936483
6,015,234;1;3;1;70;68;28;48;908,600;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;53;;1;2;;11;68;624.87936483
6,015,240;1;2;1;70;68;40;48;1,800,000;1;;2;52;1;;8;2;2;;2;;;;;;;;;;;1;2;;06;02;02;1;2;0610;11;68;734.16914704
6,015,240;1;3;1;70;68;72;48;1,800,000;1;;2;72;1;;9;2;4;;2;;;;;;;;;;;1;2;;06;02;02;1;2;0610;11;68;734.16914704
6,015,250;1;3;1;70;68;4;48;1,000,000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;45;;1;1;;11;68;580.90432559
6,015,269;1;3;1;70;68;4;48;908,000;1;;2;15;1;;2;2;2;;2;;;;;;;;;;;1;2;;47;45;45;1;1;4711;11;68;555.60081404
6,015,277;1;1;1;70;68;8;48;900,000;1;;2;8;4;;1;2;2;;2;;;;;;;;;;;1;2;;31;95;95;1;1;3110;11;68;472.40658463
6,015,277;1;2;1;70;68;8;48;1,000,000;1;;2;8;4;;1;2;1;;2;;;;;;;;;;;1;2;;15;80;80;1;1;1522;11;68;472.40658463
6,015,278;1;2;1;70;68;120;48;908,000;1;;2;110;1;;3;2;6;;2;;;;;;;;;;;1;2;;47;45;45;1;2;4771;11;68;589.43825151
6,015,291;1;3;1;70;68;24;48;1,500,000;4;;2;52;1;;3;2;1;;2;;;;;;;;;;;1;2;;69;12;12;1;2;6910;11;68;443.79005432
6,015,651;1;1;1;70;73;4;48;908,000;1;;2;4;1;;9;2;1;;2;;;;;;;;;;;1;1;1000000;53;37;37;1;1;5320;11;73;294.97837555
6,015,651;1;2;1;70;73;12;48;908,000;3;;2;12;3;;1;2;1;;2;;;;;;;;;;;1;2;;97;54;54;1;1;9700;11;73;294.97837555
