DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P7250;P7260;P1806;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P1519;P1883;P7420;P7420S7A1;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S8;P7422;P7422S1;RAMA2D_D_R4;OFICIO1;OFICIO2;DSI;DSCY;RAMA4D_D_R4;MES;DPTO;fex_c_2011
6,007,588;1;2;1;70;05;72;48;908,526;1;;2;80;4;;1;2;2;;2;;;;;;;;;;;1;2;;88;53;54;1;2;8891;11;05;1079.0856569
6,007,592;1;2;1;70;05;4;48;908,526;1;;2;5;1;;9;2;2;;2;;;;;;;;;;;1;1;900000;31;45;45;1;1;3120;11;05;1129.3258068
6,007,593;1;5;1;70;05;16;48;1,500,000;1;;2;16;1;;6;2;7;;2;;;;;;;;;;;1;2;;41;95;95;1;2;4111;11;05;996.1452673
6,007,596;1;3;1;70;05;40;48;1,200,000;1;;2;40;1;;8;2;2;;2;;;;;;1;;;;;;2;;45;84;84;1;2;4520;11;05;1585.2940914
6,007,599;1;1;1;70;05;105;72;1,800,000;1;;2;78;3;;2;2;1;;2;;;;;;;;;;;1;2;;97;59;54;1;2;9700;11;05;1129.3258068
6,007,602;1;2;1;70;05;104;48;800,000;3;;2;208;1;;5;2;4;;2;;;;;;;;;;;1;2;;10;54;97;1;2;1040;11;05;1485.1430871
6,007,602;1;4;1;70;05;4;48;1,200,000;1;;2;20;1;;2;2;4;;2;;;;;;;;;;;1;2;;47;45;97;1;1;4759;11;05;1485.1430871
6,007,613;1;1;1;70;05;32;48;908,526;1;;2;204;1;;4;2;4;;2;;;;;;;;;;;1;2;;56;45;45;1;2;5619;11;05;1313.0993561
6,007,626;1;2;1;70;05;2;48;1,200,000;1;;2;2;1;;5;2;4;;2;;;;;;;;;;;1;1;1000000;41;95;95;1;1;4111;11;05;1073.6744521
6,007,626;1;4;1;70;05;8;48;1,000,000;1;;2;8;1;;4;2;4;;2;;;;;;;;;;;1;2;;47;45;45;1;1;4755;11;05;1073.6744521
6,007,627;1;2;1;70;05;32;48;908,526;1;;2;32;1;;9;2;1;;2;;;;;;;;;;;1;2;;14;79;79;1;2;1410;11;05;1129.3258068
6,007,636;1;1;1;70;05;36;48;908,526;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;38;;1;2;;11;05;1190.3956365
6,007,643;1;3;1;70;05;24;48;908,526;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;02;;1;2;;11;05;1022.4909893
6,007,645;1;2;1;70;05;2;48;908,526;1;;2;2;1;;8;2;1;;2;;;;;;;;;;;1;1;1400000;47;97;97;1;1;4711;11;05;1172.5590335
6,007,646;1;4;1;70;05;4;48;1,200,000;1;;2;24;1;;5;2;2;;2;;;;;;;;;;;1;2;;56;53;53;1;1;5611;11;05;1015.0056248
6,007,649;1;1;1;70;05;14;25;908,526;1;;2;18;1;;4;2;1;;2;;;;;;;;;;;1;2;;47;53;45;1;2;4724;11;05;1181.386344
6,007,650;1;1;1;70;05;52;48;908,526;1;;2;12;1;;2;2;9;LE DESCUENTAN DE PENSION;3;;;;;;;;;;;1;2;;55;98;58;1;2;5511;11;05;1053.9456714
6,007,654;1;2;1;70;05;4;48;908,526;1;;2;4;1;;4;2;8;;2;;;;;;;;;;;1;1;1000000;31;33;33;1;1;3110;11;05;931.26883583
6,007,672;1;3;1;70;05;20;24;450,000;1;;2;20;3;;1;2;1;;2;;;;;;;;;;;1;2;;97;45;54;1;2;9700;11;05;1088.0949494
6,007,685;1;1;1;70;05;60;48;908,000;1;;2;66;3;;1;2;2;;2;;;;;;;;;;;1;2;;88;53;54;1;2;8891;11;05;1420.1804285
6,007,685;1;3;1;70;05;100;48;908,000;1;;2;110;1;;2;2;1;;2;;;;;;;;;;;1;2;;47;45;45;1;2;4773;11;05;1420.1804285
6,007,690;1;1;1;70;05;4;48;1,200,000;1;;2;312;1;;3;2;2;;2;;;;;;;;;;;1;2;;56;45;53;1;1;5611;11;05;2163.1168994
6,007,695;1;2;1;70;05;52;50;908,526;4;;2;52;4;;1;2;1;;2;;;;;;;;;;;1;2;;56;45;45;1;2;5619;11;05;2258.6516136
6,007,699;1;1;1;70;05;12;48;2,000,000;1;;2;4;1;;5;2;1;;2;;;;;;;;;;;1;1;1000000;56;50;53;1;1;5630;11;05;914.63241734
6,007,701;1;2;1;70;05;4;48;908,526;1;;2;4;1;;2;2;1;;2;;;;;;;;;;;1;1;85000;47;45;45;1;1;4771;11;05;1130.1279916
6,007,712;1;1;1;70;05;50;48;1,014,000;1;;2;52;1;;7;2;2;;2;;;;;;;;;;;1;2;;49;45;98;1;2;4921;11;05;1179.6408463
6,007,714;1;2;1;70;05;8;48;908,526;1;;2;32;1;;9;2;2;;2;;;;;;;;;;;1;2;;91;39;39;1;1;9103;11;05;1131.0713044
6,007,715;1;3;1;70;05;8;24;900,000;1;;2;8;3;;1;2;2;;2;;;;;;;;;;;1;2;;97;13;54;1;1;9700;11;05;1038.325223
6,007,717;1;2;1;70;05;4;48;908,526;4;;2;4;4;;1;2;4;;2;;;;;;;;;;;1;1;180000;14;97;79;1;1;1410;11;05;1483.6136071
6,007,718;1;2;1;70;05;52;48;908,526;1;;2;52;1;;9;2;1;;2;;;;;;;;;;;1;2;;64;45;39;1;2;6412;11;05;1080.3527132
6,007,722;1;5;1;70;05;12;48;908,526;1;;2;52;1;;9;2;7;;2;;;;;;;;;;;1;2;;47;97;97;1;1;4711;11;05;1055.6162794
6,007,725;1;1;1;70;05;52;72;908,526;1;;2;104;1;;6;2;1;;2;;;;;;;;;;;1;2;;47;45;45;1;2;4711;11;05;1088.6402625
6,007,729;1;2;1;70;05;2;48;908,526;1;;2;260;1;;4;2;1;;2;;;;;;;;;;;1;2;;45;84;84;1;1;4520;11;05;1081.5584497
6,007,734;1;3;1;70;05;36;48;1,200,000;1;;2;40;1;;9;2;2;;2;;;;;;;;;;;1;2;;46;39;39;1;2;4649;11;05;1071.5254027
6,007,751;1;1;1;70;05;24;48;908,526;4;;2;24;1;;2;2;5;;1;1;;;1;;;;;;;;2;;56;59;50;1;2;5630;11;05;1130.6677527
6,007,770;1;2;1;70;05;8;48;908,526;1;;2;32;1;;5;2;1;;2;;;;;;;;;;;1;2;;10;97;97;1;1;1081;11;05;1129.3258068
6,007,776;1;1;1;70;05;48;48;908,526;3;;2;208;4;;1;2;2;;2;;;;;;;;;;;1;2;;81;54;54;1;2;8121;11;05;1123.5859399
6,007,790;1;1;1;70;05;4;48;1,100,000;1;;2;4;1;;9;2;1;;2;;;;;;;;;;;1;1;1450000;43;85;85;1;1;4321;11;05;1179.6408463
6,007,801;1;1;1;70;05;52;48;908,526;1;;2;58;1;;9;2;1;;2;;;;;;;;;;;1;2;;42;55;98;1;2;4210;11;05;1062.7729819
6,007,816;1;1;1;70;05;30;48;908,526;1;;2;5;1;;2;2;1;;2;;;;;;;;;;;1;1;25000;58;38;59;1;2;5813;11;05;989.61455309
6,007,816;1;2;1;70;05;1;48;650,000;2;;2;5;6;;2;2;1;;2;;;;;;;;;;;1;2;;58;03;59;1;1;5813;11;05;989.61455309
6,007,824;1;2;1;70;05;16;48;2,000,000;4;;2;8;4;;1;2;1;;1;2;;;1;;;;;;;;1;500000;69;21;11;1;2;6920;11;05;1072.8673486
6,007,826;2;1;2;70;05;52;50;1,000,000;4;;2;12;4;;1;2;1;;2;;;;;;;;;;;1;1;120000;43;87;95;1;2;4330;11;05;1196.1299513
6,007,838;1;1;1;70;05;52;48;908,526;1;;2;64;1;;8;2;1;;2;;;;;;;;;;;1;2;;10;45;45;1;2;1040;11;05;1493.1682128
6,007,846;1;1;1;70;05;104;48;908,526;1;;2;24;1;;5;2;2;;2;;;;;;;;;;;1;2;;31;97;45;1;2;3110;11;05;1079.8129521
6,007,853;1;2;1;70;05;52;48;908,526;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;45;;1;2;;11;05;1129.3258068
6,007,854;1;3;1;70;05;3;48;908,526;1;;2;4;1;;2;2;2;;2;;;;;;;;;;;1;1;850000;47;45;45;1;1;4771;11;05;1023.2182845
6,007,854;1;5;1;70;05;52;48;908,526;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;45;;1;2;;11;05;1023.2182845
6,007,867;1;3;1;70;05;16;48;908,526;1;;2;16;4;;1;2;8;;2;;;;;;;;;;;1;2;;47;08;45;1;2;4741;11;05;1121.2202394
6,007,871;1;1;1;70;05;52;48;908,526;1;;2;90;1;;3;2;1;;2;;;;;;;;;;;1;2;;47;45;45;1;2;4754;11;05;1534.6559419
6,007,875;1;1;1;70;05;47;24;908,526;1;;2;88;1;;4;2;1;;2;;;;;;;;;;;1;2;;47;38;45;1;2;4772;11;05;1073.6744521
6,007,881;1;4;1;70;05;4;48;908,000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;45;;1;1;;11;05;1442.8531732
6,007,887;1;3;1;70;05;8;48;1,200,000;1;;2;36;1;;9;2;2;;2;;;;;;;;;;;1;2;;49;97;97;1;1;4923;11;05;1057.4366667
6,007,887;1;4;1;70;05;12;48;1,000,000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;57;;1;1;;11;05;1057.4366667
6,007,891;1;2;1;70;05;180;48;1,200,000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;16;;1;2;;11;05;1021.2852528
6,007,896;1;3;1;70;05;12;48;908,526;1;;2;36;1;;9;2;1;;2;;;;;;;;;;;1;2;;07;97;97;1;1;0722;11;05;1006.6431858
6,007,901;1;2;1;70;05;4;48;908,526;1;;2;12;1;;3;2;1;;2;;;;;;;;;;;1;2;;47;45;45;1;1;4773;11;05;1073.2709003
6,007,901;1;3;1;70;05;12;48;908,526;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;45;;1;1;;11;05;1073.2709003
6,007,938;1;1;1;70;05;4;48;908,526;3;;2;4;3;;1;2;1;;2;;;;;;;;;;;1;2;;97;54;54;1;1;9700;11;05;1023.9400276
6,007,948;1;1;1;70;05;16;48;908,526;1;;2;16;1;;9;2;2;;2;;;;;;;;;;;1;2;;43;85;85;1;2;4321;11;05;1021.2852528
6,007,955;1;4;1;70;05;4;48;2,000,000;1;;2;12;1;;9;2;4;;2;;;;;;;;;;;1;2;;65;08;08;1;1;6511;11;05;1053.9456714
6,007,970;1;3;1;70;05;16;24;908,526;1;;2;16;1;;4;2;1;;2;;;;;;;;;;;1;2;;47;45;45;1;2;4731;11;05;1122.243994
6,007,975;1;2;1;70;11;52;36;908,000;4;;2;72;1;;2;2;2;;2;;;;;;;;;;;1;2;;68;79;55;1;2;6820;11;11;2725.5195603
6,007,975;1;3;1;70;11;40;48;908,000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;45;;1;2;;11;11;2725.5195603
6,007,980;1;1;1;70;11;128;48;2,500,000;1;;2;128;1;;9;2;1;;2;;;;;;;;;;;1;2;;61;08;08;1;2;6120;11;11;4700.6755658
6,007,991;1;1;1;70;11;20;48;908,526;1;;2;20;1;;6;2;1;;2;;;;;;;;;;;1;2;;64;39;44;1;2;6424;11;11;6917.6229747
6,008,000;1;2;1;70;11;4;48;1,000,000;1;;2;4;1;;3;2;1;;2;;;;;;;;;;;1;1;454263;47;59;59;1;1;4773;11;11;3515.4149691
6,008,001;1;2;1;70;11;3;48;908,526;1;;2;3;1;;2;2;2;;2;;;;;;;;;;;1;2;;56;38;53;1;1;5611;11;11;5973.2157007
6,008,008;1;1;1;70;11;45;48;908,000;4;;1;;;;;;;;;;.;.;;;;;;;;;;.;;45;;1;2;;11;11;4806.2445399
6,008,013;1;1;1;70;11;112;48;908,526;1;;2;112;1;;7;2;8;;2;;;;;;;;;;;1;2;;81;55;55;1;2;8121;11;11;3380.1306205
6,008,018;1;2;1;70;11;8;20;450,000;1;;2;100;4;;9;2;2;;1;4;;;;;;;;;;1;2;;49;36;36;1;1;4921;11;11;3907.0710619
6,008,019;1;1;1;70;11;54;48;1,200,000;4;;2;54;4;;1;2;1;;2;;;;;;;;;;;1;2;;25;83;83;1;2;2599;11;11;2801.4114716
6,008,020;1;1;1;70;11;75;48;908,526;1;;2;75;1;;6;2;1;;3;;;;;;1;;;;;;2;;49;98;98;1;2;4921;11;11;3340.1060224
6,008,020;1;4;1;70;11;4;48;3,000,000;1;;2;4;1;;7;2;6;;2;;;;;;;;;;;1;2;;82;02;38;1;1;8220;11;11;3340.1060224
6,008,037;1;2;1;70;11;16;48;1,000,000;1;;2;32;1;;4;2;2;;2;;;;;;;;;;;1;2;;56;53;53;1;2;5611;11;11;3832.160203
6,008,078;1;2;1;70;11;180;48;908,526;1;;2;180;1;;7;2;1;;2;;;;;;;;;;;1;2;;47;45;45;1;2;4754;11;11;3232.8840631
6,008,092;1;2;1;70;11;16;48;1,200,000;1;;2;36;1;;8;2;1;;2;;;;;;;;;;;1;2;;20;43;45;1;2;2012;11;11;3865.792772
6,008,094;1;3;1;70;11;12;48;908,600;1;;2;12;1;;9;2;2;;2;;;;;;;;;;;1;2;;55;39;33;1;1;5511;11;11;5418.0599877
6,008,104;1;3;1;70;11;12;48;908,526;1;;2;16;1;;3;2;1;;2;;;;;;;;;;;1;2;;56;97;97;1;1;5611;11;11;4719.0761124
6,008,106;1;4;1;70;11;4;40;908,526;1;;2;4;1;;9;2;5;;1;1;;;1;;;;;;;;2;;86;06;06;1;1;8610;11;11;2109.7822582
6,008,117;1;1;1;70;11;108;48;908,526;1;;2;108;1;;3;2;1;;1;1;;;1;;;;;;;;2;;80;53;53;1;2;8010;11;11;3186.7075263
6,008,118;1;1;1;70;11;100;40;1,500,000;1;;2;100;1;;4;2;4;;2;;;;;;;;;;;1;2;;85;13;13;1;2;8530;11;11;3380.1306205
6,008,119;1;8;1;70;11;12;48;908,526;1;;2;16;1;;4;2;1;;2;;;;;;;;;;;1;2;;41;95;95;1;1;4111;11;11;7101.3514152
6,008,129;1;1;1;70;11;3;48;900,000;4;;2;3;4;;9;2;1;;2;;;;;;;;;;;1;1;250000;41;95;95;1;1;4111;11;11;3515.4149691
6,008,136;1;2;1;70;11;66;48;1,800,000;4;;2;66;4;;1;2;2;;2;;;;;;;;;;;1;2;;68;44;44;1;2;6820;11;11;6342.7944084
6,008,140;1;3;1;70;11;12;48;908,526;1;;2;12;4;;2;2;8;;2;;;;;;;;;;;1;1;100000;95;03;03;1;1;9512;11;11;3051.4231777
6,008,142;1;1;1;70;11;12;48;98;1;;2;12;1;;4;2;1;;3;;;;;;;;;;;1;2;;41;95;95;1;1;4111;11;11;3382.3223931
6,008,142;1;3;1;70;11;4;25;908,000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;36;;1;1;;11;11;3382.3223931
6,008,172;1;4;1;70;11;16;48;908,526;1;;2;16;1;;3;2;7;;2;;;;;;;;;;;1;2;;31;38;97;1;2;3110;11;11;5045.3079006
6,008,185;1;1;1;70;11;3;48;908,526;1;;2;3;4;;2;2;1;;2;;;;;;;;;;;1;2;;41;95;95;1;1;4111;11;11;3888.7816261
6,008,186;1;2;1;70;11;20;48;1,500,000;1;;2;20;1;;6;2;8;;2;;;;;;;;;;;1;2;;91;39;39;1;2;9101;11;11;3276.9661783
6,008,190;1;1;1;70;11;24;48;908,526;3;;2;65;4;;1;2;1;;2;;;;;;;;;;;1;2;;47;54;53;1;2;4724;11;11;6067.3970478
6,008,191;1;3;1;70;11;40;48;1,200,000;1;;2;40;4;;1;2;1;;2;;;;;;;;;;;1;2;;49;98;98;1;2;4921;11;11;2860.8039089
6,008,198;1;3;1;70;11;104;48;909,000;1;;2;104;3;;2;2;1;;2;;;;;;;;;;;1;2;;97;98;98;1;2;9700;11;11;2967.5620347
6,008,209;1;1;1;70;11;54;48;600,000;1;;2;54;3;;1;2;1;;2;;;;;;;;;;;1;2;;97;55;54;1;2;9700;11;11;3515.4149691
6,008,230;1;1;1;70;11;54;48;908,526;1;;2;54;4;;4;2;8;;2;;;;;;;;;;;1;2;;56;53;53;1;2;5611;11;11;5138.5081953
6,008,230;1;6;1;70;11;8;48;908,526;1;;2;8;1;;4;2;8;;2;;;;;;;;;;;1;2;;47;55;45;1;1;4711;11;11;5138.5081953
6,008,231;1;2;1;70;11;54;48;908,526;1;;2;54;4;;3;2;7;;2;;;;;;;;;;;1;1;98;41;95;95;1;2;4111;11;11;4682.38613
6,008,246;1;2;1;70;11;8;48;908,526;1;;2;8;1;;4;2;4;;2;;;;1;;;;;;;;2;;68;44;44;1;1;6820;11;11;3051.4231777
6,008,248;1;2;1;70;11;50;48;1,200,000;2;;2;728;1;;9;2;4;;2;;;;;;;;;;;1;2;;10;13;39;1;2;1089;11;11;3306.6815528
6,008,249;1;1;1;70;11;90;48;908,526;1;;2;90;1;;3;2;2;;2;;;;;;;;;;;1;2;;10;77;77;1;2;1081;11;11;4565.3912172
6,008,259;1;3;1;70;11;104;48;908,526;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;45;;1;2;;11;11;2661.2288761
6,008,259;1;4;1;70;11;4;60;1,000,000;1;;2;4;1;;4;2;3;;2;;;;1;;;;;;;;1;99;49;98;98;1;1;4921;11;11;2661.2288761
6,008,266;1;1;1;70;11;120;48;1,000,000;1;;2;129;1;;9;2;2;;2;;;;;;;;;;;1;2;;45;45;33;1;2;4511;11;11;2786.1011494
6,008,276;1;1;1;70;11;24;48;1,500,000;1;;2;24;1;;9;2;4;;2;;;;;;;;;;;1;2;;11;45;43;1;2;1104;11;11;4806.2445399
6,008,286;1;4;1;70;11;18;48;908,526;2;;2;18;4;;4;2;1;;2;;;;;;;;;;;1;2;;90;17;17;1;2;9007;11;11;1914.8586797
6,008,286;1;5;1;70;11;4;35;1,500,000;1;;2;18;1;;6;2;2;;2;;;;;;;;;;;1;2;;79;39;39;1;1;7911;11;11;1914.8586797
6,008,291;1;1;1;70;11;24;48;908,528;1;;2;24;1;;2;2;1;;2;;;;;;;;;;;1;2;;47;45;45;1;2;4771;11;11;3561.5915058
6,008,297;1;1;1;70;11;8;8;4,000,000;1;;2;8;4;;1;2;1;;2;;;;;;;;;;;1;2;;47;21;45;1;1;4721;11;11;2170.3638473
6,008,299;1;3;1;70;11;44;48;908,526;1;;2;52;1;;3;2;1;;2;;;;;;;;;;;1;2;;41;95;93;1;2;4111;11;11;3005.246641
6,008,301;1;3;1;70;11;144;48;908,528;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;00;;1;2;;11;11;3311.5797997
6,008,302;1;1;1;70;11;5;48;908,526;1;;2;5;1;;2;2;1;;2;;;;;;;;;;;1;2;;49;36;36;1;1;4921;11;11;3186.7075263
6,008,303;1;1;1;70;11;1;48;908,526;1;;2;1;1;;6;2;1;;2;;;;;;;;;;;1;2;;20;97;97;1;1;2023;11;11;3561.5915058
6,008,305;1;3;1;70;11;8;48;908,526;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;45;;1;1;;11;11;3171.3972042
6,008,317;1;3;1;70;11;26;48;908,526;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;45;;1;2;;11;11;2796.5132247
6,008,319;1;3;1;70;11;216;48;1,200,000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;97;;1;2;;11;11;2712.6520817
6,008,327;1;4;1;70;11;4;48;1,200,000;1;;2;4;4;;6;2;1;;2;;;;;;;;;;;1;2;;86;39;59;1;1;8610;11;11;2755.2349349
6,008,329;1;2;1;70;11;24;48;908,526;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;16;;1;2;;11;11;3217.5737409
6,008,329;1;3;1;70;11;4;48;908,526;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;38;;1;1;;11;11;3217.5737409
6,008,330;1;1;1;70;11;8;48;908,528;1;;2;8;1;;2;2;2;;2;;;;;;;;;;;1;2;;41;95;95;1;1;4111;11;11;3965.0017081
6,008,334;1;3;1;70;11;96;48;1,500,000;1;;2;94;1;;8;2;1;;2;;;;;;;;;;;1;2;;41;02;02;1;2;4111;11;11;2860.8039089
6,008,347;1;2;1;70;11;48;48;908,526;1;;2;48;1;;3;2;1;;2;;;;;;;;;;;1;2;;56;53;53;1;2;5611;11;11;3515.4149691
6,008,353;1;2;1;70;11;4;48;908,526;1;;2;36;1;;3;2;2;;2;;;;;;;;;;;1;2;;56;32;53;1;1;5619;11;11;4787.955104
6,008,359;1;6;1;70;11;54;48;908,526;4;;2;54;4;;4;2;7;;2;;;;;;;;;;;1;2;;43;85;85;1;2;4321;11;11;6243.7843979
6,008,362;1;1;1;70;11;54;48;908,526;4;;2;54;4;;4;2;8;;2;;;;;;;;;;;1;2;;56;53;53;1;2;5611;11;11;4384.5449018
6,008,368;1;1;1;70;11;8;48;98;4;;2;8;4;;4;2;3;;2;;;;;;;;;;;1;2;;31;95;95;1;1;3110;11;11;3579.7056533
6,008,378;1;4;1;70;11;12;48;908,000;1;;2;12;1;;8;2;2;;2;;;;;;;;;;;1;2;;47;33;33;1;1;4754;11;11;3596.4777666
6,008,404;1;4;1;70;11;120;48;908,526;1;;2;120;1;;9;2;8;;2;;;;;;;;;;;1;2;;61;45;44;1;2;6120;11;11;3268.7841873
6,008,404;1;5;1;70;11;180;48;908,526;1;;2;180;1;;4;2;8;;2;;;;;;;;;;;1;2;;47;97;97;1;2;4711;11;11;3268.7841873
6,008,432;1;1;1;70;11;24;30;900,000;1;;2;24;1;;4;2;1;;2;;;;;;;;;;;1;2;;15;38;90;1;2;1523;11;11;4011.1782448
6,008,435;1;1;1;70;11;2;30;1,500,000;1;;2;12;1;;3;2;1;;2;;;;;;;;;;;1;2;;47;38;45;1;1;4751;11;11;4011.1782448
6,008,457;1;3;1;70;11;48;48;1,000,000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;45;;1;2;;11;11;3311.5797997
6,008,469;1;2;1;70;11;8;48;1,200,000;1;;2;78;1;;6;2;3;;2;;;;;;;;;;;1;2;;85;39;39;1;1;8551;11;11;4682.38613
6,008,478;1;1;1;70;11;50;48;1,300,000;1;;2;50;1;;9;2;1;;2;;;;;;;;;;;1;2;;82;30;30;1;2;8220;11;11;5131.9728689
6,008,481;1;3;1;70;11;3;48;1,800,000;1;;2;12;1;;7;2;4;;2;;;;;;;;;;;1;2;;74;02;02;1;1;7490;11;11;4338.368365
6,008,482;1;3;1;70;11;90;48;900,000;4;;2;90;1;;6;2;4;;2;;;;;;;;;;;1;2;;49;98;98;1;2;4923;11;11;3340.1060224
6,008,485;1;3;1;70;11;8;48;1,800,000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;16;;1;1;;11;11;3850.2743505
6,008,489;1;2;1;70;11;12;48;908,526;1;;2;12;1;;9;2;1;;2;;;;;;;;;;;1;2;;85;58;39;1;1;8544;11;11;4787.955104
6,008,492;1;3;1;70;11;2;48;908,600;1;;2;2;1;;3;2;8;;2;;;;;;;;;;;1;2;;47;95;39;1;1;4752;11;11;4030.4260127
6,008,492;1;9;1;70;11;4;48;500,000;4;;2;6;4;;4;2;8;;2;;;;;;;;;;;1;2;;96;57;57;1;1;9602;11;11;4030.4260127
6,008,493;1;2;1;70;11;16;48;908,526;1;;2;12;4;;2;2;2;;2;;;;;;;;;;;1;2;;49;98;98;1;2;4923;11;11;5505.3395259
6,008,503;1;5;1;70;11;120;48;908,526;1;;2;120;1;;2;2;8;;2;;;;;;;;;;;1;2;;45;99;99;1;2;4520;11;11;4386.3731754
6,008,508;1;1;1;70;11;32;48;908,526;1;;2;52;1;;2;2;2;;2;;;;;;;;;;;1;2;;47;59;45;1;2;4773;11;11;4682.38613
6,008,526;1;2;1;70;11;12;48;908,526;1;;2;28;1;;2;2;2;;2;;;;;;;;;;;1;2;;47;45;45;1;1;4711;11;11;3171.3972042
6,008,536;1;2;1;70;11;60;48;700,000;1;;2;60;1;;3;2;1;;2;;;;;;;;;;;1;2;;47;97;85;1;2;4711;11;11;3703.2358925
6,008,539;1;2;1;70;11;52;48;908,526;3;;2;75;1;;4;2;2;;2;;;;;;;;;;;1;2;;77;55;55;1;2;7730;11;11;4700.6755658
6,008,540;1;2;1;70;11;96;48;908,528;1;;2;98;1;;7;2;1;;2;;;;;;;;;;;1;2;;85;55;55;1;2;8511;11;11;2869.9622924
6,008,541;1;1;1;70;11;2;48;908,528;1;;2;2;1;;3;2;1;;2;;;;;;;;;;;1;2;;31;90;95;1;1;3110;11;11;4700.6755658
6,008,551;1;4;1;70;11;144;48;908,528;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;95;;1;2;;11;11;4680.3448317
6,008,551;1;6;1;70;11;40;48;900,000;1;;2;40;1;;3;2;1;;2;;;;;;;;;;;1;2;;69;37;37;1;2;6910;11;11;4680.3448317
6,008,559;1;3;1;70;11;40;48;908,526;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;45;;1;2;;11;11;3352.8580895
6,008,560;1;2;1;70;11;24;48;1,200,000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;58;;1;2;;11;11;5062.6162841
6,008,566;1;4;1;70;11;156;48;908,526;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;84;;1;2;;11;11;4833.1889001
6,008,568;1;2;1;70;11;8;48;900,000;1;;2;16;1;;8;2;1;;2;;;;;;;;;;;1;2;;86;45;38;1;1;8610;11;11;4728.5626667
6,008,575;1;2;1;70;11;4;48;908,526;1;;2;6;1;;7;2;1;;2;;;;;;;;;;;1;2;;94;59;59;1;1;9491;11;11;3352.8580895
6,008,585;1;1;1;70;11;18;48;908,526;4;;2;8;4;;5;2;1;;2;;;;;;;;;;;1;1;300000;41;18;95;1;2;4111;11;11;3965.0017081
6,008,605;1;5;1;70;11;144;48;800,000;1;;2;144;1;;3;2;4;;2;;;;;;;;;;;1;2;;31;95;95;1;2;3110;11;11;5045.3079006
6,008,613;1;1;1;70;11;52;48;908,526;1;;2;52;4;;2;2;1;;2;;;;;;;;;;;1;2;;14;45;79;1;2;1410;11;11;3112.0047668
6,008,619;1;3;1;70;11;40;48;908,526;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;19;;1;2;;11;11;2827.3794393
6,008,633;1;2;1;70;11;96;48;3,800,000;1;;2;96;1;;9;2;2;;2;;;;;;;;;;;1;2;;64;21;09;1;2;6411;11;11;3352.8580895
6,008,640;1;1;1;70;11;24;48;1,500,000;1;;2;24;1;;1;2;2;;2;;;;;;;;;;;1;2;;49;98;98;1;2;4923;11;11;3069.5373252
6,008,643;1;1;1;70;11;40;48;908,528;1;;2;40;4;;2;2;1;;2;;;;;;;;;;;1;2;;47;97;41;1;2;4721;11;11;3265.4032629
6,008,653;1;2;1;70;11;4;48;908,526;3;;1;;;;;;;;;;.;.;;;;;;;;;;.;;55;;1;1;;11;11;4338.368365
6,008,654;1;5;1;70;11;12;48;908,526;1;;2;36;1;;4;2;1;;2;;;;;;;;;;;1;2;;47;45;33;1;1;4711;11;11;4859.8868492
6,008,656;1;1;1;70;11;60;48;1,000,000;1;;2;60;1;;6;2;2;;2;;;;;;;;;;;1;2;;41;37;37;1;2;4111;11;11;3130.1189143
6,008,660;1;1;1;70;11;30;48;908,600;1;;2;30;1;;3;2;1;;2;;;;;;;;;;;1;2;;49;98;98;1;2;4923;11;11;3965.0017081
6,008,667;1;3;1;70;11;12;48;1,000,000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;45;;1;1;;11;11;3232.8840631
6,008,668;1;2;1;70;11;18;48;908,526;1;;2;18;1;;3;2;2;;2;;;;;;;;;;;1;2;;92;45;33;1;2;9200;11;11;4682.38613
6,008,722;1;1;1;70;13;52;48;908,526;1;;2;52;4;;1;2;2;;2;;;;;;;;;;;1;2;;56;39;77;1;2;5619;11;13;494.3451233
