DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P6016;P6020;P6030S1;P6030S3;P6040;P6050;P6080;P6080S1;P6070;P6081;P6081S1;P6083;P6083S1;P6071;P6071S1;P3147S1;P3147S2;P3147S3;P3147S4;P3147S5;P3147S6;P3147S7;P3147S8;P3147S9;P3147S10;P3147S11;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6160;P6170;P6175;P6210;P6210S1;P6220;P6269;clase;MES;ESC;DPTO;fex_c_2011
5179393;1;1;1;10;1;1;1;1974;46;1;6; ;3;3; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;07;5;47;873,494373420814
5179393;1;2;1;10;2;2;3;1983;37;2;6; ;3;2; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;4;6; ; ;2;07;6;47;873,494373420814
5179393;1;3;1;10;3;1;11;2000;19;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;07;11;47;873,494373420814
5179393;1;4;1;10;2;2;10;2018;1;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2;07; ;47;873,494373420814
5179394;1;1;1;10;1;1;7;1952;68;1;6; ;2;3; ;3; ;2; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;07;5;47;711,543221742966
5179395;1;1;1;10;1;1;4;1945;75;1;6; ;5;3; ;3; ; ; ; ;1;1;1; ; ; ; ;1; ; ;1; ; ;1;2;138000;2;1;2; ;3;4; ; ;2;07;4;47;917,514738710402
5179395;1;2;1;10;2;2;7;1994;26;3;6; ;6;1;1;3; ; ; ; ;1; ; ; ; ; ; ;1; ; ;2;1;12; ; ; ;2;1;2; ;5;11;2; ;2;07;11;47;917,514738710402
5179395;1;3;1;10;2;2;6;2012;8;4;6; ; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;1;2;3;2; ; ;2;07;2;47;917,514738710402
5179395;1;4;1;10;2;1;9;2017;2;4;6; ; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2;07; ;47;917,514738710402
5179395;1;5;1;10;2;2;8;2002;17;4;6; ;1;2; ;2; ;1;6; ; ; ; ; ; ; ; ; ; ;1;1; ; ;1;5; ;2;1;2; ;4;7; ; ;2;07;7;47;917,514738710402
5179395;1;6;1;10;6;1;9;1982;37;9;6; ;1;2; ;2; ;1;5; ; ; ;1;1; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;4;8; ; ;2;07;8;47;917,514738710402
5179395;1;7;1;10;2;1;2;2006;14;4;6; ;6;2; ;2; ; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ;3; ; ;2;1;1;1;3;3; ; ;2;07;3;47;917,514738710402
5179396;1;1;1;10;1;1;3;1972;48;1;6; ;2;3; ;2; ;1;2; ;1; ; ; ; ; ; ; ;1; ;1; ; ;1;1;55200;2;1;2; ;5;11;2; ;2;07;11;47;931,149182851294
5179396;1;2;1;10;1;2;7;1982;37;2;6; ;2;3; ;2; ;1;1; ;1; ; ; ; ; ; ;1; ; ;1; ; ;1;5; ;2;1;2; ;3;3; ; ;2;07;3;47;931,149182851294
5179396;1;3;1;10;3;2;6;2006;14;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ;1;5; ;2;1;1;1;4;7; ; ;2;07;7;47;931,149182851294
5179396;1;4;1;10;1;1;7;1997;23;3;6; ;1;1;1;1;2;1;5; ; ; ; ; ; ; ;1; ; ; ;1; ; ;3; ; ;2;1;1;1;6;2;2;2;2;07;13;47;931,149182851294
5179396;1;5;1;10;5;2;9;2003;16;9;6; ;1;3; ;2; ;1;4; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;4;7; ; ;2;07;7;47;931,149182851294
5179396;1;6;1;10;6;2;12;2000;19;3;6; ;1;1;1;1;2;1;7; ; ; ; ; ; ; ;1; ; ; ;1; ; ;3; ; ;2;1;1;1;4;9; ; ;2;07;9;47;931,149182851294
5179396;1;7;1;10;7;1;11;1988;31;9;6; ;1;2; ;2; ;1;6; ; ;1;1; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;07;11;47;931,149182851294
5179396;1;8;1;10;6;1;6;2020;0;4;6; ; ;2; ;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2; ; ; ; ;2; ; ; ; ; ; ; ;2;07; ;47;931,149182851294
5179397;1;1;1;10;1;1;6;1995;25;1;6; ;2;2; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ;1;1; ; ;1;1;35112;2;1;2; ;4;7; ; ;2;07;7;47;706,875609545697
5179397;1;2;1;10;2;2;3;1994;26;2;6; ;2;2; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;4;7; ; ;2;07;7;47;706,875609545697
5179397;1;3;1;10;2;1;3;2019;1;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2;07; ;47;706,875609545697
5179398;1;1;1;10;2;1;4;1975;45;1;6; ;2;2; ;3; ;1;2; ;1; ;1; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;07;5;47;916,050882052698
5179398;1;2;1;10;2;2;9;1979;40;2;6; ;2;2; ;2; ;1;1; ;1; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;4;6; ; ;2;07;6;47;916,050882052698
5179398;1;3;1;10;2;2;11;2014;5;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;1;1;2;0; ; ;2;07;0;47;916,050882052698
5179398;1;4;1;10;4;2;9;1998;21;3;6; ;4;1;1;1;2; ; ; ;1; ; ;1; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;07;11;47;916,050882052698
5179398;1;5;1;10;4;1;10;2017;2;4;6; ; ;2; ;1;4; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2;07; ;47;916,050882052698
5179399;1;1;1;10;1;2;1;1970;50;1;6; ;4;2; ;3; ; ; ; ;1;1; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;07;5;47;930,297569707825
5179399;1;2;1;10;2;1;10;2001;18;3;6; ;6;2; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;4;9; ; ;2;07;9;47;930,297569707825
5179399;1;3;1;10;3;2;2;1997;23;3;6; ;2;2; ;1;1;1;4; ; ;1; ; ; ; ; ; ; ; ;1; ; ;1;5; ;2;1;2; ;4;8; ; ;2;07;8;47;930,297569707825
5179399;1;4;1;10;4;1;9;1995;24;5;6; ;2;2; ;2; ;1;3; ; ;1; ; ; ; ; ; ; ; ;1; ; ;1;1;35112;2;1;2; ;4;8; ; ;2;07;8;47;930,297569707825
5179399;1;5;1;10;3;2;7;2014;6;4;6; ; ;1;4;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1;5; ;2;2;1;1;3;0; ; ;2;07;0;47;930,297569707825
5179399;1;6;1;10;3;1;11;2018;1;4;6; ; ;1;4;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1;5; ;2; ; ; ; ; ; ; ;2;07; ;47;930,297569707825
5179400;1;1;1;10;1;1;6;1974;46;1;6; ;2;3; ;2; ;1;2; ;1;1;1; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;07;5;47;1094,49126439821
5179400;1;2;1;10;2;2;12;1994;25;2;6; ;2;2; ;2; ;1;1; ;1; ; ;1; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;4;7; ; ;2;07;7;47;1094,49126439821
5179400;1;3;1;10;12;1;11;1999;20;3;6; ;6;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;07;0;47;1094,49126439821
5179400;1;4;1;10;12;2;6;2006;14;3;6; ;6;1;1;2; ; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ;3; ; ;2;1;2; ;4;7; ; ;2;07;7;47;1094,49126439821
5179400;1;5;1;10;2;2;7;2013;7;3;6; ; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;1;1;3;0; ; ;2;07;0;47;1094,49126439821
5179400;1;6;1;10;2;1;11;2015;4;3;6; ; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;1;1;2;0; ; ;2;07;0;47;1094,49126439821
5179400;1;7;1;10;2;1;8;2017;2;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2;07; ;47;1094,49126439821
5179400;1;8;1;10;2;2;5;2019;1;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2;07; ;47;1094,49126439821
5179400;1;9;1;10;9;2;5;2001;19;3;6; ;2;1;1;3; ;1;10; ; ; ; ;1; ;1; ;1; ; ;1; ; ;3; ; ;2;1;2; ;4;6; ; ;2;07;6;47;1094,49126439821
5179400;1;10;1;10;9;1;2;1996;24;9;6; ;2;2; ;2; ;1;9; ; ;1; ; ; ;1; ; ; ; ;1; ; ;3; ; ;2;1;2; ;5;10;1; ;2;07;10;47;1094,49126439821
5179400;1;11;1;10;9;1;11;2016;3;4;6; ; ;1;10;1;9; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;07;0;47;1094,49126439821
5179400;1;12;1;10;12;2;3;1965;55;5;6; ;6;3; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;07;5;47;1094,49126439821
5179401;1;1;1;10;2;1;3;1977;43;1;6; ;2;2; ;3; ;1;2; ;1; ;1; ; ; ; ; ; ; ;1; ; ;1;1;40000;2;1;2; ;4;7; ; ;2;07;7;47;786,382363199272
5179401;1;2;1;10;2;2;7;1980;40;2;6; ;2;2; ;3; ;1;1; ;1; ; ; ; ; ; ; ; ; ;1; ; ;1;5; ;2;1;2; ;3;5; ; ;2;07;5;47;786,382363199272
5179401;1;3;1;10;2;1;10;2000;19;3;6; ;6;1;1;1;2; ; ; ; ; ; ;1; ; ; ; ; ; ;1; ; ;1;5; ;2;1;2; ;4;8; ; ;2;07;8;47;786,382363199272
5179401;1;4;1;10;4;2;4;2003;17;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ;1;5; ;2;1;1;1;4;7; ; ;2;07;7;47;786,382363199272
5179401;1;5;1;10;2;1;12;2011;8;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1;5; ;2;1;1;1;3;1; ; ;2;07;1;47;786,382363199272
5179402;1;1;1;10;2;1;3;1980;40;1;6; ;1;2; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ;1;1; ; ;1;1;35112;2;1;2; ;3;4; ; ;2;07;4;47;827,503986672433
5179402;1;2;1;10;2;2;1;1979;41;2;6; ;1;2; ;3; ;1;1; ;1; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;07;5;47;827,503986672433
5179402;1;3;1;10;2;2;2;2014;6;3;6; ; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;1;1;3;0; ; ;2;07;0;47;827,503986672433
5179403;1;1;1;10;1;2;3;1986;34;1;6; ;4;2; ;1;5; ; ; ;1; ;1;1; ;1; ; ; ; ;2;2; ; ; ; ;2;1;2; ;6;2;2;2;2;07;13;47;553,605642590877
5179403;1;2;1;10;1;2;8;2007;12;3;6; ;6;3; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;2;2; ; ; ; ;2;1;2; ;4;6; ; ;2;07;6;47;553,605642590877
5179403;1;3;1;10;1;1;11;2009;10;3;6; ;6;3; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;2;2; ; ; ; ;2;1;2; ;3;4; ; ;2;07;4;47;553,605642590877
5179403;1;4;1;10;1;1;5;2014;6;3;6; ; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2; ; ; ; ;2;2;2; ;2;1; ; ;2;07;0;47;553,605642590877
5179403;1;5;1;10;5;2;7;1954;66;5;6; ;4;3; ;3; ; ; ; ;1; ; ; ; ; ; ;1; ; ;2;2; ; ; ; ;2;1;2; ;4;6; ; ;2;07;6;47;553,605642590877
5179403;1;6;1;10;1;1;9;1979;40;5;6; ;6;2; ;1;5; ; ; ; ; ; ;1; ; ; ; ; ; ;2;2; ; ; ; ;2;1;2; ;4;9; ; ;2;07;9;47;553,605642590877
5179406;1;1;1;10;2;1;5;1963;57;1;6; ;2;3; ;2; ;1;2; ;1; ; ; ; ; ; ; ; ; ;1; ; ;1;1;35112;2;2;2; ;1;0; ; ;2;07;0;47;1061,09216256574
5179406;1;2;1;10;2;2;2;1970;50;2;6; ;2;2; ;3; ;1;1; ;1; ; ; ; ; ; ; ; ; ;1; ; ;1;5; ;2;1;2; ;3;2; ; ;2;07;2;47;1061,09216256574
5179406;1;3;1;10;3;1;5;2000;20;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ;1;5; ;2;1;1;1;5;10;1; ;2;07;10;47;1061,09216256574
5179406;1;4;1;10;3;2;6;2003;17;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ;1;5; ;2;1;1;1;5;10;1; ;2;07;10;47;1061,09216256574
5179406;1;5;1;10;5;2;2;1996;24;3;6; ;2;1;1;1;2;1;6; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;5;10;1; ;2;07;10;47;1061,09216256574
5179406;1;6;1;10;6;1;10;1990;29;9;6; ;2;2; ;2; ;1;5; ;1; ; ; ; ; ; ; ; ; ;1; ; ;1;1;35112;2;1;2; ;6;3;3; ;2;07;14;47;1061,09216256574
5179406;1;7;1;10;6;1;8;2014;5;4;6; ; ;1;6;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;1;1;2;0; ; ;2;07;0;47;1061,09216256574
5179406;1;8;1;10;6;1;11;2018;1;4;6; ; ;1;6;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2;07; ;47;1061,09216256574
5179406;1;9;1;10;2;1;9;2010;9;4;6; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1;5; ;2;1;1;1;3;3; ; ;2;07;3;47;1061,09216256574
5179406;1;10;1;10;2;2;10;2011;8;4;6; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1;5; ;2;1;1;1;3;3; ; ;2;07;3;47;1061,09216256574
5179407;1;1;1;10;1;1;8;1970;49;1;6; ;2;3; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ;1;1; ; ;1;1;35112;2;1;2; ;3;4; ; ;2;07;4;47;819,898730104466
5179407;1;2;1;10;2;2;1;1981;39;2;6; ;2;3; ;3; ;1;1; ; ; ; ; ; ; ; ; ; ;1;1; ; ;1;5; ;2;1;2; ;3;2; ; ;2;07;2;47;819,898730104466
5179407;1;3;1;10;2;2;9;2000;19;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ;1;5; ;2;1;2; ;5;11;2; ;2;07;11;47;819,898730104466
5179407;1;4;1;10;2;1;9;2017;2;4;6; ; ;2; ;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1;5; ;2; ; ; ; ; ; ; ;2;07; ;47;819,898730104466
5179407;1;5;1;10;5;1;11;2002;17;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ;1;5; ;2;1;1;1;4;9; ; ;2;07;9;47;819,898730104466
5179407;1;6;1;10;6;2;7;2006;14;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ;1;5; ;2;1;1;1;4;7; ; ;2;07;7;47;819,898730104466
5179408;1;1;1;10;1;1;7;1972;48;1;6; ;2;3; ;2; ;1;2; ;1; ;1; ; ;1; ; ; ; ;1; ; ;1;1;35112;2;1;2; ;4;9; ; ;2;07;9;47;870,093264234397
5179408;1;2;1;10;2;2;4;1975;45;2;6; ;2;3; ;3; ;1;1; ; ; ; ; ; ;1; ; ; ; ;1; ; ;1;5; ;2;1;2; ;5;11;2; ;2;07;11;47;870,093264234397
5179408;1;3;1;10;2;2;6;2011;9;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1;5; ;2;2;1;1;3;1; ; ;2;07;1;47;870,093264234397
5179408;1;4;1;10;4;2;3;1994;26;3;6; ;2;1;1;1;2;1;5; ; ; ; ; ; ;1; ; ; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;07;11;47;870,093264234397
5179408;1;5;1;10;5;1;11;1995;24;9;6; ;2;2; ;2; ;1;4; ; ; ; ; ; ;1; ; ; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;07;11;47;870,093264234397
5179408;1;6;1;10;4;1;3;2018;2;4;6; ; ;1;5;1;4; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2;07; ;47;870,093264234397
5179408;1;7;1;10;2;2;5;1997;23;3;6; ;4;1;1;1;2; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;07;11;47;870,093264234397
5179408;1;8;1;10;2;1;12;2014;5;4;6; ; ;2; ;1;7; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;1;1;2;0; ; ;2;07;0;47;870,093264234397
5179408;1;9;1;10;2;1;3;2001;19;3;6; ;1;1;1;1;2;1;10; ; ; ; ; ; ; ; ; ; ;1;1; ; ;1;5; ;2;1;2; ;5;11;2; ;2;07;11;47;870,093264234397
5179408;1;10;1;10;10;2;6;2005;15;9;6; ;1;2; ;2; ;1;9; ; ; ; ; ; ; ;1; ; ; ;1; ; ;3; ; ;2;1;1;1;4;8; ; ;2;07;8;47;870,093264234397
5179408;1;11;1;10;2;1;12;1955;64;5;6; ;6;3; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;07;0;47;870,093264234397
5179409;1;1;1;10;1;2;3;1956;64;1;6; ;4;3; ;3; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;07;5;47;523,293031225247
5179410;1;1;1;10;2;1;3;1999;21;1;6; ;2;2; ;2; ;1;2; ; ; ;1; ; ; ; ; ; ; ;2;2; ; ; ; ;1;1;2; ;4;8; ; ;2;07;8;47;890,607033962288
5179410;1;2;1;10;2;2;9;1998;21;2;6; ;2;2; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1;2;2; ; ; ; ;1;1;2; ;5;11;2; ;2;07;11;47;890,607033962288
5179410;1;3;1;10;2;1;6;2018;2;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2; ; ; ; ;1; ; ; ; ; ; ; ;2;07; ;47;890,607033962288
5179411;1;1;1;10;1;2;6;1978;42;1;6; ;4;3; ;3; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;07;5;47;829,276654484374
5179411;1;2;1;10;1;1;11;2005;14;3;6; ;6;2; ;1;1; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ;3; ; ;2;1;1;1;4;8; ; ;2;07;8;47;829,276654484374
5179411;1;3;1;10;1;2;12;2009;10;3;6; ;6;2; ;1;1; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ;3; ; ;2;1;1;1;3;4; ; ;2;07;4;47;829,276654484374
5179411;1;4;1;10;1;2;2;2016;4;3;6; ; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;07;0;47;829,276654484374
5179412;1;1;1;10;1;2;3;1939;81;1;6; ;5;3; ;3; ; ; ; ;1;1; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;07;0;47;478,766501134571
5179412;1;2;1;10;2;1;7;1958;62;5;5; ;2;3; ;3; ;2; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;07;2;47;478,766501134571
5179413;1;1;1;10;2;1;12;1979;40;1;6; ;3;2; ;2; ;1;2; ; ; ;1; ; ; ; ; ; ; ;2;2; ; ; ; ;2;1;2; ;5;11;2; ;2;07;11;47;827,503986672433
5179413;1;2;1;10;2;2;7;1978;42;2;6; ;3;2; ;3; ;1;1; ;1; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;07;5;47;827,503986672433
5179413;1;3;1;10;2;2;6;2016;4;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;07;0;47;827,503986672433
5179414;1;1;1;10;1;2;4;1955;65;1;6; ;4;3; ;3; ; ; ; ;1;1; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;07;5;47;523,293031225247
5179416;1;1;1;10;1;1;9;1963;56;1;6; ;4;3; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ;1;1;35112;2;1;2; ;3;5; ; ;2;07;5;47;711,543221742966
5179417;1;1;1;10;1;2;7;1997;23;1;6; ;2;2; ;2; ;1;2; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;07;11;47;1000,08481889718
5179417;1;2;1;10;1;1;4;1993;27;2;6; ;2;2; ;2; ;1;1; ;1;1;1; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;07;11;47;1000,08481889718
5179417;1;3;1;10;1;1;5;2015;5;3;6; ; ;1;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;07;0;47;1000,08481889718
5179417;1;4;1;10;1;1;3;1987;33;5;6; ;4;2; ;2; ; ; ; ; ; ; ;1; ;1; ; ; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;07;11;47;1000,08481889718
5179418;1;1;1;10;1;2;5;1994;26;1;6; ;2;2; ;2; ;1;2; ;1; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;07;11;47;1103,84602484447
5179418;1;2;1;10;2;1;5;1986;34;2;6; ;2;2; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;07;5;47;1103,84602484447
5179418;1;3;1;10;1;2;9;2017;2;3;6; ; ;1;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2;07; ;47;1103,84602484447
5179418;1;4;1;10;5;1;2;1989;31;5;6; ;2;2; ;2; ;1;5; ; ; ; ; ; ; ; ; ; ;1;2;2; ; ; ; ;2;1;2; ;5;11;2; ;2;07;11;47;1103,84602484447
5179418;1;5;1;10;5;2;12;1996;23;9;6; ;2;2; ;2; ;1;4; ; ; ; ; ; ; ; ; ; ;1;2;2; ; ; ; ;2;1;2; ;5;11;2; ;2;07;11;47;1103,84602484447
5179418;1;6;1;10;5;1;6;2014;6;9;6; ; ;2; ;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2; ; ; ; ;2;2;1;1;2;0; ; ;2;07;0;47;1103,84602484447
5179418;1;7;1;10;5;1;6;2016;4;9;6; ; ;2; ;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2; ; ; ; ;2;2;2; ;1;0; ; ;2;07;0;47;1103,84602484447
5179418;1;8;1;10;5;1;3;2018;2;9;6; ; ;1;4;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2; ; ; ; ;2; ; ; ; ; ; ; ;2;07; ;47;1103,84602484447
5179419;1;1;1;10;1;2;7;1961;59;1;6; ;4;3; ;2; ; ; ; ;1; ; ;1; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;07;3;47;714,892178375056
5179419;1;2;1;10;2;2;5;1988;32;3;6; ;4;2; ;1;1; ; ; ;1; ; ;1; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;6;4;3; ;2;07;15;47;714,892178375056
5179419;1;3;1;10;2;2;9;2013;6;4;6; ; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;3;1; ; ;2;07;1;47;714,892178375056
5179419;1;4;1;10;2;1;11;2016;3;4;6; ; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;07;0;47;714,892178375056
5179419;1;5;1;10;1;1;8;1990;29;3;6; ;2;2; ;1;1;2; ; ;1;1; ;1; ;1; ; ; ; ;1; ; ;3; ; ;2;1;2; ;4;6; ; ;2;07;6;47;714,892178375056
5179419;1;6;1;10;6;2;9;1994;25;3;6; ;5;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;1;2;105336;2;1;1;1;6;2;2;2;2;07;13;47;714,892178375056
5179419;1;7;1;10;6;2;4;2013;7;4;6; ; ;3; ;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1;5; ;2;1;1;1;3;1; ; ;2;07;1;47;714,892178375056
5179419;2;1;2;10;2;1;9;1983;36;1;6; ;2;2; ;2; ;1;2; ; ; ; ; ; ; ; ;1; ; ;1; ; ;1;1;35112;2;1;2; ;4;8; ; ;2;07;8;47;714,892178375056
5179419;2;2;2;10;2;2;11;1989;30;2;6; ;2;2; ;2; ;1;1; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;07;11;47;714,892178375056
5179419;2;3;2;10;2;2;7;2019;1;4;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1;5; ;2; ; ; ; ; ; ; ;2;07; ;47;714,892178375056
5179420;1;1;1;10;2;1;2;1978;42;1;6; ;2;2; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ;1;1; ; ;1;1;35112;2;1;2; ;3;3; ; ;2;07;3;47;752,39418178621
5179420;1;2;1;10;2;2;8;1974;45;2;6; ;2;2; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1;1; ; ;1;5; ;2;1;2; ;5;11;2; ;2;07;11;47;752,39418178621
