directorio;secuencia_p;orden;P6020;P6040;P6050;P3147S1;P3147S2;P3147S3;P3147S4;P3147S5;P3147S6;P3147S7;P3147S8;P3147S9;P3147S10;P3147S11;P6090;P6100;P6110;P6160;P6170;P6210;P6210S1;P6220;ESC;mes;area;dpto;fex_c_2011
149162;1;3;2;3;3; ; ; ; ; ; ; ; ; ; ; ;1;3; ;2;1;1;0; ;0;07;11;11;3762,60883966755
149163;1;1;1;30;1; ;1;1; ; ; ; ; ;1; ; ;2; ; ;1;2;4;8; ;8;07;54;54;437,470680636845
149163;1;2;2;30;2; ;1;1; ; ; ;1; ;1; ; ;1;3; ;1;2;5;11;2;11;07;54;54;437,470680636845
149163;1;3;1;11;3; ; ; ; ; ; ; ;1; ; ; ;2; ; ;1;2;3;3; ;3;07;54;54;437,470680636845
149163;1;4;2;3;3; ; ; ; ; ; ; ; ; ; ; ;1;3; ;2;2;1;0; ;0;07;54;54;437,470680636845
149164;1;1;1;57;1; ; ;1;1; ; ; ; ; ; ; ;1;1;5;1;2;5;11;2;11;07;73;73;137,713564064982
149164;1;2;2;66;2; ; ;1; ; ; ; ; ; ; ; ;1;1;2;1;2;5;11;2;11;07;73;73;137,713564064982
149165;1;1;2;48;1; ;1; ;1;1; ;1; ;1; ; ;1;3; ;1;2;5;11;2;11;07;50;50;119,25291377469
149170;1;1;1;53;1; ; ; ; ; ; ; ; ; ; ;1;2; ; ;1;2;5;11;2;11;07;66;66;522,710698157385
149170;1;2;2;50;2; ; ; ; ; ; ; ; ; ; ;1;2; ; ;1;2;6;5;4;16;07;66;66;522,710698157385
149170;1;3;2;29;3; ; ; ; ; ; ;1; ; ; ; ;2; ; ;1;2;6;5;4;16;07;66;66;522,710698157385
149170;1;4;2;10;4; ; ; ; ; ; ; ; ; ; ;1;2; ; ;1;2;3;3; ;3;07;66;66;522,710698157385
149170;1;5;1;3;4; ; ; ; ; ; ; ; ; ; ; ;2; ; ;2;2;1;0; ;0;07;66;66;522,710698157385
149170;1;6;1;18;5; ; ; ; ; ; ; ; ; ; ;1;2; ; ;1;2;5;11;2;11;07;66;66;522,710698157385
149170;1;7;1;47;5; ; ; ; ; ; ; ; ; ; ;1;2; ; ;1;2;4;6; ;6;07;66;66;522,710698157385
149172;1;1;2;29;1; ; ;1;1; ; ; ; ;1; ; ;1;1;5;1;2;6;2;3;13;07;08;08;362,364213455619
149172;1;2;1;4;3; ; ; ; ; ; ; ; ; ; ; ;1;1;5;2;1;2;0; ;0;07;08;08;362,364213455619
149174;1;1;2;34;1; ; ; ; ; ; ; ; ;1; ; ;1;1;1;1;2;5;11;2;11;07;50;50;76,3815719991554
149174;1;2;2;38;2; ; ; ; ; ; ; ; ;1; ; ;1;1;1;1;2;5;11;2;11;07;50;50;76,3815719991554
149174;1;3;1;73;5; ; ; ; ; ; ; ; ;1; ; ;1;3; ;1;2;3;1; ;1;07;50;50;76,3815719991554
149175;1;1;2;47;1; ; ;1; ; ; ;1; ; ; ; ;2; ; ;1;2;5;11;2;11;07;08;08;1068,70149442357
149175;1;2;2;27;3; ; ;1; ; ; ;1; ; ; ; ;2; ; ;1;2;5;11;2;11;07;08;08;1068,70149442357
149175;1;3;1;13;4; ; ; ; ; ; ; ; ; ; ;1;2; ; ;1;2;4;6; ;6;07;08;08;1068,70149442357
149175;1;4;1;21;3; ; ; ;1; ; ; ; ; ; ; ;2; ; ;1;2;4;8; ;8;07;08;08;1068,70149442357
149176;1;1;1;27;1; ; ; ;1; ; ; ; ; ; ; ;1;3; ;1;2;6;1;3;12;07;73;73;300,983521237761
149176;1;2;2;23;2; ; ; ;1; ; ; ; ; ; ; ;1;3; ;1;1;6;1;3;12;07;73;73;300,983521237761
149178;1;1;2;56;1; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;2;4;7; ;7;07;05;05;1553,29619066859
149178;1;2;2;27;3; ; ; ;1; ; ; ; ; ; ; ;1;1;1;1;2;5;11;2;11;07;05;05;1553,29619066859
149178;1;3;1;8;4; ; ; ; ; ; ; ; ; ; ; ;1;1;5;1;1;3;1; ;1;07;05;05;1553,29619066859
149178;1;4;2;30;3; ;1;1; ; ; ;1; ;1; ; ;1;3; ;1;2;6;2;3;13;07;05;05;1553,29619066859
149178;1;5;1;26;5; ; ;1; ;1; ;1; ; ; ; ;1;3; ;1;1;6;4;3;15;07;05;05;1553,29619066859
149178;1;6;2;5;4; ; ; ; ; ; ; ; ; ; ; ;1;3; ;2;1;2;0; ;0;07;05;05;1553,29619066859
149180;1;1;2;44;1;1; ; ;1; ; ; ; ;1; ; ;1;1;1;1;2;6;3;3;14;07;08;08;315,735159153242
149180;1;2;2;19;3; ; ; ; ; ; ; ;1; ; ; ;1;1;5;1;1;6;3;2;14;07;08;08;315,735159153242
149180;1;3;2;14;3; ; ; ; ; ; ; ;1; ; ; ;1;1;5;1;1;4;9; ;9;07;08;08;315,735159153242
149182;1;1;1;76;1; ; ; ; ; ; ; ; ;1;1; ;1;3; ;1;2;3;2; ;2;07;54;54;294,545013387141
149182;1;2;2;71;2; ; ; ; ; ; ; ; ;1; ; ;1;3; ;1;2;1;0; ;0;07;54;54;294,545013387141
149183;1;1;2;74;1; ; ; ;1; ; ; ; ;1; ; ;2; ; ;1;2;3;4; ;4;07;08;08;568,944660110865
149183;1;2;2;35;3; ; ; ; ; ;1; ; ; ; ; ;1;1;1;1;2;5;11;2;11;07;08;08;568,944660110865
149183;1;3;1;14;4; ; ; ; ; ; ; ;1; ; ; ;1;1;5;1;1;4;8; ;8;07;08;08;568,944660110865
149183;1;4;2;12;4; ; ; ; ; ; ; ;1; ; ; ;1;1;5;1;1;4;6; ;6;07;08;08;568,944660110865
149183;1;5;2;32;3; ; ; ; ; ;1; ; ; ; ; ;1;1;1;1;2;6;2;2;13;07;08;08;568,944660110865
149183;1;6;1;30;5; ; ; ; ; ;1;1; ; ; ; ;2; ; ;1;2;5;11;2;11;07;08;08;568,944660110865
149183;1;7;2;3;4; ; ; ; ; ; ; ; ; ; ; ;1;1;5;2;1;1;0; ;0;07;08;08;568,944660110865
149183;1;8;1;29;3; ; ; ; ; ; ;1; ; ; ; ;2; ; ;1;2;5;11;2;11;07;08;08;568,944660110865
149183;1;9;2;35;5; ; ; ; ; ;1; ; ; ; ; ;2; ; ;1;2;6;4;3;15;07;08;08;568,944660110865
149184;1;1;2;58;1; ; ; ; ; ; ; ; ; ; ;1;1;3; ;1;2;5;11;2;11;07;73;73;155,434847124035
149184;1;2;1;37;3; ; ; ; ; ; ; ; ; ; ;1;1;3; ;1;2;5;11;2;11;07;73;73;155,434847124035
149184;1;3;1;14;4; ; ; ; ; ; ; ;1; ; ; ;1;3; ;1;1;4;6; ;6;07;73;73;155,434847124035
149184;1;4;1;87;5; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;2;3;2; ;2;07;73;73;155,434847124035
149185;1;1;1;48;1; ;1; ;1;1; ;1; ;1; ; ;1;1;5;1;2;3;5; ;5;07;50;50;272,687445761792
149185;1;2;2;49;2; ; ; ;1; ; ; ; ;1; ; ;1;1;1;1;2;5;11;2;11;07;50;50;272,687445761792
149185;1;3;2;22;3; ; ; ;1; ;1; ;1; ; ; ;1;1;1;1;1;6;4;3;15;07;50;50;272,687445761792
149185;1;4;1;17;3; ; ; ; ; ; ; ; ; ; ;1;1;1;5;1;2;5;11;2;11;07;50;50;272,687445761792
149186;1;1;2;25;1; ; ; ;1;1; ;1; ; ; ; ;2; ; ;1;2;6;2;3;13;07;11;11;3391,29662729328
149186;1;2;2;59;5; ; ; ;1;1; ;1; ; ; ; ;1;1;5;1;2;3;3; ;3;07;11;11;3391,29662729328
149186;1;3;1;29;5; ; ; ; ; ; ; ; ; ; ;1;1;1;3;1;2;6;5;4;16;07;11;11;3391,29662729328
149187;1;1;1;37;1; ; ;1; ; ; ; ; ;1; ; ;1;1;1;1;2;5;11;2;11;07;23;23;267,421146286277
149187;1;2;2;29;2; ;1; ; ; ; ; ; ;1; ; ;1;1;5;1;2;5;11;2;11;07;23;23;267,421146286277
149187;1;3;2;10;3; ; ; ; ; ; ; ;1; ; ; ;1;1;5;1;1;3;3; ;3;07;23;23;267,421146286277
149187;1;4;2;4;3; ; ; ; ; ; ; ; ; ; ; ;1;1;5;2;1;2;0; ;0;07;23;23;267,421146286277
149189;1;1;1;71;1; ;1;1;1; ; ; ; ;1; ; ;1;3; ;1;2;4;8; ;8;07;08;08;126,715097423086
149189;1;2;2;66;2; ; ; ;1; ; ; ; ; ; ; ;1;3; ;1;2;3;5; ;5;07;08;08;126,715097423086
149189;1;3;2;31;3; ; ; ; ; ; ; ; ;1; ; ;1;3; ;1;2;6;2;3;13;07;08;08;126,715097423086
149189;1;4;1;1;4; ; ; ; ; ; ; ; ; ; ; ;1;3; ; ; ; ; ; ; ;07;08;08;126,715097423086
149189;1;5;1;27;3; ; ;1;1; ; ; ; ; ; ; ;1;3; ;1;2;5;11;2;11;07;08;08;126,715097423086
149189;1;6;2;27;5; ; ; ; ; ; ; ; ; ; ;1;1;3; ;1;2;5;11;2;11;07;08;08;126,715097423086
149189;1;7;1;6;4; ; ; ; ; ; ; ; ; ; ; ;1;3; ;2;1;2;0; ;0;07;08;08;126,715097423086
149189;1;8;2;93;5; ; ; ; ; ; ; ; ;1; ; ;1;3; ;1;2;3;3; ;3;07;08;08;126,715097423086
149189;1;9;1;70;5; ; ;1; ; ; ; ; ;1; ; ;1;3; ;1;2;6;2;3;13;07;08;08;126,715097423086
149189;1;10;1;57;5; ;1;1; ; ; ;1; ; ; ; ;1;3; ;1;2;6;2;3;13;07;08;08;126,715097423086
149192;1;1;1;57;1; ;1; ;1;1; ;1; ;1; ; ;1;3; ;1;2;3;5; ;5;07;50;50;125,106364573144
149192;1;2;2;54;2; ; ; ;1;1; ;1; ;1; ; ;1;3; ;1;2;3;5; ;5;07;50;50;125,106364573144
149192;1;3;1;30;3; ;1;1;1;1; ;1; ;1; ; ;1;3; ;1;2;5;11;2;11;07;50;50;125,106364573144
149192;1;4;1;11;3; ; ; ; ; ; ; ;1;1; ; ;1;3; ;1;1;4;0; ;5;07;50;50;125,106364573144
149193;1;1;1;56;1; ;1;1; ;1; ; ; ;1; ; ;1;3; ;1;2;3;2; ;2;07;54;54;293,136802790624
149193;1;2;2;18;3; ;1;1; ; ; ; ;1;1;1; ;1;3; ;1;2;5;10;1;10;07;54;54;293,136802790624
149193;1;3;2;45;5; ;1;1; ; ; ;1; ;1;1; ;2; ; ;1;2;3;2; ;2;07;54;54;293,136802790624
149195;1;1;2;54;1; ;1; ; ; ; ;1; ;1; ; ;1;3; ;2;2;1;0; ;0;07;54;54;338,99921829559
149195;1;2;2;16;3; ; ; ; ; ; ; ; ; ; ;1;1;3; ;1;2;4;9; ;9;07;54;54;338,99921829559
149195;1;3;2;23;3; ;1; ; ; ; ;1; ;1; ; ;1;3; ;1;2;4;6; ;6;07;54;54;338,99921829559
149198;1;1;2;63;1; ; ; ; ; ; ; ; ;1; ; ;1;3; ;1;2;3;3; ;3;07;52;52;160,919946614017
149198;1;2;1;43;3; ; ; ; ; ;1; ; ; ; ; ;1;1;1;1;2;3;5; ;5;07;52;52;160,919946614017
149198;1;3;1;38;3; ; ; ; ; ;1; ; ;1; ; ;1;1;1;1;2;4;6; ;6;07;52;52;160,919946614017
149199;1;1;1;50;1;1; ;1;1; ;1; ; ; ; ; ;1;1;5;1;2;6;3;3;14;07;08;08;361,853655472984
149199;1;2;1;19;3; ; ; ; ; ; ; ;1; ; ; ;1;1;5;1;1;6;1;2;12;07;08;08;361,853655472984
149199;1;3;2;12;3; ; ; ; ; ; ; ;1; ; ; ;1;1;5;1;1;4;0; ;5;07;08;08;361,853655472984
149199;1;4;2;71;5; ; ; ; ; ; ; ; ; ; ;1;1;1;3;1;2;5;11;2;11;07;08;08;361,853655472984
149204;1;1;2;55;1; ; ; ;1; ; ; ; ;1;1; ;1;3; ;1;2;1;0; ;0;07;52;52;152,654649231827
149204;1;2;1;59;2; ; ; ;1; ; ; ; ;1; ; ;1;3; ;1;2;3;2; ;2;07;52;52;152,654649231827
149204;1;3;2;22;3; ; ; ; ; ; ; ;1;1; ; ;1;3; ;1;1;6;2;2;13;07;52;52;152,654649231827
149204;1;4;1;5;4; ; ; ; ; ; ; ; ; ; ; ;1;3; ;2;1;2;0; ;0;07;52;52;152,654649231827
149206;1;1;1;66;1; ;1; ; ; ; ; ; ;1; ; ;1;3; ;1;2;3;5; ;5;07;54;54;243,255143516695
149206;1;2;2;61;2; ;1; ; ; ; ; ; ;1; ; ;1;3; ;1;2;3;5; ;5;07;54;54;243,255143516695
149206;1;3;2;39;3; ;1; ;1; ; ; ; ;1; ; ;1;3; ;1;2;5;11;2;11;07;54;54;243,255143516695
149206;1;4;1;36;3; ;1;1;1; ; ; ; ;1; ; ;1;3; ;1;2;5;11;2;11;07;54;54;243,255143516695
149208;1;1;2;78;1; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;2;6;5;4;16;07;11;11;3476,05416050751
149209;1;1;2;32;1; ; ; ; ; ; ; ; ; ; ;1;1;3; ;1;2;3;5; ;5;07;11;11;6104,05501694706
149209;1;2;1;40;2; ; ; ;1; ; ; ; ; ; ; ;2; ; ;1;2;3;5; ;5;07;11;11;6104,05501694706
149209;1;3;2;17;3; ; ; ; ; ; ; ;1; ; ; ;1;3; ;1;1;4;0; ;5;07;11;11;6104,05501694706
149209;1;4;1;15;3; ; ; ; ; ; ; ;1; ; ; ;1;3; ;1;1;4;9; ;9;07;11;11;6104,05501694706
149209;1;5;1;9;3; ; ; ; ; ; ; ; ; ; ; ;1;3; ;1;1;3;3; ;3;07;11;11;6104,05501694706
149209;1;6;2;6;3; ; ; ; ; ; ; ; ; ; ; ;1;3; ;1;1;3;0; ;0;07;11;11;6104,05501694706
149209;1;7;1;5;3; ; ; ; ; ; ; ; ; ; ; ;1;3; ;2;1;2;0; ;0;07;11;11;6104,05501694706
149209;1;8;1;2;3; ; ; ; ; ; ; ; ; ; ; ;1;3; ; ; ; ; ; ; ;07;11;11;6104,05501694706
149209;1;9;2;0;3; ; ; ; ; ; ; ; ; ; ; ;1;3; ; ; ; ; ; ; ;07;11;11;6104,05501694706
149215;1;1;2;92;1; ; ; ; ; ; ; ; ; ; ;1;1;1;3;1;2;6;2;2;13;07;11;11;2757,7842498923
149215;1;2;2;83;5; ; ; ; ; ; ; ; ; ; ;1;1;1;3;1;2;4;7; ;7;07;11;11;2757,7842498923
149221;1;1;2;49;1; ; ; ; ;1; ;1; ;1; ; ;1;3; ;1;2;4;7; ;7;07;54;54;273,351483023433
149223;1;1;1;23;1; ; ; ;1; ; ; ; ; ; ; ;1;3; ;1;2;4;6; ;6;07;08;08;588,323873582165
149223;1;2;2;25;2; ; ; ; ; ; ;1; ;1; ; ;2; ; ;1;2;5;11;2;11;07;08;08;588,323873582165
149223;1;3;2;0;3; ; ; ; ; ; ; ; ; ; ; ;1;3; ; ; ; ; ; ; ;07;08;08;588,323873582165
149227;1;1;1;60;1; ; ; ; ; ; ; ; ; ; ;1;1;2;1;1;2;6;5;4;16;07;11;11;1345,81539083694
149227;1;2;1;52;9; ; ; ;1; ; ; ; ; ; ; ;1;1;1;1;2;5;11;2;11;07;11;11;1345,81539083694
149229;1;1;2;45;1; ; ; ; ; ; ; ; ; ; ;1;1;1;5;1;2;5;11;2;11;07;17;17;160,117446450477
149229;1;2;2;23;3; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;2;5;11;2;11;07;17;17;160,117446450477
149229;1;3;1;6;4; ; ; ; ; ; ; ; ; ; ; ;1;1;5;2;1;2;0; ;0;07;17;17;160,117446450477
149229;1;4;2;20;3; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;2;5;11;2;11;07;17;17;160,117446450477
149229;1;5;1;12;3; ; ; ; ; ; ; ; ; ; ;1;1;3; ;1;1;3;4; ;4;07;17;17;160,117446450477
149229;1;6;1;38;5; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;2;5;11;2;11;07;17;17;160,117446450477
149230;1;1;2;34;1; ; ; ; ; ; ; ; ;1; ; ;1;1;1;1;2;6;6;4;17;07;52;52;213,484828061716
149230;1;2;1;6;3; ; ; ; ; ; ; ; ; ; ; ;1;1;5;1;1;2;0; ;0;07;52;52;213,484828061716
149230;1;3;2;1;3; ; ; ; ; ; ; ; ; ; ; ;1;1;5; ; ; ; ; ; ;07;52;52;213,484828061716
149230;1;4;2;56;6; ; ; ; ; ; ; ; ;1; ; ;1;1;3;1;2;5;11;2;11;07;52;52;213,484828061716
149232;1;1;1;36;1; ; ;1;1; ; ; ; ; ; ; ;2; ; ;1;2;6;5;4;16;07;54;54;429,756590038627
149232;1;2;2;2;3; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;07;54;54;429,756590038627
149232;1;3;1;33;5; ; ;1;1; ; ; ; ; ; ; ;2; ; ;1;2;5;11;2;11;07;54;54;429,756590038627
149232;1;4;2;19;5; ; ; ; ; ; ;1; ; ; ; ;2; ; ;1;2;5;11;2;11;07;54;54;429,756590038627
149233;1;1;2;21;1; ;1;1;1;1; ; ; ; ; ; ;1;3; ;1;2;6;2;3;13;07;23;23;333,770427983748
149233;1;2;1;36;2; ;1;1;1;1; ; ; ; ; ; ;1;3; ;1;2;5;11;2;11;07;23;23;333,770427983748
149233;1;3;2;2;3; ; ; ; ; ; ; ; ; ; ; ;1;3; ; ; ; ; ; ; ;07;23;23;333,770427983748
149234;1;1;1;36;1; ; ;1; ; ; ; ; ;1; ; ;1;2;1;1;2;6;3;3;14;07;54;54;398,471296215041
149234;1;2;2;29;2; ; ;1; ; ; ; ; ;1; ; ;1;2;5;1;2;6;2;3;13;07;54;54;398,471296215041
149234;1;3;2;13;3; ; ; ; ; ; ; ;1; ; ; ;1;2;5;1;1;4;7; ;7;07;54;54;398,471296215041
149234;1;4;2;7;3; ; ; ; ; ; ; ; ; ; ; ;1;2;5;1;1;3;1; ;1;07;54;54;398,471296215041
149236;1;1;2;38;1; ; ;1; ; ; ; ; ; ; ; ;1;3; ;1;2;5;10;1;10;07;54;54;315,795099129038
149236;1;2;1;44;2; ; ;1;1; ; ; ; ; ; ; ;1;3; ;1;2;4;8; ;8;07;54;54;315,795099129038
149236;1;3;2;18;3; ; ; ; ; ; ; ; ; ; ;1;1;3; ;1;2;5;11;2;11;07;54;54;315,795099129038
149236;1;4;2;15;3; ; ; ; ; ; ; ;1; ; ; ;1;3; ;1;1;4;9; ;9;07;54;54;315,795099129038
149238;1;1;1;52;1; ; ; ;1; ; ; ; ; ; ; ;1;2;2;1;2;5;11;2;11;07;08;08;560,919630823633
149238;1;2;2;38;2; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;2;5;11;2;11;07;08;08;560,919630823633
149238;1;3;1;6;3; ; ; ; ; ; ; ; ; ; ; ;1;2;5;1;1;3;1; ;1;07;08;08;560,919630823633
149239;1;1;1;58;1; ; ;1; ; ; ;1; ; ; ; ;1;3; ;1;2;5;11;2;11;07;54;54;286,885684028545
149239;1;2;2;49;2; ; ;1; ; ; ; ; ; ; ; ;1;3; ;1;2;5;11;2;11;07;54;54;286,885684028545
149239;1;3;1;20;3; ; ; ; ; ; ; ;1; ; ; ;1;3; ;1;1;6;0;2;11;07;54;54;286,885684028545
149239;1;4;1;19;3; ; ; ; ; ; ; ;1; ; ; ;1;3; ;1;1;6;0;2;11;07;54;54;286,885684028545
149242;1;1;2;50;1; ;1;1; ; ; ; ; ; ; ; ;2; ; ;1;2;5;11;2;11;07;54;54;348,82509936611
149242;1;2;2;15;3; ; ; ; ; ; ; ;1; ; ; ;2; ; ;1;1;4;7; ;7;07;54;54;348,82509936611
149242;1;3;2;11;3; ; ; ; ; ; ; ;1; ; ; ;2; ; ;1;1;3;4; ;4;07;54;54;348,82509936611
149243;1;1;2;43;1; ; ;1; ; ; ;1; ; ;1; ;1;3; ;1;2;3;1; ;1;07;54;54;185,902505652313
149243;1;2;2;17;3; ; ; ; ; ; ; ; ; ;1; ;1;3; ;1;2;3;5; ;5;07;54;54;185,902505652313
149245;1;1;1;49;1; ;1;1; ; ; ; ; ; ; ; ;1;1;1;1;2;4;7; ;7;07;54;54;618,214549947938
149245;1;2;2;38;2; ; ; ; ; ; ; ; ; ; ;1;1;1;5;1;2;5;11;2;11;07;54;54;618,214549947938
149245;1;3;2;17;3; ; ; ; ; ; ; ;1; ; ; ;1;1;5;1;1;4;8; ;8;07;54;54;618,214549947938
149245;1;4;1;11;3; ; ; ; ; ; ; ;1; ; ; ;1;1;5;1;1;4;0; ;5;07;54;54;618,214549947938
149245;1;5;1;7;3; ; ; ; ; ; ; ; ; ; ; ;1;3; ;1;1;3;1; ;1;07;54;54;618,214549947938
149246;1;1;1;70;1; ; ;1; ;1; ;1; ;1; ; ;1;3; ;1;2;3;3; ;3;07;54;54;366,319745228153
149247;1;1;1;65;1; ; ;1;1; ; ; ; ; ; ; ;1;3; ;1;2;5;11;2;11;07;54;54;372,35482730783
149247;1;2;2;52;2; ; ; ; ; ; ; ; ; ; ;1;1;3; ;1;2;3;5; ;5;07;54;54;372,35482730783
149247;1;3;1;28;3; ; ; ; ; ; ; ; ; ; ;1;1;3; ;1;2;6;5;4;16;07;54;54;372,35482730783
149247;1;4;1;26;3; ; ; ; ; ; ; ; ; ; ;1;1;3; ;1;2;6;5;4;16;07;54;54;372,35482730783
149248;1;1;1;99;1; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;2;5;11;2;11;07;11;11;1258,63053420414
149248;1;2;2;37;2; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;2;5;12;2;12;07;11;11;1258,63053420414
149248;1;3;2;16;3; ; ; ; ; ; ; ;1; ; ; ;1;1;5;1;1;4;9; ;9;07;11;11;1258,63053420414
149248;1;4;2;14;3; ; ; ; ; ; ; ;1; ; ; ;1;1;5;1;1;4;7; ;7;07;11;11;1258,63053420414
149249;1;1;2;63;1; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;2;6;2;3;13;07;08;08;604,311970845032
149249;1;2;2;33;3; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;2;6;5;4;16;07;08;08;604,311970845032
149249;1;3;2;3;4; ; ; ; ; ; ; ; ; ; ; ;1;1;5;2;2;1;0; ;0;07;08;08;604,311970845032
149250;1;1;2;65;1; ; ; ; ; ; ; ; ; ; ;1;1;1;5;1;2;5;11;2;11;07;23;23;83,014463480256
149250;1;2;1;74;2; ; ; ; ; ; ; ; ; ; ;1;1;1;3;1;2;3;5; ;5;07;23;23;83,014463480256
149250;1;3;2;40;3; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;2;6;5;4;16;07;23;23;83,014463480256
149250;1;4;1;1;4; ; ; ; ; ; ; ; ; ; ; ;1;1;5; ; ; ; ; ; ;07;23;23;83,014463480256
149251;1;1;2;38;1; ; ;1;1; ; ; ; ; ; ; ;1;1;1;1;2;5;11;2;11;07;54;54;184,403423478678
149251;1;2;2;5;3; ; ; ; ; ; ; ; ; ; ; ;1;3; ;2;1;2;0; ;0;07;54;54;184,403423478678
149251;1;3;1;39;5; ; ;1; ; ; ;1; ; ; ; ;1;3; ;1;2;5;11;2;11;07;54;54;184,403423478678
149252;1;1;1;28;1; ; ;1; ; ; ; ; ;1; ; ;1;1;1;1;2;6;2;2;13;07;54;54;490,056272014021
149252;1;2;2;35;2; ; ;1; ;1; ;1; ;1; ; ;1;1;5;1;2;5;11;2;11;07;54;54;490,056272014021
149252;1;3;1;17;3; ; ; ; ; ; ; ;1; ; ; ;1;1;5;1;1;4;8; ;8;07;54;54;490,056272014021
149252;1;4;1;4;3; ; ; ; ; ; ; ; ; ; ; ;1;1;5;2;2;1;0; ;0;07;54;54;490,056272014021
149252;1;5;1;2;3; ; ; ; ; ; ; ; ; ; ; ;1;1;5; ; ; ; ; ; ;07;54;54;490,056272014021
149252;1;6;2;67;5; ;1;1; ; ; ;1; ;1; ; ;1;3; ;1;2;3;5; ;5;07;54;54;490,056272014021
149254;1;1;2;29;1; ; ;1; ; ; ; ; ; ; ; ;1;3; ;1;2;5;11;2;11;07;54;54;246,476617953625
149254;1;2;1;38;2; ;1;1; ; ; ; ; ; ; ; ;1;3; ;1;2;5;11;2;11;07;54;54;246,476617953625
149254;1;3;2;3;3; ; ; ; ; ; ; ; ; ; ; ;1;3; ;2;2;1;0; ;0;07;54;54;246,476617953625
149254;1;4;1;42;5; ;1;1; ; ; ;1; ; ; ; ;1;3; ;1;2;5;11;2;11;07;54;54;246,476617953625
149254;1;5;1;7;5; ; ; ; ; ; ; ; ; ; ; ;1;3; ;1;1;3;1; ;1;07;54;54;246,476617953625
149255;1;1;1;22;1; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;2;6;1;3;12;07;73;73;424,140301054308
149255;1;2;2;23;2; ; ; ; ; ; ; ; ; ; ;1;1;1;5;1;2;6;2;3;13;07;73;73;424,140301054308
149255;1;3;2;4;3; ; ; ; ; ; ; ; ; ; ; ;1;1;5;2;2;1;0; ;0;07;73;73;424,140301054308
149257;1;1;1;22;1; ;1;1; ; ; ; ; ; ; ; ;1;3; ;1;2;5;11;2;11;07;54;54;701,493959513501
149257;1;2;2;23;2; ;1;1; ; ; ;1; ; ; ; ;1;3; ;1;2;5;11;2;11;07;54;54;701,493959513501
149257;1;3;2;5;3; ; ; ; ; ; ; ; ; ; ; ;1;3; ;2;1;2;0; ;0;07;54;54;701,493959513501
149257;1;4;1;3;3; ; ; ; ; ; ; ; ; ; ; ;1;3; ;2;2;1;0; ;0;07;54;54;701,493959513501
149258;1;1;2;68;1; ; ; ; ; ; ; ; ;1; ; ;1;3; ;1;2;4;8; ;8;07;08;08;231,289511856879
149258;1;2;2;49;3; ; ; ; ; ; ; ; ; ; ;1;1;1;3;1;2;6;2;3;13;07;08;08;231,289511856879
149258;1;3;1;35;3; ; ; ; ; ; ; ; ; ; ;1;1;1;3;1;1;6;5;3;16;07;08;08;231,289511856879
149260;1;1;2;46;1; ;1;1; ; ; ;1; ; ; ; ;1;3; ;1;2;3;4; ;4;07;54;54;310,163182882187
149260;1;2;2;15;3; ; ; ; ; ; ; ;1; ; ; ;1;3; ;1;1;4;9; ;9;07;54;54;310,163182882187
149260;1;3;2;15;3; ; ; ; ; ; ; ;1; ; ; ;1;3; ;1;1;4;9; ;9;07;54;54;310,163182882187
149260;1;4;2;15;3; ; ; ; ; ; ; ;1; ; ; ;1;3; ;1;1;4;9; ;9;07;54;54;310,163182882187
149260;1;5;2;23;3; ; ; ; ; ; ; ; ; ; ;1;2; ; ;1;2;4;9; ;9;07;54;54;310,163182882187
149260;1;6;1;27;5; ;1;1;1; ; ; ; ; ; ; ;2; ; ;1;2;5;10;1;10;07;54;54;310,163182882187
149260;1;7;2;4;4; ; ; ; ; ; ; ; ; ; ; ;2; ; ;2;2;1;0; ;0;07;54;54;310,163182882187
149260;1;8;1;0;4; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;07;54;54;310,163182882187
149263;1;1;2;53;1; ;1;1;1; ; ; ; ; ; ; ;1;1;3;1;2;5;11;2;11;07;54;54;528,553138985793
149263;1;2;2;24;3; ; ; ; ; ; ; ; ; ; ;1;1;1;5;1;1;6;2;2;13;07;54;54;528,553138985793
149263;1;3;1;5;4; ; ; ; ; ; ; ; ; ; ; ;1;1;5;2;1;3;0; ;0;07;54;54;528,553138985793
149263;1;4;1;13;3; ; ; ; ; ; ; ;1; ; ; ;1;1;5;1;1;4;7; ;7;07;54;54;528,553138985793
149266;1;1;1;42;1; ; ; ;1; ; ; ; ; ; ; ;1;1;1;1;2;5;11;2;11;07;73;73;276,575670286817
