directorio;secuencia_p;orden;P6020;P6040;P6050;P3147S1;P3147S2;P3147S3;P3147S4;P3147S5;P3147S6;P3147S7;P3147S8;P3147S9;P3147S10;P3147S11;P6090;P6100;P6110;P6160;P6170;P6210;P6210S1;P6220;ESC;mes;area;dpto;fex_c_2011
143008;1;4;2;24;4; ;1;1; ; ; ;1; ; ; ; ;1;3; ;1;2;6;3;3;14;07;23;23;223,057631592365
143008;1;5;1;4;5; ; ; ; ; ; ; ; ; ; ; ;1;3; ;2;2;1;0; ;0;07;23;23;223,057631592365
143009;1;1;1;57;1; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;2;6;7;5;18;07;23;23;76,5919755957479
143009;1;2;2;56;2; ; ; ; ; ; ; ; ; ; ;1;1;2;1;1;2;6;7;5;18;07;23;23;76,5919755957479
143009;1;3;2;25;3; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;2;6;6;4;17;07;23;23;76,5919755957479
143009;1;4;1;22;3; ; ; ; ; ; ; ;1; ; ; ;1;2;5;1;1;6;3;2;14;07;23;23;76,5919755957479
143009;1;5;2;27;3; ; ; ; ; ; ; ;1; ; ; ;1;2;5;1;1;6;1;2;12;07;23;23;76,5919755957479
143009;1;6;2;82;5; ; ; ; ; ; ; ; ; ; ;1;1;2;5;2;2;1;0; ;0;07;23;23;76,5919755957479
143009;1;7;2;42;5; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;2;5;11;2;11;07;23;23;76,5919755957479
143010;1;1;2;44;1; ; ;1;1; ; ; ; ;1; ; ;1;3; ;1;2;5;11;2;11;07;54;54;575,747524437082
143010;1;2;2;23;3; ; ; ; ; ; ; ; ; ; ;1;1;3; ;1;2;5;11;2;11;07;54;54;575,747524437082
143010;1;3;2;0;4; ; ; ; ; ; ; ; ; ; ; ;1;3; ; ; ; ; ; ; ;07;54;54;575,747524437082
143010;1;4;1;18;3; ; ; ; ; ; ; ;1; ; ; ;1;3; ;1;1;6;0;2;11;07;54;54;575,747524437082
143010;1;5;2;14;3; ; ; ; ; ; ; ;1; ; ; ;1;3; ;1;1;4;8; ;8;07;54;54;575,747524437082
143010;1;6;1;29;5; ; ; ;1; ; ; ; ; ; ; ;1;3; ;1;2;6;2;3;13;07;54;54;575,747524437082
143011;1;1;2;36;1; ; ; ;1; ; ; ; ;1; ; ;1;3; ;1;2;5;11;2;11;07;54;54;783,067316135169
143011;1;2;1;3;3; ; ; ; ; ; ; ; ; ; ; ;1;3; ;2;2;1;0; ;0;07;54;54;783,067316135169
143012;1;1;1;40;1; ;1; ; ; ; ; ; ; ; ; ;1;2;1;1;2;6;5;4;16;07;73;73;191,867447063785
143012;1;2;2;37;2; ;1; ; ;1; ; ; ; ; ; ;1;2;5;1;1;6;7;4;18;07;73;73;191,867447063785
143012;1;3;2;15;3; ; ; ; ; ; ; ;1; ; ; ;1;2;5;1;1;4;8; ;8;07;73;73;191,867447063785
143014;1;1;2;53;1; ; ; ; ; ; ;1; ; ; ; ;1;1;5;1;2;6;5;4;16;07;66;66;333,400977837199
143014;1;2;1;35;3; ; ; ; ; ; ;1; ; ; ; ;1;3; ;1;2;5;11;2;11;07;66;66;333,400977837199
143014;1;3;2;18;3; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;2;5;11;2;11;07;66;66;333,400977837199
143015;1;1;2;38;1; ; ; ;1; ; ; ; ; ; ; ;2; ; ;1;2;5;11;2;11;07;17;17;289,986373215449
143015;1;2;1;28;2; ; ; ; ; ;1;1; ; ; ; ;1;3; ;1;2;6;5;4;16;07;17;17;289,986373215449
143015;1;3;2;10;3; ; ; ; ; ; ; ;1; ; ; ;2; ; ;1;1;3;4; ;4;07;17;17;289,986373215449
143015;1;4;1;5;4; ; ; ; ; ; ; ; ; ; ; ;2; ; ;2;2;3;0; ;0;07;17;17;289,986373215449
143015;1;5;2;72;5; ; ; ; ; ; ; ; ; ; ;1;2; ; ;1;2;4;6; ;6;07;17;17;289,986373215449
143017;1;1;2;42;1; ; ; ; ; ;1; ; ;1; ; ;2; ; ;1;2;6;2;3;13;07;08;08;1351,1473441656
143017;1;2;2;21;5; ; ; ;1; ; ; ; ;1; ; ;1;3; ;1;2;6;4;3;15;07;08;08;1351,1473441656
143018;1;1;1;51;1; ; ; ; ; ; ; ; ; ; ;1;1;3; ;1;2;3;2; ;2;07;05;05;1229,23057662721
143018;1;2;2;48;2; ; ; ; ; ; ;1; ; ; ; ;1;3; ;1;2;3;2; ;2;07;05;05;1229,23057662721
143018;1;3;2;28;3; ; ; ; ; ; ; ; ; ; ;1;1;3; ;1;2;4;7; ;7;07;05;05;1229,23057662721
143018;1;4;1;27;5; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;2;5;11;2;11;07;05;05;1229,23057662721
143018;1;5;2;11;4; ; ; ; ; ; ; ;1; ; ; ;1;3; ;1;1;4;0; ;5;07;05;05;1229,23057662721
143018;1;6;1;8;4; ; ; ; ; ; ; ; ; ; ; ;1;1;5;1;1;3;0; ;0;07;05;05;1229,23057662721
143018;1;7;1;2;4; ; ; ; ; ; ; ; ; ; ; ;1;1;5; ; ; ; ; ; ;07;05;05;1229,23057662721
143019;1;1;2;24;1; ; ;1; ; ; ; ; ; ; ; ;1;1;1;1;2;5;11;2;11;07;11;11;2432,72933898378
143021;1;1;1;71;1; ; ; ; ; ; ; ; ; ; ;1;1;1;5;1;2;3;5; ;5;07;08;08;373,580967278727
143021;1;2;2;70;2; ; ; ; ; ; ; ; ;1; ; ;1;1;2;1;2;3;5; ;5;07;08;08;373,580967278727
143021;1;3;2;45;3; ; ;1; ; ; ; ; ;1; ; ;2; ; ;1;2;6;2;3;13;07;08;08;373,580967278727
143021;1;4;1;33;3; ;1;1; ; ; ; ; ;1; ; ;1;1;5;1;2;5;11;2;11;07;08;08;373,580967278727
143021;1;5;2;32;5; ;1;1; ; ; ;1; ;1; ; ;1;1;3;1;2;6;2;3;13;07;08;08;373,580967278727
143021;1;6;1;4;4; ; ; ; ; ; ; ; ; ; ; ;1;1;5;2;1;2;0; ;0;07;08;08;373,580967278727
143023;1;1;2;44;1; ;1;1; ; ; ;1; ; ; ; ;1;3; ;1;2;5;10;1;10;07;23;23;228,152103964849
143023;1;2;1;51;2; ; ; ;1; ; ; ; ; ; ; ;1;3; ;1;2;5;11;2;11;07;23;23;228,152103964849
143023;1;3;2;17;3; ; ; ; ; ; ; ;1; ; ; ;1;3; ;1;1;4;9; ;9;07;23;23;228,152103964849
143023;1;4;2;14;3; ; ; ; ; ; ; ;1; ; ; ;1;3; ;1;1;4;6; ;6;07;23;23;228,152103964849
143023;1;5;2;26;3; ; ; ; ; ; ; ; ; ; ;1;1;1;5;1;2;6;3;3;14;07;23;23;228,152103964849
143023;1;6;2;1;4; ; ; ; ; ; ; ; ; ; ; ;1;1;5; ; ; ; ; ; ;07;23;23;228,152103964849
143023;1;7;1;86;5; ; ; ; ; ; ; ; ; ; ;1;1;1;5;1;2;3;5; ;5;07;23;23;228,152103964849
143026;1;1;2;53;1; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;2;6;6;5;17;07;68;68;505,915149970815
143026;1;2;1;58;2; ; ; ;1; ; ; ; ; ; ; ;1;1;5;1;2;6;2;2;13;07;68;68;505,915149970815
143026;1;3;2;81;5; ; ; ; ; ; ; ; ; ; ;1;1;3; ;1;2;3;2; ;2;07;68;68;505,915149970815
143027;1;1;1;60;1; ; ; ; ; ; ; ; ; ; ;1;1;1;5;1;2;4;7; ;7;07;68;68;226,236795471162
143027;1;2;2;54;2; ; ; ; ; ; ; ; ; ; ;1;1;1;5;1;2;3;5; ;5;07;68;68;226,236795471162
143028;1;1;1;32;1; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;2;5;11;2;11;07;05;05;975,51338337445
143028;1;2;2;32;2; ;1;1; ; ; ; ; ; ; ; ;1;1;3;1;2;6;1;3;12;07;05;05;975,51338337445
143028;1;3;2;7;3; ; ; ; ; ; ; ; ; ; ; ;1;1;5;1;1;3;1; ;1;07;05;05;975,51338337445
143030;1;1;2;68;1; ; ; ; ; ; ; ; ; ; ;1;1;1;5;1;2;5;11;2;11;07;54;54;589,746434074785
143030;1;2;2;56;5; ; ; ; ;1; ; ; ;1; ; ;1;1;3;1;2;6;3;3;14;07;54;54;589,746434074785
143031;1;1;1;40;1; ; ; ; ; ; ; ; ; ; ;1;1;3; ;1;2;5;11;2;11;07;23;23;165,247327378064
143031;1;2;2;42;2; ; ; ; ; ; ;1; ; ; ; ;1;3; ;1;2;5;11;2;11;07;23;23;165,247327378064
143031;1;3;2;17;3; ; ; ; ; ; ; ; ; ; ;1;1;3; ;1;2;5;11;2;11;07;23;23;165,247327378064
143031;1;4;1;15;3; ; ; ; ; ; ; ;1; ; ; ;1;3; ;1;1;4;6; ;6;07;23;23;165,247327378064
143031;1;5;1;10;3; ; ; ; ; ; ; ;1; ; ; ;1;3; ;1;1;3;3; ;3;07;23;23;165,247327378064
143031;1;6;1;75;5; ; ; ; ; ; ;1; ; ; ; ;1;3; ;1;2;3;5; ;5;07;23;23;165,247327378064
143032;1;1;1;22;1; ;1;1; ; ; ;1; ;1; ; ;1;3; ;1;2;4;8; ;8;07;13;13;503,222683382624
143032;1;2;2;18;2; ;1;1; ; ; ; ; ;1; ; ;1;3; ;1;2;5;10;1;10;07;13;13;503,222683382624
143032;1;3;1;3;3; ; ; ; ; ; ; ; ; ; ; ;1;3; ;2;2;1;0; ;0;07;13;13;503,222683382624
143032;1;4;2;0;3; ; ; ; ; ; ; ; ; ; ; ;1;3; ; ; ; ; ; ; ;07;13;13;503,222683382624
143032;1;5;2;0;3; ; ; ; ; ; ; ; ; ; ; ;1;3; ; ; ; ; ; ; ;07;13;13;503,222683382624
143032;1;6;1;30;5; ;1;1; ;1; ;1; ;1; ; ;1;3; ;1;2;4;6; ;6;07;13;13;503,222683382624
143033;1;1;1;55;1; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;2;5;11;2;11;07;23;23;104,560788937805
143033;1;2;2;52;2; ; ;1; ; ; ; ; ;1; ; ;1;1;5;1;2;5;11;2;11;07;23;23;104,560788937805
143033;1;3;1;21;3; ; ; ; ; ; ; ;1; ; ; ;1;1;5;1;1;6;4;2;15;07;23;23;104,560788937805
143033;1;4;2;72;5; ; ; ; ; ; ; ; ;1; ; ;1;1;2;1;2;6;2;3;13;07;23;23;104,560788937805
143036;1;1;1;60;1; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;2;4;8; ;8;07;05;05;934,870035462228
143036;1;2;2;59;2; ; ; ; ; ; ; ; ; ; ;1;1;1;3;1;2;5;11;2;11;07;05;05;934,870035462228
143036;1;3;2;36;3; ; ; ;1; ; ; ; ; ; ; ;1;1;1;1;2;4;9; ;9;07;05;05;934,870035462228
143036;1;4;1;20;4; ; ; ; ; ; ; ; ; ; ;1;1;3; ;2;2;1;0; ;0;07;05;05;934,870035462228
143036;1;5;2;17;9; ; ; ; ; ; ; ; ; ; ;1;1;3; ;1;2;4;8; ;8;07;05;05;934,870035462228
143036;1;6;1;54;9; ; ; ; ; ; ; ; ; ; ;1;1;3; ;2;2;1;0; ;0;07;05;05;934,870035462228
143038;1;1;1;67;1; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;2;5;11;2;11;07;08;08;494,669884904199
143038;1;2;2;66;2; ; ; ; ; ; ; ; ;1; ; ;1;1;2;1;2;5;11;2;11;07;08;08;494,669884904199
143038;1;3;1;39;3; ;1; ;1; ; ; ; ;1; ; ;1;3; ;1;2;5;11;2;11;07;08;08;494,669884904199
143040;1;1;2;48;1; ; ; ; ; ; ; ; ; ; ;1;1;3; ;1;2;6;3;3;14;07;23;23;233,562845418854
143040;1;2;1;16;3; ; ; ; ; ; ; ;1; ; ; ;1;3; ;1;1;5;10;1;10;07;23;23;233,562845418854
143040;1;3;2;78;5; ; ; ; ; ; ; ; ; ; ;1;1;1;5;2;2;1;0; ;0;07;23;23;233,562845418854
143040;1;4;1;51;5; ; ; ;1; ; ; ; ; ; ; ;1;1;1;1;2;6;3;3;14;07;23;23;233,562845418854
143040;1;5;2;6;5; ; ; ; ; ; ; ; ; ; ; ;1;1;5;1;1;3;2; ;2;07;23;23;233,562845418854
143041;1;1;2;24;1; ; ;1;1; ; ; ; ; ; ; ;1;1;1;1;2;6;2;3;13;07;17;17;590,98172461546
143041;1;2;2;4;3; ; ; ; ; ; ; ; ; ; ; ;1;1;5;2;1;2;0; ;0;07;17;17;590,98172461546
143042;1;1;2;46;1; ;1;1;1; ; ; ; ; ;1; ;1;1;5;1;2;6;2;3;13;07;11;11;3796,91942783956
143042;1;2;1;38;2; ;1;1; ; ; ; ; ; ;1; ;1;3; ;1;2;4;7; ;7;07;11;11;3796,91942783956
143042;1;3;1;20;3; ;1;1; ; ; ; ; ; ; ; ;1;1;5;1;2;5;11;2;11;07;11;11;3796,91942783956
143042;1;4;2;14;3; ; ; ; ; ; ; ;1; ; ; ;1;1;5;1;1;4;6; ;6;07;11;11;3796,91942783956
143044;1;1;1;76;1; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;2;4;8; ;8;07;50;50;171,170963830682
143044;1;2;2;34;3; ; ;1; ; ; ; ; ; ; ; ;1;1;5;1;2;6;2;3;13;07;50;50;171,170963830682
143044;1;3;2;10;4; ; ; ; ; ; ; ;1; ; ; ;1;1;5;1;1;3;3; ;3;07;50;50;171,170963830682
143044;1;4;2;2;4; ; ; ; ; ; ; ; ; ; ; ;1;1;5; ; ; ; ; ; ;07;50;50;171,170963830682
143047;1;1;1;58;1; ; ; ; ; ;1; ; ; ; ; ;1;1;1;2;2;1;0; ;0;07;08;08;627,203599401853
143047;1;2;2;56;2; ; ; ; ; ; ; ; ;1; ; ;1;3; ;1;2;3;5; ;5;07;08;08;627,203599401853
143047;1;3;1;19;3; ; ; ; ; ; ;1; ; ; ; ;1;3; ;1;2;6;3;2;14;07;08;08;627,203599401853
143047;1;4;2;27;3; ; ; ; ;1; ; ; ; ; ; ;1;3; ;1;2;6;2;2;13;07;08;08;627,203599401853
143047;1;5;2;2;4; ; ; ; ; ; ; ; ; ; ; ;1;2;5; ; ; ; ; ; ;07;08;08;627,203599401853
143047;1;6;2;24;3; ; ; ; ; ;1;1; ; ; ; ;1;3; ;1;2;6;2;3;13;07;08;08;627,203599401853
143047;1;7;1;2;4; ; ; ; ; ; ; ; ; ; ; ;1;1;5; ; ; ; ; ; ;07;08;08;627,203599401853
143048;1;1;1;30;1;1;1;1; ; ; ; ;1;1; ; ;1;1;1;1;2;5;11;2;11;07;11;11;5256,73177914997
143048;1;2;2;23;2; ;1;1; ; ; ;1; ;1; ; ;1;1;5;1;2;4;7; ;7;07;11;11;5256,73177914997
143048;1;3;1;7;3; ; ; ; ; ; ; ; ; ; ; ;1;1;5;1;1;3;1; ;1;07;11;11;5256,73177914997
143048;1;4;1;6;3; ; ; ; ; ; ; ; ; ; ; ;1;1;5;1;1;3;0; ;0;07;11;11;5256,73177914997
143049;1;1;1;24;1; ;1; ;1; ; ;1; ;1; ; ;2; ; ;1;2;3;5; ;5;07;54;54;310,458964665763
143049;1;2;2;23;2; ;1; ;1; ; ; ; ;1; ; ;2; ; ;1;2;6;3;3;14;07;54;54;310,458964665763
143050;1;1;1;41;1; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;2;6;3;3;14;07;05;05;726,412556249796
143050;1;2;2;33;2; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;2;6;2;3;13;07;05;05;726,412556249796
143050;1;3;2;0;3; ; ; ; ; ; ; ; ; ; ; ;1;1;5; ; ; ; ; ; ;07;05;05;726,412556249796
143050;1;4;1;64;5; ; ; ;1; ; ; ; ; ; ; ;1;3; ;1;2;3;3; ;3;07;05;05;726,412556249796
143050;1;5;2;60;5; ; ; ; ; ; ; ; ; ; ;1;1;3; ;1;2;3;2; ;2;07;05;05;726,412556249796
143050;1;6;1;4;5; ; ; ; ; ; ; ; ; ; ; ;1;1;5;2;1;2;0; ;0;07;05;05;726,412556249796
143050;1;7;2;25;5; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;2;5;11;2;11;07;05;05;726,412556249796
143051;1;1;2;33;1; ;1;1; ;1; ;1; ;1; ; ;1;1;3;1;2;5;11;2;11;07;05;05;1191,09337563582
143051;1;2;1;14;3; ; ; ; ; ; ; ;1; ;1; ;1;1;5;1;1;4;7; ;7;07;05;05;1191,09337563582
143051;1;3;1;12;3; ; ; ; ; ; ; ;1; ;1; ;1;1;5;1;1;4;6; ;6;07;05;05;1191,09337563582
143052;1;1;1;34;1; ;1; ; ; ; ; ; ; ; ; ;1;1;1;1;2;6;3;3;14;07;13;13;341,759863460333
143052;1;2;2;32;2; ;1; ; ; ; ; ; ; ; ; ;1;3; ;1;2;6;2;3;13;07;13;13;341,759863460333
143052;1;3;1;7;3; ; ; ; ; ; ; ; ; ; ; ;1;3; ;1;1;3;1; ;1;07;13;13;341,759863460333
143052;1;4;2;0;3; ; ; ; ; ; ; ; ; ; ; ;1;3; ; ; ; ; ; ; ;07;13;13;341,759863460333
143053;1;1;2;21;1; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;1;6;4;3;15;07;17;17;360,751155731175
143053;1;2;1;20;5; ; ; ;1; ; ; ; ; ; ; ;1;1;4;1;1;6;3;3;14;07;17;17;360,751155731175
143054;1;1;1;74;1; ; ; ; ; ; ; ; ;1; ; ;1;1;2;1;2;6;5;4;16;07;23;23;99,6041748816415
143054;1;2;2;61;2; ; ; ; ; ; ; ; ;1; ; ;1;1;5;1;2;5;11;2;11;07;23;23;99,6041748816415
143058;1;1;2;44;1; ; ; ;1; ; ; ; ;1;1; ;1;3; ;1;2;6;3;3;14;07;17;17;206,720982899284
143058;1;2;2;25;3; ; ; ; ;1; ; ; ;1;1; ;1;3; ;1;2;6;3;3;14;07;17;17;206,720982899284
143058;1;3;1;23;3; ; ; ;1; ; ; ; ; ; ; ;1;3; ;1;2;5;11;2;11;07;17;17;206,720982899284
143058;1;4;2;6;4; ; ; ; ; ; ; ; ; ; ; ;1;1;5;2;1;3;0; ;0;07;17;17;206,720982899284
143059;1;1;2;59;1; ; ; ; ; ; ; ; ; ; ;1;1;1;3;1;2;3;1; ;1;07;11;11;3408,8404832371
143059;1;2;2;31;3; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;2;6;7;4;18;07;11;11;3408,8404832371
143059;1;3;2;0;4; ; ; ; ; ; ; ; ; ; ; ;1;1;5; ; ; ; ; ; ;07;11;11;3408,8404832371
143060;1;1;1;28;1; ; ;1; ; ; ; ; ; ; ; ;9; ; ;1;2;5;11;2;11;07;11;11;3225,39985444028
143060;1;2;2;26;2; ; ; ; ;1; ; ; ; ; ; ;2; ; ;1;2;5;11;2;11;07;11;11;3225,39985444028
143060;1;3;2;5;3; ; ; ; ; ; ; ; ; ; ; ;2; ; ;2;1;2;0; ;0;07;11;11;3225,39985444028
143060;1;4;1;5;3; ; ; ; ; ; ; ; ; ; ; ;2; ; ;2;2;1;0; ;0;07;11;11;3225,39985444028
143060;1;5;2;49;5; ; ; ; ; ; ;1; ; ; ; ;1;3; ;1;2;3;5; ;5;07;11;11;3225,39985444028
143063;1;1;2;54;1; ; ;1; ;1; ;1; ; ; ; ;1;3; ;1;2;4;8; ;8;07;11;11;3741,12264140634
143063;1;2;1;34;3; ; ;1;1; ; ; ; ; ; ; ;1;3; ;1;2;5;11;2;11;07;11;11;3741,12264140634
143064;1;1;1;24;1; ; ;1;1; ; ; ; ;1; ; ;1;3; ;1;2;5;11;2;11;07;23;23;165,936910484601
143064;1;2;1;30;9;1; ; ; ; ; ; ; ;1; ; ;1;1;1;1;2;5;11;2;11;07;23;23;165,936910484601
143065;1;1;2;81;1; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;2;4;6; ;6;07;08;08;603,841203076513
143065;1;2;1;55;3; ; ; ; ; ; ; ; ; ; ;1;1;1;5;1;2;5;11;2;11;07;08;08;603,841203076513
143065;1;3;2;49;3; ;1; ; ; ; ; ; ; ; ; ;1;1;1;1;2;6;5;4;16;07;08;08;603,841203076513
143065;1;4;1;54;3; ;1; ;1; ; ; ; ; ; ; ;1;3; ;1;2;6;3;3;14;07;08;08;603,841203076513
143065;1;5;1;26;4; ; ; ; ; ; ; ; ; ; ;1;1;3; ;1;2;6;5;4;16;07;08;08;603,841203076513
143066;1;1;2;74;1; ;1; ; ; ; ; ; ; ; ; ;1;3; ;1;2;3;5; ;5;07;73;73;333,86400068009
143066;1;2;1;50;3; ; ; ; ; ; ;1; ; ; ; ;1;3; ;1;2;3;5; ;5;07;73;73;333,86400068009
143067;1;1;2;54;1; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;2;5;11;2;11;07;17;17;284,417062198652
143070;1;1;1;53;1; ; ;1; ; ; ; ; ; ; ; ;1;1;1;1;2;5;11;2;11;07;11;11;1814,72459340066
143070;1;2;2;56;2; ; ;1;1; ; ; ; ; ; ; ;1;1;5;1;2;5;11;2;11;07;11;11;1814,72459340066
143070;1;3;2;23;3; ; ; ; ; ; ; ;1; ; ; ;1;1;5;1;1;6;3;2;14;07;11;11;1814,72459340066
143070;1;4;1;6;4; ; ; ; ; ; ; ; ; ; ; ;1;1;5;1;1;3;0; ;0;07;11;11;1814,72459340066
143074;1;1;1;44;1; ; ; ;1; ; ; ; ; ; ; ;1;1;1;1;2;6;6;5;17;07;23;23;285,239618917528
143074;1;2;2;35;2; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;2;6;5;4;16;07;23;23;285,239618917528
143074;1;3;1;1;3; ; ; ; ; ; ; ; ; ; ; ;1;1;5; ; ; ; ; ; ;07;23;23;285,239618917528
143076;1;1;1;53;1; ; ;1; ; ; ; ; ;1; ; ;1;1;5;1;2;3;5; ;5;07;05;05;1810,58751030107
143076;1;2;2;48;2; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;2;6;6;5;17;07;05;05;1810,58751030107
143076;1;3;1;23;3; ; ; ; ; ; ; ;1; ; ; ;1;1;5;1;1;6;4;2;15;07;05;05;1810,58751030107
143076;1;4;2;13;3; ; ; ; ; ; ; ;1;1; ; ;1;1;5;1;1;4;7; ;7;07;05;05;1810,58751030107
143077;1;1;1;26;1; ; ;1;1; ; ; ; ;1; ; ;1;3; ;1;2;5;10;1;10;07;13;13;479,282783959656
143077;1;2;2;31;2; ; ; ; ; ; ; ; ;1; ; ;1;1;1;1;2;6;2;3;13;07;13;13;479,282783959656
143077;1;3;1;11;3; ; ; ; ; ; ; ;1; ; ; ;1;1;5;1;1;3;5; ;5;07;13;13;479,282783959656
143077;1;4;1;9;3; ; ; ; ; ; ; ; ; ; ; ;1;3; ;1;1;3;2; ;2;07;13;13;479,282783959656
143077;1;5;2;8;3; ; ; ; ; ; ; ; ; ; ; ;1;1;5;1;1;3;1; ;1;07;13;13;479,282783959656
143079;1;1;2;46;1; ; ; ;1; ; ; ; ; ; ; ;1;1;5;1;2;5;11;2;11;07;11;11;2842,74445572722
143079;1;2;2;27;3; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;2;5;11;2;11;07;11;11;2842,74445572722
143081;1;1;2;32;1; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;2;5;11;2;11;07;52;52;197,969217199639
143081;1;2;1;31;2; ;1; ; ; ; ; ; ; ; ; ;1;1;1;1;2;6;2;3;13;07;52;52;197,969217199639
143081;1;3;1;16;3; ; ; ; ; ; ; ;1; ; ; ;1;3; ;1;1;4;8; ;8;07;52;52;197,969217199639
143081;1;4;1;13;3; ; ; ; ; ; ; ; ; ; ;1;1;3; ;2;2;1;0; ;0;07;52;52;197,969217199639
143081;1;5;1;9;3; ; ; ; ; ; ; ; ; ; ; ;1;3; ;1;1;3;3; ;3;07;52;52;197,969217199639
143083;1;1;2;77;1; ;1; ; ; ; ; ; ; ; ; ;1;1;2;1;2;3;5; ;5;07;23;23;91,9393867778732
143083;1;2;2;47;3; ;1;1;1; ; ; ; ; ; ; ;1;1;3;1;2;6;7;5;18;07;23;23;91,9393867778732
143083;1;3;2;9;4; ; ; ; ; ; ; ; ; ; ; ;1;1;5;1;1;3;3; ;3;07;23;23;91,9393867778732
143084;1;1;2;42;1; ; ;1;1; ; ; ; ; ; ; ;1;1;1;1;2;6;7;4;18;07;50;50;154,614106127336
143084;1;2;2;16;3; ; ; ; ; ; ; ;1; ; ; ;1;1;5;1;1;5;10;1;10;07;50;50;154,614106127336
143084;1;3;2;8;3; ; ; ; ; ; ; ; ; ; ; ;1;1;5;1;1;3;3; ;3;07;50;50;154,614106127336
143089;1;1;1;33;1; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;2;6;5;4;16;07;08;08;638,287855764823
143089;1;2;2;31;2; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;2;6;2;3;13;07;08;08;638,287855764823
143089;1;3;1;3;3; ; ; ; ; ; ; ; ; ; ; ;1;1;5;2;2;1;0; ;0;07;08;08;638,287855764823
143091;1;1;2;45;1; ; ; ; ; ; ; ; ; ; ;1;1;2;1;1;2;6;7;5;18;07;05;05;901,717176890203
143091;1;2;2;25;3; ; ; ; ; ; ; ; ; ; ;1;2; ; ;1;2;6;5;4;16;07;05;05;901,717176890203
143094;1;1;1;29;1; ; ; ; ; ; ; ; ;1; ; ;1;1;1;1;2;6;3;3;14;07;23;23;199,122678027153
143094;1;2;2;26;2; ;1; ; ; ; ; ; ;1; ; ;1;1;5;1;2;5;11;2;11;07;23;23;199,122678027153
143094;1;3;1;10;3; ; ; ; ; ; ; ;1; ; ; ;1;1;5;1;1;3;4; ;4;07;23;23;199,122678027153
143094;1;4;1;6;3; ; ; ; ; ; ; ; ; ; ; ;1;1;5;2;1;3;0; ;0;07;23;23;199,122678027153
143094;1;5;1;0;3; ; ; ; ; ; ; ; ; ; ; ;1;1;5; ; ; ; ; ; ;07;23;23;199,122678027153
143095;1;1;2;42;1; ; ; ; ; ; ;1; ; ; ; ;1;1;4;1;2;5;11;2;11;07;11;11;3291,29722092731
143095;1;2;1;24;3; ; ; ; ; ; ; ; ; ; ;1;2; ; ;1;2;5;11;2;11;07;11;11;3291,29722092731
143095;1;3;2;19;3; ; ; ; ; ; ; ; ; ; ;1;1;1;5;1;2;5;11;2;11;07;11;11;3291,29722092731
143096;1;1;2;58;1; ; ; ; ; ; ; ; ; ; ;1;1;2;1;1;2;6;7;5;18;07;13;13;338,564669650601
143096;1;2;1;25;3; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;2;6;5;4;16;07;13;13;338,564669650601
143096;1;3;1;80;5; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;2;3;5; ;5;07;13;13;338,564669650601
143096;1;4;2;77;5; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;2;3;5; ;5;07;13;13;338,564669650601
143097;1;1;2;31;1; ;1;1; ; ; ; ; ;1; ; ;1;1;1;1;2;6;2;3;13;07;17;17;271,590754662596
143097;1;2;1;12;3; ; ; ; ; ; ; ;1; ; ; ;1;1;5;1;1;4;0; ;5;07;17;17;271,590754662596
143098;1;1;2;72;1; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;2;5;11;2;11;07;73;73;180,741512908864
143098;1;2;2;53;3; ; ; ; ;1; ; ; ; ; ; ;1;3; ;1;2;5;11;2;11;07;73;73;180,741512908864
143098;1;3;1;28;4; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;2;6;5;4;16;07;73;73;180,741512908864
143101;1;1;1;31;1; ; ;1;1; ; ; ; ; ; ; ;1;1;1;1;2;5;11;2;11;07;05;05;1280,0770565884
143101;1;2;2;32;2; ; ;1; ; ;1; ; ; ; ; ;1;1;1;1;2;5;11;2;11;07;05;05;1280,0770565884
