directorio;secuencia_p;orden;Oficio;Rama2d_r4;Rama4d_r4;P6430;P6800;P6850;P6830;P3148;P6500;P6750;P6760;P6870;P6880;P6920;P6930;Oci;mes;area;dpto;fex_c_2011
147691;1;2;95;41;4111;4;40;20;6;1; ;300000;1;1;2;2; ;1;07;13;13;250,691145947594
147692;1;1;59;84;8424;4;48;48; ; ; ;1240000;1;9;7;1;2;1;07;17;17;95,7841644938166
147692;1;3;95;41;4111;4;50;50; ; ; ;1200000;1;1;2;2; ;1;07;17;17;95,7841644938166
147697;1;1;84;45;4520;4;50;50; ; ; ;700000;1;1;6;2; ;1;07;05;05;892,017881506084
147699;1;2;57;96;9602;4;48;0;7; ; ;750000;1;1;5;2; ;1;07;66;66;550,864848273072
147701;1;4;39;86;8610;1;48;35;7; ;1100000; ; ;9;7;1;1;1;07;52;52;214,193734281936
147707;1;1;21;66;6621;1;48;48; ; ;877807; ; ;9;7;1;1;1;07;76;76;763,339394681592
147707;1;2;95;41;4112;1;48;48; ; ;0; ; ;9;9;2; ;1;07;76;76;763,339394681592
147707;1;3;57;96;9602;4;40;0;6;1; ;0;1;1;2;2; ;1;07;76;76;763,339394681592
147722;1;1;97;49;4923;1;48;48; ; ;1300000; ; ;8;7;1;1;1;07;76;76;1581,4145645859
147726;1;1;98;49;4921;4;60;0;6;1; ;0;1;1;4;3; ;1;07;08;08;661,007158370811
147726;1;3;97;35;3513;1;48;48; ; ; ; ; ;9;7;1;1;1;07;08;08;661,007158370811
147729;1;1;95;41;4111;4;30;18;6;1; ;150000;1;1;2;2; ;1;07;50;50;214,648353486633
147730;1;1;45;47;4792;4;15;15; ; ; ;120000;1;1;1;2; ;1;07;50;50;507,594999288771
147730;1;2;95;42;4210;1;72;72; ; ;877000; ; ;9;9;1;1;1;07;50;50;507,594999288771
147730;1;4;45;47;4724;1;48;48; ; ;600000; ; ;3;7;2; ;1;07;50;50;507,594999288771
147730;1;5;45;56;5619;4;36;36; ; ; ;400000;1;1;6;2; ;1;07;50;50;507,594999288771
147734;1;1;95;41;4111;1;48;30;6;1;500000; ; ;4;9;2; ;1;07;68;68;211,116061921089
147736;1;2;99;96;9609;4;40;25;6;1; ;400000;1;1;7;2; ;1;07;50;50;358,222079122694
147736;1;3;58;42;4210;1;48;48; ; ;1100000; ; ;9;9;1;1;1;07;50;50;358,222079122694
147736;1;4;33;47;4711;1;48;48; ; ;980657; ; ;9;7;1;1;1;07;50;50;358,222079122694
147739;1;1;95;42;4210;1;44;35;6;1;803000; ; ;4;9;1;1;1;07;52;52;549,22498799557
147742;1;1;12;69;6910;4;35;25;7; ; ;3400000;1;1;7;2; ;1;07;08;08;606,336854786404
147742;1;2;13;85;8530;2;40;30;7; ;1900000; ; ;6;7;1;1;1;07;08;08;606,336854786404
147743;1;1;03;36;3600;1;48;48; ; ;1400000; ; ;9;7;1;2;1;07;05;05;1157,10203934638
147744;1;8;95;41;4111;1;50;50; ; ;720000; ; ;2;2;2; ;1;07;11;11;3807,52165352131
147750;1;1;41;47;4799;4;48;25;6;1; ;400000;1;1;5;2; ;1;07;68;68;550,370545729018
147757;1;1;45;92;9200;4;60;60; ; ; ; ;1;1;7;2; ;1;07;76;76;656,298962924057
147757;1;2;77;10;1081;1;48;48; ; ;980000; ; ;5;7;1;1;1;07;76;76;656,298962924057
147757;1;3;97;45;4541;1;48;48; ; ;980000; ; ;7;7;1;1;1;07;76;76;656,298962924057
147760;1;1;41;47;4773;4;20;0;7; ; ;0;1;1;1;2; ;1;07;17;17;178,748118032387
147762;1;3;12;21;2100;1;40;20;6;1;3400000; ; ;9;7;1;1;1;07;76;76;481,482979464666
147764;1;4;95;41;4111;1;48;48; ; ;700000; ; ;2;2;2; ;1;07;50;50;159,466663585167
147766;1;1;97;47;4711;1;48;48; ; ;875000; ; ;3;5;2; ;1;07;05;05;967,430314282953
147766;1;2;39;84;8414;4;50;50; ; ; ;1500000;1;9;7;1;2;1;07;05;05;967,430314282953
147767;1;1;21;47;4729;1;48;48; ; ;1900000; ; ;9;7;1;1;1;07;05;05;300,277487689795
147767;1;2;45;47;4773;1;48;48; ; ;877803; ; ;2;7;1;2;1;07;05;05;300,277487689795
147770;1;1;34;64;6412;1;42;0;3; ;1500000; ; ;9;7;1;1;1;07;17;17;93,8292655172599
147770;1;2;44;47;4754;1;48;45;6;1;877802; ; ;8;7;1;2;1;07;17;17;93,8292655172599
147773;1;1;16;74;7420;4;16;16; ; ; ;0;1;1;2;2; ;1;07;17;17;282,562860333266
147780;1;1;58;80;8010;1;48;48; ; ;1400000; ; ;9;4;1;2;1;07;05;05;837,785651266578
147780;1;4;41;47;4752;4;60;40;6;1; ;800000;1;1;7;1;2;1;07;05;05;837,785651266578
147780;1;5;97;29;2910;1;48;36;6;1;1230000; ; ;9;7;1;2;1;07;05;05;837,785651266578
147781;1;1;98;49;4921;4;50;0;6;1; ;0;1;1;4;2; ;1;07;08;08;535,433121285645
147781;1;3;39;84;8424;2;48;30;6;1;2500000; ; ;9;7;1;1;1;07;08;08;535,433121285645
147781;1;4;98;49;4921;4;50;0;6;1; ;0;1;1;4;2; ;1;07;08;08;535,433121285645
147781;1;5;03;51;5111;1;48;0;6;1;0; ; ;9;7;1;1;1;07;08;08;535,433121285645
147783;1;1;11;86;8692;1;42;42; ; ;1200000; ; ;7;7;1;1;1;07;17;17;157,762050635033
147783;1;2;39;86;8692;1;45;42;6;1;900000; ; ;7;7;1;1;1;07;17;17;157,762050635033
147784;1;1;39;10;1081;1;48;48; ; ;877803; ; ;8;7;1;2;1;07;05;05;293,864905547162
147784;1;2;55;94;9491;1;48;48; ; ;877803; ; ;6;7;1;2;1;07;05;05;293,864905547162
147784;1;3;59;86;8610;1;48;48; ; ;877803; ; ;9;7;1;2;1;07;05;05;293,864905547162
147786;1;1;53;56;5619;4;48;48; ; ; ;600000;1;1;7;2; ;1;07;17;17;232,632653277018
147786;1;2;45;92;9200;1;48;48; ; ;877802; ; ;9;7;1;2;1;07;17;17;232,632653277018
147787;1;1;41;47;4724;4;48;12;6;1; ;150000;1;1;7;2; ;1;07;50;50;225,389924407561
147792;1;1;11;10;1040;1;48;48; ; ;4000000; ; ;9;7;1;1;1;07;17;17;326,088884550146
147793;1;1;41;47;4711;4;77;48;6;1; ;300000;1;1;7;2; ;1;07;52;52;224,956675892988
147798;1;1;57;96;9602;4;40;0;6;1; ;0;1;1;5;2; ;1;07;50;50;205,268886419918
147801;1;1;02;42;4210;4;60;0;6;1; ;0;1;1;9;1;1;1;07;17;17;161,429150064918
147801;1;2;39;86;8692;1;48;48; ; ;1400000; ; ;7;7;1;1;1;07;17;17;161,429150064918
147811;1;2;55;81;8121;4;20;20; ; ; ;400000;1;1;2;2; ;1;07;50;50;143,688482408716
147811;1;3;45;45;4520;1;25;25; ; ;450000; ; ;3;7;2; ;1;07;50;50;143,688482408716
147811;1;6;95;42;4210;1;48;48; ; ;987000; ; ;9;9;1;1;1;07;50;50;143,688482408716
147814;1;1;54;88;8810;1;48;48; ; ;1200000; ; ;1;2;1;2;1;07;05;05;259,640455286848
147814;1;2;62;81;8130;4;48;48; ; ; ;1000000;1;1;2;3; ;1;07;05;05;259,640455286848
147817;1;1;33;24;2410;1;48;48; ; ;1300000; ; ;6;7;1;2;1;07;17;17;225,130710095398
147817;1;2;45;24;2410;1;48;48; ; ;2200000; ; ;6;5;1;2;1;07;17;17;225,130710095398
147820;1;1;37;53;5320;4;36;48; ; ; ;640000;1;1;5;2; ;1;07;52;52;134,541240693407
147825;1;3;84;45;4520;4;45;45; ; ; ;800000;1;2;7;2; ;1;07;76;76;636,530463852218
147825;1;4;94;74;7410;4;48;9;6;1; ;0;1;6;7;2; ;1;07;76;76;636,530463852218
147825;1;5;39;46;4631;1;40;40; ; ;877807; ; ;6;7;2; ;1;07;76;76;636,530463852218
147828;1;1;21;82;8299;1;48;48; ; ;2200000; ; ;8;7;1;2;1;07;08;08;606,336854786404
147832;1;1;54;97;9700;3;48;48; ; ;877802; ; ;1;2;1;1;1;07;17;17;212,977582363133
147832;1;3;53;55;5511;1;48;48; ; ;877802; ; ;2;7;1;2;1;07;17;17;212,977582363133
147832;1;4;73;16;1610;1;48;48; ; ;877802; ; ;6;7;1;2;1;07;17;17;212,977582363133
147836;1;1;21;32;3290;1;40;40; ; ;1900000; ; ;5;7;1;1;1;07;11;11;1993,83426195637
147845;1;1;45;64;6412;1;48;48; ; ;2700000; ; ;9;7;1;2;1;07;17;17;174,9435942196
147846;1;1;16;62;6201;4;50;60; ; ; ;600000;1;2;1;1;2;1;07;11;11;2029,97053206982
147846;1;2;03;62;6201;4;40;50; ; ; ;600000;1;2;1;1;1;1;07;11;11;2029,97053206982
147848;1;3;54;97;9700;3;48;48; ; ;877803; ; ;1;1;1;1;1;07;11;11;3115,88415815426
147849;1;1;21;20;2023;1;48;48; ; ;12000000; ; ;9;7;1;2;1;07;05;05;2193,14633324902
147853;1;1;79;95;9529;4;40;15;6;1; ;80000;1;1;1;2; ;1;07;17;17;336,201487106855
147855;1;1;53;56;5619;1;48;24;6;1;600000; ; ;6;7;2; ;1;07;13;13;412,532788680751
147857;1;1;21;74;7490;4;40;40; ; ; ;5000000;1;1;1;1;2;1;07;05;05;1953,80182321388
147857;1;2;41;47;4719;4;50;50; ; ; ;2300000;1;1;1;2; ;1;07;05;05;1953,80182321388
147860;1;1;03;86;8621;1;48;60; ; ;1000000; ; ;9;7;1;1;1;07;05;05;2177,85667456665
147861;1;1;93;25;2592;4;40;40; ; ; ;2000000;1;2;7;1;1;1;07;05;05;1479,37216226443
147861;1;3;08;62;6201;1;48;48; ; ;4000000; ; ;9;7;1;1;1;07;05;05;1479,37216226443
147863;1;2;97;38;3830;1;48;32;6;1;480000; ; ;3;7;2; ;1;07;11;11;4192,77964469405
147865;1;1;45;47;4773;1;48;0;6;1;877803; ; ;2;7;3; ;1;07;05;05;640,966765099113
147867;1;1;15;73;7310;1;40;40; ; ;2500000; ; ;3;7;1;1;1;07;05;05;2139,74327289004
147868;1;1;97;24;2410;1;48;48; ; ;1600000; ; ;9;7;1;1;1;07;17;17;321,357665224531
147870;1;1;37;53;5320;1;30;30; ; ;877802; ; ;2;4;2; ;1;07;17;17;183,707825118003
147870;1;2;53;10;1089;4;60;36;6;1; ;200000;1;1;7;2; ;1;07;17;17;183,707825118003
147872;1;3;97;10;1040;1;48;48; ; ;877803; ; ;9;7;1;1;1;07;05;05;1058,8956481779
147875;1;1;21;49;4921;5;58;40;7; ; ; ;1;6;7;1;2;1;07;08;08;414,31105209167
147875;1;2;21;49;4921;1;48;36;7; ; ; ; ;5;7;1;2;1;07;08;08;414,31105209167
147875;1;5;21;85;8559;1;48;40;7; ;2000000; ; ;5;7;1;2;1;07;08;08;414,31105209167
147875;1;6;54;97;9700;3;60;60; ; ;800000; ; ;1;1;2; ;1;07;08;08;414,31105209167
147882;1;1;32;64;6412;1;40;0;1;2;220000; ; ;9;7;1;2;1;07;17;17;230,36376009264
147882;1;2;02;42;4210;5;66;66; ; ; ;0;1;4;9;2; ;1;07;17;17;230,36376009264
147883;1;1;21;88;8890;4;40;40; ; ; ;2600000;1;9;7;1;1;1;07;23;23;125,259226209853
147883;1;5;54;97;9700;3;40;40; ; ;500000; ; ;1;1;2; ;1;07;23;23;125,259226209853
147887;1;1;45;47;4781;4;56;56; ; ; ;400000;1;1;6;2; ;1;07;08;08;449,949445466929
147887;1;3;95;41;4111;4;56;20;6;1; ;300000;1;2;9;2; ;1;07;08;08;449,949445466929
147887;1;4;45;47;4799;4;40;0;6;1; ;0;1;1;5;2; ;1;07;08;08;449,949445466929
147887;1;5;97;52;5224;4;56;0;6;1; ;0;1;1;6;2; ;1;07;08;08;449,949445466929
147889;1;4;55;85;8544;1;48;0;3; ;980000; ; ;8;7;1;2;1;07;52;52;166,634583745798
147892;1;1;55;81;8121;4;30;30; ; ; ;200000;1;1;2;2; ;1;07;17;17;242,799389451791
147893;1;1;13;85;8530;2;45;60; ; ;2500000; ; ;9;7;1;3;1;07;52;52;252,819496298916
147894;1;1;79;95;9529;4;3;3; ; ; ;30000;1;1;1;2; ;1;07;52;52;63,1991201529844
147896;1;1;12;69;6910;4;40;30;6;1; ;400000;1;1;7;3; ;1;07;17;17;255,325490161064
147899;1;1;81;95;9524;4;48;15;6;1; ;550000;1;2;7;2; ;1;07;05;05;1694,70398478333
147902;1;1;19;65;6531;2;40;40; ; ;4400000; ; ;9;7;1;2;1;07;11;11;1463,29118181132
147904;1;1;83;25;2511;5;72;72; ; ; ;1600000;1;3;7;1;1;1;07;05;05;2002,16930195773
147904;1;2;39;43;4330;6;30;30; ; ; ; ; ;3;7;2; ;1;07;05;05;2002,16930195773
147904;1;3;72;43;4330;6;25;25; ; ; ; ; ;3;7;2; ;1;07;05;05;2002,16930195773
147905;1;1;45;47;4755;4;48;30;6;1; ;500000;1;1;7;1;1;1;07;17;17;380,499153654809
147910;1;1;37;58;5813;1;28;28; ; ;500000; ; ;9;5;1;1;1;07;76;76;910,459760793005
147910;1;3;45;61;6120;1;44;36;6;1;1600000; ; ;9;5;1;1;1;07;76;76;910,459760793005
147911;1;1;95;41;4111;5;48;10;6;1; ;300000;1;2;2;2; ;1;07;17;17;297,545958048085
147911;1;2;54;97;9700;3;30;0;7; ;80000; ; ;1;2;2; ;1;07;17;17;297,545958048085
147911;1;3;95;41;4111;1;48;10;6;1;60000; ; ;2;2;2; ;1;07;17;17;297,545958048085
147919;1;1;98;49;4921;4;60;60; ; ; ;600000;1;1;4;2; ;1;07;52;52;63,1991201529844
147919;1;3;55;86;8610;1;42;42; ; ;877803; ; ;9;7;1;2;1;07;52;52;63,1991201529844
147921;1;1;45;47;4719;1;48;48; ; ;877802; ; ;4;7;2; ;1;07;17;17;380,499153654809
147922;1;1;03;86;8610;1;48;48; ; ;1500000; ; ;9;7;1;1;1;07;76;76;1679,23228375233
147922;1;2;12;64;6412;1;48;48; ; ;2800000; ; ;9;7;1;1;1;07;76;76;1679,23228375233
147923;1;1;13;85;8551;1;48;48; ; ;877803; ; ;9;7;1;1;1;07;23;23;97,6368005423202
147924;1;1;13;85;8553;4;10;10; ; ; ;250000;1;1;1;1;1;1;07;11;11;1933,33486040207
147925;1;2;95;41;4111;4;48;24;6;1; ; ;1;1;2;1;2;1;07;76;76;1028,40065237642
147927;1;3;12;69;6910;4;60;35;6;1; ;1000000;1;1;7;1;2;1;07;05;05;804,273403091102
147928;1;1;79;95;9524;4;40;32;6;1; ;300000;1;1;1;2; ;1;07;13;13;299,304669059576
147929;1;3;06;75;7500;4;48;30;6;1; ;1000000;1;1;7;1;1;1;07;52;52;127,725952914225
147934;1;1;21;70;7020;4;50;0;6;1; ;0;1;4;7;1;1;1;07;11;11;3410,61969840364
147934;1;2;11;69;6920;4;48;40;6;1; ;3500000;1;4;7;3; ;1;07;11;11;3410,61969840364
147935;1;1;55;52;5221;1;48;42;6;1;800000; ; ;2;7;2; ;1;07;17;17;380,499153654809
147938;1;1;84;45;4520;4;48;16;6;1; ;700000;1;5;7;3; ;1;07;76;76;535,761012869057
147938;1;3;55;68;6820;1;48;48; ; ;877807; ; ;4;7;1;2;1;07;76;76;535,761012869057
147939;1;2;59;86;8621;1;48;48; ; ;1200000; ; ;8;7;1;1;1;07;05;05;1739,8545083176
147941;1;1;85;95;9511;4;60;60; ; ; ;2000000;1;1;5;2; ;1;07;11;11;4916,88813623455
147942;1;3;97;10;1081;1;48;48; ; ;877803; ; ;8;7;1;1;1;07;23;23;270,579520606265
147944;1;1;98;49;4921;4;60;50;6;1; ;300000;1;1;4;2; ;1;07;52;52;160,759188796913
147945;1;2;33;86;8610;1;48;48; ; ;946000; ; ;8;7;1;1;1;07;23;23;78,2659442151643
147945;1;3;56;86;8610;1;60;60; ; ;877802; ; ;8;7;1;1;1;07;23;23;78,2659442151643
147951;1;1;45;47;4729;4;40;0;7; ; ;0;1;2;6;2; ;1;07;08;08;779,736307128124
147957;1;1;97;52;5224;4;28;24;7; ; ;500000;1;1;6;1;2;1;07;52;52;441,305432537055
147958;1;1;44;46;4631;1;48;48; ; ;2500000; ; ;9;7;1;1;1;07;05;05;855,904605072895
147958;1;2;08;62;6201;1;48;48; ; ;2000000; ; ;9;7;1;1;1;07;05;05;855,904605072895
147959;1;2;44;47;4752;1;48;48; ; ;1300000; ; ;5;7;1;2;1;07;76;76;725,834150845051
147967;1;5;77;56;5619;4;14;10;6;1; ;60000;1;1;1;2; ;1;07;13;13;229,78983007123
147976;1;1;98;49;4921;4;77;10;7; ; ;200000;1;1;4;2; ;1;07;52;52;347,983495749509
147976;1;2;45;10;1081;1;84;84; ; ;400000; ; ;5;7;2; ;1;07;52;52;347,983495749509
147981;1;1;98;49;4921;4;60;18;6;1; ;600000;1;1;4;1;2;1;07;05;05;1599,85042464979
147983;1;1;18;93;9312;1;30;14;6;1;1200000; ; ;4;7;3; ;1;07;05;05;1455,73917959171
147984;1;1;41;47;4774;4;48;40;6;1; ;600000;1;2;7;2; ;1;07;68;68;559,66784406882
147984;1;2;97;47;4774;6;40;30;6;1; ; ; ;2;4;2; ;1;07;68;68;559,66784406882
147986;1;1;04;84;8422;2;50;8;3; ;2300000; ; ;9;4;1;3;1;07;08;08;509,340429564023
147986;1;2;32;36;3600;1;48;48; ; ;800000; ; ;9;7;1;2;1;07;08;08;509,340429564023
147987;1;3;33;92;9200;1;48;48; ; ;877803; ; ;9;7;1;1;1;07;13;13;313,205748871951
147989;1;1;41;47;4752;4;48;40;6;1; ;600000;1;1;5;2; ;1;07;68;68;679,34337536416
147992;1;2;44;61;6110;1;48;48; ; ;1200000; ; ;9;7;1;1;1;07;54;54;304,858291548015
147993;1;1;84;45;4520;4;40;40; ; ; ;800000;1;1;7;2; ;1;07;50;50;246,358553744043
147997;1;1;21;84;8422;2;54;126; ; ;4500000; ; ;9;7;1;3;1;07;08;08;508,199826247726
147997;1;3;54;97;9700;3;72;72; ; ;700000; ; ;1;1;2; ;1;07;08;08;508,199826247726
147999;1;2;45;47;4729;4;60;60; ; ; ;0;1;1;7;2; ;1;07;54;54;267,2348518752
148001;1;1;99;15;1522;4;60;20;6;1; ;0;1;1;7;2; ;1;07;54;54;371,945168196881
148001;1;2;87;45;4520;4;60;30;6;1; ;300000;1;1;7;2; ;1;07;54;54;371,945168196881
148003;1;1;03;35;3520;1;54;54; ; ;970000; ; ;9;1;1;1;1;07;08;08;631,890202140194
148005;1;1;95;41;4111;4;60;30;6;1; ;0;1;1;2;2; ;1;07;08;08;968,680944866309
148005;1;2;45;47;4723;4;30;30; ; ; ;600000;1;1;1;2; ;1;07;08;08;968,680944866309
148005;1;3;97;52;5224;4;40;40; ; ; ;600000;1;1;6;2; ;1;07;08;08;968,680944866309
148005;1;4;45;47;4759;4;40;40; ; ; ;0;1;1;5;2; ;1;07;08;08;968,680944866309
148012;1;1;32;86;8622;1;48;30;6;1; ; ; ;2;7;1;2;1;07;73;73;404,557666942726
148013;1;1;98;73;7310;1;48;24;6;1;600000; ; ;4;4;1;2;1;07;11;11;2217,95203262633
148013;1;2;79;14;1410;4;4;4; ; ; ;20000;1;1;1;2; ;1;07;11;11;2217,95203262633
148013;1;3;02;41;4112;1;48;48; ; ;877000; ; ;5;7;1;2;1;07;11;11;2217,95203262633
148014;1;1;97;52;5224;4;70;70; ; ; ;300000;1;1;6;2; ;1;07;54;54;412,77963784688
148017;1;1;97;52;5224;4;63;63; ; ; ;600000;1;1;6;2; ;1;07;54;54;377,107942203202
148017;1;2;53;56;5619;4;40;20;6;1; ;50000;1;1;1;2; ;1;07;54;54;377,107942203202
148023;1;1;21;94;9499;1;48;50; ; ;4000000; ; ;6;7;1;2;1;07;76;76;812,988724888094
148023;1;2;41;46;4642;4;50;0;6;1; ;0;1;1;7;1;2;1;07;76;76;812,988724888094
148027;1;1;21;86;8621;1;48;48; ; ;1200000; ; ;7;7;1;1;1;07;23;23;127,787349275052
148032;1;1;37;38;3812;1;50;38;6;1;877803; ; ;5;4;1;1;1;07;73;73;312,314312408321
148033;1;1;75;13;1391;4;21;21; ; ; ;0;1;1;1;2; ;1;07;11;11;2661,87283074424
148038;1;3;44;64;6412;1;40;40; ; ;1000000; ; ;9;7;1;1;1;07;17;17;117,702342675284
148040;1;1;99;47;4721;4;40;40; ; ; ;50000;1;1;6;2; ;1;07;23;23;228,882718865428
148040;1;2;99;47;4721;4;30;30; ; ; ;50000;1;1;6;2; ;1;07;23;23;228,882718865428
148041;1;1;41;47;4721;4;60;30;6;1; ; ;1;2;7;2; ;1;07;68;68;340,367418872115
148042;1;1;11;25;2511;1;50;40;6;1;1600000; ; ;8;7;1;1;1;07;76;76;965,118852197386
148049;1;1;45;47;4791;4;40;40; ; ; ;600000;1;1;1;2; ;1;07;11;11;3874,33030772401
148052;1;2;54;97;9700;3;48;16;6;1;200000; ; ;1;2;2; ;1;07;23;23;83,2869459472111
148055;1;1;21;47;4741;1;48;40;6;1;877803; ; ;5;7;1;2;1;07;76;76;1086,74158401666
148063;1;1;54;81;8121;4;30;16;6;1; ; ;1;1;2;2; ;1;07;68;68;351,48091121682
148063;1;2;45;47;4792;4;24;10;6;1; ; ;1;1;5;2; ;1;07;68;68;351,48091121682
148066;1;1;81;31;3110;4;48;48; ; ; ;800000;1;1;1;2; ;1;07;05;05;1340,17953545308
148066;1;3;44;47;4774;1;55;48;6;1;877800; ; ;9;7;1;1;1;07;05;05;1340,17953545308
148066;1;5;19;14;1410;1;48;48; ; ;2680000; ; ;9;7;1;1;1;07;05;05;1340,17953545308
148066;1;6;98;23;2310;1;60;48;6;1;877800; ; ;7;4;1;1;1;07;05;05;1340,17953545308
148067;1;1;98;49;4921;4;56;40;6;1; ;180000;1;1;4;2; ;1;07;23;23;268,927425544423
148067;1;2;54;97;9700;3;40;40; ; ;300000; ; ;1;2;2; ;1;07;23;23;268,927425544423
148073;1;1;13;85;8530;2;30;30; ; ;4300000; ; ;9;7;1;3;1;07;23;23;141,573761959186
148073;1;2;13;85;8530;2;30;30; ; ;3800000; ; ;9;7;1;3;1;07;23;23;141,573761959186
148080;1;1;59;52;5221;1;50;35;6;1;500000; ; ;3;7;2; ;1;07;05;05;1419,48787574403
148080;1;6;45;47;4781;4;50;30;6;1; ;200000;1;1;6;2; ;1;07;05;05;1419,48787574403
148080;1;7;99;45;4520;4;50;30;6;1; ;500000;1;1;6;2; ;1;07;05;05;1419,48787574403
148086;1;1;97;49;4923;1;48;0;6;1;600000; ; ;6;7;1;1;1;07;76;76;1546,04476833206
148086;1;2;79;14;1410;5;50;0;6;1; ;0;1;2;7;1;2;1;07;76;76;1546,04476833206
148089;1;1;62;81;8130;4;48;0;6;1; ;0;1;1;5;1;1;1;07;66;66;479,95898241218
148089;1;3;95;41;4111;1;48;48; ; ;877803; ; ;8;9;1;1;1;07;66;66;479,95898241218
148094;1;1;37;13;1312;1;45;18;6;1;877000; ; ;9;5;1;2;1;07;11;11;2788,09643865749
148095;1;2;81;16;1630;1;48;56; ; ;878000; ; ;7;7;1;1;1;07;05;05;925,726885361598
148095;1;4;55;65;6511;1;48;48; ; ;1000000; ; ;8;7;1;2;1;07;05;05;925,726885361598
148097;1;1;32;64;6499;1;48;48; ; ;877802; ; ;9;7;1;2;1;07;17;17;284,16375956469
148101;1;1;98;49;4921;4;60;40;6;1; ;700000;1;1;4;1;2;1;07;05;05;1098,22521116622
148102;1;3;62;47;4759;1;48;48; ; ;877000; ; ;4;8;1;1;1;07;50;50;94,6650785398414
148103;1;1;21;82;8291;1;40;40; ; ;8500000; ; ;9;7;1;1;1;07;11;11;5255,55970672517
148104;1;1;13;85;8530;2;60;60; ; ;2300000; ; ;9;7;1;3;1;07;23;23;112,677371478177
148104;1;2;13;85;8530;2;40;40; ; ;2300000; ; ;9;7;1;3;1;07;23;23;112,677371478177
148110;1;1;21;86;8610;4;40;45; ; ; ;2500000;1;9;7;1;1;1;07;11;11;2345,7015458854
148111;1;1;12;69;6910;1;48;48; ; ;877802; ; ;5;7;1;1;1;07;17;17;323,245266969387
148112;1;1;97;46;4632;1;56;42;6;1;877800; ; ;3;7;1;1;1;07;54;54;463,583387874884
148113;1;1;45;47;4752;1;48;48; ; ;877800; ; ;3;7;1;1;1;07;08;08;1132,68942899152
148117;1;1;11;69;6920;4;40;20;6;1; ;300000;1;1;1;2; ;1;07;11;11;2936,33763816806
148118;1;3;97;10;1011;1;48;48; ; ;877803; ; ;9;7;1;1;1;07;23;23;138,183350250239
148118;1;7;59;96;9609;4;34;12;6;1; ;70000;1;1;5;2; ;1;07;23;23;138,183350250239
148121;1;1;08;65;6531;2;48;55; ; ;1600000; ; ;9;7;1;1;1;07;11;11;5255,55970672517
148126;1;2;59;96;9609;4;35;5;6;1; ;200000;1;1;5;2; ;1;07;08;08;1032,08733016232
148128;1;1;53;56;5619;4;6;6; ; ; ; ;1;1;1;1;1;1;07;17;17;427,047059004894
148128;1;2;03;73;7310;1;48;24;6;1; ; ; ;7;7;1;1;1;07;17;17;427,047059004894
148129;1;1;81;31;3110;4;60;48;6;1; ;800000;1;1;7;2; ;1;07;54;54;347,914497839808
148129;1;2;44;61;6110;1;48;48; ; ;877802; ; ;9;7;1;1;1;07;54;54;347,914497839808
148130;1;2;45;47;4789;4;78;42;7; ; ;800000;1;2;7;2; ;1;07;54;54;412,83483797907
148131;1;1;79;95;9529;4;20;15;6;1; ;300000;1;1;1;2; ;1;07;50;50;150,356222008125
148131;1;2;62;01;0121;6;10;10; ; ; ; ; ;2;8;2; ;1;07;50;50;150,356222008125
148131;1;4;44;96;9603;1;48;30;6;1;980000; ; ;5;5;1;1;1;07;50;50;150,356222008125
148131;1;5;03;52;5210;1;48;48; ; ;1400000; ; ;9;7;1;1;1;07;50;50;150,356222008125
148131;1;6;44;96;9602;1;40;40; ; ;980000; ; ;5;5;1;1;1;07;50;50;150,356222008125
148132;1;1;11;84;8415;2;40;40; ; ;3000000; ; ;9;7;1;2;1;07;23;23;112,565334941309
148132;1;2;21;84;8412;2;40;40; ; ;2900000; ; ;9;7;1;2;1;07;23;23;112,565334941309
148135;1;1;45;20;2012;1;45;45; ; ;0; ; ;3;5;3; ;1;07;68;68;211,636551488861
148135;1;6;21;20;2012;5;45;45; ; ; ;0;1;3;8;2; ;1;07;68;68;211,636551488861
148135;1;7;59;15;1522;4;56;45;6;1; ;150000;1;1;7;2; ;1;07;68;68;211,636551488861
148137;1;1;39;82;8220;1;55;55; ; ; ; ; ;9;7;1;1;1;07;11;11;2838,28522674567
148140;1;1;13;85;8544;2;48;60; ; ;3400000; ; ;8;7;1;3;1;07;17;17;146,835396213266
148141;1;1;39;84;8423;2;48;48; ; ;1590000; ; ;9;7;1;2;1;07;73;73;146,058264200805
148141;1;2;54;88;8890;1;40;40; ; ;877803; ; ;5;7;1;2;1;07;73;73;146,058264200805
148144;1;1;12;69;6910;5;40;40; ; ; ;8000000;1;4;7;2; ;1;07;11;11;2789,68931879166
148151;1;1;45;47;4773;4;18;3;6;1; ;50000;1;1;1;2; ;1;07;73;73;139,418680406647
148153;1;3;98;49;4921;4;70;14;6;1; ;160000;1;1;4;2; ;1;07;08;08;262,338237664494
148153;1;5;98;49;4921;4;70;21;6;1; ;200000;1;1;4;2; ;1;07;08;08;262,338237664494
148153;1;7;98;49;4921;4;72;24;6;1; ;300000;1;1;4;2; ;1;07;08;08;262,338237664494
148156;1;2;39;82;8299;4;40;40; ; ; ;1200000;1;1;7;1;2;1;07;17;17;69,3628610966327
148161;1;1;81;15;1522;4;58;58; ; ; ;480000;1;1;2;2; ;1;07;54;54;346,100260196034
148161;1;2;99;15;1522;4;58;58; ; ; ;320000;1;1;2;2; ;1;07;54;54;346,100260196034
