DIRECTORIO,SECUENCIA_P,ORDEN,AREA,REGIS,P7430,P7440,P7450,P7450S1,P7460,P7470,P7472,P7472S1,P7454,P7456,P7458S1,P7458,P7452,INI,DPTO,fex_c_2011
590800,1,1,5,80,1,4,3,,3,,2,,,,,4,2,1,5,870.845.916.486.194
590800,1,3,5,80,2,,,,2,,2,,2,,.,,,1,5,870.845.916.486.194
590801,1,2,5,80,1,4,2,,2,,2,,,,,9,2,1,5,997.477.108.920.958
590801,1,3,5,80,2,,,,2,,2,,2,,.,,,1,5,997.477.108.920.958
590801,1,4,5,80,2,,,,2,,2,,2,,.,,,1,5,997.477.108.920.958
590804,1,2,5,80,1,4,2,,2,,2,,,,,9,2,1,5,635.045.029.761.432
590804,1,3,5,80,2,,,,2,,2,,2,,.,,,1,5,635.045.029.761.432
590804,1,4,5,80,2,,,,2,,2,,2,,.,,,1,5,635.045.029.761.432
590804,1,5,5,80,2,,,,2,,2,,2,,.,,,1,5,635.045.029.761.432
590807,1,1,5,80,1,4,3,,2,,2,,,,,4,2,1,5,110.467.405.485.872
590808,1,2,5,80,2,,,,2,,2,,2,,.,,,1,5,748.935.903.988.338
590809,1,2,5,80,2,,,,2,,2,,2,,.,,,1,5,954.575.952.317.198
590812,1,1,5,80,1,4,4,,3,,2,,,,,8,2,1,5,726.179.636.793.056
590813,1,1,5,80,1,4,4,,2,,2,,,,,8,2,1,5,699.304.083.100.628
590813,1,2,5,80,1,4,2,,2,,2,,,,,9,2,1,5,699.304.083.100.628
590813,1,3,5,80,2,,,,2,,2,,2,,.,,,1,5,699.304.083.100.628
590814,1,1,5,80,1,3,4,,3,,2,,,,,10,2,1,5,903.680.083.128.235
590814,1,2,5,80,1,4,8,PORQUE SE CASO,2,,2,,,,,9,2,1,5,903.680.083.128.235
590814,1,3,5,80,2,,,,2,,2,,1,2,,9,,1,5,903.680.083.128.235
590816,1,1,5,80,1,4,8,PORQUE LOS HIJOS LE DIJERON QUE NO NESECITBA TRABAJAR PUES ELLOS PODIAN ASUMIR S,2,,2,,,,,9,2,1,5,719.741.693.995.875
590817,1,2,5,80,1,2,7,,2,,2,,,,,2,2,1,5,85.629.549.620.452
590818,1,2,5,80,2,,,,2,,2,,2,,.,,,1,5,100.907.734.158.144
590818,1,4,5,80,2,,,,2,,2,,2,,.,,,1,5,100.907.734.158.144
590819,1,1,5,80,1,4,7,,2,,2,,,,,8,2,1,5,79.573.604.594.446
590819,1,2,5,80,2,,,,2,,2,,2,,.,,,1,5,79.573.604.594.446
590820,1,2,5,80,1,1,7,,2,,2,,,,,2,2,1,5,109.111.858.279.135
590821,1,1,5,80,2,,,,2,,2,,2,,.,,,1,5,837.935.981.944.073
590822,1,3,8,80,2,,,,2,,2,,2,,.,,,1,8,351.173.996.548.879
590823,1,3,8,80,2,,,,2,,2,,2,,.,,,1,8,547.654.236.748.208
590824,1,2,8,80,2,,,,2,,2,,2,,.,,,1,8,522.013.377.494.497
590827,1,1,8,80,1,3,6,,2,,2,,,,,8,2,1,8,325.042.919.782.297
590827,1,2,8,80,1,3,4,,3,,2,,,,,10,2,1,8,325.042.919.782.297
590830,1,2,8,80,2,,,,2,,2,,2,,.,,,1,8,478.390.871.693.159
590831,1,3,8,80,2,,,,2,,2,,2,,.,,,1,8,501.146.830.946.054
590831,1,4,8,80,2,,,,2,,2,,2,,.,,,1,8,501.146.830.946.054
590832,1,2,8,80,1,4,2,,2,,2,,,,,9,2,1,8,572.317.300.022.763
590832,1,4,8,80,2,,,,2,,2,,2,,.,,,1,8,572.317.300.022.763
590832,1,5,8,80,2,,,,2,,2,,2,,.,,,1,8,572.317.300.022.763
590834,1,1,8,80,1,3,4,,3,,2,,,,,10,2,1,8,393.552.758.627.676
590834,1,2,8,80,2,,,,2,,2,,2,,.,,,1,8,393.552.758.627.676
590835,1,1,8,80,1,4,4,,3,,2,,,,,10,2,1,8,41.632.096.437.648
590835,1,4,8,80,2,,,,2,,2,,2,,.,,,1,8,41.632.096.437.648
590836,1,2,8,80,2,,,,2,,2,,2,,.,,,1,8,304.903.107.012.119
590836,1,5,8,80,2,,,,2,,2,,2,,.,,,1,8,304.903.107.012.119
590837,1,3,8,80,2,,,,2,,2,,2,,.,,,1,8,522.013.377.494.497
590838,1,2,8,80,2,,,,2,,2,,2,,.,,,1,8,504.686.173.590.555
590838,1,3,8,80,2,,,,2,,2,,2,,.,,,1,8,504.686.173.590.555
590838,1,4,8,80,2,,,,2,,2,,2,,.,,,1,8,504.686.173.590.555
590839,1,1,8,80,1,4,2,,2,,2,,,,,9,2,1,8,363.532.883.243.606
590840,1,3,8,80,2,,,,2,,2,,2,,.,,,1,8,63.994.842.645.497
590840,1,4,8,80,2,,,,2,,2,,2,,.,,,1,8,63.994.842.645.497
590840,1,5,8,80,2,,,,2,,2,,2,,.,,,1,8,63.994.842.645.497
590840,1,6,8,80,2,,,,2,,2,,2,,.,,,1,8,63.994.842.645.497
590841,1,2,8,80,1,4,2,,2,,2,,,,,9,2,1,8,477.735.303.797.383
590841,1,3,8,80,2,,,,2,,2,,2,,.,,,1,8,477.735.303.797.383
590841,1,5,8,80,1,3,2,,2,,2,,,,,9,2,1,8,477.735.303.797.383
590842,1,1,8,80,1,4,2,,2,,2,,,,,9,2,1,8,346.920.166.622.021
590842,1,3,8,80,2,,,,2,,2,,2,,.,,,1,8,346.920.166.622.021
590843,1,2,8,80,2,,,,2,,2,,2,,.,,,1,8,322.558.761.177.689
590845,1,1,8,80,2,,,,2,,2,,2,,.,,,1,8,557.061.090.094.619
590845,1,2,8,80,1,4,2,,2,,2,,,,,9,2,1,8,557.061.090.094.619
590847,1,2,8,80,1,4,2,,2,,2,,,,,9,2,1,8,412.529.416.583.201
590849,1,3,8,80,2,,,,2,,2,,2,,.,,,1,8,572.317.300.022.763
590849,1,4,8,80,2,,,,2,,2,,2,,.,,,1,8,572.317.300.022.763
590849,1,5,8,80,2,,,,2,,2,,2,,.,,,1,8,572.317.300.022.763
590851,1,2,8,80,1,1,2,,2,,2,,,,,9,2,1,8,960.046.220.631.999
590852,1,2,8,80,1,1,2,,2,,2,,,,,9,2,1,8,454.382.251.062.289
590853,1,3,8,80,1,1,7,,2,,2,,,,,1,2,1,8,365.290.308.069.948
590854,1,3,8,80,2,,,,2,,2,,2,,.,,,1,8,464.301.352.603.494
590856,1,2,8,80,1,4,2,,2,,2,,,,,9,2,1,8,413.256.150.361.467
590858,1,3,8,80,2,,,,2,,2,,2,,.,,,1,8,446.974.148.699.552
590858,1,4,8,80,2,,,,2,,2,,2,,.,,,1,8,446.974.148.699.552
590859,1,2,8,80,1,4,3,,2,,2,,,,,8,2,1,8,366.017.041.848.214
590861,1,3,8,80,2,,,,2,,2,,2,,.,,,1,8,518.474.034.849.996
590862,1,2,8,80,1,2,2,,2,,2,,,,,9,2,1,8,499.463.996.693.878
590863,1,2,8,80,1,4,2,,2,,2,,,,,9,2,1,8,547.654.236.748.208
590863,1,3,8,80,2,,,,2,,2,,2,,.,,,1,8,547.654.236.748.208
590864,1,2,8,80,1,3,2,,2,,2,,,,,9,2,1,8,452.612.579.740.039
590865,1,2,8,80,2,,,,2,,2,,2,,.,,,1,8,487.358.969.686.612
590865,1,3,8,80,2,,,,2,,2,,2,,.,,,1,8,487.358.969.686.612
590865,1,4,8,80,2,,,,2,,2,,2,,.,,,1,8,487.358.969.686.612
590866,1,1,8,80,1,4,8,VEJEZ,2,,2,,,,,8,2,1,8,321.680.048.764.518
590866,1,2,8,80,2,,,,2,,2,,2,,.,,,1,8,321.680.048.764.518
590867,1,2,8,80,1,1,3,,2,,2,,,,,4,2,1,8,480.023.110.316
590868,1,4,8,80,2,,,,2,,2,,2,,.,,,1,8,640.926.222.434.126
590870,1,3,8,80,2,,,,2,,2,,2,,.,,,1,8,478.403.118.189.067
590871,1,2,8,80,1,4,3,,2,,2,,,,,4,2,1,8,333.906.837.283.608
590871,1,3,8,80,2,,,,2,,2,,2,,.,,,1,8,333.906.837.283.608
590871,2,3,8,80,2,,,,2,,2,,2,,.,,,1,8,333.906.837.283.608
590874,1,1,8,80,1,4,4,,2,,2,,,,,10,2,1,8,390.766.942.192.845
590874,1,3,8,80,1,4,2,,2,,2,,,,,9,2,1,8,390.766.942.192.845
590876,1,1,8,80,2,,,,2,,2,,2,,.,,,1,8,628.070.860.272.774
590876,1,5,8,80,2,,,,2,,2,,2,,.,,,1,8,628.070.860.272.774
590880,1,1,8,80,2,,,,2,,2,,2,,.,,,1,8,262.960.765.969.709
590880,1,5,8,80,2,,,,2,,2,,2,,.,,,1,8,262.960.765.969.709
590882,1,3,8,80,2,,,,2,,2,,2,,.,,,1,8,839.455.686.508.809
590882,1,4,8,80,2,,,,2,,2,,2,,.,,,1,8,839.455.686.508.809
590883,1,2,8,80,1,1,2,,2,,2,,,,,9,2,1,8,454.382.251.062.289
590885,1,6,8,80,2,,,,2,,2,,2,,.,,,1,8,127.635.751.026.544
590886,1,1,8,80,1,4,4,,2,,2,,,,,10,2,1,8,320.801.336.351.348
590887,1,3,8,80,2,,,,2,,2,,2,,.,,,1,8,657.275.630.358.913
590887,1,4,8,80,2,,,,2,,2,,2,,.,,,1,8,657.275.630.358.913
590887,1,5,8,80,2,,,,2,,2,,2,,.,,,1,8,657.275.630.358.913
590889,1,2,8,80,1,3,1,,2,,2,,,,,2,2,1,8,454.382.251.062.289
590890,1,2,8,80,2,,,,2,,2,,2,,.,,,1,8,44.297.796.874.277
590890,1,6,8,80,2,,,,2,,2,,2,,.,,,1,8,44.297.796.874.277
590892,1,2,8,80,2,,,,2,,2,,2,,.,,,1,8,348.926.354.209.666
590893,1,3,8,80,2,,,,2,,2,,2,,.,,,1,8,503.807.461.177.384
590894,1,1,8,80,1,4,4,,3,,2,,,,,10,2,1,8,392.372.388.384.281
590895,1,1,8,80,2,,,,2,,2,,2,,.,,,1,8,436.176.334.745.176
590895,1,2,8,80,2,,,,2,,2,,2,,.,,,1,8,436.176.334.745.176
590896,1,1,8,80,1,3,4,,1,1,2,,,,,10,2,1,8,455.096.738.344.646
590896,1,2,8,80,2,,,,2,,2,,2,,.,,,1,8,455.096.738.344.646
590897,1,1,8,80,2,,,,2,,2,,2,,.,,,1,8,363.532.883.243.606
590899,1,1,8,80,2,,,,1,1,2,,2,,.,,,1,8,325.042.919.782.297
590900,1,3,8,80,2,,,,2,,2,,2,,.,,,1,8,409.002.320.434.609
590902,1,2,8,80,2,,,,2,,2,,2,,.,,,1,8,418.849.130.841.234
590903,1,1,8,80,2,,,,2,,2,,2,,.,,,1,8,503.807.461.177.384
590904,1,1,8,80,2,,,,2,,2,,2,,.,,,1,8,234.193.551.963.614
590904,1,3,8,80,2,,,,2,,2,,2,,.,,,1,8,234.193.551.963.614
590904,1,4,8,80,2,,,,2,,2,,2,,.,,,1,8,234.193.551.963.614
590912,1,3,8,80,2,,,,2,,2,,2,,.,,,1,8,443.719.248.456.532
590912,1,4,8,80,2,,,,2,,2,,2,,.,,,1,8,443.719.248.456.532
590912,1,5,8,80,2,,,,2,,2,,2,,.,,,1,8,443.719.248.456.532
590912,1,7,8,80,2,,,,2,,2,,2,,.,,,1,8,443.719.248.456.532
590913,1,1,8,80,1,4,4,,3,,2,,,,,8,2,1,8,329.284.503.213.247
590913,1,2,8,80,2,,,,2,,2,,2,,.,,,1,8,329.284.503.213.247
590913,1,3,8,80,2,,,,2,,2,,2,,.,,,1,8,329.284.503.213.247
590913,1,5,8,80,2,,,,2,,2,,2,,.,,,1,8,329.284.503.213.247
590915,1,2,8,80,2,,,,2,,2,,2,,.,,,1,8,324.164.207.369.126
590915,1,4,8,80,2,,,,2,,2,,2,,.,,,1,8,324.164.207.369.126
590917,1,2,8,80,1,3,2,,2,,2,,,,,9,2,1,8,480.023.110.316
590918,1,3,8,80,1,2,1,,2,,2,,,,,2,2,1,8,388.432.462.783.555
590921,1,1,8,80,1,4,2,,2,,2,,,,,9,2,1,8,549.259.682.939.644
590922,1,2,8,80,1,4,6,,2,,2,,,,,4,2,1,8,43.641.285.101.057
590924,1,1,8,80,1,3,0,,2,,2,,,,,9,2,1,8,380.862.434.729.591
590924,1,5,8,80,2,,,,2,,2,,2,,.,,,1,8,380.862.434.729.591
590925,1,2,8,80,2,,,,2,,2,,2,,.,,,1,8,588.765.791.513.534
590925,1,3,8,80,2,,,,2,,2,,2,,.,,,1,8,588.765.791.513.534
590926,1,1,8,80,1,4,4,,3,,2,,,4,,8,1,1,8,303.474.132.447.405
590926,1,2,8,80,2,,,,2,,2,,2,,.,,,1,8,303.474.132.447.405
590926,1,3,8,80,2,,,,2,,2,,2,,.,,,1,8,303.474.132.447.405
590928,1,2,8,80,1,4,2,,2,,2,,,,,9,2,1,8,465.252.356.151.245
590930,1,1,8,80,1,4,4,,3,,2,,,,,10,2,1,8,414.134.862.774.638
590930,1,2,8,80,2,,,,2,,2,,2,,.,,,1,8,414.134.862.774.638
590931,1,1,8,80,1,4,3,,2,,2,,,,,4,2,1,8,434.678.907.470.953
590931,1,2,8,80,1,4,2,,2,,2,,,,,9,2,1,8,434.678.907.470.953
590931,1,4,8,80,2,,,,2,,2,,2,,.,,,1,8,434.678.907.470.953
590931,1,6,8,80,2,,,,2,,2,,2,,.,,,1,8,434.678.907.470.953
590931,1,7,8,80,2,,,,2,,2,,2,,.,,,1,8,434.678.907.470.953
590931,1,8,8,80,2,,,,2,,2,,2,,.,,,1,8,434.678.907.470.953
590931,1,11,8,80,2,,,,2,,2,,2,,.,,,1,8,434.678.907.470.953
590931,1,12,8,80,2,,,,2,,2,,2,,.,,,1,8,434.678.907.470.953
590931,1,13,8,80,2,,,,2,,2,,2,,.,,,1,8,434.678.907.470.953
590933,1,1,8,80,1,4,4,,3,,2,,,,,10,2,1,8,320.801.336.351.348
590933,1,2,8,80,2,,,,2,,2,,2,,.,,,1,8,320.801.336.351.348
590934,1,2,8,80,1,2,2,,2,,2,,,,,9,2,1,8,50.566.396.956.971
590936,1,3,8,80,2,,,,2,,2,,2,,.,,,1,8,417.958.171.932.154
590936,1,4,8,80,2,,,,2,,2,,2,,.,,,1,8,417.958.171.932.154
590937,1,2,8,80,1,4,6,,2,,2,,,,,4,2,1,8,388.432.462.783.555
590937,1,3,8,80,2,,,,2,,2,,2,,.,,,1,8,388.432.462.783.555
590938,1,3,8,80,2,,,,2,,2,,2,,.,,,1,8,464.289.106.107.585
590938,1,6,8,80,2,,,,2,,2,,2,,.,,,1,8,464.289.106.107.585
590939,1,3,8,80,2,,,,2,,2,,2,,.,,,1,8,487.358.969.686.612
590939,1,4,8,80,2,,,,2,,2,,2,,.,,,1,8,487.358.969.686.612
590939,1,5,8,80,2,,,,2,,2,,2,,.,,,1,8,487.358.969.686.612
590940,1,3,8,80,2,,,,2,,2,,2,,.,,,1,8,572.317.300.022.763
590940,1,5,8,80,2,,,,2,,2,,2,,.,,,1,8,572.317.300.022.763
590941,1,2,8,80,2,,,,2,,2,,2,,.,,,1,8,462.695.906.412.057
590941,1,3,8,80,2,,,,2,,2,,2,,.,,,1,8,462.695.906.412.057
590942,1,2,8,80,1,4,3,,2,,2,,,,,8,2,1,8,520.438.562.159.536
590942,2,2,8,80,1,1,5,,2,,2,,,,,9,2,1,8,520.438.562.159.536
590942,2,4,8,80,2,,,,2,,2,,2,,.,,,1,8,520.438.562.159.536
590942,2,5,8,80,2,,,,2,,2,,2,,.,,,1,8,520.438.562.159.536
590943,1,2,8,80,1,4,2,,2,,2,,,,,8,2,1,8,379.418.914.229.381
590945,1,3,13,80,2,,,,2,,2,,2,,.,,,1,13,39.517.748.720.002
590945,1,4,13,80,2,,,,2,,2,,2,,.,,,1,13,39.517.748.720.002
590946,1,2,13,80,2,,,,2,,2,,2,,.,,,1,13,258.380.763.511.321
590946,1,3,13,80,2,,,,2,,2,,2,,.,,,1,13,258.380.763.511.321
590946,1,4,13,80,2,,,,2,,2,,2,,.,,,1,13,258.380.763.511.321
590948,1,2,13,80,1,3,5,,2,,2,,,,,9,2,1,13,372.769.798.486.504
590948,1,3,13,80,2,,,,2,,2,,2,,.,,,1,13,372.769.798.486.504
590948,1,4,13,80,2,,,,2,,2,,2,,.,,,1,13,372.769.798.486.504
590948,1,5,13,80,2,,,,2,,2,,2,,.,,,1,13,372.769.798.486.504
590948,1,6,13,80,2,,,,2,,2,,2,,.,,,1,13,372.769.798.486.504
590949,1,2,13,80,1,3,2,,2,,2,,,,,9,2,1,13,297.712.114.052.682
590949,1,4,13,80,1,3,2,,2,,2,,,,,9,2,1,13,297.712.114.052.682
590950,1,1,13,80,1,4,3,,2,,2,,,,,4,2,1,13,295.695.235.192.539
590950,1,3,13,80,2,,,,2,,2,,2,,.,,,1,13,295.695.235.192.539
590950,1,4,13,80,2,,,,2,,2,,2,,.,,,1,13,295.695.235.192.539
590953,1,1,13,80,1,1,7,,2,,1,463000,,,ESTA  ESPERANDO  QUE  LO  LLAMEN  DEL  TRABAJO,12,2,1,13,310.021.581.505.383
590953,1,2,13,80,1,1,2,,2,,2,,,,,9,2,1,13,310.021.581.505.383
590954,1,3,13,80,1,4,3,,2,,2,,,,,4,2,1,13,248.250.333.713.845
590955,1,1,13,80,2,,,,2,,2,,2,,.,,,1,13,29.859.751.459.573
590955,1,3,13,80,2,,,,2,,2,,2,,.,,,1,13,29.859.751.459.573
590955,1,4,13,80,2,,,,2,,2,,2,,.,,,1,13,29.859.751.459.573
590955,1,5,13,80,2,,,,2,,2,,2,,.,,,1,13,29.859.751.459.573
590957,1,1,13,80,1,1,5,,2,,2,,,,,9,2,1,13,26.234.572.913.993
590957,1,2,13,80,2,,,,2,,2,,2,,.,,,1,13,26.234.572.913.993
590958,1,2,13,80,1,4,2,,2,,2,,,,,9,2,1,13,346.634.422.892.144
590958,1,3,13,80,2,,,,2,,2,,2,,.,,,1,13,346.634.422.892.144
590958,1,4,13,80,2,,,,2,,2,,2,,.,,,1,13,346.634.422.892.144
590959,1,2,13,80,2,,,,2,,2,,2,,.,,,1,13,325.866.234.123.893
590960,1,2,13,80,2,,,,2,,2,,2,,.,,,1,13,37.668.101.861.708
590961,1,2,13,80,1,4,2,,2,,2,,,,,9,2,1,13,271.217.979.255.321
590961,1,3,13,80,2,,,,2,,2,,2,,.,,,1,13,271.217.979.255.321
590961,1,4,13,80,2,,,,2,,2,,2,,.,,,1,13,271.217.979.255.321
590964,1,4,13,80,2,,,,2,,2,,2,,.,,,1,13,39.628.421.438.868
590964,1,5,13,80,2,,,,2,,2,,2,,.,,,1,13,39.628.421.438.868
590964,1,6,13,80,2,,,,2,,2,,2,,.,,,1,13,39.628.421.438.868
590966,1,2,13,80,1,3,3,,2,,2,,,,,11,2,1,13,272.733.201.843.278
590966,1,4,13,80,2,,,,2,,2,,2,,.,,,1,13,272.733.201.843.278
590969,1,1,13,80,1,4,4,,3,,2,,,,,10,2,1,13,295.172.982.728.839
590969,1,3,13,80,2,,,,2,,2,,2,,.,,,1,13,295.172.982.728.839
590969,1,4,13,80,2,,,,2,,2,,2,,.,,,1,13,295.172.982.728.839
590969,1,7,13,80,2,,,,2,,2,,2,,.,,,1,13,295.172.982.728.839
590972,1,2,13,80,1,1,7,,2,,2,,,,,5,2,1,13,345.442.940.689.411
590972,1,3,13,80,2,,,,2,,2,,2,,.,,,1,13,345.442.940.689.411
590973,1,2,13,80,2,,,,2,,2,,2,,.,,,1,13,314.527.287.950.529
590974,1,1,13,80,1,3,7,,2,,2,,,,,2,2,1,13,270.648.376.658.319
590974,1,2,13,80,2,,,,2,,2,,2,,.,,,1,13,270.648.376.658.319
590974,1,3,13,80,1,4,2,,2,,2,,,,,2,2,1,13,270.648.376.658.319
590976,1,2,13,80,1,4,0,,2,,2,,,2,,9,1,1,13,234.104.930.792.649
590976,1,3,13,80,2,,,,2,,2,,2,,.,,,1,13,234.104.930.792.649
590976,1,4,13,80,2,,,,2,,2,,2,,.,,,1,13,234.104.930.792.649
590977,1,1,13,80,2,,,,2,,2,,2,,.,,,1,13,292.047.654.336.008
590977,1,2,13,80,1,4,3,,2,,2,,,,,8,2,1,13,292.047.654.336.008
590977,1,5,13,80,2,,,,2,,2,,2,,.,,,1,13,292.047.654.336.008
590977,1,8,13,80,2,,,,2,,2,,2,,.,,,1,13,292.047.654.336.008
590977,1,10,13,80,1,4,3,,2,,2,,,,,8,2,1,13,292.047.654.336.008
590978,1,3,13,80,2,,,,2,,2,,2,,.,,,1,13,26.556.310.015.738
590978,1,4,13,80,2,,,,2,,2,,2,,.,,,1,13,26.556.310.015.738
590979,1,2,13,80,2,,,,2,,2,,2,,.,,,1,13,252.206.946.751.826
590979,1,3,13,80,2,,,,2,,2,,2,,.,,,1,13,252.206.946.751.826
590979,1,4,13,80,2,,,,2,,2,,2,,.,,,1,13,252.206.946.751.826
590980,1,2,13,80,2,,,,2,,2,,2,,.,,,1,13,362.035.469.096.218
590980,1,3,13,80,2,,,,2,,2,,2,,.,,,1,13,362.035.469.096.218
590981,1,2,13,80,2,,,,2,,2,,2,,.,,,1,13,336.969.740.185.314
590985,1,2,13,80,2,,,,2,,2,,2,,.,,,1,13,136.801.017.025.537
590985,1,3,13,80,2,,,,2,,2,,2,,.,,,1,13,136.801.017.025.537
590985,1,5,13,80,2,,,,2,,2,,2,,.,,,1,13,136.801.017.025.537
590985,1,6,13,80,2,,,,2,,2,,2,,.,,,1,13,136.801.017.025.537
590985,1,7,13,80,2,,,,2,,2,,2,,.,,,1,13,136.801.017.025.537
590986,1,1,13,80,1,4,2,,2,,2,,,,,9,2,1,13,220.793.699.118.205
590986,1,2,13,80,2,,,,2,,2,,2,,.,,,1,13,220.793.699.118.205
590986,1,4,13,80,2,,,,2,,2,,2,,.,,,1,13,220.793.699.118.205
590986,1,8,13,80,1,3,2,,2,,2,,,,,9,2,1,13,220.793.699.118.205
590987,1,2,13,80,2,,,,2,,2,,2,,.,,,1,13,26.233.459.154.853
590987,1,3,13,80,2,,,,2,,2,,2,,.,,,1,13,26.233.459.154.853
590987,1,4,13,80,2,,,,2,,2,,2,,.,,,1,13,26.233.459.154.853
590987,1,5,13,80,2,,,,2,,2,,2,,.,,,1,13,26.233.459.154.853
590988,1,2,13,80,1,4,2,,2,,2,,,,,9,2,1,13,303.052.507.214.653
590989,1,2,13,80,2,,,,2,,2,,2,,.,,,1,13,221.998.088.066.677
590990,1,1,13,80,1,4,7,,2,,2,,,,,9,2,1,13,243.817.281.960.391
590991,1,2,13,80,2,,,,2,,2,,2,,.,,,1,13,242.630.164.455.229
590991,1,3,13,80,2,,,,2,,2,,2,,.,,,1,13,242.630.164.455.229
590991,1,4,13,80,2,,,,2,,2,,2,,.,,,1,13,242.630.164.455.229
590991,1,5,13,80,2,,,,2,,2,,2,,.,,,1,13,242.630.164.455.229
590992,1,2,13,80,1,4,5,,2,,2,,,,,2,2,1,13,558.672.568.209.519
590993,1,1,13,80,1,4,7,,2,,2,,,,,8,2,1,13,199.065.152.364.526
590993,1,3,13,80,2,,,,2,,2,,2,,.,,,1,13,199.065.152.364.526
590994,1,2,13,80,2,,,,2,,2,,2,,.,,,1,13,287.567.869.519.478
590996,1,2,13,80,2,,,,2,,2,,2,,.,,,1,13,275.139.882.453.977
590996,1,3,13,80,2,,,,2,,2,,2,,.,,,1,13,275.139.882.453.977
591000,1,3,13,80,2,,,,2,,2,,2,,.,,,1,13,2.631.087.935.438
591000,1,4,13,80,2,,,,2,,2,,2,,.,,,1,13,2.631.087.935.438
591001,1,2,13,80,2,,,,2,,2,,2,,.,,,1,13,288.830.380.643.467
591002,1,2,13,80,2,,,,2,,2,,2,,.,,,1,13,236.379.624.045.744
591003,1,2,13,80,2,,,,2,,2,,2,,.,,,1,13,550.279.764.907.954
591003,1,3,13,80,2,,,,2,,2,,2,,.,,,1,13,550.279.764.907.954
591004,1,1,13,80,1,4,2,,2,,2,,,,,1,2,1,13,221.068.591.695.461
591004,1,2,13,80,2,,,,2,,2,,2,,.,,,1,13,221.068.591.695.461
591005,1,2,13,80,1,4,2,,2,,2,,,,,4,2,1,13,293.558.410.675.946
591006,1,2,13,80,2,,,,2,,2,,2,,.,,,1,13,536.710.827.594.875
591007,1,3,13,80,2,,,,2,,2,,2,,.,,,1,13,208.718.658.311.113
591007,1,4,13,80,2,,,,2,,2,,2,,.,,,1,13,208.718.658.311.113
591009,1,1,13,80,2,,,,2,,2,,2,,.,,,1,13,247.800.061.058.876
591010,1,1,13,80,2,,,,2,,2,,2,,.,,,1,13,178.067.933.054.797
591010,1,5,13,80,2,,,,2,,2,,2,,.,,,1,13,178.067.933.054.797
591010,1,6,13,80,2,,,,2,,2,,2,,.,,,1,13,178.067.933.054.797
591011,1,1,13,80,2,,,,2,,2,,2,,.,,,1,13,261.765.896.527.279
591011,1,3,13,80,2,,,,2,,2,,2,,.,,,1,13,261.765.896.527.279
591012,1,4,13,80,1,4,3,,2,,2,,,,,4,2,1,13,250.785.026.219.957
591013,1,2,13,80,1,4,2,,2,,2,,,,,9,2,1,13,301.789.996.090.664
591014,1,1,13,80,1,4,4,,2,,2,,,,,8,2,1,13,31.385.844.214.592
591016,1,4,13,80,2,,,,2,,2,,2,,.,,,1,13,215.898.695.091.814
591016,1,5,13,80,2,,,,2,,2,,2,,.,,,1,13,215.898.695.091.814
