DIRECTORIO,SECUENCIA_P,ORDEN,AREA,REGIS,P6440,P6450,P6460,P6460S1,P6400,P6422,P6424,P6424S2,P6424S3,P6424S1,P6426,P6430,P6430S1,P6480,P6480S1,P6500,P6510,P6510S1,P6510S2,P6590,P6590S1,P6600,P6600S1,P6610,P6610S1,P6620,P6620S1,P6585,P6585S2A1,P6585S3A1,P6585S4A1,P6585S3A2,P6585S2A2,P6585S1A2,P6585S2,P6585S3,P6585S1A1,P6585S4,P6585S1,P6580,P6580S1,P6580S2,P6630S3,P6630S4A1,P6630S3A1,P6630S2A1,P6630S1A1,P6630S4,P6630S2,P6630S1,P6640,P6642S2,P6642S1,P6765,P6765S1,P6772,P6750,P6760,P550,P6780,P6780S1,P6790,P6800,P6810,P6810S1,P6850,P6830,P6830S1,P6835,P6835S1,P6835S2,P6836,P6836S1,P6836S2,P6837,P6837S1,P6837S2,P6870,P6880,P6880S1,P6910,P6910S1,P6920,P6930,P6940,P6960,P6980,P6980S1,P6980S2,P6980S3,P6980S4,P6980S5,P6980S6,P6980S7,P6980S8,P6980S7A1,P6990,P7020,P7026,P7028,P7028S1,P7040,P7045,P7050,P7050S1,P7070,P760,P6410,P6640S1,P6642S11,P6642S7,P6642S8,P6642S9,P6642S10,P6642S12,P6642S5,P6642S4,P6642S3,P6642S6,P9440,P9450,P6630S6,P6630S6A1,P6410S1,P6545S1,P6545,P6545S2,P6915S1,P6915,P6585S4A2,P6773,P6773S1,P7090,P7100,P7110,P7120,P7130,P7140,P7140S1,P7140S2,P7140S3,P7140S4,P7140S5,P7140S6,P7140S7,P7140S8,P7140S9,P7140S9A1,P7150,P7160,P7170,P7170S1,P7170S2,P7170S3,P7170S4,P7170S5,P7170S6,P7180,P7190,P7200,P7240,P7240S1,OCI,P6420S1,RAMA4D,OFICIO,RAMA2D,RAMA4DP8,RAMA2DP8,DPTO,fex_c_2011
600672,1,1,52,60,2,,,,,,,,,,48,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,300000,1,,3,,12,20,2,,20,,,2,,,,,,,,,1,2,,,,2,,,,1,,,,,,,,1,,2,1,24,1,,1,10,1,,30000,12,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,3,2,3,3,2,,1,,9301,56,93,,,52,131.372.358.655.308
600673,1,1,52,60,2,,,,,,,,,,360,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,450000,1,,3,,12,48,,.,48,,,1,5,16,2,,,,,,1,6,,,,2,,,,1,,,,,,,,1,,2,1,12,1,,2,,,,,0,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,3,2,2,3,3,3,,1,,6041,99,60,,,52,106.048.579.395.795
600674,1,1,52,60,1,1,,,1,1,,2,2,2,80,1,,1,,360000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,2,,,,,2,2,2,2,,,,,,,,,,,12,48,,.,48,,,1,8,12,1,14,18,2,,,2,7,,,,2,,,,1,,,,,,,,1,,2,1,12,1,,2,,,,,0,,,,,,,,,,,,,2,2,2,,,,2,,,2,,,,2,,,,2,,,,,,,,,,,,,,,4,2,2,2,3,2,2,2,3,3,,1,,3611,81,36,,,52,162.040.158.816.389
600677,1,1,52,60,1,2,1,,1,1,,1,1,1,204,1,,1,,1000000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,1,,500000,500000,500000,2,1,1,2,,,,,,,,,,,12,44,,.,44,,,1,8,12,1,14,18,2,,,7,7,,,,1,1,1,20,1,1,,1,,,,,,,2,1,36,1,,2,,,,,0,,,,,,,,,,,,,2,2,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,3,2,3,2,2,2,2,2,3,2,,1,,5153,40,51,,,52,177.255.856.559.626
600677,1,2,52,60,1,2,1,,1,1,,1,1,1,204,1,,1,,1000000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,1,,500000,500000,500000,2,1,1,2,,,,,,,,,,,12,44,,.,44,,,1,8,12,1,14,18,2,,,7,7,,,,1,1,1,25,1,1,,,,,,,,,1,1,144,1,,2,,,,,0,,,,,,,,,,,,,2,2,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,3,3,,1,,5153,40,51,,,52,177.255.856.559.626
600678,1,1,52,60,1,2,1,,1,1,,1,1,1,12,2,,2,,1300000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,2,300000,,1300000,300000,1,1,1,2,,,,,,,,,,,12,40,,.,40,,,1,8,12,1,14,18,2,,,9,7,,,,1,1,1,8,1,1,,,,,,,,,1,1,3,4,,2,,,,,3,,,,,,,,,,,,,2,2,2,,,,2,,,1,,,,1,10,1,1,1,1,1,1,2,2,2,2,2,2,2,,2,2,,1,2,2,4,4,2,2,2,3,3,,1,,7512,12,75,,,52,207.971.404.090.179
600678,1,3,52,60,1,1,,,1,1,,1,2,2,16,3,,1,,250000,2,,,1,,1,,2,,2,,,,,,,,,2,2,,2,2,2,,,2,,,100000,,2,1,2,2,,,,,,,,,,,12,72,,.,72,,,2,,,,,,,,,1,1,,,,2,,,,1,,,,,,,,1,,2,1,56,3,,2,,,,,2,,,,,,,,,,,,,2,2,2,,,,2,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,5,,1,,9500,54,95,,,52,207.971.404.090.179
600679,1,2,52,60,1,2,2,3,1,2,,2,2,2,48,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1300000,1,,3,,12,48,,.,48,,,1,11,19,2,,,,,,9,7,,,,1,1,1,4,1,1,,,,,,,,,1,1,24,1,,2,,,,,0,,,,,,,,,,,,,,2,,,,,,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,3,2,3,4,3,2,1,3,5,,1,,7512,6,75,,,52,190.072.154.373.064
600680,1,1,52,60,2,,,,,,,,,,108,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,100000,1,,3,,12,60,,.,60,,,1,8,12,1,14,17,2,,,1,7,,,,2,,,,1,,,,,,,,1,,2,1,72,1,,2,,,,,48,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,1,1,2,1,2,2,2,2,2,2,2,,2,1,,4,3,2,4,4,2,2,1,3,5,,1,,5271,80,52,,,52,169.584.807.064.544
600680,1,2,52,60,2,,,,,,,,,,120,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,1,,3,,12,14,2,,14,,,2,,,,,,,,,1,7,,,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,1,14,1,2,1,1,2,1,2,2,2,2,1,2,2,,2,1,,4,3,2,4,4,3,2,2,3,3,,1,,9301,56,93,,,52,169.584.807.064.544
600681,1,1,52,60,1,2,1,,1,1,,1,1,1,60,1,,1,,900000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,1,,340000,340000,340000,2,1,1,2,,,,,,,,,,,12,45,,.,45,,,1,7,12,1,14,19,2,,,4,7,,,,1,1,1,0,1,1,,,,,,,,,1,1,60,1,,2,,,,,0,,,,,,,,,,,,,2,1,2,,,,2,,,1,,,,2,,,,1,1,2,1,2,2,2,2,2,2,2,,2,1,,1,1,1,1,1,2,2,4,3,5,,1,,2220,92,22,,,52,139.384.846.248.625
600681,1,2,52,60,1,2,1,,1,1,,1,1,1,60,1,,1,,500000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,1,,225000,225000,225000,2,1,1,2,,,,,,,,,,,12,45,,.,45,,,1,7,12,1,14,19,2,,,4,7,,,,2,,,,1,,,,,,,,1,,2,1,48,1,,2,,,,,12,,,,,,,,,,,,,2,2,2,,,,2,,,3,,,,2,,,,1,1,2,1,2,2,2,2,2,2,2,,2,1,,2,2,2,2,2,2,2,3,3,9,,1,,2220,32,22,,,52,139.384.846.248.625
600681,1,3,52,60,1,1,,,1,2,,2,2,2,7,3,,1,,150000,2,,,1,30000,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,2,,,,,2,2,2,2,,,,,,,,,,,12,48,,.,48,,,1,8,16,2,,,,,,1,1,,,,2,,,,1,,,,,,,,1,,2,1,12,3,,1,2,4,,50000,12,,,,,,,,,,,,,2,2,2,,,,2,,,2,,,,1,24,2,1,1,1,2,1,2,2,2,2,2,2,2,,1,1,,3,3,2,4,4,3,2,2,3,3,,1,,9500,54,95,,,52,139.384.846.248.625
600682,1,1,52,60,2,,,,,,,,,,36,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,1,,3,,12,40,,.,40,,,1,8,12,1,14,18,2,,,1,5,,,,2,,,,1,,,,,,,,1,,2,1,120,4,,2,,,,,0,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,1,1,2,1,2,2,2,2,2,2,2,,1,1,,2,2,2,4,4,2,2,2,3,3,,1,,9309,59,93,,,52,953.311.048.305.722
600682,1,2,52,60,2,,,,,,,,,,60,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,40000,1,,3,,12,18,2,,18,,,1,14,17,2,,,,,,1,5,,,,2,,,,1,,,,,,,,1,,2,1,204,3,,2,,,,,5,,,,,,,,,,,,,,2,,,,,,,,2,,,,1,25,1,1,1,1,2,1,2,2,2,1,2,2,2,,1,1,,2,2,2,4,4,2,2,3,3,3,,1,,5155,45,51,,,52,953.311.048.305.722
600684,1,1,52,60,2,,,,,,,,,,48,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,500000,1,,3,,12,84,,.,84,,,1,9,21,2,,,,,,1,1,,,,2,,,,1,,,,,,,,1,,2,1,12,1,,1,14,4,,50000,3,,,,,,,,,,,,,,2,,,,,,,,7,,,,2,,,,1,1,2,1,1,2,2,2,2,2,2,,1,1,,2,3,2,3,3,3,2,2,3,5,,1,,9302,57,93,,,52,106.396.530.542.172
600686,1,1,52,60,1,1,,,1,2,,2,2,2,24,1,,1,,415000,2,,,1,150000,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,2,,,,,2,2,2,2,,,,,,,,,,,12,48,,.,48,,,1,14,22,2,,,,,,4,7,,,,2,,,,1,,,,,,,,1,,2,1,18,4,,2,,,,,0,,,,,,,,,,,,,2,2,2,,,,2,,,7,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,8,,1,,5521,53,55,,,52,123.350.950.400.107
600687,1,1,52,60,2,,,,,,,,,,60,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,1000000,1,,3,,12,54,,.,54,,,1,7,16,2,,,,,,1,6,,,,2,,,,1,,,,,,,,1,,2,1,120,4,,2,,,,,0,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,3,4,2,2,2,3,5,,1,,5262,45,52,,,52,122.510.210.593.401
600692,1,1,52,60,1,2,1,,1,1,,1,1,1,336,2,,1,,1700000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,1,,750000,1700000,850000,2,1,1,2,,,,,,,,,,,12,30,2,,30,,,1,7,13,2,,,,,,9,7,,,,1,1,1,28,1,1,,1,,,,,,,1,2,,,,2,,,,,,,,,,,,,,,,,,2,2,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,1,1,1,2,2,2,1,1,3,4,,1,,8042,13,80,,,52,166.826.027.421.086
600692,1,2,52,60,1,2,1,,1,1,,1,1,1,168,2,,5,,1200000,2,,,2,,2,,2,,2,,,49700,,,,2,,1,2,,2,2,2,,,1,,1500000,2200000,1500000,2,1,1,2,,,,,,,,,,,12,40,,.,40,,,2,,,,,,,,,9,7,,,,1,2,1,14,1,1,,,,,,,,,1,1,12,1,,2,,,,,0,,,,,,,,,,,,,2,2,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,1,3,3,3,,1,,4010,85,40,,,52,166.826.027.421.086
600692,1,4,52,60,1,2,1,,1,1,,1,1,1,72,2,,5,,1100000,2,,,2,,2,,2,,2,,,,27000,,2,,,2,1,,2,2,2,,,1,,700000,1100000,1000000,2,1,1,2,,,,,,,,,,,12,30,1,,30,,,1,7,13,2,,,,,,9,7,,,,1,3,1,2,1,1,,,,,,,,,1,1,24,4,,2,,,,,0,,,,,,,,,,,,,2,1,2,,,,2,,,1,,,,1,30,2,1,2,,,,,,,,,,,,,,,1,2,1,3,3,2,1,2,3,4,,1,,8043,13,80,,,52,166.826.027.421.086
600773,1,3,68,60,2,,,,,,,,,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,200000,1,,3,,1,36,2,,36,,,1,6,12,2,,,,,,2,7,,,,1,4,2,5,1,,1,,,,,,,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,2,,,,1,1,2,1,2,2,2,2,2,2,2,,2,1,,2,2,2,3,3,2,2,2,3,3,,1,,5521,53,55,,,68,335.486.369.593.334
600773,3,1,68,60,1,2,2,6,1,1,,2,2,2,24,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,600000,1,,3,,12,30,2,,30,,,1,8,14,2,,,,,,9,7,,,,1,1,2,2,1,1,,,,,,,,,2,1,24,1,,1,12,4,,200000,2,,,,,,,,,,,,,,2,,,,,,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,3,2,2,3,3,3,,1,,8050,39,80,,,68,335.486.369.593.334
600774,1,3,68,60,1,2,2,12,1,1,,1,1,1,6,1,,2,,1500000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,2,,,750000,,2,1,2,2,,,,,,,,,,,9,44,,.,44,,,1,8,12,1,14,18,2,,,8,7,,,,1,1,1,0,1,1,,,,,,,,,1,1,5,1,,2,,,,,3,,,,,,,,,,,,,2,2,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,3,2,2,2,3,3,1,,1,,2899,21,28,,,68,43.491.102.632.651
600775,2,1,68,60,2,,,,,,,,,,144,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,1,2500000,1,,3,,12,72,,.,72,,,1,7,12,1,13,20,2,,,5,2,,,,2,,,,1,,,1,,,,,,,2,1,60,1,,2,,,,,1,,,,,,,,,,,,,,2,,,,,,,,1,,1,2008,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,2,2,,1,,7499,21,74,,,68,289.048.801.157.998
600775,2,2,68,60,1,2,2,3,1,1,,2,1,2,1,1,,2,,550000,2,,,1,150000,2,,2,,2,,,55000,,,,1,,1,2,,2,2,2,,,2,,,,,2,2,2,2,,,,,,,,,,,12,40,,.,40,,,1,9,17,2,,,,,,9,7,,,,1,1,1,1,1,1,,,,,,,,,1,1,12,4,,2,,,,,0,,,,,,,,,,,,,2,1,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,1,,1,,5529,39,55,,,68,289.048.801.157.998
600776,1,1,68,60,2,,,,,,,,,,30,1,,1,,900000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,2,,,450000,450000,2,1,1,2,,,,,,,,,,,12,72,,.,72,,,2,,,,,,,,,9,4,,,,1,1,1,10,1,1,,,,,,,,,2,1,4,1,,2,,,,,2,,,,,,,,,,,,,2,2,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,2,1,,1,,6022,98,60,,,68,385.494.898.539.223
600776,1,2,68,60,1,2,1,,2,1,,1,1,1,60,1,,3,,520000,2,,,2,,2,,2,,2,,,55000,32000,,2,1,,1,1,,2,2,2,,,2,,,230000,230000,2,1,1,2,,,,,,,,,,,11,40,,.,40,,,1,8,12,1,14,18,2,,,9,7,,,,1,1,1,5,1,1,,,,,,,,,1,1,120,1,,2,,,,,0,1,,,,,,,,,,,,2,1,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,3,2,2,2,3,2,1,,1,7491,5135,37,51,7491,74,68,385.494.898.539.223
600777,1,2,68,60,2,,,,,,,,,,1,1,,1,,300000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,2,,,,,2,2,2,2,,,,,,,,,,,12,55,,.,55,,,1,7,12,1,13,18,2,,,5,7,,,,2,,,,1,,,,,,,,1,,2,1,24,1,,2,,,,,0,,,,,,,,,,,,,2,2,2,,,,2,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,3,3,2,2,2,3,3,,1,,1929,80,19,,,68,332.017.721.520.112
600777,1,5,68,60,2,,,,,,,,,,24,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,500000,1,,3,,12,60,,.,60,,,1,7,17,2,,,,,,1,7,,,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,1,1,2,1,2,2,2,2,1,2,2,,2,1,,2,2,2,3,4,2,2,2,2,3,,1,,5223,41,52,,,68,332.017.721.520.112
600778,1,3,68,60,2,,,,,,,,,,264,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,1,300000,1,,3,,12,50,,.,50,,,2,,,,,,,,,1,1,,,,2,,,,1,,,,,,,,1,,2,1,14,1,,2,,,,,0,,,,,,,,,,,,,,2,,,,,,,,1,,1,2007,2,,,,2,,,,,,,,,,,,,,,2,2,2,3,3,2,2,2,3,3,,1,,5231,41,52,,,68,292.997.143.686.834
600778,1,4,68,60,2,,,,,,,,,,84,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,1,2000000,1,,3,,12,40,,.,40,,,2,,,,,,,,,1,7,,,,2,,,,1,,,1,,,,,,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,,1,2007,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,5,,1,,7499,16,74,,,68,292.997.143.686.834
600779,1,1,68,60,1,2,1,,1,1,,1,1,1,60,1,,1,,4200000,2,,,2,,2,,2,,2,,,350000,,,,2,2,1,2,100000,2,1,2,,,1,7200000,3000000,2250000,2250000,1,1,1,2,,,,,,,,,,,12,50,,.,50,,,2,,,,,,,,,7,11,En los santanderes,,,1,1,1,24,1,1,,,1,,,,,,1,1,36,1,,2,,,,,0,,,,,,,,,,,,,2,1,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,1,1,1,2,2,2,2,3,3,2,,1,,2423,43,24,,,68,448.636.360.317.089
600779,1,2,68,60,1,2,2,12,1,1,,1,1,1,10,1,,1,,850000,2,,,2,,2,,2,,2,,,55000,16000,,2,1,,1,1,,2,2,2,,,2,,,400000,98,2,1,1,2,,,,,,,,,,,10,53,,.,53,,,1,8,12,1,14,19,2,,,7,7,,,,1,2,1,23,1,1,,1,,,,,,,1,1,264,1,,2,,,,,60,,,,,,,,,,,,,2,1,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,2,,1,,5233,33,52,,,68,448.636.360.317.089
600779,1,3,68,60,1,2,1,,1,1,,1,1,1,6,1,,1,,500000,2,,,2,,2,,2,,2,,,55000,,,,1,,1,2,,2,2,2,,,2,150000,,90000,,1,1,2,2,,,,,,,,,,,8,48,,.,48,,,1,8,12,1,14,18,2,,,7,7,,,,1,1,1,0,1,1,,,,,,,,,1,1,2,4,,2,,,,,2,,,,,,,,,,,,,2,1,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,,1,,5233,39,52,,,68,448.636.360.317.089
600781,1,1,68,60,1,2,1,,1,1,,1,1,1,282,2,,5,,1500000,2,,,2,,2,,2,,2,,,,,,,,2,2,2,25000,2,1,2,,,1,,750000,1500000,750000,2,1,1,2,,,,,,,,,,,12,45,,.,45,,,1,8,17,2,,,,,,9,7,,,,1,1,1,22,1,1,,,,,,,,,1,2,,,,2,,,,,,,,,,,,,,,,,,2,1,2,,,,2,,,1,,,,2,,,,1,1,1,1,2,2,2,2,2,1,2,,2,1,,2,2,2,2,2,2,1,3,3,5,,1,,7512,39,75,,,68,357.732.980.756.593
600781,1,2,68,60,1,2,1,,1,1,,1,1,1,8,2,,2,,1130000,2,,,2,,2,,2,,2,,,,32000,,2,,1,2,1,86000,2,1,2,,,2,,,600000,,2,1,2,2,,,,,,,,,,,12,45,,.,45,,,1,7,12,1,14,18,2,,,9,7,,,,1,2,1,12,1,1,,,,,,,,,1,1,1,4,,2,,,,,36,,,,,,,,,,,,,2,1,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,3,5,,1,,8060,32,80,,,68,357.732.980.756.593
600782,2,1,68,60,1,2,2,10,1,1,,1,1,1,96,1,,1,,250000,2,,,2,,2,,2,,2,,,27500,,,,2,,1,2,,2,2,2,,,2,,,433700,,2,1,2,2,,,,,,,,,,,12,60,,.,60,,,1,6,18,2,,,,,,8,7,,,,1,1,1,10,1,1,,,,,,,,,1,1,72,1,,2,,,,,0,,,,,,,,,,,,,2,1,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,5,,1,,8043,58,80,,,68,325.284.128.076.915
600783,1,2,68,60,2,,,,,,,,,,72,3,,1,,150000,2,,,1,300000,1,200000,2,,2,,,,,,,,,2,2,,2,2,2,,,2,,,150000,,2,1,2,2,,,,,,,,,,,12,70,,.,70,,,2,,,,,,,,,1,1,,,,2,,,,1,,,,,,,,1,,2,1,48,1,,2,,,,,0,,,,,,,,,,,,,2,2,2,,,,2,,,1,,,,2,,,,1,1,2,1,2,2,2,2,2,2,2,,2,2,,2,2,2,3,3,2,2,3,3,5,,1,,9500,54,95,,,68,236.427.407.062.568
600784,1,1,68,60,2,,,,,,,,,,96,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,350000,1,,3,,12,35,1,,35,,,2,,,,,,,,,1,2,,,,1,2,2,20,1,1,,,,,,,,,2,1,266,2,,2,,,,,24,,,,,,,,,,,,,,2,,,,,,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,,1,,5261,45,52,,,68,436.020.598.881.602
600784,1,2,68,60,2,,,,,,,,,,60,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,600000,1,,3,,12,40,,.,0,1,,2,,,,,,,,,1,7,,,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,4,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,,1,,9241,18,92,,,68,436.020.598.881.602
600784,1,3,68,60,1,2,1,,1,1,,1,1,1,6,1,,1,,520000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,2,,,200000,,2,1,2,2,,,,,,,,,,,6,48,,.,48,,,1,8,12,1,14,18,2,,,5,7,,,,1,1,1,0,1,1,,,,,,,,,1,1,12,1,,2,,,,,18,,,,,,,,,,,,,2,1,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,,1,,5241,33,52,,,68,436.020.598.881.602
600785,1,1,68,60,1,2,1,,1,1,,1,1,1,264,2,,1,,1200000,2,,,2,,2,,2,,2,,,,15300,,2,,,2,1,,2,2,1,260000,1,2,,,900000,450000,2,1,1,2,,,,,,,,,,,12,48,,.,48,,,2,,,,,,,,,9,7,,,,1,1,1,22,1,1,,,,,,,,,1,1,9,2,,2,,,,,0,,,,,,,,,,,,,2,1,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,,1,,7524,58,75,,,68,453.791.305.024.018
600785,1,2,68,60,1,2,1,,1,1,,1,1,1,144,2,,5,,1500000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,2,,,750000,750000,2,1,1,2,,,,,,,,,,,12,30,1,,30,,,1,6,12,2,,,,,,9,8,,,,1,3,1,14,1,1,,,,,,,,,1,2,,,,2,,,,,,,,,,,,,,,,,,2,1,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,,1,,8043,13,80,,,68,453.791.305.024.018
600785,1,3,68,60,1,2,2,4,1,1,,1,1,1,4,1,,1,,600000,2,,,2,,2,,2,,2,,,55000,,,,1,,1,2,,2,2,2,,,2,,,238000,,2,1,2,2,,,,,,,,,,,4,48,,.,48,,,2,,,,,,,,,9,7,,,,1,1,1,0,1,1,,,,,,,,,2,2,,,,2,,,,,,,,,,,,,,,,,,2,1,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,,1,,5211,33,52,,,68,453.791.305.024.018
600786,1,1,68,60,2,,,,,,,,,,156,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,1,1200000,1,,3,,12,60,,.,60,,,2,,,,,,,,,1,8,,,,2,,,,1,,,,,,,,1,,2,1,36,1,,2,,,,,2,,,,,,,,,,,,,,2,,,,,,,,3,,1,2008,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,2,3,,1,,140,3,1,,,68,345.379.142.749.221
600787,1,2,68,60,1,2,2,12,1,1,,1,1,1,14,1,,1,,461500,2,,,2,,2,,2,,2,,,240000,,,,2,,1,2,,2,2,2,,,2,,,238000,238000,2,1,1,2,,,,,,,,,,,12,48,,.,48,,,1,8,12,1,14,18,2,,,9,7,,,,1,1,1,3,1,1,,,,,,,,,1,1,6,1,,2,,,,,24,,,,,,,,,,,,,2,1,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,,1,,5241,37,52,,,68,383.837.727.506.115
600787,1,3,68,60,1,2,2,9,1,1,,1,1,1,36,1,,1,,461500,2,,,1,80000,2,,2,,2,,,55000,31500,,2,2,,1,1,,2,2,2,,,2,,,466000,238000,2,1,1,2,,,,,,,,,,,12,50,,.,50,,,1,7,13,1,14,17,1,7,12,7,7,,,,1,2,1,8,1,1,,,,,,,,,1,1,36,1,,2,,,,,3,,,,,,,,,,,,,2,1,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,3,3,2,2,2,2,2,3,2,3,,1,,8043,53,80,,,68,383.837.727.506.115
600788,1,2,68,60,2,,,,,,,,,,24,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,300000,1,,3,,12,45,,.,45,,,2,,,,,,,,,1,2,,,,2,,,,1,,,,,,,,1,,2,1,60,1,,2,,,,,72,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,3,3,,1,,7493,55,74,,,68,446.754.195.955.043
