DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S8;P7420S7A1;P7422;P7422S1;P9460;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;RAMA4D_D;DPTO;fex_c_2011
2005581;1;2;1;70;05;1;48;1; ;2;104;1; ;5;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;44;80;1;1;8060;05;914,142798058742
2005582;1;1;1;70;05;156;48;1; ;2;364;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;45;36;1;2;3699;05;893,878358160236
2005585;1;1;1;70;05;104;48;1; ;2;4;1; ;5;2; ; ; ; ; ; ; ; ; ;1; ;1;180000;2;45;37;18;1;2;1810;05;862,567770760097
2005591;1;2;1;70;05;28;48;1; ;2;28;1; ;6;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;39;18;1;2;1810;05;879,508489913189
2005609;1;1;1;70;05;16;48;4; ;2;16;5; ;8;1; ; ;1; ; ;1; ; ; ; ; ;2; ;2;95;95;45;1;2;4521;05;1128,24068828251
2005616;1;5;1;70;05;24;48;1; ;2;24;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;55;55;85;1;2;8511;05;1254,55633298824
2005617;1;2;1;70;05;40;48;1; ;2;40;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;2;4521;05;935,286587039598
2005617;1;3;1;70;05;3;48;1; ;2;3;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;320000;2;37;59;93;1;1;9309;05;935,286587039598
2005619;1;5;1;70;05;22;48;1; ;2;96;1; ;4;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;39;97;60;1;2;6042;05;803,525415371337
2005619;1;8;1;70;05;6;24;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;05;803,525415371337
2005628;1;4;1;70;05;4;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;05;1041,15200375596
2005632;1;3;1;70;05;1;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;05;954,06331922941
2005635;1;2;1;70;05;110;60;1; ;2;110;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;97;97;45;1;2;4530;05;1647,00144994307
2005635;1;4;1;70;05;43;24;1; ;2;43;1; ;4;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;83;29;1;2;2929;05;1647,00144994307
2005637;1;3;1;70;05;4;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;39; ; ;1;1; ;05;972,306187530747
2005639;1;6;1;70;05;40;48;1; ;2;40;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;58;95;45;1;2;4521;05;503,69833076358
2005641;1;3;1;70;05;120;48;4; ;2;120;1; ;6;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;98;59;93;1;2;9309;05;1146,54301906691
2005642;1;3;1;70;05;110;48;4; ;2;110;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;59;53;55;1;2;5521;05;954,710833222568
2005642;1;7;1;70;05;24;40;1; ;2;24;4; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;59;75;1;2;7512;05;954,710833222568
2005643;1;1;1;70;05;116;48;4; ;2;116;4; ;1;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;93;95;45;1;2;4521;05;1028,23382389254
2005644;1;5;1;70;05;1;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;05;590,066356006424
2005653;1;1;1;70;05;16;50;1; ;2;16;1; ;2;3; ; ; ; ;1; ; ; ; ; ; ;2; ;2;16;16;22;1;2;2220;05;951,618564400751
2005653;1;2;1;70;05;3;48;5; ;2;16;5; ;2;3; ; ; ; ; ;1; ; ; ; ; ;2; ;2;41;41;52;1;1;5244;05;951,618564400751
2005657;1;3;1;70;05;4;40;1; ;2;48;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;1;5234;05;1072,4625911561
2005668;1;3;1;70;05;20;48;1; ;2;48;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;44;64;1;2;6424;05;854,527949733525
2005669;1;2;1;70;05;1;70;1; ;2;300;1; ;5;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;79;18;1;1;1810;05;540,987004921946
2005676;1;2;1;70;05;4;40;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;05;781,314195401946
2005679;1;3;1;70;05;3;48;1; ;2;4;1; ;8;1; ; ; ; ;1; ; ; ; ; ; ;1;496900;2;45;85;45;1;1;4542;05;1190,33654029186
2005682;1;2;1;70;05;48;48;1; ;2;72;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;56;93;1;2;9301;05;1178,27678969853
2005699;1;2;1;70;05;48;48;4; ;2;48;4; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;57;32;75;1;2;7512;05;1073,3865501454
2005702;1;4;1;70;05;24;48;1; ;2;48;1; ;7;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;79;18;1;2;1810;05;1003,67623741395
2005720;1;1;1;70;05;20;48;1; ;2;20;1; ;4;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;79;79;18;1;2;1810;05;1247,79368989561
2005720;1;4;1;70;05;16;48;1; ;2;16;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;1;190000;2;45;83;28;1;2;2812;05;1247,79368989561
2005729;1;1;1;70;05;4;50;4; ;2;4;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;98;98;60;1;1;6031;05;1035,93792871703
2005732;1;4;1;70;05;8;48;1; ;2;50;1; ;5;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;79;18;1;1;1810;05;1163,97867627208
2005741;1;7;1;70;05;20;48;1; ;2;20;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;2;5233;05;1212,10388674792
2005745;1;3;1;70;05;16;48;1; ;2;16;1; ;5;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;55;1;2;5512;05;608,585248496366
2005747;1;1;1;70;05;16;48;1; ;2;16;1; ;8;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;97;97;60;1;2;6041;05;1236,01699593905
2005753;1;3;1;70;05;12;48;1; ;2;52;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;53;55;1;1;5521;05;993,614844790208
2005755;1;2;1;70;05;2;48;1; ;2;24;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;1;5232;05;837,092292528355
2005756;1;4;1;70;05;1;48;2; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;58; ; ;1;1; ;05;1123,45283318076
2005758;1;2;1;70;05;12;48;1; ;2;12;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;58;58;74;1;1;7492;05;1100,80310093666
2005767;1;2;1;70;05;1;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;05;699,013365977144
2005771;1;2;1;70;05;3;48;3; ;2;8;1; ;5;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;79;18;1;1;1810;05;823,181113477904
2005771;1;3;1;70;05;4;48;1; ;2;4;1; ;4;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;79;79;18;1;1;1810;05;823,181113477904
2005776;1;1;1;70;05;8;48;1; ;2;8;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;1;4521;05;1053,13657965741
2005779;1;6;1;70;05;8;48;1; ;2;8;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;1;4521;05;986,477586473567
2005789;1;2;1;70;05;50;24;1; ;2;254;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;79;18;1;2;1810;05;1109,15168304861
2005791;1;3;1;70;05;8;48;1; ;2;8;1; ;6;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;16;16;18;1;1;1810;05;1192,28293719715
2005794;1;2;1;70;05;2;48;1; ;2;20;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;85;45;1;1;4542;05;548,970400171149
2005794;1;3;1;70;05;50;48;1; ;2;50;1; ;4;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;79;97;18;1;2;1810;05;548,970400171149
2005795;1;5;1;70;05;8;48;1; ;2;2;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;12;45;52;1;1;5233;05;790,457696272535
2005803;1;5;1;70;05;12;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;87; ; ;1;1; ;05;939,177822648441
2005805;1;2;1;70;05;2;48;1; ;2;104;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;59;59;85;1;1;8531;05;772,227120308724
2005805;1;4;1;70;05;12;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;05;772,227120308724
2005806;1;3;1;70;05;78;48;1; ;2;78;1; ;7;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;55;22;1;2;2220;05;692,884435890757
2005806;1;4;1;70;05;4;48;1; ;2;52;1; ;7;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;97;92;22;1;1;2220;05;692,884435890757
2005807;1;1;1;70;05;16;48;4; ;2;20;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;87;83;28;1;2;2811;05;744,753284107392
2005807;1;4;1;70;05;12;48;1; ;2;104;1; ;5;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;59;93;1;1;9309;05;744,753284107392
2005812;1;1;1;70;05;12;24;4; ;2;12;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;50000;2;41;41;52;1;1;5233;05;1184,01878540891
2005814;2;2;2;70;05;3;20;1; ;2;36;4; ;9;1; ; ; ; ; ; ; ; ; ;1; ;1;200000;2;03;03;80;1;1;8050;05;1432,90355971931
2005815;1;4;1;70;05;44;48;1; ;2;45;1; ;3;5; ; ; ; ; ; ; ; ; ;1; ;2; ;2;33;33;55;1;2;5521;05;1383,29064153477
2005819;1;1;1;70;05;4;48;1; ;2;5;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;240000;2;45;45;52;1;1;5231;05;714,486914068209
2005821;1;1;1;70;05;8;48;3; ;2;8;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;1;9500;05;640,414730466541
2005821;1;2;1;70;05;2;24;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;05;640,414730466541
2005829;1;4;1;70;05;3;48;1; ;2;3;1; ;9;5; ; ; ; ; ; ; ; ; ;1; ;1;245000;2;39;39;17;1;1;1720;05;719,70098910714
2005833;1;2;1;70;08;36;48;1; ;2;36;1; ;6;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;11;33;52;1;2;5211;08;615,432192269242
2005836;1;5;1;70;08;2;48;1; ;2;2;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;1;600000;2;32;32;22;1;1;2212;08;583,2709631676
2005858;1;4;1;70;08;60;48;1; ;2;60;1; ;7;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;94;92;22;1;2;2220;08;648,917304233362
2005882;1;2;1;70;08;20;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;55; ; ;1;2; ;08;635,910611782095
2005884;1;2;1;70;08;52;48;1; ;2;52;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;2;5211;08;562,83543865354
2005884;2;3;2;70;08;52;48;1; ;2;48;1; ;8;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;25;1;2;2529;08;562,83543865354
2005887;1;1;1;70;08;4;48;1; ;2;60;3; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;54;95;1;1;9500;08;634,600200889325
2005889;1;3;1;70;08;2;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;97; ; ;1;1; ;08;587,93821533697
2005898;1;1;1;70;08;32;48;1; ;2;32;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;58;58;74;1;2;7492;08;381,485767201255
2005920;1;4;1;70;08;1;48;1; ;2;1;1; ;7;1; ; ; ; ; ; ; ; ; ;1; ;1;850000;2;58;58;10;1;1;1010;08;505,229323028894
2005924;1;11;1;70;08;36;54;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;2; ;08;462,400942658929
2005945;1;1;1;70;08;99;50;1; ;2;99;1; ;8;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;98;98;45;1;2;4530;08;657,878939012482
2005951;1;1;1;70;08;99;50;1; ;2;99;1; ;7;1; ; ; ; ; ; ; ; ;1; ;YA ES PENSIONADO;2; ;2;06;06;85;1;2;8512;08;748,622874310865
2005951;1;3;1;70;08;2;50;1; ;2;2;1; ;5;2; ; ; ; ; ; ; ; ; ;1; ;2; ;9;32;32;75;1;1;7513;08;748,622874310865
2005964;1;4;1;70;08;12;48;1; ;2;28;1; ;5;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;39;39;28;1;1;2811;08;654,12479133246
2005967;1;3;1;70;08;8;48;1; ;2;8;1; ;6;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;33;63;1;1;6390;08;597,187276761861
2005980;2;1;2;70;08;12;48;1; ;2;12;1; ;5;6; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;1;5211;08;773,9686984138
2005983;1;2;1;70;08;30;48;4; ;2;30;4; ;1;6; ; ; ; ; ; ; ; ; ;1; ;2; ;2;41;45;52;1;2;5223;08;614,604558593142
2005984;1;6;1;70;08;6;48;4; ;2;6;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;41;97;60;1;1;6042;08;684,811019261718
2005988;1;3;1;70;08;12;48;1; ;2;24;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;59;59;85;1;1;8513;08;540,145264109849
2006025;1;6;1;70;11;28;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;2; ;11;2585,69316137499
2006050;1;2;1;70;11;6;48;1; ;2;16;3; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;54;95;1;1;9500;11;2339,97314973503
2006070;1;3;1;70;11;8;48;4; ;2;8;1; ;3;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;59;53;55;1;1;5530;11;2320,12746613733
2006071;2;2;2;70;11;16;48;1; ;2;16;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;32;80;1;2;8050;11;2183,67104020899
2006080;1;3;1;70;11;12;48;1; ;2;12;3; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;34;54;95;1;1;9500;11;2598,74141275777
2006081;1;4;1;70;11;3;48;1; ;2;3;1; ;9;3; ; ; ; ; ; ; ; ; ;1; ;1;650000;2;32;39;55;1;1;5521;11;2426,75826591502
2006082;1;3;1;70;11;8;48;1; ;2;8;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;39;39;74;1;1;7421;11;2465,61440280821
2006087;1;1;1;70;11;28;48;1; ;2;32;5; ;3;9;CARTA DE DESPLAZADOS; ; ; ; ; ; ; ; ;1; ;2; ;2;95;62;01;1;2;0118;11;2322,47460379656
2006087;1;2;1;70;11;28;48;1; ;2;28;6; ;3;9;CARTA DE DESPLAZADOS; ; ; ; ; ; ; ; ;1; ;2; ;2;53;53;01;1;2;0113;11;2322,47460379656
2006092;1;2;1;70;11;24;40;4; ;2;52;1; ;5;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;56;53;85;1;2;8511;11;2571,1413406885
2006094;1;1;1;70;11;1;72;1; ;2;1;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;1;450000;2;45;44;93;1;1;9303;11;2652,12709983574
2006100;1;2;1;70;11;4;60;1; ;2;4;3; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;400000;2;56;54;95;1;1;9500;11;2065,13622676952
2006103;1;4;1;70;11;24;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;53; ; ;1;2; ;11;2620,98210549993
2006106;1;1;1;70;11;48;50;1; ;2;96;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;16;16;22;1;2;2212;11;2312,224037945
2006107;1;1;1;70;11;4;48;1; ;2;128;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;07;07;85;1;1;8511;11;2320,49726596805
2006108;1;2;1;70;11;8;48;1; ;2;8;1; ;5;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;81;81;36;1;1;3611;11;2253,67198610886
2006108;1;3;1;70;11;4;48;1; ;2;48;1; ;3;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;1;5233;11;2253,67198610886
2006118;1;2;1;70;11;32;48;1; ;2;32;3; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;54;95;1;2;9500;11;2277,46495618631
2006127;1;3;1;70;11;4;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;11; ; ;1;1; ;11;1785,87835865121
2006142;1;1;1;70;11;36;48;1; ;2;40;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;2;5239;11;2276,85861229289
2006144;1;3;1;70;11;52;50;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;95; ; ;1;2; ;11;2644,12109352751
2006145;1;2;1;70;11;3;48;3; ;2;3;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;1;9500;11;2467,59320669227
2006145;1;3;1;70;11;4;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;37; ; ;1;1; ;11;2467,59320669227
2006157;1;3;1;70;11;52;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;2; ;11;2465,61440280821
2006158;1;5;1;70;11;4;48;1; ;2;8;1; ;3;1; ; ;1; ; ; ; ; ; ; ; ;2; ;2;39;45;52;1;1;5244;11;1938,662379621
2006172;1;4;1;70;11;16;56;4; ;2;16;1; ;3;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;45;51;1;2;5155;11;2338,6786373271
2006186;1;1;1;70;11;2;48;1; ;2;8;1; ;9;1; ; ;1; ; ; ; ; ; ; ; ;2; ;2;58;58;74;1;1;7492;11;2322,47460379656
2006197;1;2;1;70;11;12;48;1; ;2;12;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;97;97;15;1;1;1589;11;2432,22631498462
2006201;1;2;1;70;11;3;48;1; ;2;32;1; ;4;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;37;74;1;1;7499;11;2463,6370649797
2006202;1;5;1;70;11;48;48;1; ;2;48;1; ;4;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;32;36;1;2;3611;11;2245,59287800217
2006203;1;1;1;70;11;48;48;1; ;2;48;1; ;9;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;99;90;1;2;9000;11;2551,78396610521
2006206;1;3;1;70;11;12;48;1; ;2;2;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;400000;2;39;95;45;1;1;4521;11;2237,23091233364
2006207;1;2;1;70;11;48;24;4; ;2;156;1; ;6;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;54;85;1;2;8532;11;2563,71132830447
2006207;1;5;1;70;11;48;48;1; ;2;114;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;54;95;1;2;9500;11;2563,71132830447
2006208;2;1;2;70;11;48;48;1; ;2;2;4; ;1;2; ; ; ; ; ; ; ; ; ;1; ;1;80000;2;45;84;50;1;2;5020;11;2490,65424713714
2006220;1;5;1;70;11;8;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;11;2442,55336236334
2006222;1;3;1;70;11;24;72;4; ;2;26;4; ;1;5; ; ; ; ; ; ; ; ; ;1; ;2; ;2;98;98;60;1;2;6021;11;2156,24515318641
2006246;1;4;1;70;11;32;48;1; ;2;52;1; ;3;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;57;93;1;2;9302;11;2634,91184123333
2006252;1;3;1;70;11;2;48;1; ;2;4;1; ;8;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;33;33;26;1;1;2691;11;2695,20170924995
2006254;1;1;1;70;11;52;48;5; ;2;52;4; ;7;1; ; ; ; ; ; ; ; ;1; ;ESPERANDO LA EDAD PARA RECIBIR LA P;2; ;2;02;02;72;1;2;7220;11;2261,11262005658
2006254;1;3;1;70;11;12;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;19; ; ;1;1; ;11;2261,11262005658
2006254;1;5;1;70;11;2;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;11;2261,11262005658
2006258;1;3;1;70;13;2;48;1; ;2;2;1; ;9;5; ; ; ; ; ; ; ; ; ;1; ;1;400000;2;39;39;64;1;1;6412;13;373,136654411807
2006259;1;6;1;70;13;104;48;3; ;2;4;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;59;85;1;2;8512;13;440,406524776637
2006268;1;2;1;70;13;12;48;1; ;2;52;4; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;39;75;1;1;7512;13;394,242944230712
2006273;1;2;1;70;13;6;48;1; ;2;6;3; ;2;5; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;54;95;1;1;9500;13;404,47083736708
2006274;1;2;1;70;13;8;48;1; ;2;2;6; ;2;5; ; ; ; ; ; ; ; ; ;1; ;2; ;2;59;45;52;1;1;5211;13;331,455947187378
2006275;1;4;1;70;13;26;40;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;53; ; ;1;2; ;13;325,531641277023
2006277;1;5;1;70;13;208;48;1; ;2;200;1; ;5;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;85;1;2;8514;13;405,563207825618
2006280;1;1;1;70;13;52;48;1; ;2;52;1; ;9;1; ; ; ; ; ; ; ;1; ; ; ;2; ;2;45;77;15;1;2;1512;13;318,367051110909
2006293;1;6;1;70;13;28;48;1; ;2;28;4; ;1;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;84;98;60;1;2;6031;13;433,83056362306
2006296;1;1;1;70;13;28;48;4; ;2;28;4; ;1;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;36;1;2;3611;13;404,645451276058
2006314;1;1;1;70;13;52;48;1; ;2;156;1; ;9;1; ; ; ; ; ; ; ;1; ; ; ;2; ;2;39;39;15;1;2;1591;13;347,725629367962
2006318;1;2;1;70;13;26;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;33; ; ;1;2; ;13;385,326125009039
