DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S8;P7420S7A1;P7422;P7422S1;P9460;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;RAMA4D_D;DPTO;fex_c_2011
2030715;1;4;1;70;2;60;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;62; ; ;1;2; ;13;959,531169185334
2030756;1;6;1;70;2;20;48;3; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;54; ; ;1;2; ;13;875,347884080561
2031160;1;2;1;70;2;4;20;4; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;18;505,452753720579
2031165;1;2;1;70;2;48;46;3; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;54; ; ;1;2; ;18;419,566371862535
2031167;1;1;1;70;2;12;60;3; ;2;12;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;1;9500;18;317,484784593528
2031171;1;3;1;70;2;2;48;3; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;54; ; ;1;1; ;18;570,891107724572
2031184;1;3;1;70;2;2;48;3; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;54; ; ;1;1; ;18;374,511346989985
2031191;1;3;1;70;2;2;48;4; ;2;4;8; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;61;62;01;1;1;0121;18;301,333625111259
2031196;1;2;1;70;2;12;48;4; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;53; ; ;1;1; ;18;312,716985634742
2031198;1;3;1;70;2;8;60;8; ;2;8;8; ;2;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;62;62;01;1;1;0121;18;496,499710861892
2031212;1;3;1;70;2;16;24;4; ;2;48;4; ;1;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;54;74;1;2;7493;18;289,486951797005
2031216;1;2;1;70;2;24;48;4; ;2;96;1; ;2;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;74;1;2;7493;18;312,154954953984
2031221;1;2;1;70;2;20;50;4; ;2;30;4; ;1;6; ; ; ; ; ; ; ; ; ;1; ;2; ;2;61;61;01;1;2;0140;18;470,570328209854
2031225;1;3;1;70;2;8;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;13; ; ;1;1; ;18;455,094560157274
2031235;1;3;1;70;2;16;24;4; ;2;18;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;61;61;01;1;2;0121;18;381,068552958891
2031237;1;3;1;70;2;12;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;18;298,055022126806
2031245;1;3;1;70;2;6;48;1; ;2;8;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;1;5261;18;201,164370754983
2031247;1;2;1;70;2;16;48;4; ;2;26;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;74;1;2;7493;18;431,792136186493
2031306;1;3;1;70;2;12;60;3; ;2;12;3; ;1;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;1;9500;18;312,154954953984
2031308;1;3;1;70;2;2;50;1; ;2;3;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;1;300000;2;62;62;01;1;1;0121;18;2152,0699124929
2031777;1;5;1;70;2;8;48;8; ;2;10;8; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;62;62;01;1;1;0121;20;1209,24479912675
2031778;1;3;1;70;2;20;48;2; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;59; ; ;1;2; ;20;1297,52963962497
2031985;1;1;1;70;2;20;40;3; ;2;20;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;2;9500;23;2085,78077340482
2031986;1;2;1;70;2;50;40;3; ;2;50;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;2;9500;23;1861,90162298564
2031986;1;4;1;70;2;20;40;3; ;2;20;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;2;9500;23;1861,90162298564
2031987;1;2;1;70;2;4;40;3; ;2;4;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;120000;2;54;54;95;1;1;9500;23;2356,87467969851
2031989;1;3;1;70;2;6;20;1; ;2;40;3; ;1;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;54;95;1;1;9500;23;1759,98768285543
2032025;1;2;1;70;2;4;48;1; ;2;4;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;53;55;1;1;5521;23;2149,87813610618
2032025;1;3;1;70;2;2;48;3; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;54; ; ;1;1; ;23;2149,87813610618
2032030;1;1;1;70;2;4;48;3; ;2;48;3; ;1;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;1;9500;23;1925,21614211402
2032034;1;4;1;70;2;8;48;3; ;2;208;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;1;9500;23;1833,69190420747
2032240;1;4;1;70;2;80;50;4; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;59; ; ;1;2; ;44;1498,46673338469
2032244;1;1;1;70;2;28;48;1; ;2;28;4; ;1;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;95;45;1;2;4530;44;1354,45424368882
