PERIODO;MES;PER;DIRECTORIO;SECUENCIA_P;HOGAR;REGIS;AREA;CLASE;FEX_C18;DPTO;P4000;P4010;P4020;P4030S1;P4030S1A1;P4030S2;P4030S3;P4030S4;P4030S4A1;P4030S5;P70;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090S1;P5100;P5110;P5130;P5140;P5222S1;P5222S2;P5222S3;P5222S4;P5222S5;P5222S6;P5222S7;P5222S8;P5222S9;P5222S10;P5222S8A1;P6008
20220521;05;2022;7061841;1;1;01;;2;1207.8335191;44;1;1;2;1;1;2;2;2;;2;1;2;1;2;1;4;6;4;4;4;;;;70000;;;;;;;;;;1;;;5
20220521;05;2022;7061842;1;1;01;;2;1010.300915;44;1;4;2;1;1;2;2;2;;2;1;1;1;6;;4;6;5;5;4;;;;200000;;;;;;;;;;1;;;1
20220521;05;2022;7061843;1;1;01;;2;1164.3234548;44;1;8;1;1;1;2;2;2;;2;1;1;1;6;;4;6;5;5;5;;;;100000;;;;;;;;;;1;;;3
20220521;05;2022;7061844;1;1;01;;2;1110.4390777;44;1;4;1;1;1;2;2;2;;2;1;2;2;6;;4;6;1;5;4;;;;50000;;;;;;;;;;1;;;8
20220521;05;2022;7061845;1;1;01;;2;1010.300915;44;1;4;2;1;1;2;2;2;;2;1;2;1;2;1;4;6;5;5;5;;;;100000;;;;;;;;;;1;;;1
20220521;05;2022;7061846;1;1;01;;2;833.01819414;44;1;5;1;1;1;2;2;2;;2;1;2;1;6;;4;6;5;5;5;;;;200000;;;;;;;;;;1;;;2
20220521;05;2022;7061847;1;1;01;;1;677.38911035;44;1;1;2;1;1;1;2;1;2;2;1;4;3;2;1;1;10;1;3;3;;;;;200000;;;;;;;;;1;;;3
20220521;05;2022;7061848;1;1;01;;1;860.45495234;44;1;1;2;1;1;1;1;1;3;1;1;3;1;1;1;1;10;1;3;1;;;60000000;300000;;;1;;;;;;;;;;2
20220521;05;2022;7061849;1;1;01;;1;678.55163562;44;1;1;2;1;1;1;1;1;3;2;1;2;1;2;1;1;8;2;3;3;;;;;200000;;;;;;;;;1;;;3
20220521;05;2022;7061850;1;1;01;;1;858.62436907;44;1;1;2;1;1;1;1;1;3;1;1;3;2;1;1;1;10;1;3;1;;;40000000;450000;;;;;;;;;;1;;;3
20220521;05;2022;7061851;1;1;01;;1;860.45495234;44;1;1;4;1;1;1;1;1;3;1;1;3;1;1;1;1;10;1;3;1;;;60000000;300000;;;;;;;;;;1;;;2
20220521;05;2022;7061852;1;1;01;;1;475.9347138;44;3;1;4;1;1;1;2;1;3;1;1;1;1;2;1;1;10;1;3;3;;;;;150000;;;;;;;;;1;;;3
20220521;05;2022;7061853;1;1;01;;1;483.84844747;44;3;1;4;1;1;1;2;1;3;1;1;1;1;2;1;1;10;1;3;1;;;60000000;200000;;;;;;;;;;1;;;2
20220521;05;2022;7061854;1;1;01;;1;533.76069638;44;1;8;2;1;1;2;2;1;2;1;1;1;1;2;1;1;1;1;4;5;;;;150000;;;;;;;;;;1;;;4
20220521;05;2022;7061855;1;1;01;;1;616.93152466;44;1;1;2;1;1;2;2;1;3;1;1;1;1;2;2;1;10;1;4;3;;;;;180000;;;;;;;;;1;;;3
20220521;05;2022;7061856;1;1;01;;1;594.43225551;44;1;8;1;1;1;2;2;1;3;1;1;1;1;2;1;1;10;1;4;3;;;;;150000;;;;;;;;;1;;;3
20220521;05;2022;7061857;1;1;01;;2;244.20831613;54;1;1;2;1;2;2;2;2;;2;1;3;1;2;1;4;2;1;5;4;;;;250000;;;;;;;;;;1;;;3
20220521;05;2022;7061858;1;1;01;;2;154.74319924;54;1;2;3;1;2;2;2;2;;1;1;4;3;2;1;4;2;1;4;1;;;99;100000;;;1;;;;;;;;;;4
20220521;05;2022;7061859;1;1;01;;2;294.66927396;54;1;1;3;1;2;2;2;2;;2;1;3;2;2;1;4;2;1;5;1;;;98;150000;;;;;;;;;;1;;;4
20220521;05;2022;7061860;1;1;01;;2;496.10213018;54;1;1;2;1;2;2;2;2;;2;1;4;4;2;1;4;2;1;5;1;;;98;200000;;;;;;;;;;1;;;7
20220521;05;2022;7061861;1;1;01;;2;244.80274104;54;1;4;2;1;2;2;2;2;;1;1;2;2;2;1;3;2;1;5;4;;;;100000;;;;;;;;;;1;;;2
20220521;05;2022;7061862;1;1;01;;2;189.74175064;54;1;1;2;1;2;2;2;2;;2;1;3;2;2;1;2;2;1;4;3;;;;;2000000;;;;;;;;;1;;;3
20220521;05;2022;7061863;1;1;01;;2;173.30848683;54;1;4;2;1;2;2;2;2;;1;1;2;1;2;1;4;2;1;5;1;;;99;100000;;;;;;;;;;1;;;2
20220521;05;2022;7061864;1;1;01;;2;442.57873864;54;1;1;2;1;1;2;2;2;;2;1;2;2;2;1;4;6;1;5;1;;;98;100000;;;;;;;;;;1;;;6
20220521;05;2022;7061865;1;1;01;;2;408.16206073;54;1;5;1;1;1;2;2;1;2;1;1;2;2;3;1;1;2;4;4;4;;;;150000;;;;;;;;;;1;;;6
20220521;05;2022;7061866;1;1;01;;2;263.18946517;54;1;1;2;1;1;2;2;2;;2;1;3;2;2;1;4;6;1;5;4;;;;300000;;;;;;;;;;1;;;1
20220521;05;2022;7061867;1;1;01;;2;194.70390006;54;1;5;1;1;1;2;2;2;;2;1;1;1;3;1;4;6;2;5;1;;;98;100000;;;;;;;;;;1;;;3
20220521;05;2022;7061868;1;1;01;;2;353.72236228;54;1;1;4;1;2;2;2;2;;1;1;2;2;2;1;2;2;1;4;1;;;99;300000;;;1;;;;1;;;;;;4
20220521;05;2022;7061869;1;1;01;;2;244.80274104;54;1;1;2;1;2;2;2;1;2;1;1;2;2;2;1;1;2;1;4;4;;;;150000;;;;;;;;;;1;;;2
20220521;05;2022;7061871;1;1;01;;2;283.75546378;54;1;1;4;1;2;2;2;1;2;2;1;4;2;2;1;1;3;3;4;1;;;98;300000;;;;;;;;;;1;;;3
20220521;05;2022;7061872;1;1;01;;2;484.54720325;54;1;1;2;1;1;2;2;1;2;2;1;3;2;2;1;1;4;3;4;1;;;99;200000;;;;;;;;;;1;;;3
20220521;05;2022;7061873;1;1;01;;2;220.68616684;54;1;5;4;1;1;2;2;1;2;2;1;2;1;2;1;1;4;1;4;4;;;;100000;;;;;;;;;;1;;;1
20220521;05;2022;7061874;1;1;01;;2;591.87001731;54;1;1;2;1;1;2;2;1;2;2;1;3;2;2;1;1;5;1;4;4;;;;200000;;;;;;;;;;1;;;6
20220521;05;2022;7061875;1;1;01;;2;261.63590851;54;1;1;4;1;2;2;2;1;3;1;1;3;2;2;1;1;1;1;4;1;;;98;200000;;;;;;;;;;1;;;3
20220521;05;2022;7061876;1;1;01;;2;367.92996383;54;1;1;2;1;2;2;2;1;3;2;1;1;1;2;1;1;3;1;4;3;;;;;150000;;;;;;;;;1;;;1
20220521;05;2022;7061878;1;1;01;;2;648.15530318;54;1;1;2;1;2;2;2;1;2;2;2;1;1;2;1;1;3;5;4;1;;;98;200000;;;;;;;;;;1;;;4
20220521;05;2022;7061878;2;2;01;;2;648.15530318;54;1;1;2;1;2;2;2;1;2;2;2;1;1;2;1;1;3;1;4;4;;;;250000;;;;;;;;;;;1;;5
20220521;05;2022;7061879;1;1;01;;2;349.47062981;54;1;1;2;1;1;2;2;2;;1;1;1;1;2;1;5;1;1;5;1;;;98;300000;;;;;;;;;;1;;;4
20220521;05;2022;7061880;1;1;01;;2;484.64033976;54;1;1;2;1;1;2;1;1;3;1;1;2;1;1;1;1;1;1;4;1;;;98;300000;;;;;;;;;;1;;;4
20220521;05;2022;7061881;1;1;01;;2;431.18259164;54;1;1;2;1;1;2;1;1;3;1;1;3;2;1;1;1;1;3;4;3;;;;;120000;;;;;;;;;1;;;4
20220521;05;2022;7061882;1;1;01;;2;459.91245479;54;1;1;2;1;1;2;2;1;2;1;1;3;1;2;1;1;2;1;4;2;;850000;50000000;250000;;;1;;;;1;;;;;;1
20220521;05;2022;7061883;1;1;01;;2;242.39968347;54;1;1;2;1;1;1;1;1;3;1;1;3;2;1;1;1;1;1;3;1;;;98;300000;;;;;;;;;;1;;;5
20220521;05;2022;7061886;1;1;01;;1;1913.0660589;54;2;1;4;1;2;1;1;1;1;1;1;2;1;1;1;1;1;1;3;4;;;;200000;;;1;;;;;;;;;;2
20220521;05;2022;7061887;1;1;01;;1;1973.7584099;54;1;1;4;1;2;1;1;1;1;1;1;6;1;1;1;1;1;1;3;4;;;;300000;;;1;;;;;;;;;;1
20220521;05;2022;7061888;1;1;01;;1;1492.3279557;54;2;1;4;1;2;1;1;1;1;1;1;2;1;1;1;1;1;1;3;1;;;45000000;300000;;;1;;;;;;;;;;2
20220521;05;2022;7061889;1;1;01;;1;2381.6912434;54;1;1;4;1;2;1;1;1;1;1;1;4;1;1;1;1;1;1;3;3;;;;;350000;;;;;;;;;1;;;2
20220521;05;2022;7061890;1;1;01;;1;1973.7584099;54;1;1;4;1;2;1;1;1;1;1;1;3;1;1;1;1;1;1;3;4;;;;200000;;;;;;;;;;1;;;1
20220521;05;2022;7061893;1;1;01;;1;1668.9005634;54;2;1;4;1;2;1;1;1;1;1;1;7;2;1;1;1;1;1;3;4;;;;300000;;;1;;;;;;;;;;2
20220521;05;2022;7061894;1;1;01;;1;1668.9005634;54;1;1;4;1;2;1;1;1;1;1;1;6;1;1;1;1;1;1;3;1;;;80000000;600000;;;;;;;;;;1;;;2
20220521;05;2022;7061895;1;1;01;;1;1668.9005634;54;2;1;4;1;2;1;1;1;1;1;1;4;1;1;1;1;1;1;3;3;;;;;350000;;1;;;;;;;;;;2
20220521;05;2022;7061896;1;1;01;;1;3124.4850579;54;2;1;4;1;2;1;1;1;1;1;1;4;2;1;1;1;1;1;3;2;;440000;60000000;300000;;;1;;1;;;;;;;;3
20220521;05;2022;7061897;1;1;01;;1;2604.9747974;54;1;1;4;1;2;1;1;1;1;1;1;3;1;1;1;1;1;1;3;3;;;;;400000;;1;;;;1;;;;;;2
20220521;05;2022;7061898;1;1;01;;1;1940.2344219;54;2;1;4;1;2;1;1;1;1;1;1;3;1;1;1;1;1;1;3;3;;;;;350000;;1;;;;;;;;;;1
20220521;05;2022;7061899;1;1;01;;2;968.34510243;54;1;1;4;1;2;2;2;2;;2;1;3;2;3;1;5;2;1;5;4;;;;300000;;;;;;;;;;1;;;1
20220521;05;2022;7061900;1;1;01;;2;1236.6168887;54;1;1;2;1;2;2;2;2;;2;1;3;1;3;1;4;6;1;4;3;;;;;300000;;;;;;;;;1;;;2
20220521;05;2022;7061901;1;1;01;;2;968.34510243;54;1;1;2;1;2;2;2;2;;2;1;3;1;3;1;4;6;1;4;1;;;10000000;500000;;;;;;;;;;1;;;1
20220521;05;2022;7061902;1;1;01;;2;711.00742566;54;1;1;4;1;2;2;2;2;;2;1;2;1;3;1;5;2;1;5;4;;;;200000;;;;;;;1;;;;;;2
20220521;05;2022;7061903;1;1;01;;2;971.84634563;54;1;1;4;1;2;2;2;2;;2;1;2;1;3;1;5;2;1;5;1;;;10000000;200000;;;;;;;;;;1;;;3
20220521;05;2022;7061904;1;1;01;;2;1786.8225055;54;1;1;2;1;2;2;2;2;;2;1;5;2;3;1;4;6;1;4;4;;;;100000;;;;;;;;;;1;;;4
20220521;05;2022;7061905;1;1;01;;2;1957.9530974;54;1;1;4;1;2;2;2;2;;2;1;3;2;3;1;4;2;1;5;4;;;;200000;;;;;;;;;;1;;;5
20220521;05;2022;7061906;1;1;01;;2;1267.4261382;54;1;1;2;1;2;2;2;2;;2;1;4;2;3;1;4;6;1;4;1;;;98;350000;;;;;;;;;;1;;;4
