Directorio;Secuencia_p;Orden;Regis;P7250;P7260;P7280;P7280s1;P7290;P7300;P7310;P7320;P7350;P7350s1;P7360;P7370;P7380;P7380s1;P7390;P7390s1;P7400;P7410;P7410s1;P7420;P7420s1;P7420s2;P7420s3;P7420s4;P7420s5;P7420s6;P7420s7;P7420s8;P7420s7a1;P7422;P7422s1;P7424;P7424s1;Clase;Oficio1;Oficio2;Rama4d_d;Rama2d_d;Dpto;Area;Fex_c_2011
304214;2;1;70;96;48;1; ;1;1;2;336;1; ;9;1; ;.;9;COTIZANTE;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;55;92;2233;22;19;19;87,800540904722
304216;2;1;70;3;48;4; ;1;1;2;3;4; ;1;2;1; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;4000000;1;87;87;2811;28;20;20;243,541147646466
304216;2;2;70;4;48;3; ;1;1;2;105;3; ;1;2;1; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;54;54;9500;95;20;20;243,541147646466
304219;2;3;70;4;48;4; ;1;1;2;4;4; ;3;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;800000;1;95;95;4521;45;20;20;287,588927890183
304219;2;4;70;4;48;4; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;95; ; ; ;20;20;287,588927890183
304221;2;6;70;8;48;4; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;20;20;350,399142790199
304223;2;3;70;4;48;1; ;1;1;2;12;1; ;4;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1200000;1;95;95;4521;45;20;20;132,976280413901
304228;2;3;70;8;50;4; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;95; ; ; ;20;20;139,804192695038
304229;2;5;70;8;48;1; ;2;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;97; ; ; ;20;20;142,767101140051
304232;2;2;70;98;44;2; ;2;2;2;4;1; ;8;2;2; ;2; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;200000;1;45;33;5211;52;20;20;124,284518229024
304232;2;4;70;4;44;1; ;2;2;2;6;1; ;2;2;2; ;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;1;150000;1;1300000;1;44;45;5233;52;20;20;124,284518229024
304234;2;2;70;8;70;3; ;1;1;2;24;3; ;1;2;7; ;4; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;300000;1;54;54;9500;95;20;20;194,802977388898
304234;3;3;70;16;60;8; ;1;1;2;20;8; ;2;2;7; ;7; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;98;1;95;95;4521;45;20;20;194,802977388898
304235;2;3;70;6;44;2; ;1;1;2;98;2; ;9;2;8; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;59;59;8511;85;20;20;141,020691972101
304241;2;2;70;12;6;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;77; ; ; ;20;20;109,986134887441
304244;2;1;70;16;56;1; ;1;1;2;16;4; ;2;2;12;TIENE  UNA  ORDEN  DEL SISBEN;6; ;2;9; ; ; ; ; ; ; ;1; ; ; ;2; ;1;950000;1;98;71;1320;13;27;27;38,1030570048626
304244;2;3;70;24;48;1; ;1;1;2;24;1; ;3;2;12;TIENE  UNA  ORDEN DEL  SISBEN;6; ;2;5; ; ; ; ; ; ; ; ; ;1; ;2; ;1;2800000;1;45;45;5211;52;27;27;38,1030570048626
304246;2;1;70;16;40;3; ;1;1;2;16;4; ;1;2;6; ;8; ;2;9; ; ; ; ; ; ; ;1; ; ; ;2; ;1;640000;1;54;44;6421;64;27;27;64,1357823700388
304248;2;1;70;3;40;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;27;27;53,2404980882094
304256;2;2;70;3;48;4; ;1;1;2;80;4; ;1;2;2; ;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;55;54;9500;95;41;41;114,152655883012
304259;2;3;70;12;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;47;47;244,087780659591
304263;2;2;70;24;48;3; ;1;1;2;192;1; ;3;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;54;53;5521;55;47;47;253,47424211872
304263;2;4;70;8;24;1; ;1;1;2;12;1; ;2;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;300000;1;45;45;5239;52;47;47;253,47424211872
304268;2;2;70;10;30;4; ;1;1;2;20;4; ;1;2;2; ;2; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;350000;1;56;56;9500;95;47;47;108,790483422771
304271;2;2;70;48;48;2; ;1;1;2;12;4; ;1;2;8; ;4; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;840000;1;55;55;9500;95;47;47;134,25366163425
304280;2;2;70;15;48;3; ;2;2;2;36;3; ;2;2;5; ;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;54;54;9500;95;47;47;247,263466490912
304290;2;2;70;28;48;1; ;1;1;2;40;1; ;4;1; ;.;4; ;2;3; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1600000;1;44;84;5170;51;50;50;160,662516734006
304304;2;2;70;12;40;1; ;2;2;2;52;5; ;2;1; ;.;2; ;2;6; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;32;51;5521;55;50;50;160,662516734006
304308;2;4;70;12;48;4; ;1;1;2;12;4; ;3;2;4; ;6; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;95;95;4521;45;50;50;105,087216950469
304312;2;1;70;4;40;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;53; ; ; ;54;54;467,331967456233
304315;2;3;70;4;40;1; ;2;2;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;02; ; ; ;54;54;196,551571808766
304318;2;6;70;8;48;9;ES EMPLEADA DEL MONTADOR;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;80; ; ; ;54;54;334,810757486121
304320;2;3;70;78;48;1; ;2;1;2;78;1; ;9;1; ;.;1; ;1; ;.; ;1; ; ; ; ; ; ; ; ;2; ;2; ;1;45;33;5211;52;54;54;384,102807078545
304325;3;3;70;2;55;1; ;2;2;2;18;1; ;9;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;1;51000;1;3100000;1;33;45;5211;52;54;54;302,575160352326
304344;2;2;70;4;48;1; ;2;2;2;28;1; ;8;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;408000;1;45;45;1551;15;63;63;212,056601857255
304352;2;2;70;104;48;1; ;1;1;2;4;4; ;1;2;8; ;4; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;200000;1;1000000;1;37;44;6421;64;63;63;170,805790256936
304369;4;2;70;44;48;4; ;2;2;2;48;1; ;8;1; ;.;8; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;80;1939;19;68;68;285,88642610638
304379;2;3;70;48;50;1; ;1;1;2;48;1; ;3;2;7; ;4; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;57;57;9302;93;68;68;324,252195889113
304393;2;1;70;4;48;1; ;1;1;2;8;1; ;2;2;4; ;4; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;2400000;1;53;53;5521;55;73;73;128,249135527666
304394;2;1;70;104;48;1; ;1;1;2;12;4; ;1;2;7; ;4; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;600000;1;53;79;1741;17;73;73;160,876017082823
304394;2;2;70;4;48;1; ;1;1;2;2;4; ;1;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;200000;1;1000000;1;95;95;4521;45;73;73;160,876017082823
304398;3;1;70;12;48;1; ;1;1;2;12;1; ;6;2;2; ;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;3600000;1;58;62;9249;92;73;73;176,533467798157
304398;4;1;70;12;48;1; ;1;1;2;12;4; ;1;2;7; ;4; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;2150000;1;45;41;5233;52;73;73;176,533467798157
304402;2;3;70;12;48;4; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;44; ; ; ;73;73;205,658022886817
304406;2;3;70;25;48;1; ;1;1;2;30;1; ;9;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;2750000;1;12;32;6512;65;73;73;463,379317209003
304407;2;1;70;12;48;1; ;2;1;2;12;1; ;4;1; ;.;1; ;1; ;.; ; ; ;1; ; ; ; ; ; ;2; ;1;4000000;1;39;39;5511;55;73;73;453,263793973261
304408;2;1;70;1;40;1; ;1;1;2;24;1; ;9;2;7; ;4; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;350000;1;19;44;6421;64;73;73;320,580369402993
304409;2;3;70;4;48;1; ;1;1;2;4;1; ;4;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;1;433700;1;5204400;1;37;37;6412;64;73;73;436,953925863866
304411;2;1;70;15;48;1; ;2;2;2;60;1; ;7;1; ;.;4; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;41;33;7412;74;73;73;448,754559244897
304419;2;2;70;2;20;3; ;1;1;2;2;3; ;1;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;150000;1;250000;1;54;54;9500;95;73;73;227,03739181741
304421;2;1;70;104;48;4; ;1;1;2;104;4; ;1;1; ;.;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;98;98;6031;60;73;73;220,468262757323
304431;2;1;70;35;50;3; ;1;1;2;2;1; ;1;2;5; ;8; ;2;4; ; ; ; ; ; ; ; ; ;1; ;1;50000;1;50000;1;54;55;9500;95;73;73;175,336495446371
304431;2;2;70;17;40;1; ;1;1;2;17;1; ;4;2;5; ;2; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;250000;1;95;81;3611;36;73;73;175,336495446371
304432;2;1;70;36;40;1; ;1;1;2;144;1; ;4;1; ;.;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;53;33;5511;55;73;73;146,5535085239
304440;3;4;70;96;48;2; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;59; ; ; ;05;05;765,097829595381
304442;2;2;70;4;48;3; ;1;1;2;16;3; ;1;2;4; ;2; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1000000;1;54;54;9500;95;05;05;654,235914262407
304443;2;4;70;8;48;3; ;1;1;2;16;3; ;1;2;4; ;4; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;750000;1;54;54;9500;95;05;05;637,103208903323
304445;2;2;70;80;48;4; ;2;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;99; ; ; ;05;05;713,15743343934
304447;2;2;70;4;48;1; ;2;2;2;52;1; ;4;1; ;.;2; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;13;33;5233;52;05;05;674,887770911022
304480;2;2;70;52;48;1; ;1;1;2;52;1; ;3;2;4; ;3; ;2;4; ; ; ; ; ; ; ; ; ;1; ;1;50000;1;50000;1;45;59;9242;92;05;05;911,068541682462
304488;2;1;70;26;48;1; ;2;2;2;26;1; ;3;1; ;.;7; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;2448000;1;45;45;5232;52;05;05;714,243322257698
304489;2;2;70;24;48;1; ;1;1;2;24;1; ;9;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;45;7414;74;05;05;760,495504127207
304503;2;3;70;8;48;1; ;1;1;2;29;1; ;4;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;3000000;1;32;32;6021;60;05;05;982,998049891718
304506;2;2;70;104;50;3; ;1;1;2;21;1; ;3;2;4; ;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;60000;1;1200000;1;54;94;3699;36;05;05;590,299400434893
304506;2;3;70;10;48;1; ;1;1;2;52;1; ;3;2;4; ;2; ;2;5; ; ; ; ; ; ; ; ; ;1; ;1;56000;1;950000;1;85;87;5020;50;05;05;590,299400434893
304510;2;4;70;21;48;1; ;2;2;2;21;1; ;6;2;4; ;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;300000;1;44;80;1921;19;05;05;637,63747112276
304520;2;4;70;8;48;1; ;1;1;2;12;1; ;8;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;500000;1;45;45;7491;74;05;05;355,825087143791
304520;2;6;70;20;48;1; ;2;2;2;20;1; ;6;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;2600000;1;45;43;5233;52;05;05;355,825087143791
304520;2;8;70;52;48;1; ;2;2;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;05;05;355,825087143791
304521;2;2;70;4;48;1; ;2;2;2;4;1; ;9;1; ;.;4; ;1; ;.; ; ; ; ; ; ; ; ;1; ;1;100000;1;4000000;1;13;97;7495;74;05;05;799,412948566171
304523;2;2;70;52;24;1; ;1;1;2;52;1; ;4;2;4; ;4; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;84;51;5522;55;05;05;740,712552491204
304524;2;1;70;52;48;3; ;1;1;2;520;1; ;7;1; ;.;2; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;54;55;2811;28;05;05;736,961454711173
304524;2;3;70;8;48;1; ;1;1;2;8;4; ;1;2;2; ;1; ;2;3; ; ; ; ; ; ; ; ; ;1; ;2; ;1;500000;1;93;93;4552;45;05;05;736,961454711173
304526;2;3;70;40;60;1; ;1;1;2;48;1; ;7;1; ;.;8; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;850000;1;03;33;6331;63;05;05;799,412948566171
304528;4;1;70;8;48;1; ;2;2;2;8;1; ;4;2;5; ;7; ;2;6; ; ; ; ; ; ; ; ; ;1; ;2; ;1;2500000;1;45;45;5233;52;05;05;355,825087143791
304533;2;4;70;90;48;1; ;2;2;2;12;1; ;3;2;4; ;4; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;500000;1;79;45;5234;52;05;05;808,909358939537
304535;2;1;70;48;48;4; ;2;2;2;48;1; ;9;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;500000;1;98;98;6031;60;05;05;653,674182969591
304544;2;1;70;4;48;1; ;1;1;2;624;1; ;2;2;4; ;2; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;33;5521;55;05;05;658,717329985192
304544;2;2;70;4;24;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;97; ; ; ;05;05;658,717329985192
304552;2;3;70;12;48;4; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;05;05;667,457636342516
304553;2;3;70;16;20;1; ;2;2;2;45;1; ;9;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;97;97;7499;74;05;05;638,713255247223
304557;2;1;70;12;48;1; ;2;2;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;21; ; ; ;05;05;1072,82184715933
304565;2;3;70;8;48;1; ;2;2;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;06; ; ; ;05;05;826,042064298621
304574;2;2;70;8;72;1; ;2;2;2;24;1; ;9;1; ;.;4; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;2448000;1;97;79;1810;18;05;05;732,883286768541
304575;2;3;70;3;48;1; ;2;2;2;72;1; ;4;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;21;21;5235;52;05;05;539,930074869197
304577;2;2;70;4;48;1; ;1;1;2;72;4; ;1;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;600000;1;45;45;5262;52;05;05;740,712552491204
304577;2;3;70;1;48;1; ;2;2;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;85; ; ; ;05;05;740,712552491204
304579;2;2;70;4;48;1; ;1;1;2;8;1; ;8;1; ;.;7; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;5215000;1;02;02;2421;24;05;05;627,549700223155
304582;2;1;70;8;50;1; ;1;1;2;2;1; ;2;2;2; ;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;1;165000;1;885000;1;53;53;5521;55;05;05;638,713255247223
304582;2;3;70;4;48;1; ;1;1;2;48;1; ;3;2;2; ;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;79;79;1810;18;05;05;638,713255247223
304583;2;2;70;8;48;1; ;1;1;2;8;1; ;4;2;2; ;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;3400000;1;45;97;1810;18;05;05;744,448687586481
304586;2;3;70;4;48;1; ;2;2;2;16;1; ;4;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;58;95;4521;45;05;05;740,712552491204
304588;2;3;70;1;48;1; ;2;2;2;1;1; ;9;1; ;.;8; ;1; ;.; ; ; ; ; ; ; ; ;1; ;1;600000;1;7800000;1;32;32;6421;64;05;05;646,748681387099
304595;2;2;70;29;48;1; ;2;2;2;30;1; ;9;1; ;.;2; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;8000000;1;19;39;4010;40;05;05;796,819800596055
304598;2;3;70;52;48;1; ;2;2;2;52;1; ;9;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;37;37;5521;55;05;05;732,883286768541
304602;2;5;70;52;48;1; ;1;1;2;52;1; ;3;1; ;.;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;77;77;5223;52;05;05;819,53793304953
304612;2;2;70;16;48;1; ;1;1;2;16;1; ;2;2;2; ;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;99;1;84;84;5020;50;05;05;839,057625961517
304615;2;6;70;48;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;84; ; ; ;05;05;663,376753760169
304622;2;6;70;48;48;1; ;1;1;2;1;1; ;8;1; ;.;7; ;1; ;.; ; ; ; ; ; ; ; ;1; ;1;480000;1;2000000;1;97;97;5241;52;05;05;728,766143072354
304623;2;4;70;48;48;1; ;1;1;2;400;4; ;1;2;2; ;8; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;54;9500;95;05;05;1025,66659211071
304629;2;2;70;52;50;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;58; ; ; ;08;08;341,714674694002
304650;2;7;70;52;48;1; ;2;2;2;104;1; ;6;1; ;.;4; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;59;42;5244;52;08;08;612,860762847894
304656;2;2;70;4;48;1; ;2;2;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;02; ; ; ;08;08;375,03236788632
304658;2;2;70;4;48;1; ;1;1;2;4;1; ;4;2;4; ;4; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;400000;1;3000000;1;13;13;8012;80;08;08;230,870357925726
304661;2;2;70;21;48;1; ;1;1;2;21;4; ;1;2;7; ;4; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;99;1;15;41;5269;52;08;08;294,012113163254
304662;2;3;70;52;48;1; ;1;1;2;52;1; ;9;1; ;.;4; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;37;4010;40;08;08;507,406961159118
304666;2;3;70;16;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;34; ; ; ;08;08;606,288245874045
304666;2;4;70;24;48;1; ;1;1;2;24;1; ;9;1; ;.;1; ;1; ;.; ;1; ; ; ; ; ; ; ; ;2; ;1;99;1;33;33;5211;52;08;08;606,288245874045
304666;2;5;70;102;48;1; ;1;1;2;102;1; ;9;2;5; ;4; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;32;44;6421;64;08;08;606,288245874045
304693;2;2;70;4;24;1; ;2;2;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;08;08;383,572324084271
304693;2;8;70;4;48;1; ;1;1;2;4;1; ;3;2;2; ;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;53;53;5521;55;08;08;383,572324084271
304693;2;10;70;8;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;53; ; ; ;08;08;383,572324084271
304695;2;2;70;28;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;02; ; ; ;08;08;502,083821062626
304695;2;3;70;19;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;07; ; ; ;08;08;502,083821062626
304713;2;1;70;60;48;1; ;1;1;2;222;1; ;6;1; ;.;2; ;1; ;.; ;1; ; ; ; ; ; ; ; ;2; ;2; ;1;33;33;5233;52;08;08;484,044256119852
304714;2;5;70;8;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;32; ; ; ;08;08;464,855802918579
304738;2;2;70;32;48;4; ;1;1;2;32;3; ;1;2;2; ;1; ;2;3; ; ; ; ; ; ; ; ; ;1; ;2; ;1;600000;1;55;54;9500;95;08;08;397,667032870077
