Directorio;Area;Secuencia_p;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090s1;P5100;P5110;P5130;P5140;P5210s1;P5210s2;P5210s3;P5210s4;P5210s5;P5210s6;P5210s7;P5210s8;P5210s9;P5210s10;P5210s11;P5210s14;P5210s15;P5210s16;P5210s17;P5210s18;P5210s19;P5210s20;P5210s21;P5210s22;P5210s24;Hogar;P4000;P4010;P4020;P4030s1;P4030s2;P4030s3;P4030s4;P4030s5;P4030s1a1;P4030s4a1;P4040;Regis;Dpto;Orden;Fex_c_2011
304097;08;2;2;1;1;1;1;1;4;3;4; ; ; ;120000; ;2;2;2;2;2;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2;1;2;1;1;1;1;1;1;3;1;01;08;1;430,984726062395
304098;08;2;1;1;1;2;1;1;6; ;4; ; ; ;50000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;1;2;1;2;1;1;1;2;3;1;01;08;1;571,480644140492
304099;08;2;4;3;1;1;1;1;1;3;1; ; ;99;250000; ;1;1;2;2;1;1;1;2;2;2;1;2;1;2;2;2;1;2;2;2;2;1;1;1;4;1;1;1;1;1;2;3;1;01;08;1;375,03236788632
304102;08;2;1;1;6; ;1;1;6; ;3; ; ; ; ;60000;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;3;1;2;1;2;2;1;1;2;3;1;01;08;1;571,480644140492
304103;08;2;3;2;1;1;1;1;1;3;3; ; ; ; ;170000;2;2;2;2;2;1;1;2;2;2;1;1;2;2;2;2;1;1;2;2;2;1;2;1;4;1;1;1;1;1;1;3;1;01;08;1;384,950608023794
304105;11;2;4;2;1;1;1;1;1;3;1; ; ;45000000;300000; ;1;1;2;1;1;1;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;2;3;1;01;11;1;2424,80152489934
304106;11;2;2;1;1;1;1;1;1;3;4; ; ; ;200000; ;1;1;2;2;1;1;1;1;1;1;1;1;1;2;2;2;2;1;2;2;2;1;2;1;4;1;1;1;1;1;2;3;1;01;11;1;2197,39144274918
304107;11;2;3;2;1;1;1;1;1;3;4; ; ; ;150000; ;1;1;2;2;2;1;1;1;2;1;2;2;2;2;2;2;2;2;1;2;2;1;2;1;4;1;1;1;1;1;2;3;1;01;11;1;2346,2130451577
304108;11;2;3;2;1;1;1;1;1;3;4; ; ; ;100000; ;1;1;2;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;2;3;1;01;11;1;2346,2130451577
304109;11;2;4;2;1;1;1;1;1;3;3; ; ; ; ;120000;1;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;1;2;2;2;1;2;1;2;1;1;1;1;1;2;3;1;01;11;1;1994,64248237057
304110;11;2;2;2;1;1;1;1;1;3;3; ; ; ; ;150000;2;1;2;2;1;1;1;1;2;2;1;2;2;2;2;2;2;2;1;2;2;1;2;1;2;1;1;1;1;1;2;3;1;01;11;1;2522,05210003979
304111;11;2;5;3;1;1;1;1;1;3;1; ; ;60000000;350000; ;1;1;2;1;1;1;1;1;2;2;1;2;1;1;2;2;2;2;2;2;2;1;1;1;4;1;1;1;1;1;2;3;1;01;11;1;1736,21534251841
304112;11;2;3;2;1;1;1;1;1;3;1; ; ;70000000;300000; ;1;1;2;2;1;1;1;2;2;1;1;1;1;1;2;2;2;2;2;2;2;1;1;1;2;1;1;1;1;1;2;3;1;01;11;1;2560,11440107108
304113;11;2;3;1;1;1;1;1;1;3;1; ; ;300000000;300000; ;1;2;2;1;1;1;1;2;2;1;1;2;2;2;2;2;2;1;2;2;2;1;1;1;6;1;1;1;1;1;2;3;1;01;11;1;1621,99972761103
304114;11;2;5;4;1;1;1;1;1;3;1; ; ;98;500000; ;1;1;2;1;1;1;1;1;1;1;1;2;1;1;2;2;2;1;2;2;2;1;1;1;4;1;1;1;1;1;2;3;1;01;11;1;2053,93087636199
304115;11;2;5;1;1;1;1;1;1;3;1; ; ;13000000;400000; ;1;1;2;1;1;1;1;2;2;1;1;1;1;2;1;2;2;2;2;1;2;1;1;1;4;1;1;1;1;1;2;3;1;01;11;1;1621,99972761103
304116;11;2;2;1;1;1;1;1;1;3;3; ; ; ; ;250000;1;2;2;2;1;1;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;2;3;1;01;11;1;2346,2130451577
304117;11;2;3;2;1;1;1;1;1;3;1; ; ;70000000;400000; ;1;2;1;2;1;1;1;2;2;1;1;2;1;1;1;2;2;1;2;1;2;1;2;1;4;1;1;1;1;1;2;3;1;01;11;1;2008,89163047698
304118;11;2;2;2;1;1;1;1;1;4;3; ; ; ; ;180000;1;1;2;2;2;1;1;2;2;2;1;2;2;2;2;2;2;1;2;2;2;1;2;1;3;1;2;1;1;1;2;3;1;01;11;1;2127,54414403016
304119;11;2;4;2;1;1;1;1;1;3;1; ; ;90000000;300000; ;1;1;2;1;1;1;1;2;2;1;1;1;1;1;2;2;1;1;2;1;2;1;1;1;4;1;1;1;1;1;2;3;1;01;11;1;2411,29279866256
304120;11;2;4;2;1;1;1;1;1;4;3; ; ; ; ;550000;1;2;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;1;1;4;1;2;1;1;1;2;3;1;01;11;1;2094,66327388211
304121;11;2;2;2;1;1;1;1;1;4;3; ; ; ; ;320000;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;1;4;1;2;1;1;1;2;3;1;01;11;1;2733,64592808599
304122;11;2;2;2;1;1;1;1;1;3;2; ;200000;25000000;200000; ;1;2;2;1;1;1;1;2;2;1;1;2;2;2;2;2;2;1;1;2;2;1;1;1;4;1;1;1;1;1;2;3;1;01;11;1;2554,27554709787
304122;11;3;2;2;1;1;1;1;1;4;3; ; ; ; ;150000;1;2;2;2;2;2;1;2;2;2;1;1;2;2;2;2;2;1;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;01;11;1;2554,27554709787
304123;11;2;3;2;1;1;1;1;1;3;3; ; ; ; ;250000;2;2;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;1;2;2;2;1;2;1;4;1;1;1;1;1;2;3;1;01;11;1;2460,03456481163
304124;11;2;3;2;1;1;1;1;1;4;3; ; ; ; ;700000;1;2;2;2;1;1;1;1;2;2;1;2;1;2;2;2;2;1;2;2;2;1;1;1;4;1;2;1;1;1;3;3;1;01;11;1;2359,72177139449
304125;13;2;2;1;1;1;1;1;1;3;1; ; ;15000000;200000; ;2;2;2;2;2;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2;1;2;1;1;1;1;1;1;3;1;01;13;1;258,448601362915
304126;13;2;1;1;2;2;1;1;6; ;4; ; ; ;20000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;2;2;1;2;2;1;1;1;3;1;01;13;1;280,340723973245
304127;13;2;1;1;2;2;1;1;2;3;4; ; ; ;80000; ;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;3;5;2;1;1;2;1;1;0;3;1;01;13;1;174,137370221468
304128;13;2;1;1;1;2;1;1;2;4;4; ; ; ;80000; ;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;1;1;1;1;1;1;1;1;3;1;01;13;1;274,255822332884
304129;13;2;1;1;1;2;1;1;2;4;4; ; ; ;100000; ;1;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;3;5;2;1;1;1;1;1;1;3;1;01;13;1;224,301580023525
304130;13;2;1;1;1;2;1;1;2;3;4; ; ; ;50000; ;2;2;2;2;1;1;1;2;2;2;1;1;1;2;2;2;1;1;2;2;2;1;3;1;2;1;1;1;1;1;1;3;1;01;13;1;226,507758502399
304131;13;2;3;2;1;1;1;1;1;3;1; ; ;98;90000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;1;2;1;1;1;1;1;1;3;1;01;13;1;277,318392427647
304132;13;2;1;1;1;2;1;1;2;3;4; ; ; ;70000; ;2;2;2;2;2;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;3;5;1;1;1;1;1;1;0;3;1;01;13;1;276,738343957722
304133;13;2;2;1;1;1;1;1;1;3;3; ; ; ; ;180000;1;2;2;1;1;1;1;1;2;2;1;1;1;2;2;2;1;1;1;2;2;1;1;1;2;1;1;1;1;1;3;3;1;01;13;1;314,028479215424
304134;13;2;3;2;1;1;1;1;1;3;1; ; ;98;300000; ;1;1;2;2;1;1;1;1;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;1;4;1;1;1;1;1;2;3;1;01;13;1;211,765442301556
304135;13;2;2;1;1;1;1;1;1;3;1; ; ;98;350000; ;1;1;2;2;1;1;1;2;2;2;1;2;1;2;2;2;1;2;2;2;2;1;1;1;4;1;1;1;1;1;3;3;1;01;13;1;138,778581996166
304136;13;2;4;3;1;1;1;1;1;3;3; ; ; ; ;300000;1;1;2;1;1;1;1;2;2;2;1;2;1;2;2;2;1;2;2;2;2;1;1;1;4;1;1;1;1;1;2;3;1;01;13;1;183,943978824114
304137;13;2;1;1;1;2;1;1;5;5;3; ; ; ; ;90000;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;3;1;2;1;2;1;1;1;2;3;1;01;13;1;241,626563226905
304138;13;2;3;2;1;1;1;1;1;3;3; ; ; ; ;230000;2;1;2;1;1;1;1;1;2;2;1;1;1;2;2;2;1;1;2;2;2;1;2;1;2;1;1;1;1;1;2;3;1;01;13;1;262,161036001863
304139;13;2;1;1;1;1;1;1;1;4;3; ; ; ; ;100000;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;3;1;2;1;2;1;1;1;1;3;1;01;13;1;353,773775006457
304140;13;2;2;1;1;1;1;1;2;3;3; ; ; ; ;150000;2;2;2;2;1;1;1;2;2;2;1;1;2;2;2;2;1;2;2;2;2;1;2;1;2;1;1;1;1;1;2;3;1;01;13;1;298,909674490918
304142;13;2;4;2;1;1;1;1;1;3;1; ; ;135000000;600000; ;1;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;1;2;2;2;1;1;1;4;1;1;1;1;1;3;3;1;01;13;1;248,438432814006
304144;13;2;3;2;1;1;1;1;3;3;3; ; ; ; ;480000;2;1;2;1;1;1;1;1;2;2;1;2;1;2;2;2;1;2;2;2;2;1;2;1;4;1;1;1;1;1;4;3;1;01;13;1;316,206833742309
304154;17;2;4;2;1;1;1;1;1;3;2; ;180000;70000000;500000; ;1;1;1;1;1;1;1;2;1;1;1;2;1;1;2;2;2;2;2;1;2;1;2;1;4;1;1;1;1;1;4;2;1;01;17;1;170,897998971769
304155;17;2;3;2;1;1;1;1;1;3;3; ; ; ; ;380000;1;1;1;1;1;1;1;2;2;1;1;1;2;1;2;2;2;2;2;1;2;1;2;1;4;1;1;1;1;1;4;2;1;01;17;1;181,998389172594
304156;17;2;4;1;1;1;1;1;1;3;1; ; ;90000000;550000; ;1;1;2;1;1;1;1;1;1;1;1;2;1;2;1;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;4;2;1;01;17;1;160,287507242698
304157;17;2;4;3;1;1;1;1;1;3;3; ; ; ; ;470000;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;2;2;1;2;1;2;1;2;1;4;1;1;1;1;1;4;2;1;01;17;1;236,054450671726
304158;17;2;3;1;1;1;1;1;1;3;1; ; ;60000000;400000; ;1;1;2;1;1;1;1;1;2;1;1;1;1;1;2;2;2;2;2;1;2;1;2;1;4;1;1;1;1;1;4;2;1;01;17;1;160,287507242698
304159;17;2;4;2;1;1;1;1;1;3;2; ;2400;12000000;100000; ;1;2;2;1;1;1;1;1;2;2;1;2;1;2;2;2;2;1;1;2;1;1;2;1;2;1;1;1;1;1;1;2;1;01;17;1;217,007202993655
304160;17;2;2;1;1;1;1;1;1;3;1; ; ;15000000;80000; ;1;2;2;1;1;2;1;2;2;2;1;2;1;2;2;2;2;2;2;2;1;1;2;1;4;1;1;1;1;1;1;2;1;01;17;1;152,353737223927
304161;17;2;4;3;1;1;1;1;1;3;1; ; ;98;650000; ;1;1;2;1;1;1;1;2;2;1;1;2;1;1;2;2;2;2;2;1;2;1;2;1;4;1;1;1;1;1;4;2;1;01;17;1;213,655989621144
304162;17;2;4;3;1;1;1;1;1;3;3; ; ; ; ;500000;1;1;1;1;1;1;2;2;2;1;1;1;1;1;1;2;2;2;2;1;2;1;2;1;4;1;1;1;1;1;4;2;1;01;17;1;176,118074967553
304163;17;2;4;2;1;1;1;1;1;3;1; ; ;40000000;250000; ;1;1;2;1;1;1;1;2;2;1;1;1;1;2;2;2;2;2;2;2;2;1;1;1;4;1;1;1;1;1;2;2;1;01;17;1;214,478102161125
304164;17;2;5;3;1;1;1;1;1;3;3; ; ; ; ;200000;1;1;2;2;1;1;1;2;2;2;1;1;1;2;2;2;2;1;2;2;2;1;1;1;4;1;1;1;1;1;2;2;1;01;17;1;178,073077453713
304165;17;2;5;2;1;1;1;1;1;3;1; ; ;35000000;250000; ;1;1;2;2;1;1;1;2;2;1;1;1;1;2;2;2;2;2;2;2;2;1;1;1;4;1;1;1;1;1;2;2;1;01;17;1;168,368898139239
304167;17;2;4;2;1;1;1;1;1;3;4; ; ; ;200000; ;1;1;2;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;1;1;1;2;1;1;1;1;1;2;2;1;01;17;1;143,964090345365
304167;17;3;2;2;1;2;1;1;1;3;4; ; ; ;150000; ;1;2;2;2;2;1;1;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;01;17;1;143,964090345365
304168;17;2;5;3;1;1;1;1;1;4;3; ; ; ; ;190000;2;1;2;1;1;1;1;2;2;2;1;1;1;1;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;2;2;1;01;17;1;249,023703495825
304169;17;2;5;2;1;1;1;1;1;4;3; ; ; ; ;190000;2;1;2;1;1;1;1;1;2;2;1;1;1;2;2;2;2;2;1;2;2;1;2;1;4;1;2;1;1;1;2;2;1;01;17;1;228,305273843412
304170;17;2;4;1;1;1;1;1;2;3;3; ; ; ; ;100000;1;1;2;1;1;1;1;1;1;2;1;1;2;2;2;2;2;2;2;2;2;1;1;1;4;1;1;1;1;1;2;2;1;01;17;1;172,29420985812
304171;17;2;2;1;1;1;1;1;1;3;3; ; ; ; ;250000;2;1;2;1;1;1;1;2;2;2;1;2;2;1;2;2;2;2;2;2;2;1;1;1;4;1;1;1;1;1;2;2;1;01;17;1;193,296460022351
304172;17;2;5;2;1;1;1;1;1;3;1; ; ;50000000;280000; ;1;1;2;1;1;1;1;2;2;2;1;1;1;1;2;2;2;1;2;2;2;1;2;1;4;1;1;1;1;1;2;2;1;01;17;1;178,073077453713
304173;17;2;4;2;1;1;1;1;1;3;3; ; ; ; ;360000;1;1;2;1;1;1;1;2;2;1;1;1;1;2;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;2;2;1;01;17;1;154,308739710087
304174;17;2;5;1;1;1;1;1;1;4;1; ; ;50000000;160000; ;1;1;2;1;1;1;1;2;2;1;1;2;2;2;1;2;2;2;2;2;2;1;2;4;6;1;2;1;1;1;3;3;1;01;17;1;172,29420985812
304175;17;2;4;3;1;1;1;1;1;4;3; ; ; ; ;200000;1;2;2;1;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;4;6;1;2;1;1;1;3;3;1;01;17;1;169,807093366716
304176;17;2;2;1;1;1;1;1;1;4;3; ; ; ; ;140000;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;4;6;1;2;1;1;1;3;3;1;01;17;1;160,287507242698
304178;17;2;1;1;1;2;1;1;6; ;3; ; ; ; ;90000;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;4;6;1;2;1;2;1;2; ;1;01;17;1;193,296460022351
304179;17;2;3;2;1;1;1;1;1;4;3; ; ; ; ;255000;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;3;1;2;1;1;1;3;2;1;01;17;1;137,889046192116
304180;17;2;4;2;1;1;1;1;1;4;3; ; ; ; ;210000;2;1;2;1;1;1;1;2;2;1;1;1;1;2;2;2;2;2;2;2;2;1;2;1;3;1;2;1;1;1;3;2;1;01;17;1;184,456377588983
304181;17;2;4;3;1;1;1;1;1;4;3; ; ; ; ;300000;2;2;2;2;2;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;1;3;1;2;1;1;1;3;2;1;01;17;1;247,875506803085
304182;17;2;1;1;1;2;1;1;1;1;3; ; ; ; ;42000;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;4;3;1;2;1;1;1;2;2;1;01;17;1;195,598983323299
304288;50;2;4;3;1;1;1;1;1;3;1; ; ;40000000;280000; ;1;2;2;1;1;1;1;2;1;2;1;2;1;2;2;2;1;2;2;2;1;1;1;1;4;1;1;1;1;1;3;3;1;01;50;1;103,219720433288
304289;50;2;4;2;1;1;1;1;1;3;3; ; ; ; ;290000;2;2;2;2;1;1;1;2;2;2;1;1;1;2;2;2;1;2;2;2;2;1;1;1;4;1;1;1;1;1;3;3;1;01;50;1;167,559208974821
304290;50;2;4;2;1;1;1;1;1;3;1; ; ;35000000;250000; ;1;2;2;2;1;1;1;2;2;2;1;2;1;2;2;2;1;2;1;2;1;1;1;1;4;1;1;1;1;1;3;3;1;01;50;1;160,662516734006
304291;50;2;5;1;1;1;1;1;1;3;1; ; ;98;98; ;1;2;2;2;1;1;1;2;2;2;1;2;2;2;1;2;1;2;2;1;1;1;1;1;4;1;1;1;1;1;4;3;1;01;50;1;128,517040553049
304293;50;2;4;2;1;1;1;1;1;3;2; ;98;98;98; ;1;2;2;2;1;1;1;2;2;2;1;2;1;2;2;2;1;2;2;2;1;1;1;1;4;1;1;1;1;1;3;3;1;01;50;1;268,832823078486
304294;50;2;4;3;1;1;1;1;1;3;1; ; ;50000000;400000; ;1;1;2;1;1;1;1;1;2;2;1;2;1;2;2;2;2;2;2;1;1;1;2;1;4;1;1;1;1;1;4;3;1;01;50;1;106,809410730807
304295;50;2;4;2;1;1;1;1;1;3;2; ;275000;40000000;250000; ;2;1;2;1;1;1;1;2;2;2;1;1;1;1;2;2;1;1;1;2;1;1;1;1;4;1;1;1;1;1;3;3;1;01;50;1;272,287447657006
304296;50;2;4;1;1;1;1;1;1;3;1; ; ;50000000;400000; ;1;1;2;1;1;1;1;2;2;2;1;1;1;2;2;2;1;2;2;1;1;1;2;1;4;1;1;1;1;1;4;3;1;01;50;1;110,009003651375
304297;50;2;4;2;1;1;1;1;1;3;2; ;197000;48000000;300000; ;1;1;2;1;1;1;1;2;2;2;1;1;1;2;2;2;1;1;1;2;1;1;1;1;4;1;1;1;1;1;2;3;1;01;50;1;438,000248614886
304299;50;2;3;2;1;1;1;1;1;3;3; ; ; ; ;250000;2;2;2;1;1;1;1;2;2;2;1;1;1;2;2;2;2;2;2;1;2;1;2;1;4;1;1;1;1;1;2;3;2;01;50;1;438,000248614886
304300;50;2;4;2;1;1;1;1;1;3;1; ; ;40000000;250000; ;1;2;2;1;1;1;1;2;2;2;1;2;1;2;2;2;1;2;1;2;1;1;1;1;4;1;1;1;1;1;2;3;1;01;50;1;356,770970341685
304301;50;2;4;2;1;1;1;1;1;3;1; ; ;22000000;200000; ;2;1;2;1;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;1;1;1;1;4;1;1;1;1;1;3;3;1;01;50;1;269,033203245527
304302;50;2;4;2;1;1;1;1;1;3;4; ; ; ;200000; ;1;2;1;1;1;1;1;2;2;2;1;2;1;1;2;2;1;1;2;1;2;1;1;1;4;1;1;1;1;1;3;3;1;01;50;1;250,135068966902
304303;50;2;4;1;1;1;1;1;1;3;1; ; ;50000000;98; ;1;1;1;1;1;1;1;1;2;1;1;2;2;1;2;2;1;2;2;2;2;1;1;1;4;1;1;1;1;1;4;3;1;01;50;1;119,208157641657
304304;50;2;3;1;1;1;1;10;1;3;3; ; ; ; ;450000;1;1;2;2;1;1;1;2;2;2;1;1;2;2;2;2;1;2;2;1;2;1;1;1;4;1;1;1;1;1;4;3;2;01;50;1;160,662516734006
304305;50;2;5;1;1;1;1;1;1;3;1; ; ;70000000;500000; ;1;1;2;1;1;1;1;1;2;2;1;1;1;1;1;2;1;1;2;1;1;1;1;1;4;1;1;1;1;1;4;3;2;01;50;1;134,516601622764
304306;50;2;4;1;1;1;1;1;1;3;1; ; ;150000000;600000; ;1;1;2;1;1;1;1;1;2;2;1;2;1;2;1;2;2;2;2;1;1;1;1;1;4;1;1;1;1;1;6;3;2;01;50;1;128,517040553049
304308;50;2;3;2;1;1;1;1;1;3;3; ; ; ; ;250000;1;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2;1;1;1;1;1;3;3;1;01;50;1;105,087216950469
304310;50;2;3;2;1;1;1;1;1;3;3; ; ; ; ;400000;2;2;2;2;1;1;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;1;1;2;1;1;1;1;1;3;3;1;01;50;1;167,309295825791
304311;50;2;1;1;2;1;1;1;1;3;3; ; ; ; ;250000;1;2;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;1;1;1;1;1;3;3;1;01;50;1;160,717168224917
304312;54;2;2;2;1;2;1;1;2;4;4; ; ; ;80000; ;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;1;2;1;2;1;1;1;1;3;2;01;54;1;467,331967456233
304313;54;2;1;1;1;1;1;1;1;4;5; ; ; ;100000; ;2;2;2;2;1;2;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;1;2;1;2;1;1;1;2;3;2;01;54;1;487,95499298719
304314;54;2;2;2;3;1;1;2;1;4;5; ; ; ;70000; ;2;2;2;2;1;1;1;2;2;2;1;1;2;2;2;2;1;1;2;2;2;1;1;3;2;1;2;2;1;2;1;3; ;01;54;1;291,583480508183
304315;54;2;4;3;1;1;1;1;1;3;1; ; ;18000000;50000; ;1;2;2;2;1;1;1;2;2;2;1;1;2;2;2;2;1;2;2;2;2;1;1;1;4;1;1;1;1;1;2;3;2;01;54;1;196,551571808766
304316;54;2;2;1;1;1;1;1;1;4;3; ; ; ; ;120000;2;1;2;2;1;1;1;2;2;2;2;1;1;2;2;2;1;1;2;2;2;1;1;1;2;1;2;1;1;1;2;3;2;01;54;1;294,864285638605
304318;54;2;4;3;1;2;1;1;1;3;1; ; ;20000000;200000; ;1;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;1;4;1;1;1;1;1;2;3;2;01;54;1;334,810757486121
304318;54;3;1;1;1;2;1;1;6; ;3; ; ; ; ;60000;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;01;54;1;334,810757486121
304319;54;2;3;1;1;1;1;1;1;3;1; ; ;6000000;80000; ;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;1;2;2;2;1;1;3;1;1;1;1;1;1;1;3;2;01;54;1;271,187712378897
304320;54;2;4;3;1;1;1;1;1;3;1; ; ;12000000;150000; ;2;2;2;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2;1;1;1;1;1;1;3;2;01;54;1;384,102807078545
304321;54;2;3;2;1;1;1;1;1;4;4; ; ; ;100000; ;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;1;2;1;2;1;1;1;1;3;2;01;54;1;304,788002932296
304322;54;2;3;3;1;1;1;1;1;4;3; ; ; ; ;100000;1;2;2;2;1;1;1;2;2;2;1;1;1;2;2;2;1;2;1;2;2;1;1;1;4;1;2;1;1;1;1;3;2;01;54;1;333,362794795406
304323;54;2;3;2;1;1;1;1;1;4;1; ; ;12000000;100000; ;1;1;2;2;1;1;1;1;2;2;1;1;1;2;2;2;1;2;2;2;2;1;1;1;4;1;2;1;1;1;1;3;2;01;54;1;378,436028083356
304325;54;2;1;1;1;2;1;1;1;4;5; ; ; ;100000; ;2;1;2;2;1;1;1;1;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;1;2;1;2;1;1;1;1;3;2;01;54;1;302,575160352326
