Directorio;Secuencia_p;Orden;Hogar;Regis;Area;P7430;P7440;P7450;P7450s1;P7460;P7470;P7472;P7472s1;P7454;P7456;P7458s1;P7458;P7452;Ini;Mes;Dpto;Fex_c_2011
2883105;1;2;1;80;73;1;3;4; ;2; ;2; ; ;1; ;4;1;1;02;73;402,970531828114
2883105;1;3;1;80;73;2; ; ; ;2; ;2; ;1;1; ;8; ;1;02;73;402,970531828114
2883107;1;1;1;80;73;1;4;4; ;2; ;2; ; ; ; ;4;2;1;02;73;179,768646830815
2883108;1;2;1;80;73;1;4;3; ;2; ;2; ; ; ; ;9;2;1;02;73;481,721068305242
2883109;1;2;1;80;73;1;4;3; ;2; ;2; ; ; ; ;9;2;1;02;73;335,556036652347
2883109;1;4;1;80;73;1;4;4; ;2; ;2; ; ; ; ;8;2;1;02;73;335,556036652347
2883111;1;1;1;80;73;1;4;4; ;2; ;2; ; ; ; ;3;2;1;02;73;525,932858421342
2883112;1;1;1;80;73;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;73;234,867415251931
2883112;1;4;1;80;73;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;73;234,867415251931
2883113;1;2;1;80;73;1;4;4; ;2; ;2; ; ;4; ;4;1;1;02;73;207,478384814747
2883114;1;2;1;80;73;1;4;6; ;2; ;2; ; ; ; ;1;2;1;02;73;158,506984430837
2883114;1;4;1;80;73;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;73;158,506984430837
2883118;1;3;1;80;73;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;73;261,208331244141
2883120;1;1;1;80;73;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;73;198,479930228376
2883195;1;2;1;80;73;1;3;7; ;2; ;2; ; ; ; ;8;2;1;02;73;269,614559792332
2883196;1;1;1;80;73;1;3;4; ;2; ;2; ; ; ; ;4;2;1;02;73;198,479930228376
2883197;1;1;1;80;73;1;1;4; ;2; ;2; ; ; ; ;8;2;1;02;73;198,479930228376
2883198;1;3;1;80;73;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;73;219,094345799767
2883201;1;1;1;80;73;1;4;7; ;2; ;2; ; ; ;LOS HIJOS NO LA DEJAN TRABAJAR;12;2;1;02;73;207,478384814747
2883201;1;2;1;80;73;1;4;4; ;2; ;2; ; ; ; ;8;2;1;02;73;207,478384814747
2883202;1;1;1;80;73;1;1;4; ;2; ;2; ; ; ; ;4;2;1;02;73;207,478384814747
2883203;1;1;1;80;73;1;3;6; ;2; ;2; ; ;2; ;5;1;1;02;73;177,490847137363
2883205;1;1;1;80;73;1;4;3; ;2; ;2; ; ;4; ;9;1;1;02;73;231,86207956625
2883206;1;2;1;80;73;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;73;132,026931695384
2883206;1;3;1;80;73;1;4;4; ;2; ;2; ; ; ; ;4;2;1;02;73;132,026931695384
2883207;1;1;1;80;73;1;4;5; ;3; ;2; ; ; ; ;10;2;1;02;73;198,479930228376
2883209;1;2;1;80;73;1;2;4; ;2; ;2; ; ; ; ;9;2;1;02;73;120,036303190743
2883213;1;1;1;80;73;1;4;3; ;2; ;2; ; ; ; ;9;2;1;02;73;231,86207956625
2883213;1;2;1;80;73;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;73;231,86207956625
2883262;1;2;1;80;11;1;3;3; ;2; ;2; ; ; ; ;9;2;1;02;11;1974,65288560465
2883262;1;3;1;80;11;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;11;1974,65288560465
2883404;2;2;2;80;23;1;4;3; ;2; ;2; ; ; ; ;9;2;1;02;23;130,20168407677
2883405;1;3;1;80;23;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;23;203,681496586992
2883405;1;8;1;80;23;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;23;203,681496586992
2883406;1;1;1;80;23;1;3;5; ;3; ;2; ; ; ; ;10;2;1;02;23;136,969979670519
2883406;1;3;1;80;23;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;23;136,969979670519
2883407;1;2;1;80;23;1;4;3; ;2; ;2; ; ; ; ;9;2;1;02;23;182,354354506673
2883408;1;3;1;80;23;1;1;8; ;2; ;2; ; ; ; ;2;2;1;02;23;143,287338717607
2883408;1;4;1;80;23;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;23;143,287338717607
2883412;1;1;1;80;23;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;23;288,384511257332
2883413;1;1;1;80;23;1;4;4; ;2; ;2; ; ; ; ;4;2;1;02;23;141,93380263192
2883413;1;2;1;80;23;1;4;3; ;2; ;2; ; ; ; ;9;2;1;02;23;141,93380263192
2883413;1;4;1;80;23;1;2;3; ;2; ;2; ; ; ; ;9;2;1;02;23;141,93380263192
2883414;1;2;1;80;23;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;23;249,203536998083
2883416;1;3;1;80;23;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;23;141,678208360088
2883418;1;1;1;80;76;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;76;1059,75293081669
2883419;1;2;1;80;76;1;1;8; ;2; ;2; ; ; ; ;2;2;1;02;76;706,063171016522
2883421;1;3;1;80;76;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;76;725,956600386996
2883423;1;2;1;80;76;1;4;3; ;2; ;2; ; ; ; ;9;2;1;02;76;725,956600386996
2883423;1;3;1;80;76;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;76;725,956600386996
2883425;1;3;1;80;76;1;3;2; ;2; ;2; ; ; ; ;2;2;1;02;76;1216,224545638
2883425;1;4;1;80;76;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;76;1216,224545638
2883426;1;1;1;80;76;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;76;1346,45778007388
2883426;1;2;1;80;76;1;3;4; ;2; ;2; ; ; ; ;4;2;1;02;76;1346,45778007388
2883426;1;4;1;80;76;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;76;1346,45778007388
2883426;1;7;1;80;76;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;76;1346,45778007388
2883428;1;2;1;80;76;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;76;776,418150462194
2883428;1;5;1;80;76;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;76;776,418150462194
2883429;1;2;1;80;76;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;76;994,252619352772
2883430;1;2;1;80;76;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;76;1054,68846669415
2883432;1;1;1;80;76;1;4;5; ;3; ;2; ; ; ; ;8;2;1;02;76;1132,99012560011
2883432;1;2;1;80;76;1;4;8; ;2; ;2; ; ; ; ;9;2;1;02;76;1132,99012560011
2883432;1;3;1;80;76;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;76;1132,99012560011
2883433;1;1;1;80;76;1;4;4; ;2; ;2; ; ; ; ;4;2;1;02;76;1046,89904643228
2883433;1;3;1;80;76;2; ; ; ;2; ;2; ;1;2; ;11; ;1;02;76;1046,89904643228
2883434;1;1;1;80;76;1;4;6; ;2; ;2; ; ; ; ;9;2;1;02;76;660,436416669421
2883434;1;2;1;80;76;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;76;660,436416669421
2883434;1;8;1;80;76;1;1;4; ;2; ;2; ; ; ; ;4;2;1;02;76;660,436416669421
2883435;1;3;1;80;76;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;76;1039,11531012455
2883435;1;5;1;80;76;1;4;4; ;2; ;2; ; ; ; ;4;2;1;02;76;1039,11531012455
2883436;1;1;1;80;76;1;3;5; ;3; ;2; ; ; ; ;10;2;1;02;76;985,690126644805
2883436;1;2;1;80;76;1;4;3; ;2; ;2; ; ; ; ;9;2;1;02;76;985,690126644805
2883436;1;3;1;80;76;1;1;2; ;2; ;2; ; ; ; ;2;2;1;02;76;985,690126644805
2883459;1;2;1;80;68;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;68;1033,49741344521
2883463;1;1;1;80;68;1;2;3; ;2; ;2; ; ;1; ;9;1;1;02;68;1104,77842507496
2883463;1;4;1;80;68;1;4;4; ;2; ;2; ; ; ; ;4;2;1;02;68;1104,77842507496
2883463;1;5;1;80;68;1;4;5; ;3; ;2; ; ; ; ;10;2;1;02;68;1104,77842507496
2883469;1;1;1;80;68;1;3;5; ;3; ;2; ; ; ; ;10;2;1;02;68;999,06836772526
2883474;1;1;1;80;68;1;3;7; ;2; ;2; ; ; ; ;9;2;1;02;68;475,649765403483
2883476;1;3;1;80;68;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;68;553,3702629648
2883477;1;2;1;80;68;1;3;3; ;2; ;2; ; ;1; ;6;1;1;02;68;390,508231316875
2883478;1;1;1;80;68;1;4;3; ;2; ;2; ; ;3; ;5;1;1;02;68;491,913153955694
2883478;1;4;1;80;68;1;4;5; ;3; ;2; ; ; ; ;10;2;1;02;68;491,913153955694
2883480;1;1;1;80;08;1;3;5; ;3; ;2; ; ; ; ;10;2;1;02;08;529,187457705608
2883480;1;2;1;80;08;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;08;529,187457705608
2883482;1;2;1;80;08;1;4;3; ;2; ;2; ; ; ; ;9;2;1;02;08;400,115260814304
2883482;1;3;1;80;08;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;08;400,115260814304
2883483;1;2;1;80;08;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;08;428,93827760165
2883483;1;3;1;80;08;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;08;428,93827760165
2883484;1;2;1;80;08;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;08;424,086848698101
2883485;1;3;1;80;08;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;08;604,225372831469
2883487;1;2;1;80;08;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;08;430,647748987028
2883487;1;6;1;80;08;1;4;4; ;2; ;2; ; ; ; ;9;2;1;02;08;430,647748987028
2883489;1;3;1;80;66;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;66;291,490931199091
2883490;1;2;1;80;66;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;66;307,119970758634
2883491;1;2;1;80;66;1;4;3; ;3; ;2; ; ; ; ;9;2;1;02;66;350,217629338729
2883491;1;3;1;80;66;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;66;350,217629338729
2883493;1;2;1;80;66;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;66;303,220599999334
2883496;1;3;1;80;66;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;66;312,308913868779
2883498;1;3;1;80;66;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;66;244,246900065792
2883499;1;1;1;80;66;1;3;6; ;2; ;2; ; ; ; ;9;2;1;02;66;334,47867911842
2883501;1;1;1;80;66;1;4;4; ;2; ;2; ; ; ; ;4;2;1;02;66;269,414382948053
2883502;1;1;1;80;66;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;66;291,69405885846
2883503;1;1;1;80;66;1;4;3; ;2; ;2; ; ; ; ;9;2;1;02;66;275,955108638151
2883504;1;3;1;80;66;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;66;291,490931199091
2883506;1;1;1;80;66;1;4;4; ;3; ;2; ; ; ; ;4;2;1;02;66;238,865818576402
2883510;1;1;1;80;76;1;4;5; ;3; ;2; ; ; ; ;10;2;1;02;76;904,66351159951
2883511;1;1;1;80;76;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;76;798,027896905309
2883512;1;2;1;80;52;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;52;129,16137732583
2883514;1;2;1;80;52;1;4;8; ;2; ;2; ; ; ; ;9;2;1;02;52;183,709141879406
2883514;1;3;1;80;52;1;1;8; ;2; ;1;45000; ; ;PIENSA SEGUIR ESTUDIANDO;12;2;1;02;52;183,709141879406
2883517;1;2;1;80;52;1;1;6; ;2; ;2; ; ;1; ;4;1;1;02;52;102,600409070969
2883518;1;2;1;80;52;1;1;8; ;2; ;2; ; ; ; ;2;2;1;02;52;106,066998110068
2883519;1;3;1;80;52;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;52;165,941161160409
2883523;1;3;1;80;52;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;52;171,462947631645
2883524;1;1;1;80;52;1;4;4; ;2; ;2; ; ; ; ;4;2;1;02;52;214,187726165517
2883524;1;2;1;80;52;1;3;4; ;2; ;2; ; ; ; ;4;2;1;02;52;214,187726165517
2883524;1;3;1;80;52;1;9;4; ;2; ;2; ; ; ; ;4;2;1;02;52;214,187726165517
2883524;1;4;1;80;52;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;52;214,187726165517
2883525;1;2;1;80;52;1;1;7; ;2; ;2; ; ; ;NO TIENE RECURSOS PARA INSTALAR UN NEGOCIO;12;2;1;02;52;220,988238041912
2883526;1;2;1;80;52;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;52;165,941161160409
2883527;1;1;1;80;52;1;4;4; ;2; ;2; ; ; ; ;4;2;1;02;52;97,2209363402066
2883527;1;2;1;80;52;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;52;97,2209363402066
2883529;1;1;1;80;52;1;4;5; ;3; ;2; ; ;4; ;10;1;1;02;52;97,2209363402066
2883529;1;2;1;80;52;1;4;5; ;3; ;2; ; ; ; ;10;2;1;02;52;97,2209363402066
2883531;1;1;1;80;52;1;2;8; ;2; ;2; ; ;1; ;2;1;1;02;52;126,973513691888
2883531;1;2;1;80;52;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;52;126,973513691888
2883533;1;1;1;80;52;1;4;4; ;2; ;2; ; ; ; ;8;2;1;02;52;139,878211152837
2883533;1;2;1;80;52;1;4;4; ;2; ;2; ; ; ; ;4;2;1;02;52;139,878211152837
2883533;1;3;1;80;52;1;4;3; ;2; ;1;120000; ; ; ;9;2;1;02;52;139,878211152837
2883533;1;6;1;80;52;1;1;4; ;2; ;2; ; ; ; ;4;2;1;02;52;139,878211152837
2883534;1;3;1;80;52;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;52;178,400746174512
2883534;1;4;1;80;52;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;52;178,400746174512
2883536;1;3;1;80;52;1;4;4; ;2; ;2; ; ; ; ;4;2;1;02;52;212,380822508297
2883537;1;1;1;80;52;1;4;9;POR  EMBARAZO;2; ;2; ; ; ; ;9;2;1;02;52;160,42399515384
2883537;1;2;1;80;52;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;52;160,42399515384
2883537;1;3;1;80;52;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;52;160,42399515384
2883537;1;6;1;80;52;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;52;160,42399515384
2883537;1;7;1;80;52;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;52;160,42399515384
2883538;1;4;1;80;52;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;52;174,315229024078
2883539;1;3;1;80;52;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;52;199,635315932609
2883541;1;2;1;80;52;1;3;4; ;2; ;2; ; ; ; ;8;2;1;02;52;88,3086649297395
2883541;1;3;1;80;52;1;2;2; ;2; ;2; ; ; ; ;2;2;1;02;52;88,3086649297395
2883542;1;3;1;80;52;1;1;8; ;2; ;2; ; ; ; ;9;2;1;02;52;125,617637026819
2883543;1;1;1;80;52;1;1;2; ;2; ;2; ; ; ; ;2;2;1;02;52;133,697921468414
2883543;1;2;1;80;52;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;52;133,697921468414
2883544;1;3;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;05;899,243354973615
2883545;1;2;1;80;05;1;3;6; ;2; ;2; ; ; ; ;8;2;1;02;05;714,508523726947
2883545;1;4;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;05;714,508523726947
2883546;1;1;1;80;05;1;4;5; ;3; ;2; ; ; ; ;10;2;1;02;05;860,897570684212
2883546;1;2;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;05;860,897570684212
2883546;1;5;1;80;05;1;1;2; ;2; ;2; ; ; ; ;2;2;1;02;05;860,897570684212
2883547;1;2;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;05;754,742721570494
2883550;1;1;1;80;05;1;4;4; ;2; ;2; ; ; ; ;4;2;1;02;05;979,461880537613
2883550;1;2;1;80;05;1;4;8; ;3; ;2; ; ;2; ;8;1;1;02;05;979,461880537613
2883554;1;2;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;05;754,742721570494
2883558;1;1;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;05;685,087908944289
2883558;1;2;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;05;685,087908944289
2883564;1;2;1;80;05;1;4;5; ;3; ;2; ; ; ; ;10;2;1;02;05;834,164555106423
2883570;1;4;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;05;927,474174098943
2883607;1;1;1;80;17;1;4;3; ;2; ;2; ; ; ; ;9;2;1;02;17;146,522928933817
2883607;1;2;1;80;17;1;4;5; ;3; ;2; ; ; ; ;10;2;1;02;17;146,522928933817
2883608;1;1;1;80;17;1;4;7; ;2; ;2; ; ; ; ;11;2;1;02;17;146,522928933817
2883608;1;2;1;80;17;1;4;5; ;3; ;2; ; ; ; ;10;2;1;02;17;146,522928933817
2883609;1;1;1;80;17;1;4;4; ;2; ;2; ; ; ; ;4;2;1;02;17;152,629051222578
2883609;1;2;1;80;17;2; ; ; ;2; ;2; ;1;3; ;11; ;1;02;17;152,629051222578
2883610;1;2;1;80;17;1;3;7; ;3; ;2; ; ; ; ;10;2;1;02;17;146,522928933817
2883611;1;2;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;17;167,81353716096
2883614;1;1;1;80;17;1;2;3; ;2; ;2; ; ; ; ;9;2;1;02;17;155,228530842039
2883615;1;3;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;17;174,489996184474
2883616;1;3;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;17;169,482020787459
