Directorio;Secuencia_p;Orden;Hogar;Regis;P6016;P6020;P6030;P6030s1;P6030s3;P6040;P6050;P6070;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6160;P6170;P6175;P6210;P6210s1;P6220;Clase;Esc;Mes;Dpto;Fex_c_2011
2889006;1;1;1;10;1;1;1;10;1940;71;1;4;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;02;63;3242,8510908495
2889017;1;1;1;10;1;1;1;2;1972;39;1;2;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;02;63;3418,66744060484
2889017;1;2;1;10;2;2;1;12;1982;29;2;2;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;02;63;3418,66744060484
2889017;1;3;1;10;2;2;1;4;2001;10;3;6;1; ; ;3; ; ;2;1;1;1;3;2; ;2;2;02;63;3418,66744060484
2889017;1;4;1;10;2;2;1;3;2005;6;3; ;1; ; ;3; ; ;2;2;1;1;3;0; ;2;0;02;63;3418,66744060484
2889017;1;5;1;10;5;1;1;4;1934;77;5;5;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;02;63;3418,66744060484
2889023;1;1;1;10;1;2;1;9;1979;32;1;4;1; ; ;1;5; ;2;1;2; ;5;11;2;2;11;02;63;3362,06905800483
2889023;1;2;1;10;1;1;1;7;1996;15;3;6;1; ; ;1;5; ;2;1;1;1;4;6; ;2;6;02;63;3362,06905800483
2889023;1;3;1;10;1;1;1;9;1998;13;3;6;1; ; ;1;5; ;2;1;1;1;4;6; ;2;6;02;63;3362,06905800483
2889024;1;1;1;10;1;1;1;9;1951;60;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;02;63;1616,40652345134
2889024;1;2;1;10;2;2;1;11;1958;53;2;2;1; ; ;3; ; ;2;2;2; ;3;1; ;2;1;02;63;1616,40652345134
2889024;1;3;1;10;3;2;1;3;1985;26;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;02;63;1616,40652345134
2889024;1;4;1;10;2;2;1;1;1993;19;4;6;1; ; ;3; ; ;2;1;1;1;6;2;2;2;13;02;63;1616,40652345134
2889024;1;5;1;10;2;2;1;11;1944;67;9;6;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;02;63;1616,40652345134
2889024;1;6;1;10;6;1;1;2;1991;20;9;6;2;1;10; ; ; ;1;1;2; ;3;5; ;2;5;02;63;1616,40652345134
2889048;1;1;1;10;1;1;1;8;1960;51;1;2;1; ; ;3; ; ;2;1;2; ;4;6; ;2;6;02;63;2850,40677514559
2889048;1;2;1;10;2;2;1;2;1963;48;2;2;1; ; ;3; ; ;1;1;2; ;3;5; ;2;5;02;63;2850,40677514559
2889048;1;3;1;10;2;1;1;8;2000;11;4;6;1; ; ;3; ; ;2;1;1;1;3;4; ;2;4;02;63;2850,40677514559
2889048;1;4;1;10;4;1;1;9;1953;58;5;6;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;02;63;2850,40677514559
2889051;1;1;1;10;1;1;1;12;1988;23;1;2;1; ; ;3; ; ;2;1;2; ;5;10;1;2;10;02;63;5483,65931140754
2889051;1;2;1;10;2;2;1;10;1989;22;2;2;1; ; ;3; ; ;2;1;2; ;5;10;1;2;10;02;63;5483,65931140754
