Directorio;Secuencia_p;Orden;Hogar;Regis;P7480;P7480s1;P7480s3;P7480s4;P7480s5;P7480s6;P7480s7;P7480s8;P7480s9;P7480s10;P7480s11;P7480s1a1;P7480s3a1;P7480s4a1;P7480s5a1;P7480s6a1;P7480s7a1;P7480s8a1;P7480s9a1;P7480s10a1;P7480s11a1;Area;Fex_c_2011;Mes;Dpto
2969546;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;17;118,759507127068;06;17
2969546;1;4;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;17;118,759507127068;06;17
2969546;1;5;1;90; ;2;1;2;2;2;2;2;2;2;2; ;1; ; ; ; ; ; ; ; ;17;118,759507127068;06;17
2969546;1;6;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;17;118,759507127068;06;17
2969547;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;17;190,570891153235;06;17
2969547;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;35; ; ; ; ; ; ; ; ;17;190,570891153235;06;17
2969548;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;28; ; ; ; ; ; ; ; ;17;188,18851515175;06;17
2969548;1;2;1;90; ;2;1;2;2;1;2;1;2;2;2; ;35; ; ;24; ;2; ; ; ;17;188,18851515175;06;17
2969548;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;4; ; ; ; ; ; ; ; ;17;188,18851515175;06;17
2969549;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;17;173,462131354563;06;17
2969549;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;42; ; ; ; ; ; ; ; ;17;173,462131354563;06;17
2969549;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;17;173,462131354563;06;17
2969549;1;5;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;17;173,462131354563;06;17
2969549;1;6;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;17;173,462131354563;06;17
2969549;1;7;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;17;173,462131354563;06;17
2969550;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;17;169,601429019527;06;17
2969551;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;16; ; ; ; ; ; ; ; ;17;154,153626231768;06;17
2969552;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;17;191,359754839245;06;17
2969552;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;18; ; ; ; ; ; ; ; ;17;191,359754839245;06;17
2969552;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;8; ; ; ; ; ; ; ; ;17;191,359754839245;06;17
2969553;1;1;1;90; ;2;1;2;2;2;2;2;2;1;2; ;14; ; ; ; ; ; ;2; ;17;204,437956571631;06;17
2969553;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;4; ; ; ; ; ; ; ; ;17;204,437956571631;06;17
2969554;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;28; ; ; ; ; ; ; ; ;17;164,670143980547;06;17
2969554;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;17;164,670143980547;06;17
2969555;1;1;1;90; ;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ; ;4; ; ; ;17;199,13089056009;06;17
2969555;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;17;199,13089056009;06;17
2969555;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;17;199,13089056009;06;17
2969556;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;17;177,955827853308;06;17
2969556;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;8; ; ; ; ; ; ; ; ;17;177,955827853308;06;17
2969557;1;1;1;90; ;2;1;2;2;2;2;1;2;2;1; ;10; ; ; ; ;4; ; ;5;17;212,263762041801;06;17
2969557;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;21; ;40; ; ; ; ; ; ;17;212,263762041801;06;17
2969558;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;17;190,570891153235;06;17
2969558;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;17;190,570891153235;06;17
2969559;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;17;169,601429019527;06;17
2969560;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;17;147,29032867765;06;17
2969560;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;17;147,29032867765;06;17
2969560;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;4; ; ; ; ; ; ; ; ;17;147,29032867765;06;17
2969560;1;4;1;90; ;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ; ;7; ; ; ;17;147,29032867765;06;17
2969562;1;1;1;90; ;2;1;2;1;2;2;2;1;2;2; ;14; ;28; ; ; ;5; ; ;17;272,472443402982;06;17
2969562;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;28; ; ; ; ; ; ; ; ;17;272,472443402982;06;17
2969563;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;17;147,29032867765;06;17
2969563;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;5; ;5; ; ; ; ; ; ;17;147,29032867765;06;17
2969563;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;17;147,29032867765;06;17
2969563;1;4;1;90; ;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ; ;6; ; ; ;17;147,29032867765;06;17
2969564;1;1;1;90; ;2;2;2;1;2;2;2;2;2;2; ; ; ;20; ; ; ; ; ; ;73;178,752048642433;06;73
2969564;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;12; ;18; ; ; ; ; ; ;73;178,752048642433;06;73
2969564;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;6; ; ; ; ; ; ; ; ;73;178,752048642433;06;73
2969565;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;73;219,544570357975;06;73
2969565;1;2;1;90; ;2;1;2;1;1;2;2;2;2;2; ;24; ;6;6; ; ; ; ; ;73;219,544570357975;06;73
2969565;1;3;1;90; ;2;1;2;1;2;2;2;2;2;2; ;12; ;12; ; ; ; ; ; ;73;219,544570357975;06;73
2969566;1;1;1;90; ;2;2;2;1;2;2;2;2;2;2; ; ; ;6; ; ; ; ; ; ;73;205,136664757785;06;73
2969566;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;18; ;24; ; ; ; ; ; ;73;205,136664757785;06;73
2969567;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;73;314,198009059842;06;73
2969567;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;24; ; ; ; ; ; ; ; ;73;314,198009059842;06;73
2969568;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;24; ; ; ; ; ; ; ; ;73;229,002438700427;06;73
2969568;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;73;229,002438700427;06;73
2969569;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;73;171,973657803432;06;73
2969569;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;4; ; ; ; ; ; ; ; ;73;171,973657803432;06;73
2969569;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;73;171,973657803432;06;73
2969570;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;73;278,00855678437;06;73
2969570;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;73;278,00855678437;06;73
2969571;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;73;235,535506470169;06;73
2969571;1;2;1;90; ;2;1;2;2;1;2;2;2;2;2; ;35; ; ;16; ; ; ; ; ;73;235,535506470169;06;73
2969572;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;25; ;40; ; ; ; ; ; ;73;170,466187280498;06;73
2969573;1;1;1;90; ;2;1;2;2;2;2;2;1;2;2; ;10; ; ; ; ; ;6; ; ;73;215,674101347078;06;73
2969573;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;60; ; ; ; ; ; ; ; ;73;215,674101347078;06;73
2969573;1;3;1;90; ;2;1;2;2;2;2;2;2;1;2; ;10; ; ; ; ; ; ;15; ;73;215,674101347078;06;73
2969575;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;1; ; ; ; ; ; ; ; ;73;251,771765651622;06;73
2969579;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;15; ; ; ; ; ; ; ; ;73;235,535506470169;06;73
2969579;1;2;1;90; ;2;1;2;2;1;2;2;2;2;2; ;25; ; ;25; ; ; ; ; ;73;235,535506470169;06;73
2969580;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;25; ; ; ; ; ; ; ; ;73;210,031315766594;06;73
2969582;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;25; ; ; ; ; ; ; ; ;73;231,665037459272;06;73
2969582;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;15; ; ; ; ; ; ; ; ;73;231,665037459272;06;73
2969585;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;35; ;35; ; ; ; ; ; ;73;237,367138788064;06;73
2969585;1;2;1;90; ;2;1;2;2;2;2;1;2;2;2; ;25; ; ; ; ;9; ; ; ;73;237,367138788064;06;73
2969585;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;25; ; ; ; ; ; ; ; ;73;237,367138788064;06;73
2969586;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;4; ; ; ; ; ; ; ; ;73;344,586993994744;06;73
2969586;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;73;344,586993994744;06;73
2969587;1;1;1;90; ;2;2;2;1;2;2;2;2;2;2; ; ; ;3; ; ; ; ; ; ;73;295,108031942886;06;73
2969587;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;15; ;21; ; ; ; ; ; ;73;295,108031942886;06;73
2969587;1;4;1;90; ;2;1;2;1;2;2;2;2;2;2; ;3; ;14; ; ; ; ; ; ;73;295,108031942886;06;73
2969588;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;73;231,665037459272;06;73
2969588;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;28; ; ; ; ; ; ; ; ;73;231,665037459272;06;73
2969591;1;1;1;90; ;2;1;2;2;2;2;2;1;2;2; ;2; ; ; ; ; ;2; ; ;73;220,247175458202;06;73
2969591;1;2;1;90; ;2;1;2;2;2;2;2;2;1;1; ;48; ; ; ; ; ; ;5;10;73;220,247175458202;06;73
2969591;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;73;220,247175458202;06;73
2969592;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;28; ; ; ; ; ; ; ; ;73;268,659355157451;06;73
2969592;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;73;268,659355157451;06;73
2969592;1;3;1;90; ;2;1;2;2;2;2;2;2;1;2; ;7; ; ; ; ; ; ;3; ;73;268,659355157451;06;73
2969592;2;1;2;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;73;268,659355157451;06;73
2969593;1;1;1;90; ;2;1;2;2;2;2;2;2;2;1; ;14; ; ; ; ; ; ; ;3;73;201,27605252437;06;73
2969593;1;2;1;90; ;2;1;2;2;2;2;2;2;1;2; ;14; ; ; ; ; ; ;3; ;73;201,27605252437;06;73
2969594;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;28; ;38; ; ; ; ; ; ;73;178,825961133735;06;73
2969594;1;2;1;90; ;2;1;1;2;2;2;1;2;2;2; ;7;7; ; ; ;4; ; ; ;73;178,825961133735;06;73
2969669;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;23;89,7075104348989;06;23
2969669;2;1;2;90; ;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;23;89,7075104348989;06;23
2969669;2;2;2;90; ;2;1;2;2;2;2;2;2;2;2; ;30; ; ; ; ; ; ; ; ;23;89,7075104348989;06;23
2969670;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;23;192,521841473566;06;23
2969670;1;2;1;90; ;2;1;2;2;2;2;1;2;2;2; ;7; ; ; ; ;30; ; ; ;23;192,521841473566;06;23
2969670;2;1;2;90; ;2;1;2;1;2;2;2;2;2;2; ;7; ;7; ; ; ; ; ; ;23;192,521841473566;06;23
2969670;2;2;2;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;23;192,521841473566;06;23
2969671;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;7; ;14; ; ; ; ; ; ;23;165,407730012566;06;23
2969671;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;35; ;30; ; ; ; ; ; ;23;165,407730012566;06;23
2969673;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;23;159,055424413095;06;23
2969673;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;23;159,055424413095;06;23
2969674;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;23;174,823018195908;06;23
2969674;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;21; ;14; ; ; ; ; ; ;23;174,823018195908;06;23
2969674;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;23;174,823018195908;06;23
2969674;1;4;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;23;174,823018195908;06;23
2969674;1;6;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;23;174,823018195908;06;23
2969675;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;21; ;28; ; ; ; ; ; ;23;189,043847611354;06;23
2969675;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;14; ;14; ; ; ; ; ; ;23;189,043847611354;06;23
2969675;1;5;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;23;189,043847611354;06;23
2969697;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;48; ; ; ; ; ; ; ; ;54;217,959061097162;06;54
2969697;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;54;217,959061097162;06;54
2969698;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;24; ; ; ; ; ; ; ; ;54;262,228436623769;06;54
2969698;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;24; ; ; ; ; ; ; ; ;54;262,228436623769;06;54
2969698;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;54;262,228436623769;06;54
2969698;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;54;262,228436623769;06;54
2969700;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;54;346,614037772377;06;54
2969700;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;28; ; ; ; ; ; ; ; ;54;346,614037772377;06;54
2969701;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;6; ; ; ; ; ; ; ; ;54;433,333921505064;06;54
2969747;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;14; ;15; ; ; ; ; ; ;11;2873,29220938623;06;11
2969747;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;10; ;28; ; ; ; ; ; ;11;2873,29220938623;06;11
2969747;1;3;1;90; ;2;1;2;1;2;2;2;2;2;2; ;14; ;50; ; ; ; ; ; ;11;2873,29220938623;06;11
2969748;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;18; ;12; ; ; ; ; ; ;66;213,712757011861;06;66
2969749;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;66;281,223698340476;06;66
2969749;1;2;1;90; ;2;1;2;2;1;2;2;2;2;2; ;10; ; ;20; ; ; ; ; ;66;281,223698340476;06;66
2969749;1;3;1;90; ;2;1;2;2;2;2;1;2;2;2; ;2; ; ; ; ;10; ; ; ;66;281,223698340476;06;66
2969749;1;4;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;66;281,223698340476;06;66
2969750;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;66;216,818312242711;06;66
2969750;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;15; ; ; ; ; ; ; ; ;66;216,818312242711;06;66
2969751;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;66;232,839856534113;06;66
2969751;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;20; ; ; ; ; ; ; ; ;66;232,839856534113;06;66
2969751;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;66;232,839856534113;06;66
2969752;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;30; ; ; ; ; ; ; ; ;66;290,264908211227;06;66
2969752;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;20; ; ; ; ; ; ; ; ;66;290,264908211227;06;66
2969753;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;8; ; ; ; ; ; ; ; ;66;182,052920499772;06;66
2969753;1;2;1;90; ;2;1;2;2;2;2;1;2;2;2; ;35; ; ; ; ;4; ; ; ;66;182,052920499772;06;66
2969753;1;3;1;90; ;2;1;2;1;2;2;2;2;2;2; ;15; ;20; ; ; ; ; ; ;66;182,052920499772;06;66
2969754;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;66;223,109648335193;06;66
2969754;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;25; ; ; ; ; ; ; ; ;66;223,109648335193;06;66
2969755;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;30; ;30; ; ; ; ; ; ;08;529,790483017473;06;08
