Directorio;Secuencia_p;Orden;Hogar;Regis;Clase;P7250;P7260;P7280;P7280s1;P7310;P7320;P7350;P7350s1;P7360;P7390;P7390s1;P7420;P7420s1;P7420s2;P7420s3;P7420s4;P7420s5;P7420s6;P7420s7;P7420s8;P7420s7a1;P7422;P7422s1;P9460;Oficio1;Oficio2;Rama2d_d;Dsi;Dscy;Rama4d_d;Mes;Dpto;Fex_c_2011;Area
2969388;1;1;1;70;1;2;72;4; ;2;84;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;58;58;74;1;1;7492;06;63;130,382035934516;63
2969389;1;1;1;70;1;4;48;1; ;2;8;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;38;38;64;1;1;6422;06;63;183,119163394211;63
2969393;1;2;1;70;1;4;40;1; ;2;24;4; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;79;79;18;1;1;1810;06;63;180,223384881728;63
2969414;2;3;2;70;1;73;24;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;81; ; ;1;2; ;06;73;332,883568239243;73
2969415;1;3;1;70;1;136;48;1; ;2;126;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;09;09;65;1;2;6593;06;73;178,506725573175;73
2969419;1;2;1;70;1;123;48;4; ;2;99;1; ;5;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;41;45;52;1;2;5211;06;63;127,143521217396;63
2969419;1;3;1;70;1;20;4;4; ;2;3;4; ;1;4; ; ; ; ; ; ; ; ; ;1; ;1;30000;2;41;41;52;1;2;5239;06;63;127,143521217396;63
2969420;1;1;1;70;1;99;48;1; ;2;99;5; ;2;1; ; ; ; ; ; ; ; ;1; ;PENSIONADO;2; ;2;58;41;52;1;2;5241;06;63;149,837079681793;63
2969420;1;4;1;70;1;48;12;2; ;2;99;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;19;45;52;1;2;5233;06;63;149,837079681793;63
2969421;1;3;1;70;1;84;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;2; ;06;63;160,623701158857;63
2969424;1;3;1;70;1;1;48;1; ;2;1;1; ;5;1; ; ; ; ; ; ; ; ; ;1; ;1;1000000;2;08;08;72;1;1;7220;06;63;107,00288823006;63
2969424;1;4;1;70;1;65;50;4; ;2;2;1; ;2;3; ; ; ; ; ; ; ; ; ;1; ;1;36000;2;95;38;64;1;2;6422;06;63;107,00288823006;63
2969430;1;2;1;70;1;52;48;1; ;2;364;2; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;58;85;1;2;8511;06;18;64,9691161967662;18
2969434;1;1;1;70;1;12;48;1; ;2;12;1; ;4;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;1;5211;06;18;84,9727719399067;18
2969540;1;2;1;70;1;156;48;1; ;2;12;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;30;11;45;1;2;4521;06;17;149,672704679135;17
2969541;1;3;1;70;1;26;48;1; ;2;26;4; ;9;1; ; ; ;1; ; ; ; ; ; ; ;2; ;2;06;39;75;1;2;7512;06;17;188,472345602087;17
2969543;1;1;1;70;1;48;48;1; ;2;3;1; ;3;9;ES BENEFICIARIO DE LA EX ESPOSA; ; ; ; ; ; ; ; ;1; ;1;200000;2;85;85;45;1;2;4542;06;17;280,149110469897;17
2969545;1;1;1;70;1;4;48;1; ;2;4;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;1;566700;2;38;38;64;1;1;6421;06;17;138,188015262224;17
2969546;1;3;1;70;1;3;48;1; ;2;3;1; ;9;1; ; ;1; ; ; ; ; ; ; ; ;1;566700;2;38;38;74;1;1;7499;06;17;118,759507127068;17
2969565;1;3;1;70;1;8;48;1; ;2;8;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;79;79;18;1;1;1810;06;73;219,544570357975;73
2969569;1;1;1;70;1;5;40;1; ;2;8;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;97;52;1;1;5233;06;73;171,973657803432;73
2969585;1;2;1;70;1;2;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;06;73;237,367138788064;73
2969588;1;2;1;70;1;52;60;4; ;2;52;3; ;1;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;54;95;1;2;9500;06;73;231,665037459272;73
2969592;2;1;2;70;1;40;10;4; ;2;364;2; ;9;1; ; ; ; ;1; ; ; ; ; ; ;2; ;2;54;13;80;1;2;8043;06;73;268,659355157451;73
2969595;1;1;1;70;1;156;40;1; ;2;24;4; ;1;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;06;06;85;1;2;8513;06;15;123,335745678981;15
2969595;1;3;1;70;1;104;40;1; ;2;24;1; ;5;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;2;4521;06;15;123,335745678981;15
2969619;1;1;1;70;1;28;60;1; ;2;28;1; ;4;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;30;92;1;2;9214;06;20;170,526203222098;20
2969625;1;2;1;70;1;12;40;1; ;2;12;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;45;52;1;1;5239;06;20;90,2935453359602;20
2969635;1;3;1;70;1;4;40;1; ;2;12;4; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;58;95;45;1;1;4521;06;27;31,9697178432026;27
2969639;1;13;1;70;1;12;48;2; ;2;24;4; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;13;95;45;1;1;4522;06;27;190,785077073931;27
2969639;1;14;1;70;1;40;48;3; ;2;104;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;2;9500;06;27;190,785077073931;27
2969640;1;4;1;70;1;3;20;5; ;2;20;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;41;41;52;1;1;5231;06;27;26,8291514635215;27
2969644;1;2;1;70;1;12;48;1; ;2;12;1; ;9;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;1;5225;06;47;171,218519969258;47
2969650;1;3;1;70;1;52;48;1; ;2;52;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;32;66;1;2;6602;06;47;83,9433460076009;47
2969658;1;2;1;70;1;4;24;4; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;93; ; ;1;1; ;06;47;135,297945126702;47
2969669;2;2;2;70;1;4;48;1; ;2;52;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;55;15;1;1;1594;06;23;89,7075104348989;23
2969670;2;1;2;70;1;8;48;1; ;2;12;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;50;1;1;5051;06;23;192,521841473566;23
2969677;1;2;1;70;1;156;48;2; ;2;156;2; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;11;21;85;1;2;8511;06;18;72,8714657089638;18
2969697;1;1;1;70;1;16;24;4; ;2;16;4; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;79;79;18;1;2;1810;06;54;217,959061097162;54
2969698;1;2;1;70;1;20;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;57; ; ;1;2; ;06;54;262,228436623769;54
2969710;1;4;1;70;1;12;20;4; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;53; ; ;1;1; ;06;63;163,533586627313;63
2969713;1;1;1;70;1;104;40;4; ;2;996;4; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;53;55;1;2;5529;06;63;132,978776284565;63
2969725;1;2;1;70;1;52;40;1; ;2;104;1; ;3;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;53;55;1;2;5521;06;63;135,370029956431;63
2969739;1;1;1;70;1;5;45;4; ;2;5;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;1;4521;06;63;88,3622021356138;63
2969745;1;1;1;70;1;20;50;4; ;2;20;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;84;84;50;1;2;5020;06;63;146,909216479304;63
2969745;1;4;1;70;1;20;38;4; ;2;20;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;41;41;52;1;2;5211;06;63;146,909216479304;63
2969749;1;3;1;70;1;2;48;1; ;2;48;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;81;36;1;1;3611;06;66;281,223698340476;66
2969750;1;2;1;70;1;48;48;1; ;2;120;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;21;64;1;2;6422;06;66;216,818312242711;66
