Directorio;Secuencia_p;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090s1;P5100;P5110;P5130;P5140;P5210s1;P5210s10;P5210s11;P5210s14;P5210s15;P5210s16;P5210s17;P5210s18;P5210s19;P5210s2;P5210s20;P5210s21;P5210s22;P5210s24;P5210s3;P5210s4;P5210s5;P5210s6;P5210s7;P5210s8;P5210s9;P5220;P5220s1;P6006;P6007;P6007s1;P6008;Hogar;P4000;P4010;P4020;P4030s1;P4030s2;P4030s3;P4030s4;P4030s5;P4030s1a1;P4030s4a1;P4040;Regis;Clase;Mes;Dpto;Fex_c_2011;Area
3417646;1;3;2;1;1;1;1;1;3;3; ; ; ; ;390000;2;2;1;2;1;2;2;1;1;1;2;2;2;2;2;1;1;1;1;1;2;1;2;2;1;1;3;1;2;1;4;1;1;1;1;1;3;3;1;01;1;03;47;171,308632751584;47
3417647;1;3;2;1;1;1;1;1;3;3; ; ; ; ;300000;2;2;1;1;1;1;2;2;1;1;1;1;2;2;1;1;1;1;1;2;2;1;3;2;2; ;4;1;2;1;4;1;1;1;1;1;3;3;1;01;1;03;47;169,918606840776;47
3417649;1;3;1;1;1;1;1;1;3;1; ; ;90000000;500000; ;2;2;1;1;1;2;2;1;1;1;2;2;2;2;2;1;1;1;1;1;2;1;2;2;2; ;2;1;2;1;4;1;1;1;1;1;3;3;1;01;1;03;47;154,258978282372;47
3417650;1;4;3;1;1;1;1;1;3;1; ; ;98;600000; ;1;2;1;1;1;1;2;1;1;1;2;1;1;2;1;1;1;1;1;1;2;1;4;2;2; ;6;1;2;1;4;1;1;1;1;1;4;3;1;01;1;03;47;170,625885217488;47
3417651;1;3;2;1;1;1;1;1;3;1; ; ;75000000;400000; ;2;1;1;1;2;1;2;2;1;1;2;2;2;2;1;2;1;1;1;1;1;1;2;2;2; ;2;1;2;1;4;1;1;1;1;1;3;3;1;01;1;03;47;187,274082927539;47
3417652;1;4;3;1;1;1;1;1;3;1; ; ;80000000;500000; ;2;2;1;1;1;1;2;1;1;1;2;2;2;2;1;1;1;1;1;1;2;1;4;2;2; ;4;1;1;1;4;1;1;1;1;1;3;3;1;01;1;03;47;184,369318461306;47
3417654;1;3;2;1;1;1;1;1;3;1; ; ;120000000;550000; ;1;2;1;1;1;1;2;1;1;1;2;2;2;2;2;1;1;1;1;2;2;1;2;2;2; ;3;1;2;1;4;1;1;1;1;1;3;3;1;01;1;03;47;143,188313327759;47
3417655;1;4;3;1;1;1;1;1;3;1; ; ;200000000;700000; ;1;2;1;2;2;1;2;1;1;2;2;2;2;2;1;1;1;1;1;2;2;1;2;2;2; ;4;1;2;1;4;1;1;1;1;1;4;3;2;01;1;03;47;100,395377071329;47
3417656;1;4;3;1;1;1;1;1;3;1; ; ;98;400000; ;1;1;1;1;1;1;2;2;2;1;2;2;2;2;1;1;1;1;1;1;1;1;5;2;2; ;5;1;2;1;4;1;1;1;1;1;3;2;1;01;1;03;17;177,080423609405;17
3417657;1;1;1;1;1;1;1;1;4;3; ; ; ; ;260000;2;1;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;2;2;1;1;2;2; ;3;1;2;1;4;1;2;1;1;1;3;2;1;01;1;03;17;208,848023540933;17
3417658;1;5;3;1;1;1;1;1;3;1; ; ;90000000;480000; ;1;1;1;1;1;1;2;2;2;1;1;2;2;2;1;1;1;1;1;1;1;1;4;2;2; ;4;1;1;1;4;1;1;1;1;1;3;2;1;01;1;03;17;171,831857713233;17
3417659;1;6;1;1;1;1;1;1;3;1; ; ;130000000;500000; ;1;1;1;2;1;2;2;2;2;1;2;2;2;2;2;1;1;1;1;1;1;1;1;2;2; ;2;1;1;1;4;1;1;1;1;1;3;2;1;01;1;03;17;162,747415148269;17
3417660;1;3;1;1;1;1;1;1;3;3; ; ; ; ;450000;1;1;1;1;1;2;2;2;2;1;2;2;2;2;2;1;1;1;1;1;1;2; ;2;2; ;1;1;2;1;4;1;1;1;1;1;3;2;1;01;1;03;17;163,746092659445;17
3417661;1;1;1;1;1;1;1;1;4;3; ; ; ; ;330000;2;2;1;2;1;2;2;2;2;1;2;1;2;2;2;2;1;1;1;2;2;1;2;2;2; ;2;1;2;1;4;1;2;1;1;1;3;2;1;01;1;03;17;167,829579928119;17
3417662;1;3;2;1;1;1;1;1;3;3; ; ; ; ;450000;2;2;1;1;1;1;2;2;2;1;2;2;2;2;1;1;1;1;1;2;2;1;3;2;2; ;4;1;2;1;4;1;1;1;1;1;3;2;1;01;1;03;17;176,443126083956;17
3417663;1;5;3;1;1;1;1;1;3;1; ; ;99;400000; ;1;2;1;1;2;1;2;2;2;1;2;2;2;2;1;1;1;1;1;2;1;1;2;2;2; ;3;1;1;1;4;1;1;1;1;1;3;2;1;01;1;03;17;146,212156627963;17
3417664;1;6;2;1;1;1;1;1;3;1; ; ;90000000;600000; ;1;1;1;2;2;2;2;2;2;1;2;2;2;2;1;1;1;1;1;1;2;1;2;2;2; ;2;1;1;1;6;1;1;1;1;1;3;2;1;01;1;03;17;147,21083413914;17
3417665;1;1;1;1;1;1;1;1;3;3; ; ; ; ;240000;1;1;2;2;2;1;2;2;2;1;2;2;2;2;1;2;2;2;1;2;2;1;1;2;2; ;1;1;2;1;4;1;1;1;1;1;3;2;1;01;1;03;17;163,051910441073;17
3417666;1;4;2;1;1;1;1;1;3;1; ; ;200000000;500000; ;1;1;1;1;1;1;2;2;2;1;2;2;2;2;1;1;1;1;1;1;1;1;1;2;2; ;2;1;1;1;4;1;1;1;1;1;3;2;1;01;1;03;17;147,905016357511;17
3417667;1;2;1;1;1;1;1;1;4;3; ; ; ; ;345000;1;1;1;1;1;1;1;2;2;1;1;2;2;2;1;1;1;1;1;1;2;1;1;2;2; ;2;1;2;1;4;1;2;1;1;1;3;2;1;01;1;03;17;185,804594796536;17
3417668;1;4;3;1;1;1;1;1;3;1; ; ;100000000;500000; ;1;1;1;1;1;1;2;2;2;1;2;1;2;2;1;1;1;1;1;1;1;1;4;2;2; ;4;1;1;1;4;1;1;1;1;1;3;2;1;01;1;03;17;172,302754122359;17
3417669;1;3;2;1;1;1;1;1;3;3; ; ; ; ;400000;1;1;1;1;1;1;1;2;2;1;2;2;2;2;1;1;1;1;1;1;1;1;2;2;2; ;2;1;2;1;4;1;1;1;1;1;3;2;1;01;1;03;17;169,249647744648;17
3417670;1;4;2;1;1;1;1;1;3;4; ; ; ;350000; ;1;1;1;1;1;1;2;2;2;1;1;1;2;2;1;2;1;1;1;1;1;1;3;2;2; ;3;1;2;1;4;1;1;1;1;1;3;2;1;01;1;03;17;190,582264283582;17
3417671;1;3;2;1;1;1;1;1;3;1; ; ;120000000;350000; ;1;1;1;1;2;1;2;2;2;1;1;1;2;2;1;1;1;1;1;1;2;1;2;2;2; ;3;1;2;1;4;1;1;1;1;1;3;2;1;01;1;03;17;186,58592412618;17
3417672;1;4;1;1;1;1;1;1;3;1; ; ;120000000;400000; ;1;1;1;2;2;1;2;2;2;1;2;1;1;2;1;1;1;1;1;2;1;1;2;2;2; ;2;1;2;1;4;1;1;1;1;1;2;2;1;01;1;03;17;167,829579928119;17
3417673;1;4;3;1;1;1;1;1;1;1; ; ;60000000;400000; ;1;1;1;1;1;1;1;2;2;1;2;2;2;2;1;1;1;1;1;1;1;1;2;2;2; ;4;1;1;1;2;1;1;1;1;1;3;2;1;01;1;03;17;194,8890373615;17
3417674;1;2;1;1;1;1;1;1;3;1; ; ;98;500000; ;1;1;1;2;2;1;1;2;2;1;2;2;1;2;1;1;1;1;1;2;2;1;2;2;2; ;2;1;2;1;4;1;1;1;1;1;6;2;1;01;1;03;17;325,494830296538;17
3417676;1;3;2;1;1;1;1;1;1;3; ; ; ; ;500000;2;1;1;1;2;1;1;2;2;1;1;2;1;2;1;1;1;1;1;1;1;1;2;2;2; ;2;1;2;1;7;1;2;1;1;1;6;2;1;01;1;03;17;334,717367037984;17
3417677;1;2;1;1;1;1;1;1;3;3; ; ; ; ;300000;2;2;1;1;1;2;2;2;2;1;1;1;2;2;2;1;1;1;1;2;1;1;2;2;2; ;2;1;2;1;4;1;1;1;1;1;2;2;1;01;1;03;17;167,829579928119;17
3417678;1;3;2;1;1;1;1;1;3;3; ; ; ; ;300000;2;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;1;3;2;2; ;4;1;2;1;4;1;1;1;1;1;2;2;1;01;1;03;17;205,342268324241;17
3417679;1;4;1;1;1;1;1;1;3;4; ; ; ;900000; ;2;1;1;1;2;1;2;2;2;1;2;2;2;1;1;1;1;1;1;2;1;1;1;2;1;3;1;1;2;1;4;1;1;1;1;1;6;2;1;01;1;03;17;367,787884078595;17
3417680;1;1;1;1;1;1;1;1;3;3; ; ; ; ;450000;2;1;1;1;2;1;2;2;2;2;2;2;2;2;1;1;1;2;1;2;2;1;1;2;2; ;1;1;2;1;6;1;1;1;1;1;5;2;1;01;1;03;17;368,729676896849;17
3417682;1;5;2;1;1;1;1;1;3;1; ; ;130000000;400000; ;1;1;1;1;1;1;2;2;2;1;1;1;1;2;1;1;1;1;1;1;2;1;3;2;2; ;4;1;2;1;4;1;1;1;1;1;2;2;1;01;1;03;17;187,007314431532;17
3417683;1;2;1;1;1;1;1;1;3;3; ; ; ; ;380000;1;1;1;1;2;1;2;2;2;1;2;2;2;2;1;1;1;1;1;1;2;1;1;2;2; ;1;1;2;1;6;1;1;1;1;1;6;2;1;01;1;03;17;368,729676896849;17
3417686;1;3;1;1;1;1;1;1;4;3; ; ; ; ;550000;2;1;1;1;1;1;2;2;2;1;2;2;1;1;1;1;1;1;1;1;2;1;2;2;2; ;2;1;2;1;4;1;2;1;1;1;6;2;1;01;1;03;17;335,659159856237;17
3417687;1;2;1;1;1;1;1;1;4;4; ; ; ;300000; ;2;2;1;1;2;1;2;2;2;1;2;1;2;2;2;2;1;1;1;2;2;1;2;2;2; ;2;1;2;1;4;1;2;1;1;1;2;2;1;01;1;03;17;167,829579928119;17
3417688;1;4;3;1;1;1;1;1;3;3; ; ; ; ;600000;2;1;1;1;1;1;2;2;2;1;2;2;1;2;2;1;1;1;1;2;1;1;1;2;1;1;3;1;2;1;4;1;1;1;1;1;3;7;1;01;1;03;15;72,5875526081765;15
3417689;1;1;1;1;1;1;1;1;4;1; ; ;15000000;150000; ;2;1;1;1;2;2;2;2;2;2;2;1;2;2;2;1;1;1;1;1;2;1;1;2;2; ;1;1;1;1;4;1;2;1;1;1;1;3;1;01;1;03;15;107,589670973795;15
3417690;1;4;3;1;1;1;1;1;3;3; ; ; ; ;300000;2;1;1;1;2;2;2;2;2;1;2;2;2;2;2;1;1;2;1;2;2;1;1;2;2; ;4;1;2;1;4;1;1;1;1;1;1;3;1;01;1;03;15;65,1639062563408;15
3417691;1;4;3;1;1;1;1;1;3;1; ; ;120000000;600000; ;1;1;1;1;1;1;2;2;2;1;2;2;1;2;1;1;1;1;1;1;1;1;3;2;2; ;4;1;2;1;4;1;1;1;1;1;4;3;1;01;1;03;15;56,4262387867614;15
3417692;1;4;3;1;1;1;1;1;3;1; ; ;150000000;500000; ;1;1;1;1;1;1;2;2;2;1;2;2;1;2;1;1;1;1;1;1;1;1;2;2;2; ;4;1;2;1;4;1;1;1;1;1;4;3;1;01;1;03;15;93,9421599188948;15
3417693;1;3;1;1;1;1;1;1;3;3; ; ; ; ;600000;2;1;1;1;2;2;2;2;2;1;2;2;1;2;2;1;1;1;1;2;1;1;1;2;1;1;2;1;2;1;4;1;1;1;1;1;4;3;1;01;1;03;15;95,9012284382571;15
3417694;1;3;1;1;1;1;1;1;3;1; ; ;98;400000; ;1;1;1;1;1;1;2;2;2;1;1;2;2;2;1;1;1;1;1;1;1;1;3;2;2; ;3;1;2;1;4;1;1;1;1;1;3;3;1;01;1;03;15;67,3064545268093;15
3417695;1;3;1;1;1;1;1;1;3;3; ; ; ; ;350000;2;2;1;1;1;1;2;2;2;1;2;2;2;1;1;1;1;1;1;1;1;1;1;2;2; ;1;1;2;1;4;1;1;1;1;1;3;3;1;01;1;03;15;94,0526338243215;15
3417696;1;3;2;1;1;1;1;1;4;1; ; ;75000000;600000; ;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;1;1;2;2; ;3;1;2;1;4;1;2;1;1;1;3;3;1;01;1;03;15;70,6745608137068;15
3417697;1;5;2;1;1;1;1;1;3;1; ; ;150000000;800000; ;2;1;1;1;1;1;2;2;2;1;1;2;2;2;1;1;1;1;1;1;2;1;2;2;2; ;2;1;1;1;4;1;1;1;1;1;3;3;1;01;1;03;15;82,6751156177675;15
3417698;1;6;1;1;1;1;1;1;3;1; ; ;20000000;1500000; ;1;1;1;2;2;1;2;2;2;1;2;2;1;2;1;1;1;1;2;2;2;1;1;2;2; ;1;1;2;1;3;1;1;1;1;1;3;3;1;01;1;03;15;94,0526338243215;15
3417699;1;3;2;1;1;1;1;1;3;1; ; ;70000000;400000; ;2;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;2; ;2;2; ;2;1;2;1;4;1;1;1;1;1;3;3;1;01;1;03;15;75,3158664464658;15
3417700;1;3;2;1;1;1;1;1;3;1; ; ;40000000;400000; ;2;1;1;1;1;1;2;2;2;1;2;2;2;2;2;1;1;1;1;1;1;1;2;2;2; ;3;1;2;1;4;1;1;1;1;1;3;3;1;01;1;03;15;117,255835748975;15
3417701;1;3;2;1;1;1;1;1;3;1; ; ;80000000;350000; ;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;2;2;2; ;2;1;1;1;4;1;1;1;1;1;2;3;1;01;1;03;15;72,6265340847393;15
3417702;1;2;1;1;2;1;1;1;3;3; ; ; ; ;150000;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;1;1;2;2; ;1;1;2;1;4;1;1;1;1;1;2;3;1;01;1;03;15;111,078047770804;15
3417702;2;1;1;1;2;1;1;1;3;3; ; ; ; ;150000;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;1;1;2;2; ;2;2;2;1;4;1;1;1;1;1;2;3;1;01;1;03;15;111,078047770804;15
3417703;1;4;3;1;1;1;1;1;3;1; ; ;70000000;400000; ;2;1;1;1;2;1;2;2;2;1;2;2;1;2;1;1;1;1;1;1;1;1;3;2;2; ;4;1;2;1;4;1;1;1;1;1;2;3;1;01;1;03;15;101,887174658017;15
3417704;1;4;2;1;1;1;1;1;3;1; ; ;60000000;150000; ;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;2;2;1;1;4;1;1;1;2;1;1;1;1;1;1;3;1;01;1;03;18;73,5043764363913;18
3417705;1;2;1;1;1;1;1;1;3;1; ; ;45000000;150000; ;2;2;1;2;1;2;2;2;2;2;2;1;2;2;2;2;1;1;2;2;2;1;2;2;2; ;4;1;1;1;2;1;1;1;1;1;1;3;1;01;1;03;18;59,0335327766933;18
3417706;1;1;1;1;2;1;1;6; ;3; ; ; ; ;70000;2;2;1;2;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2; ;1;1;2;1;2;1;2;1;1;1;1;3;2;01;1;03;18;91,4360920807548;18
3417707;1;2;1;1;1;1;1;1;3;1; ; ;30000000;150000; ;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;1;2;2; ;2;1;2;1;2;1;1;1;1;1;1;3;2;01;1;03;18;65,4301559239815;18
3417708;1;3;2;3;1;1;1;1;3;3; ; ; ; ;150000;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;1;2;2;1;2;2;2; ;2;1;1;1;2;1;1;2;1;1;1;3;2;01;1;03;18;65,4301559239815;18
3417709;1;3;2;1;1;1;1;1;4;3; ; ; ; ;150000;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;2;1;3;2;2; ;11;1;2;1;2;1;2;1;1;1;1;3;2;01;1;03;18;59,1199404849657;18
3417710;1;4;3;2;1;1;1;1;3;1; ; ;23000000;230000; ;2;2;1;1;1;2;2;2;1;2;1;1;2;2;2;1;1;1;1;2;2;1;2;2;2; ;4;1;1;1;2;1;1;1;1;1;1;3;2;01;1;03;18;64,6253580479574;18
3417711;1;4;2;1;1;1;1;1;3;1; ; ;50000000;250000; ;2;2;1;1;2;2;2;2;1;1;2;2;2;2;2;2;1;1;1;2;2;1;1;2;2; ;4;1;2;1;2;1;1;1;1;1;1;2;1;01;1;03;18;88,3844195402351;18
3417712;1;4;3;1;1;1;1;1;3;3; ; ; ; ;200000;2;2;1;1;2;2;2;2;1;1;2;2;2;2;2;1;2;1;1;2;2;1;3;2;2; ;5;1;1;1;2;1;1;1;1;1;2;3;1;01;1;03;18;74,8733487920171;18
3417713;1;1;1;1;2;1;1;1;3;3; ; ; ; ;150000;2;2;1;1;1;1;2;2;1;1;2;2;2;2;2;2;1;1;1;2;2;1;1;2;2; ;1;1;2;1;4;1;1;1;1;1;2;3;1;01;1;03;76;865,612807192137;76
3417714;1;2;1;1;1;1;1;1;4;4; ; ; ;500000; ;1;2;1;2;2;1;2;2;2;1;2;2;2;2;1;2;1;1;1;2;2;1;1;2;2; ;1;1;1;1;4;1;2;1;1;1;2;3;1;01;1;03;76;865,612807192137;76
3417715;1;1;1;1;2;1;1;1;3;3; ; ; ; ;170000;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;1;1;1;1;2;2;1;1;2;2; ;1;1;3;1;4;1;1;1;1;1;2;3;1;01;1;03;76;882,756645232999;76
3417716;1;2;2;1;1;1;1;1;1;3; ; ; ; ;200000;1;2;1;2;2;1;2;2;1;1;1;2;2;2;1;1;1;1;1;2;2;1;2;2;2; ;2;1;2;1;4;1;2;1;1;1;2;3;1;01;1;03;76;925,333767713483;76
3417717;1;5;2;1;1;1;1;1;3;1; ; ;98;250000; ;1;2;1;2;1;2;2;2;2;1;1;1;2;2;1;2;1;1;1;2;2;1;1;2;2; ;2;1;2;1;4;1;1;1;1;1;2;3;1;01;1;03;76;961,311460901374;76
3417718;1;3;2;1;1;1;1;1;3;1; ; ;60000000;350000; ;1;2;1;1;2;2;2;2;2;1;2;2;2;2;2;1;1;1;1;2;2;1;1;2;2; ;4;1;2;1;4;1;1;1;1;1;3;3;1;01;1;03;76;711,595402745222;76
3417719;1;4;3;1;1;1;1;1;4;4; ; ; ;500000; ;2;2;1;1;1;2;2;2;2;1;1;1;2;2;2;1;1;1;1;2;2;1;2;2;2; ;4;1;1;1;4;1;1;1;1;1;3;3;1;01;1;03;76;980,679659461758;76
3417720;1;2;1;1;1;1;1;1;4;4; ; ; ;400000; ;1;2;1;1;1;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;1;1;2;2; ;2;1;2;1;4;1;2;1;1;1;3;3;1;01;1;03;76;897,752222051229;76
3417721;1;3;2;1;1;1;1;1;3;1; ; ;98;400000; ;2;2;1;1;1;1;2;2;2;1;1;2;2;2;2;1;1;1;1;1;1;1;2;2;2; ;3;1;2;1;4;1;1;1;1;1;3;3;1;01;1;03;76;919,172861780072;76
3417722;1;2;2;1;1;1;1;2;1;1; ; ;98;350000; ;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;1;1;1;1;2;2;1;1;2;2; ;2;1;1;1;2;1;2;1;1;1;2;3;1;01;1;03;76;823,474208070835;76
3417723;1;1;1;1;2;1;1;6; ;3; ; ; ; ;200000;2;2;1;2;1;1;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2; ;2;1;1;1;4;1;1;1;1;1;3;3;1;01;1;03;76;978,455298942236;76
3417724;1;3;1;1;1;1;1;1;3;1; ; ;90000000;500000; ;1;2;1;2;2;2;2;2;1;1;2;2;2;2;2;2;1;1;1;2;1;1;1;2;2; ;1;1;2;1;4;1;1;1;1;1;3;3;1;01;1;03;76;996,859811078134;76
3417725;1;4;1;1;1;1;1;1;3;1; ; ;98;400000; ;1;1;1;2;2;2;2;2;2;1;2;2;2;2;2;1;1;1;1;1;2;1;1;2;2; ;1;1;2;1;4;1;1;1;1;1;3;3;1;01;1;03;76;882,756645232999;76
3417726;1;4;3;1;1;1;1;1;3;4; ; ; ;500000; ;1;1;1;1;1;1;2;2;1;1;2;1;1;2;1;1;1;1;1;1;2;1;2;2;2; ;4;1;2;1;4;1;1;1;1;1;3;3;1;01;1;03;76;1168,77277186157;76
3417727;1;1;1;1;1;1;1;6; ;3; ; ; ; ;220000;2;2;1;1;2;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2;1;1;2;2; ;1;1;4;1;4;1;2;1;1;1;3;3;1;01;1;03;76;1060,41904992828;76
3417728;1;4;2;1;1;1;1;1;3;1; ; ;130000000;500000; ;1;2;1;1;2;1;2;2;2;1;2;2;2;2;1;1;1;1;1;2;2;1;1;2;2; ;2;1;1;1;4;1;1;1;1;1;3;3;1;01;1;03;76;914,89606009209;76
3417736;1;3;2;1;1;1;1;1;3;1; ; ;4500000;200000; ;2;2;1;1;1;2;2;2;2;2;1;2;2;2;2;2;1;1;1;2;2;1;2;2;2; ;3;1;1;1;2;1;1;1;1;1;1;3;2;01;1;03;73;288,704889167225;73
3417737;1;3;2;1;1;1;1;1;3;4; ; ; ;200000; ;1;2;1;1;1;1;2;2;2;1;2;2;2;2;1;1;1;1;1;2;1;1;3;2;2; ;3;1;2;1;2;1;1;1;1;1;1;3;2;01;1;03;73;236,972748894244;73
3417738;1;5;4;1;1;1;1;1;3;3; ; ; ; ;900000;1;2;1;1;1;1;2;2;2;1;1;1;1;2;1;1;1;1;1;1;1;1;4;2;2; ;5;1;1;1;4;1;1;1;1;1;3;3;1;01;1;03;73;294,574866049171;73
3417739;1;3;2;1;1;1;1;1;3;1; ; ;15000000;200000; ;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;1;2;2; ;3;1;1;1;4;1;1;1;1;1;1;3;1;01;1;03;73;215,424913534406;73
3417740;1;2;2;1;1;1;1;1;3;3; ; ; ; ;350000;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;1;1;2;2; ;6;1;3;1;2;1;1;1;1;1;1;3;1;01;1;03;73;304,199260390821;73
3417741;1;1;1;1;2;1;1;6; ;1; ; ;10000000;150000; ;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ;2;2; ;1;1;4;1;2;1;2;1;1;1;2;3;2;01;1;03;73;294,00548975804;73
3417742;1;4;3;1;1;1;1;1;3;3; ; ; ; ;300000;2;2;1;1;2;2;2;2;2;2;1;2;2;2;1;1;1;1;1;2;2;1;4;2;2; ;8;1;2;1;4;1;1;1;1;1;2;3;2;01;1;03;73;306,801263546286;73
3417743;1;2;1;1;2;1;1;1;4;3; ; ; ; ;150000;1;2;1;1;1;1;2;2;2;1;2;2;2;2;1;2;1;1;1;2;2;1;2;2;2; ;4;1;4;1;2;1;2;1;1;1;2;3;2;01;1;03;73;228,714861721207;73
3417744;1;4;1;1;1;1;1;1;3;3; ; ; ; ;800000;1;1;1;1;2;1;2;2;2;1;2;2;1;2;1;1;1;1;1;1;2;1;1;2;2; ;1;1;2;1;4;1;1;1;1;1;3;3;1;01;1;03;73;588,010979516079;73
