Directorio;Secuencia_p;Orden;Hogar;Regis;Clase;P7250;P7260;P7280;P7280s1;P7310;P7320;P7350;P7350s1;P7360;P7390;P7390s1;P7420;P7420s1;P7420s2;P7420s3;P7420s4;P7420s5;P7420s6;P7420s7;P7420s8;P7420s7a1;P7422;P7422s1;P9460;Oficio1;Oficio2;Rama2d_d;Dsi;Dscy;Rama4d_d;Mes;Dpto;Fex_c_2011;Area
3417640;2;2;2;70;1;1;48;2; ;2;4;1; ;3;2; ; ; ; ; ; ; ; ; ;1; ;1;750000;2;33;21;70;1;1;7020;03;47;167,013842374543;47
3417641;1;2;1;70;1;24;48;1; ;2;96;1; ;5;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;2;5233;03;47;187,849707726718;47
3417643;1;2;1;70;1;2;48;1; ;2;104;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;32;70;1;1;7010;03;47;178,289783911024;47
3417650;1;3;1;70;1;52;48;1; ;2;106;1; ;3;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;45;52;1;2;5233;03;47;170,625885217488;47
3417651;1;1;1;70;1;52;48;1; ;2;52;1; ;8;1; ; ; ; ; ; ; ; ;1; ;ES PENSIONADO DE LA POLICIA;2; ;2;58;58;52;1;2;5211;03;47;187,274082927539;47
3417656;1;4;1;70;1;1;25;1; ;2;32;1; ;5;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;84;53;55;1;1;5521;03;17;177,080423609405;17
3417663;1;3;1;70;1;84;50;1; ;2;21;1; ;5;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;2;4521;03;17;146,212156627963;17
3417669;1;1;1;70;1;12;48;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;55; ; ;1;1; ;03;17;169,249647744648;17
3417673;1;3;1;70;1;216;48;1; ;2;216;1; ;9;5; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;38;64;1;2;6421;03;17;194,8890373615;17
3417687;1;2;1;70;1;156;48;1; ;2;60;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;45;50;1;2;5030;03;17;167,829579928119;17
3417690;1;1;1;70;1;4;48;1; ;2;9;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;45;52;1;1;5233;03;15;65,1639062563408;15
3417691;1;3;1;70;1;24;40;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;02; ; ;1;2; ;03;15;56,4262387867614;15
3417693;1;1;1;70;1;6;40;1; ;2;12;2; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;02;13;80;1;1;8050;03;15;95,9012284382571;15
3417709;1;2;1;70;1;8;48;3; ;2;12;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;1;9500;03;18;59,1199404849657;18
3417709;1;10;1;70;1;8;48;3; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;54; ; ;1;1; ;03;18;59,1199404849657;18
3417719;1;1;1;70;1;8;48;4; ;2;8;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;93;45;1;1;4552;03;76;980,679659461758;76
3417721;1;2;1;70;1;24;48;1; ;2;24;4; ;1;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;13;13;80;1;2;8060;03;76;919,172861780072;76
3417738;1;2;1;70;1;1;48;4; ;2;240;4; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;41;52;1;1;5233;03;73;294,574866049171;73
3417754;1;1;1;70;1;12;40;1; ;2;12;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;51;1;1;5125;03;20;132,792451866628;20
3417758;1;4;1;70;1;17;48;1; ;2;17;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;2;4530;03;52;98,5313186813214;52
3417760;1;3;1;70;1;12;48;1; ;2;12;1; ;5;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;1;5233;03;52;238,473834069222;52
3417767;1;1;1;70;1;33;30;4; ;2;33;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;41;52;1;2;5225;03;52;222,588924104932;52
3417767;1;2;1;70;1;14;48;1; ;2;14;4; ;1;8; ; ; ; ; ; ; ; ; ;1; ;1;200000;2;87;45;51;1;2;5155;03;52;222,588924104932;52
3417773;1;1;1;70;1;52;48;1; ;2;17;1; ;5;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;2;4521;03;52;183,927349678958;52
3417773;1;3;1;70;1;78;48;2; ;2;156;2; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;59;58;75;1;2;7524;03;52;183,927349678958;52
3417775;1;1;1;70;1;36;40;1; ;2;36;4; ;1;1; ; ;1; ; ; ; ; ;1; ;YA ES PENSIONADO;2; ;2;98;98;60;1;2;6042;03;52;191,519571166186;52
3417780;1;2;1;70;1;2;48;1; ;2;2;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;1;616000;2;45;39;64;1;1;6421;03;66;764,359707114398;66
3417784;1;5;1;70;1;13;48;4; ;2;13;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;98;98;60;1;1;6021;03;66;253,178163548082;66
3417788;1;1;1;70;1;8;48;2; ;2;12;4; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;59;85;1;1;8513;03;66;261,388737801144;66
3417791;1;1;1;70;1;12;48;4; ;2;12;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;1;4552;03;66;847,061623158851;66
