Directorio;Secuencia_p;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090s1;P5100;P5110;P5130;P5140;P5210s1;P5210s10;P5210s11;P5210s14;P5210s15;P5210s16;P5210s17;P5210s18;P5210s19;P5210s2;P5210s20;P5210s21;P5210s22;P5210s24;P5210s3;P5210s4;P5210s5;P5210s6;P5210s7;P5210s8;P5210s9;P5220;P5220s1;P6006;P6007;P6007s1;P6008;Hogar;P4000;P4010;P4020;P4030s1;P4030s2;P4030s3;P4030s4;P4030s5;P4030s1a1;P4030s4a1;P4040;Regis;Clase;Mes;Dpto;Fex_c_2011
3420025;1;3;2;2;1;4;1;1;5;1; ; ;8000000;80000; ;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;1;2;2;2; ;6;1;1;5;2;1;2;2;2;1;1; ;1;01;2;03;18;1933,96034630579
3420026;1;6;1;2;1;1;2;1;4;4; ; ; ;300000; ;2;2;1;2;2;2;2;2;1;1;2;1;2;2;2;1;1;1;1;2;2;1;2;2;2; ;2;1;1;1;4;1;2;2;1;2;1;1; ;01;2;03;18;1195,67589899162
3420027;1;3;2;2;1;1;2;1;4;4; ; ; ;100000; ;2;2;1;2;2;2;2;2;2;1;2;1;2;2;2;2;1;1;1;2;2;1;2;2;2; ;4;1;1;1;2;1;2;2;1;2;1;1; ;01;2;03;18;1408,57230015022
3420028;1;4;3;2;1;1;1;1;5;1; ; ;2000000;80000; ;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2;1;1;2;2; ;5;1;1;1;4;1;2;2;1;1;1;2;1;01;2;03;18;1211,70336432936
3420029;1;4;3;2;1;4;2;1;5;1; ; ;2000000;150000; ;2;2;1;2;1;2;2;2;2;2;2;1;2;2;2;2;1;1;1;2;2;1;2;2;2; ;4;1;1;5;4;1;2;2;2;2;1; ; ;01;2;03;18;1746,38565967487
3420030;1;3;2;2;1;1;1;1;4;1; ; ;4000000;200000; ;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;1;1;2;2; ;3;1;1;5;2;1;2;2;1;1;1;1;1;01;2;03;18;1157,76494628674
3420031;1;4;2;2;1;1;2;1;4;4; ; ; ;150000; ;2;2;1;1;2;2;2;2;2;1;2;2;2;2;2;1;1;1;1;2;2;1;2;2;2; ;5;1;1;1;2;1;2;2;1;2;1;1; ;01;2;03;18;1250,479485728
3420032;1;4;2;2;1;4;2;1;4;1; ; ;8000000;100000; ;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;1;1;2;2;1;1;2;2; ;3;1;1;5;2;1;2;2;2;2;1; ; ;01;2;03;18;1525,39759041148
3420033;1;6;4;2;1;4;1;1;5;1; ; ;12000000;100000; ;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;2;2;2; ;6;1;1;1;2;1;2;2;2;1;1; ;2;01;2;03;18;1113,43295925964
3420034;1;5;3;2;1;1;1;1;4;1; ; ;5000000;100000; ;2;2;1;2;1;2;2;2;2;2;1;1;2;2;2;1;1;1;1;2;2;1;3;2;2; ;6;1;1;5;2;1;2;2;1;1;1;2;1;01;2;03;18;1053,61054990713
3420035;1;5;3;2;1;4;1;1;4;1; ; ;30000000;200000; ;2;2;1;2;2;1;2;2;1;1;2;1;2;2;2;1;1;1;1;2;2;1;1;2;2; ;4;1;1;1;4;1;2;2;2;1;1; ;2;01;2;03;18;886,898311077746
3420036;1;5;1;2;1;4;1;1;4;4; ; ; ;100000; ;2;2;1;1;1;2;2;2;2;1;2;2;2;2;2;1;1;1;1;2;2;1;1;2;2; ;2;1;1;1;2;1;2;2;2;1;1; ;2;01;2;03;18;1427,93984839218
3422693;1;2;2;2;1;1;1;1;4;4; ; ; ;150000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;2;1;1;2;2; ;3;1;1;1;4;1;2;2;1;1;9;1;1;01;2;03;63;1661,70142869315
3422694;1;3;3;2;1;1;1;1;5;4; ; ; ;120000; ;2;2;1;1;2;2;2;2;2;2;2;1;2;2;2;2;1;1;1;2;2;1;3;2;2; ;4;1;1;1;4;1;2;2;1;1;9;1;1;01;2;03;63;1780,50690149784
3422696;1;2;1;2;1;1;1;1;4;4; ; ; ;80000; ;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;1;2;2; ;2;1;1;1;2;1;2;2;1;1;3;1;1;01;2;03;63;2086,07256679716
3422697;1;4;1;2;1;1;1;1;4;1; ; ;98;300000; ;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;2;2; ;1;1;1;1;4;1;2;2;1;1;3;1;1;01;2;03;63;2261,34353527193
3422698;1;2;1;2;1;1;1;1;5;4; ; ; ;50000; ;2;2;1;1;2;2;2;2;2;2;1;2;2;2;2;1;1;1;1;2;2;1;2;2;2; ;2;1;1;1;2;1;2;2;1;1;9;1;1;01;2;03;63;1784,94726927313
3422712;1;3;2;2;1;1;1;3;4;4; ; ; ;280000; ;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;2;2;2; ;3;1;1;1;4;1;2;1;1;1;9;9;1;01;2;03;63;2596,38145175887
3422714;1;3;2;2;1;4;1;1;4;4; ; ; ;150000; ;1;2;1;1;1;2;2;2;1;2;1;1;2;2;2;1;1;1;1;2;2;1;3;2;2; ;3;1;1;1;4;1;2;1;1;1;4;1;1;01;2;03;63;1838,8025825702
3422715;1;2;1;2;1;1;1;2;4;4; ; ; ;150000; ;2;2;1;1;1;2;2;2;1;2;2;1;2;2;2;2;1;1;1;2;2;1;2;2;2; ;2;1;1;1;4;1;2;1;1;1;5;1;1;01;2;03;63;2195,2010308646
3422717;1;4;2;2;1;1;1;1;4;4; ; ; ;180000; ;2;2;1;1;1;2;2;2;2;1;2;1;2;2;2;2;1;1;1;2;2;1;1;2;2; ;4;1;1;1;4;1;2;1;1;1;9;1;1;01;2;03;63;2457,50879161474
3423292;1;1;1;2;1;1;1;1;4;4; ; ; ;150000; ;2;2;1;1;1;2;2;2;2;2;2;1;2;2;2;2;1;2;1;1;2;1;2;2;2; ;2;1;1;1;2;1;2;2;1;1;9;1;1;01;2;03;63;2130,25087135698
3423301;1;3;2;2;1;4;1;1;4;4; ; ; ;150000; ;2;2;1;1;1;2;2;2;2;2;2;1;2;2;2;1;1;1;1;2;2;1;3;2;2; ;3;1;1;1;2;1;2;1;1;1;1;1;1;01;2;03;63;2235,45103011087
3425006;1;1;1;1;2;1;1;1;4;3; ; ; ; ;100000;2;2;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;2;2;1;1;2;2; ;4;1;3;1;4;1;2;1;1;1;2;3;1;01;2;03;05;1916,10035913264
3425007;1;4;2;2;1;4;2;1;1;4; ; ; ;200000; ;2;1;1;2;1;1;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;1;3;2;2; ;4;1;1;1;3;1;2;2;2;2;3; ; ;01;2;03;05;1417,52913694878
3425017;1;2;2;1;2;1;1;1;4;3; ; ; ; ;100000;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2; ;4;1;3;1;4;1;2;1;1;1;2;3;1;01;2;03;05;1312,16356697703
3425026;1;5;2;1;1;1;1;1;3;1; ; ;40000000;350000; ;1;1;1;2;1;1;2;2;1;1;2;2;2;2;1;1;1;1;1;2;2;1;2;2;2; ;2;1;1;1;4;1;1;1;1;1;2;3;1;01;2;03;05;919,26268486412
3425027;1;3;2;1;1;1;1;1;4;3; ; ; ; ;250000;1;1;1;1;1;1;2;2;2;1;2;2;2;2;1;1;1;1;1;2;1;1;3;2;2; ;5;1;1;1;4;1;2;1;1;1;2;3;1;01;2;03;05;1533,15163624042
3425028;1;3;2;1;1;1;1;1;3;4; ; ; ;350000; ;1;2;1;2;1;1;2;2;1;1;2;1;2;2;1;1;1;1;1;2;2;1;1;2;2; ;3;1;2;1;4;1;1;1;1;1;2;2;1;01;2;03;05;1488,17005499637
3425030;1;3;2;1;1;1;1;1;3;3; ; ; ; ;300000;2;2;1;2;1;2;2;2;2;1;2;2;2;2;2;1;1;1;1;2;2;1;2;2;2; ;3;1;2;1;4;1;1;1;1;1;2;3;1;01;2;03;05;1488,17005499637
3425031;1;3;2;1;1;1;1;1;3;3; ; ; ; ;300000;1;1;1;2;1;1;2;2;2;1;2;2;2;2;1;2;1;1;1;2;1;1;2;2;2; ;3;1;2;1;4;1;1;1;1;1;2;3;1;01;2;03;05;1053,94796229853
3425032;1;1;1;1;1;1;1;1;3;4; ; ; ;300000; ;1;1;1;1;1;1;2;2;1;1;2;1;2;2;1;1;1;1;1;2;2;1;1;2;2; ;1;1;2;1;4;1;1;1;1;1;2;3;1;01;2;03;05;1425,27480015519
3425033;1;3;2;1;1;1;1;1;4;3; ; ; ; ;330000;1;1;1;2;2;1;2;2;2;1;2;2;2;2;1;1;1;1;1;2;1;1;1;2;2; ;2;1;2;1;4;1;2;1;1;1;2;3;1;01;2;03;05;956,49022027923
3425034;1;5;3;2;1;4;2;1;4;4; ; ; ;200000; ;2;2;1;2;2;1;2;2;2;2;2;2;2;2;1;2;1;1;1;2;2;1;4;2;2; ;6;1;1;1;2;1;2;2;2;2;1; ; ;01;2;03;05;1074,47299770866
3425035;1;3;2;2;1;4;2;1;5;3; ; ; ; ;130000;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;1;1;2;2; ;5;1;1;1;2;1;2;2;2;2;1; ; ;01;2;03;05;1390,37490058568
3425036;1;1;1;6; ;1;2;1;5;4; ; ; ;100000; ;2;2;1;1;2;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;1;1;2;2; ;1;1;1;7;1;2;2;2;1;2; ;7; ;01;2;03;05;1227,35685548822
3425037;1;1;1;1;2;1;1;2;1;3; ; ; ; ;130000;2;2;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;1;1;2;2;2; ;3;1;3;3;4;1;2;1;1;1;2;3;1;01;2;03;05;856,030017631556
3425038;1;2;2;2;1;4;6;1;4;3; ; ; ; ;200000;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;1;1;2;2; ;4;1;2;1;2;1;2;2;2;2;1; ; ;01;2;03;05;1079,71577742412
3425039;1;2;1;2;1;4;2;1;5;1; ; ;15000000;100000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;1;2;2;2; ;3;1;1;1;2;1;2;2;2;2;1; ; ;01;2;03;05;1479,21321819781
3425048;1;3;2;1;1;1;1;1;3;1; ; ;40000000;300000; ;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;1;1;2;2; ;3;1;2;1;2;1;1;1;1;1;2;3;1;01;2;03;05;1651,80944833709
3425055;1;4;3;1;1;1;1;1;3;3; ; ; ; ;300000;1;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;2;1;2;2;2; ;2;2; ;3;1;2;1;4;1;1;1;1;1;2;3;1;01;2;03;05;1651,80944833709
3425056;1;3;1;1;1;1;1;1;3;4; ; ; ;250000; ;2;2;1;1;1;2;2;2;2;1;1;2;2;2;2;2;1;1;1;2;2;1;3;2;2; ;4;1;2;1;2;1;1;1;1;1;2;3;1;01;2;03;05;1944,37105774919
3425057;1;3;2;1;1;1;1;1;3;1; ; ;60000000;300000; ;1;2;1;1;1;2;2;2;2;1;2;1;2;2;2;1;1;1;1;2;2;1;2;2;2; ;3;1;2;1;4;1;1;1;1;1;2;3;1;01;2;03;05;1293,13364101091
3425058;1;3;2;1;1;1;1;1;4;3; ; ; ; ;200000;1;2;1;1;2;1;2;2;2;1;2;2;2;2;1;1;1;2;1;2;1;1;1;2;2; ;3;1;2;1;4;1;1;1;1;1;2;3;1;01;2;03;05;789,440569058451
3425059;1;2;1;1;1;1;1;1;1;3; ; ; ; ;200000;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2; ;2;2; ;1;1;2;1;4;1;2;1;1;1;2;3;1;01;2;03;05;1296,13610163929
3425060;1;3;2;2;1;4;6;1;5;1; ; ;10000000;200000; ;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;1;1;1;1;2;2;1;2;2;2; ;4;1;1;4;2;1;2;2;2;2;1; ; ;01;2;03;05;1551,34924568942
3425061;1;3;2;2;1;4;2;1;1;1; ; ;5000000;5000000; ;2;1;1;2;1;2;2;2;2;1;2;2;2;2;2;1;1;2;1;2;2;1;1;2;2; ;4;1;1;1;2;1;2;2;2;2;1; ; ;01;2;03;05;1755,34249647343
3425062;1;4;2;2;1;4;6;1;5;4; ; ; ;100000; ;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;2;2;1;1;2;1;1;1;4;1;2;2;2;2;1; ; ;01;2;03;05;1554,35170631779
3428026;1;4;3;1;1;1;1;1;3;3; ; ; ; ;100000;2;2;1;2;1;2;2;2;2;2;1;2;2;2;2;2;1;1;1;2;2;1;2;2;2; ;5;1;1;1;2;1;1;1;1;1;2;2;1;01;2;03;63;2908,01255245248
3428027;1;3;2;1;1;1;1;6; ;4; ; ; ;80000; ;2;2;1;1;1;2;2;2;2;2;1;1;2;2;2;2;1;2;1;2;2;1;1;2;2; ;3;1;1;1;2;1;1;1;1;1;2;2;1;01;2;03;63;2287,47615800566
