DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,AREA,P7250,P7260,P7280,P7280S1,P7310,P7320,P7350,P7350S1,P7360,P7390,P7390S1,P7420,P7420S1,P7420S2,P7420S3,P7420S4,P7420S5,P7420S6,P7420S7,P7420S8,P7420S7A1,P7422,P7422S1,P9460,DSI,DSCY,OFICIO1,OFICIO2,RAMA2D_D,RAMA4D_D,DPTO,fex_c_2011
808271,1,1,1,70,52,3,40,4,,2,3,4,,1,1,,,,,,,,,,1,,1,250000,2,1,1,87,87,45,4541,52,112.504.688.737.666
808274,1,1,1,70,52,4,48,1,,2,4,1,,3,8,,,,,,,,,,1,,2,,2,1,1,87,87,29,2929,52,122.553.997.396.661
808276,1,1,1,70,52,40,40,4,,2,3,4,,1,4,,,,,,,,,,1,,1,800000,2,1,2,83,83,71,7122,52,157.684.972.757.947
808276,1,4,1,70,52,24,40,1,,2,12,1,,2,1,,,,,,,,,,1,,2,,2,1,2,45,38,64,6421,52,157.684.972.757.947
808277,1,3,1,70,52,12,48,4,,2,12,4,,9,4,,,,,,,,,,1,,2,,2,1,1,5,13,80,8060,52,144.396.339.446.673
808282,1,1,1,70,52,40,40,4,,2,12,5,,4,2,,,1,,,,,,,,,2,,2,1,2,2,2,45,4530,52,225.009.377.475.332
808283,1,4,1,70,52,4,40,1,,2,4,1,,4,2,,,,,,,,,,1,,1,400000,2,1,1,45,45,52,5234,52,704.929.974.635.594
808290,1,2,1,70,52,8,40,1,,2,8,1,,2,1,,,,,,,,,,1,,2,,2,1,1,97,97,60,6022,52,148.122.681.178.139
808291,1,2,1,70,52,4,40,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,1,45,,,,52,137.020.352.778.989
808295,1,1,1,70,52,36,40,1,,2,3,4,,1,8,,,,,,,,,,1,,1,350000,2,1,2,37,98,60,6031,52,105.144.581.611.754
808301,1,2,1,70,52,4,20,2,,2,7,2,,9,2,,,,,1,,,,,,,2,,2,1,1,13,21,75,7512,52,304.639.608.623.295
808310,1,1,1,70,52,8,24,1,,2,2,1,,2,1,,,,,,,,,,1,,1,250000,2,1,1,18,95,45,4521,52,136.423.212.778.811
808314,1,1,1,70,52,3,48,4,,2,3,4,,9,2,,,,,,,,,,1,,1,5000000,2,1,1,2,2,75,7512,52,190.003.415.922.139
808320,1,1,1,70,52,26,48,1,,2,30,1,,2,1,,,,,1,,,,,,,2,,2,1,2,37,79,18,1810,52,164.168.434.400.587
808320,1,2,1,70,52,8,40,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,1,45,,,,52,164.168.434.400.587
808326,1,1,1,70,52,4,35,1,,2,8,1,,9,1,,,1,,,,,,,,,2,,2,1,1,13,13,80,8043,52,902.794.570.932.788
808332,1,3,1,70,52,52,40,1,,2,8,1,,3,1,,,,,,,,,,1,,2,,2,1,2,62,62,85,8532,52,108.720.339.892.548
808335,1,1,1,70,52,4,48,1,,2,4,1,,4,2,,,,,,,,,,1,,1,800000,2,1,1,84,84,50,5020,52,133.294.011.047.523
808337,1,3,1,70,52,52,48,1,,2,52,1,,3,1,,,,,,,,,,1,,2,,2,1,2,45,45,15,1589,52,170.194.110.192.284
808358,1,2,1,70,52,24,48,3,,2,24,3,,1,1,,,,,,,,,,1,,2,,2,1,2,54,54,95,9500,52,626.604.421.898.306
808371,1,4,1,70,52,24,48,1,,2,24,4,,9,1,,,,,1,1,,,,,,2,,2,1,2,12,34,74,7411,52,156.082.600.430.973
808383,1,1,1,70,52,32,32,2,,2,16,4,,1,2,,,,,,,,,,1,,1,250000,2,1,2,13,43,50,5011,52,923.283.859.697.587
808385,1,1,1,70,52,2,48,3,,2,2,3,,1,6,,,,,,,,,,1,,1,150000,2,1,1,54,54,95,9500,52,114.666.090.409.723
808385,1,2,1,70,52,20,48,1,,2,20,2,,9,8,,,,,,,,,,1,,2,,2,1,2,58,58,75,7524,52,114.666.090.409.723
808387,1,1,1,70,52,8,48,1,,2,16,5,,2,1,,,,,,,,,1,,PENSION,2,,2,1,1,58,61,1,118,52,127.349.238.410.054
808392,1,1,1,70,52,4,48,1,,2,4,1,,9,1,,,,,,,,,,1,,1,527000,2,1,1,13,98,90,9000,52,140.633.543.327.348
808397,1,2,1,70,52,12,48,3,,2,12,1,,2,4,,,,,,,,,,1,,2,,2,1,1,54,53,55,5522,52,149.853.106.350.286
808403,1,4,1,70,52,8,48,2,,2,8,2,,9,1,,,,,,,,,,1,,2,,2,1,1,58,58,75,7524,52,970.340.789.082.478
808404,1,3,1,70,52,8,48,4,,2,8,4,,1,1,,,,,,,,,,1,,1,50000,2,1,1,98,98,60,6031,52,111.899.203.426.723
808404,1,4,1,70,52,54,48,1,,2,108,4,,2,1,,,,,,,,,,1,,2,,2,1,2,45,45,52,5262,52,111.899.203.426.723
808408,1,4,1,70,52,20,48,1,,2,20,1,,9,4,,,,,,,,,,1,,2,,2,1,2,45,45,52,5243,52,157.100.062.293.091
808414,1,1,1,70,52,16,48,5,,2,16,5,,2,1,,,,,,,,,,1,,2,,2,1,2,84,84,50,5020,52,663.231.338.742.329
808414,1,6,1,70,52,12,48,1,,2,54,3,,1,1,,,,,,,,,,1,,2,,2,1,1,59,54,95,9500,52,663.231.338.742.329
808417,1,2,1,70,52,8,30,1,,2,8,1,,7,2,,,,,,,,,,1,,2,,2,1,1,13,13,80,8043,52,141.217.475.912.498
808418,1,2,1,70,52,8,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,1,45,,,,52,795.394.434.424.168
808440,1,5,1,70,54,6,48,1,,2,6,1,,9,2,,,,,,,,,,1,,2,,2,1,1,32,32,26,2693,54,311.451.052.167.937
808444,1,3,1,70,54,3,50,4,,1,,,.,,,.,.,,,,,,,,,.,,,,1,1,79,,,,54,396.259.334.573.619
808456,2,1,2,70,54,2,48,4,,2,2,8,,2,7,,,,,,,,,,1,,1,140000,2,1,1,95,62,1,121,54,401.547.797.016.494
808462,1,2,1,70,54,1,24,3,,2,78,4,,1,3,,,,,,,,1,,,,2,,2,1,1,54,93,36,3699,54,261.341.484.490.704
808466,1,2,1,70,54,1,48,4,,2,4,4,,4,4,,,,,,,,,,1,,1,220000,2,1,1,80,80,19,1921,54,314.929.361.631.513
808469,1,2,1,70,54,16,48,1,,2,104,1,,5,4,,,,,,,,,,1,,2,,2,1,2,2,3,45,4530,54,219.358.193.283.587
808471,1,3,1,70,54,52,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,2,3,,,,54,277.029.288.413.559
808483,1,4,1,70,54,4,24,4,,2,8,1,,9,2,,,,,,,,,,1,,2,,2,1,1,34,34,51,5125,54,364.355.444.986.306
808484,1,3,1,70,54,4,24,1,,2,24,1,,2,2,,,,,,,,,,1,,2,,2,1,1,53,50,55,5530,54,253.943.302.759.677
808485,1,2,1,70,54,12,48,1,,2,48,4,,3,1,,,,,,,,,,1,,2,,2,1,1,55,79,18,1810,54,338.751.585.165.359
808490,1,2,1,70,54,1,48,3,,2,48,3,,1,2,,,,,,,,,,1,,2,,2,1,1,54,54,95,9500,54,292.140.746.011.201
808495,1,2,1,70,54,1,50,4,,2,1,1,,4,2,,,,,,,,,,1,,1,350000,2,1,1,74,74,93,9301,54,375.421.544.085.517
808498,1,2,1,70,54,4,24,4,,2,8,4,,2,4,,,,,,,,,,1,,2,,2,1,1,80,80,19,1931,54,343.265.527.860.041
808500,1,2,1,70,54,1,50,3,,2,96,3,,1,1,,,,,,,,,,1,,2,,2,1,1,54,54,95,9500,54,318.910.115.847.663
808516,1,2,1,70,54,4,50,1,,2,8,1,,9,1,,,,,,,,,,1,,2,,2,1,1,58,58,51,5127,54,258.660.264.601.927
808531,1,1,1,70,54,24,48,4,,2,24,4,,1,4,,,,,,,,,,1,,2,,2,1,2,95,95,45,4521,54,452.046.329.643.477
808534,1,2,1,70,54,16,48,1,,2,129,4,,2,9,CONEL SISBEN,,,,,,,,,1,,2,,2,1,2,95,41,52,5223,54,244.516.641.736.357
808540,1,2,1,70,54,43,48,2,,2,43,2,,9,9,CON EL SISBEN,,,,,,,,,1,,2,,2,1,2,59,59,75,7512,54,23.313.770.578.918
808543,1,3,1,70,54,43,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,2,45,,,,54,255.614.934.353.173
808558,1,1,1,70,54,22,48,1,,2,120,2,,9,9,CON EL SISBEN,,,,,,,,,1,,2,,2,1,2,45,59,75,7513,54,23.313.770.578.918
808574,1,1,1,70,54,86,48,1,,2,86,2,,9,6,,,,,,,,,,1,,2,,2,1,2,13,13,80,8043,54,330.250.923.408.932
808574,1,2,1,70,54,48,48,4,,2,172,4,,1,6,,,,,,,,,,1,,2,,2,1,2,98,98,60,6031,54,330.250.923.408.932
808574,1,3,1,70,54,20,48,2,,2,20,1,,2,8,,,,,,,,,,1,,2,,2,1,2,4,53,55,5530,54,330.250.923.408.932
808574,1,4,1,70,54,43,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,2,37,,,,54,330.250.923.408.932
808587,1,4,1,70,54,20,40,4,,2,26,4,,4,2,,,,,,,,,,1,,2,,2,1,2,80,80,19,1929,54,294.829.228.561.158
808593,1,2,1,70,54,4,54,4,,2,5,1,,6,4,,,,,,,,,,1,,2,,2,1,1,80,95,45,4530,54,262.641.018.818.078
808600,1,1,1,70,54,204,84,1,,2,204,3,,2,1,,,,,,,,,,1,,2,,2,1,2,58,98,95,9500,54,275.405.317.152.063
808600,1,6,1,70,54,26,56,1,,2,28,1,,4,1,,,,,,,,,,1,,2,,2,1,2,45,45,52,5233,54,275.405.317.152.063
808603,1,2,1,70,54,1,60,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,1,45,,,,54,417.004.110.607.758
808606,1,2,1,70,54,8,32,3,,2,178,3,,1,1,,,,,,,,,,1,,2,,2,1,1,54,54,95,9500,54,406.782.510.776.745
808608,1,2,1,70,54,10,54,4,,2,10,4,,2,2,,,,,,,,,,1,,2,,2,1,1,95,95,45,4521,54,258.066.255.187.037
808614,1,3,1,70,54,4,24,1,,2,4,1,,3,4,,,,,,,,,,1,,2,,2,1,1,32,32,74,7499,54,219.730.290.549.709
808615,1,1,1,70,54,4,30,1,,2,4,4,,1,1,,,,,,,,,,1,,1,360000,2,1,1,53,45,52,5262,54,329.012.087.294.073
808617,1,2,1,70,54,1,35,4,,2,36,3,,1,1,,,,,,,,,,1,,2,,2,1,1,55,54,95,9500,54,431.237.132.114.226
808617,1,7,1,70,54,3,48,1,,2,26,3,,1,4,,,,,,,,,,1,,2,,2,1,1,53,55,95,9500,54,431.237.132.114.226
808622,1,4,1,70,54,240,50,4,,2,250,3,,1,4,,,,,,,,,,1,,2,,2,1,2,56,54,95,9500,54,186.526.866.635.022
808634,1,3,1,70,54,24,60,4,,1,,,.,,,.,.,,,,,,,,,.,,,,1,2,80,,,,54,2.512.620.828.709
808656,1,3,1,70,54,55,60,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,2,16,,,,54,151.941.077.766.751
808678,1,3,1,70,54,2,48,1,,2,2,4,,1,4,,,,,,,,,,1,,1,300000,2,1,1,45,41,51,5132,54,334.041.885.984.289
808696,1,5,1,70,54,3,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,1,59,,,,54,26.292.910.852.869
808705,1,1,1,70,54,8,48,1,,2,8,1,,2,1,,,,,,,,,,1,,2,,2,1,1,83,83,34,3430,54,293.155.960.182.808
809028,1,3,1,70,66,8,48,1,,2,8,4,,1,1,,,,,,,,,,1,,2,,2,1,1,97,98,60,6031,66,554.770.144.357.209
809031,1,2,1,70,66,50,48,1,,2,100,1,,9,1,,,,,,,,,,1,,2,,2,1,2,45,79,18,1810,66,196.229.836.746.914
809032,1,2,1,70,66,7,48,1,,2,7,1,,9,1,,,,,,,,,,1,,2,,2,1,1,45,39,51,5141,66,180.399.186.551.988
809035,1,4,1,70,66,28,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,2,45,,,,66,251.360.297.856.527
809037,1,12,1,70,66,4,50,3,,2,24,8,,5,1,,,,,,,,,,1,,2,,2,1,1,54,62,1,113,66,368.000.291.925.563
809038,1,3,1,70,66,20,48,1,,2,1,4,,1,4,,,,,,,,,,1,,1,80000,2,1,2,53,55,74,7493,66,181.715.735.513.294
809041,1,3,1,70,66,12,48,1,,2,1,4,,1,1,,,,,,,,,,1,,1,20000,2,1,1,85,85,72,7250,66,175.071.775.493.371
809056,1,2,1,70,66,50,40,5,,1,,,.,,,.,.,,,,,,,,,.,,,,1,2,51,,,,66,307.226.567.285.989
809064,1,2,1,70,66,12,48,2,,2,12,6,,2,2,,,,,,,,,,1,,2,,2,1,1,13,45,52,5211,66,245.845.244.962.269
809081,1,2,1,70,66,168,48,1,,2,168,1,,6,4,,,,,,,,,,1,,2,,2,1,2,98,98,60,6022,66,222.964.139.481.705
809104,1,2,1,70,66,6,48,4,,2,8,1,,6,3,,,,,,,,,,1,,2,,2,1,1,41,33,52,5211,66,146.847.618.332.659
809107,1,5,1,70,66,36,48,4,,2,144,1,,4,1,,,,,,,,,,1,,2,,2,1,2,61,60,1,117,66,22.200.466.255.357
809109,1,2,1,70,66,48,48,1,,2,48,1,,4,1,,,,,,,,,,1,,2,,2,1,2,45,95,36,3612,66,218.273.128.735.534
809109,1,3,1,70,66,3,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,1,45,,,,66,218.273.128.735.534
809110,1,2,1,70,66,3,40,8,,2,12,8,,6,1,,,,,,,,,,1,,2,,2,1,1,62,62,1,111,66,122.410.501.964.857
809113,1,1,1,70,66,1,48,1,,2,4,1,,4,1,,,,,,,,,,1,,1,500000,2,1,1,58,58,74,7492,66,264.320.785.060.657
809114,1,1,1,70,66,16,48,1,,2,12,1,,4,7,,,,,,,,,,1,,2,,2,1,2,45,45,15,1551,66,245.559.547.420.077
809115,1,4,1,70,66,48,48,1,,2,48,4,,2,5,,,,,,,,,,1,,2,,2,1,2,45,45,64,6426,66,245.448.116.969.948
809120,1,2,1,70,66,48,48,1,,2,400,1,,3,2,,,,,,,,,,1,,2,,2,1,2,45,39,55,5521,66,240.717.683.736.536
809125,1,3,1,70,66,12,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,1,3,,,,66,254.940.517.177.603
809126,1,3,1,70,66,8,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,1,45,,,,66,267.652.347.916.008
809126,1,4,1,70,66,24,48,1,,2,1,1,,9,2,,,,,,,,,,1,,2,,2,1,2,45,84,70,7020,66,267.652.347.916.008
809142,1,1,1,70,66,3,50,1,,2,3,1,,2,1,,,,,,,,,,1,,1,450000,2,1,1,95,95,45,4521,66,162.741.866.173.128
809142,1,6,1,70,66,4,60,1,,2,4,4,,2,1,,,,,,,,,,1,,2,,2,1,1,58,58,74,7492,66,162.741.866.173.128
809165,1,2,1,70,66,8,48,1,,2,24,1,,2,1,,,,,,,,,,1,,2,,2,1,1,45,53,55,5521,66,267.536.080.571.346
809177,1,2,1,70,66,50,50,1,,2,25,1,,3,2,,,,,,,,,,1,,2,,2,1,2,45,45,52,5233,66,270.333.577.021.466
809181,1,2,1,70,66,2,48,1,,2,2,1,,7,4,,,,,,,,,,1,,1,461500,2,1,1,58,89,26,2610,66,213.808.380.553.853
809181,1,3,1,70,66,4,48,3,,2,4,4,,2,4,,,,,,,,,,1,,1,360000,2,1,1,54,54,85,8532,66,213.808.380.553.853
809189,1,1,1,70,66,4,48,1,,2,4,1,,6,1,,,1,,,,,,,,,1,500000,2,1,1,97,97,45,4521,66,264.320.785.060.657
809191,1,1,1,70,66,28,48,1,,2,28,1,,3,1,,,,,,,,,,1,,2,,2,1,2,98,98,60,6041,66,206.781.032.907.236
809197,1,2,1,70,66,156,48,1,,2,104,2,,9,1,,,,,,,,,1,,ESTA  ESPERANDO LA  PENSIO,2,,2,1,2,13,13,80,8046,66,51.724.766.907.605
809207,1,1,1,70,66,24,48,1,,2,24,1,,4,4,,,,,,,,,,1,,2,,2,1,2,45,45,52,5235,66,132.070.272.084.092
809210,1,2,1,70,66,8,48,1,,2,8,1,,3,4,,,,,1,,,,,,,2,,2,1,1,79,33,92,9242,66,242.228.686.439.197
809215,1,2,1,70,66,1,48,1,,2,1,1,,8,1,,,1,,,,,,,,,1,600000,2,1,1,98,98,60,6021,66,258.697.490.555.857
809215,1,3,1,70,66,12,48,1,,2,12,1,,2,4,,,,,,,,,,1,,2,,2,1,1,97,97,60,6042,66,258.697.490.555.857
809215,1,5,1,70,66,24,48,1,,2,24,1,,3,1,,,,,,,,,,1,,2,,2,1,2,45,53,52,5225,66,258.697.490.555.857
809222,1,3,1,70,66,28,48,1,,2,28,2,,9,5,,,,,,,,,,1,,2,,2,1,2,19,21,75,7512,66,220.136.587.817.738
809223,1,1,1,70,66,48,48,3,,2,48,1,,4,2,,,,,,,,1,,,,2,,2,1,2,54,45,52,5233,66,303.020.775.179.774
809225,1,3,1,70,66,3,50,1,,2,3,1,,4,1,,,,,,,,,,1,,1,480000,2,1,1,95,95,45,4521,66,211.410.855.066.418
809233,1,3,1,70,66,5,40,1,,2,5,1,,4,4,,,,,,,,,,1,,1,400000,2,1,1,98,59,52,5231,66,280.388.326.164.934
809240,1,3,1,70,66,24,48,1,,2,24,1,,3,4,,,,,,,,,,1,,2,,2,1,2,3,45,52,5233,66,258.877.808.531.849
809240,1,6,1,70,66,24,48,1,,2,24,1,,3,4,,,,,,,,,,1,,2,,2,1,2,84,84,50,5020,66,258.877.808.531.849
809241,1,1,1,70,66,5,48,1,,2,5,1,,3,6,,,,,,,,,,1,,1,70000,2,1,1,95,95,45,4530,66,326.744.500.068.585
809241,1,2,1,70,66,5,24,4,,2,30,1,,3,1,,,,,,,,1,,,,2,,2,1,1,55,53,55,5521,66,326.744.500.068.585
809242,1,2,1,70,66,28,40,3,,2,28,3,,1,2,,,,,,,,1,,,,2,,2,1,2,54,54,95,9500,66,311.496.470.733.533
809242,1,8,1,70,66,5,40,1,,2,5,1,,4,1,,,,,,,,,,1,,2,,2,1,1,53,53,55,5521,66,311.496.470.733.533
809251,1,7,1,70,66,8,40,1,,2,8,1,,7,1,,,,,,,,,,1,,2,,2,1,1,79,79,18,1810,66,283.603.621.675.624
809254,1,2,1,70,66,12,60,1,,2,12,1,,4,1,,,,,,,,,,1,,2,,2,1,1,80,80,19,1921,66,223.188.648.436.908
809260,1,2,1,70,66,24,40,2,,2,24,1,,9,2,,,,,,,,,,1,,2,,2,1,2,13,13,80,8011,66,220.136.587.817.738
809262,1,2,1,70,66,2,48,1,,2,52,1,,2,2,,,,,,,,,,1,,1,500000,2,1,1,57,45,52,5233,66,219.784.131.438.196
809264,1,1,1,70,66,5,48,1,,2,5,1,,9,1,,,,,,,,,,1,,1,500000,2,1,1,37,37,52,5231,66,259.690.962.901.475
809264,1,2,1,70,66,35,48,1,,2,35,1,,9,1,,,,,,,,,,1,,2,,2,1,2,45,45,51,5125,66,259.690.962.901.475
809268,1,2,1,70,66,4,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,1,6,,,,66,255.505.015.081.504
809268,1,4,1,70,66,26,40,1,,2,4,2,,9,4,,,,,,,,,,1,,1,300000,2,1,2,45,16,80,8011,66,255.505.015.081.504
809270,1,2,1,70,66,6,50,1,,2,6,1,,2,1,,,,,,,,,,1,,2,,2,1,1,45,38,64,6421,66,250.073.804.109.069
809272,1,2,1,70,66,5,40,1,,2,5,1,,3,1,,,,,,,,,,1,,2,,2,1,1,95,95,45,4521,66,245.207.792.915.006
809274,1,3,1,70,66,12,24,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,1,45,,,,66,188.384.719.077.043
809284,1,2,1,70,66,28,48,1,,2,30,1,,2,7,,,,,,,,,,1,,2,,2,1,2,58,58,70,7020,66,258.345.034.176.315
809290,1,4,1,70,66,12,48,1,,2,15,1,,3,2,,,,,,,,,,1,,2,,2,1,1,45,45,55,5522,66,1.202.937.707.633
809292,1,1,1,70,66,2,60,1,,2,3,1,,2,1,,,,,,,,,,1,,1,360000,2,1,1,95,95,45,4521,66,253.429.514.474.941
809292,1,3,1,70,66,8,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,1,45,,,,66,253.429.514.474.941
809296,1,3,1,70,66,2,50,1,,2,3,1,,9,1,,,,,,,,,,1,,1,461000,2,1,1,79,79,18,1810,66,320.246.862.607.171
809296,1,4,1,70,66,3,50,1,,2,3,1,,9,1,,,,,,,,,,1,,1,461500,2,1,1,79,79,18,1810,66,320.246.862.607.171
809296,1,7,1,70,66,2,50,1,,2,3,1,,9,4,,,,,,,,,,1,,1,461000,2,1,1,95,79,18,1810,66,320.246.862.607.171
809302,1,1,1,70,66,4,60,1,,2,24,3,,1,1,,,,,,,,,,1,,2,,2,1,1,56,54,95,9500,66,261.414.007.128.495
809304,1,2,1,70,66,8,60,1,,2,8,1,,2,1,,,,,,,,,,1,,1,200000,2,1,1,95,95,45,4521,66,227.981.705.487.609
809304,1,3,1,70,66,6,30,1,,2,10,1,,5,1,,,,,,,,,,1,,2,,2,1,1,45,45,52,5233,66,227.981.705.487.609
809307,1,4,1,70,66,3,30,1,,2,6,1,,2,1,,,,,,,,,,1,,2,,2,1,1,45,21,92,9242,66,282.111.370.391.955
809313,1,1,1,70,66,40,60,1,,2,41,1,,4,1,,,,,,,,,,1,,2,,2,1,2,37,37,63,6320,66,258.179.960.198.814
809320,1,4,1,70,66,8,30,3,,2,9,1,,2,1,,,,,,,,,,1,,2,,2,1,1,54,45,52,5211,66,220.634.326.884.288
809325,1,2,1,70,66,1,48,1,,2,72,1,,5,2,,,,,,,,,,1,,2,,2,1,1,33,32,15,1551,66,232.520.109.687.122
809331,2,5,2,70,66,2,60,1,,2,3,4,,2,1,,,,,,,,,,1,,1,300000,2,1,1,95,41,52,5221,66,30.272.950.738.722
809340,1,3,1,70,66,2,60,1,,2,24,1,,3,1,,,,,,,,,,1,,2,,2,1,1,95,95,45,4521,66,188.966.300.065.417
809341,1,4,1,70,66,8,48,1,,2,8,1,,9,2,,,,,,,,,,1,,1,300000,2,1,1,45,39,18,1810,66,179.610.179.692.884
809353,1,5,1,70,66,4,48,1,,2,4,1,,3,4,,,,,,,,,,1,,2,,2,1,1,59,59,85,8513,66,231.009.106.984.461
809357,1,3,1,70,66,12,48,1,,2,12,1,,9,4,,,,,,,,,,1,,2,,2,1,1,0,0,15,1530,66,267.652.347.916.008
809364,1,2,1,70,66,4,48,1,,2,4,1,,9,4,,,,,,,,,,1,,2,,2,1,1,97,97,1,123,66,258.623.834.538.025
809365,1,5,1,70,66,8,60,1,,2,8,1,,9,1,,,,,,,,,,1,,2,,2,1,1,45,45,52,5211,66,114.582.199.660.625
809370,1,2,1,70,66,28,55,1,,2,28,1,,2,1,,,,,,,,,,1,,2,,2,1,2,79,53,55,5522,66,315.483.247.577.984
809370,1,7,1,70,66,20,60,1,,2,20,1,,2,1,,,,,,,,,,1,,2,,2,1,2,57,57,93,9302,66,315.483.247.577.984
809378,1,2,1,70,66,8,48,1,,2,8,1,,9,1,,,,,,,,,,1,,2,,2,1,1,45,45,18,1810,66,153.228.333.337.636
809380,1,3,1,70,66,12,50,1,,2,12,1,,5,1,,,,,,,,,,1,,2,,2,1,1,45,33,52,5211,66,202.309.387.545.074
809388,1,1,1,70,66,16,60,1,,2,16,1,,3,7,,,,,,,,,,1,,2,,2,1,2,95,95,45,4521,66,241.045.992.605.557
809389,1,3,1,70,66,4,60,1,,2,4,1,,3,1,,,,,,,,,,1,,2,,2,1,1,95,95,45,4521,66,264.217.411.281.941
809397,1,1,1,70,68,24,48,1,,2,96,4,,1,1,,,,,,,,,,1,,2,,2,1,2,55,54,85,8532,68,368.670.492.307.232
809397,1,4,1,70,68,16,48,1,,2,24,4,,1,1,,,,,,,,,,1,,2,,2,1,2,55,55,74,7493,68,368.670.492.307.232
809414,1,3,1,70,68,12,48,1,,2,12,1,,4,6,,,,,,,,,,1,,2,,2,1,1,12,12,74,7411,68,348.226.703.705.919
809416,1,2,1,70,68,4,50,4,,2,48,4,,1,2,,,,,,,,,,1,,2,,2,1,1,41,41,52,5233,68,324.359.971.677.774
809420,1,2,1,70,68,24,48,1,,2,48,4,,2,2,,,,,,,,,,1,,2,,2,1,2,45,41,52,5231,68,316.182.198.043.586
809420,1,3,1,70,68,24,48,1,,2,48,6,,2,2,,,,,,,,,,1,,2,,2,1,2,45,45,52,5231,68,316.182.198.043.586
809421,1,3,1,70,68,4,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,1,2,,,,68,326.413.676.769.664
809427,1,2,1,70,68,24,48,1,,2,28,1,,2,1,,,,,,,,,,1,,2,,2,1,2,45,45,52,5211,68,368.920.862.538.327
809430,1,2,1,70,68,4,48,1,,2,16,1,,3,2,,,,,,,,,,1,,2,,2,1,1,79,79,18,1810,68,383.146.118.545.178
809434,2,2,2,70,68,4,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,1,55,,,,68,347.543.727.832.144
809438,1,2,1,70,68,24,48,1,,2,16,1,,4,3,,,,,1,,,,,,,2,,2,1,2,11,11,74,7412,68,352.539.125.085.424
809444,1,4,1,70,68,4,48,1,,2,8,1,,2,1,,,,,,,,,,1,,2,,2,1,1,3,39,64,6425,68,657.445.670.488.818
809447,2,1,2,70,68,5,48,1,,2,8,4,,1,1,,,,,,,,,,1,,2,,2,1,1,95,93,45,4552,68,3.698.028.386.775
809448,1,3,1,70,68,24,48,1,,2,36,2,,8,8,,,,,,,,,,1,,2,,2,1,2,54,32,75,7512,68,224.589.835.861.685
809448,1,7,1,70,68,16,48,1,,2,36,1,,3,2,,,,,,,,,,1,,2,,2,1,2,53,45,52,5239,68,224.589.835.861.685
809477,2,2,2,70,68,24,24,1,,2,24,1,,4,4,,,,,,,,,,1,,2,,2,1,2,45,80,19,1929,68,417.285.872.244.769
809478,1,2,1,70,68,60,48,1,,2,60,1,,6,2,,,,,,,,,,1,,2,,2,1,2,7,7,15,1572,68,357.168.653.629.271
809484,1,1,1,70,68,12,48,1,,2,12,1,,6,6,,,,,,,,,,1,,2,,2,1,1,83,83,34,3420,68,106.705.068.531.143
809511,2,1,2,70,68,48,48,4,,2,12,4,,1,2,,,,,,,,,,1,,2,,2,1,2,95,95,45,4521,68,343.853.510.272.277
809514,1,2,1,70,68,12,48,1,,2,36,1,,6,2,,,,,,,,,,1,,2,,2,1,1,45,45,50,5051,68,415.312.488.661.691
809521,1,3,1,70,68,8,48,1,,2,8,1,,4,4,,,,,,,,,,1,,2,,2,1,1,53,53,55,5521,68,708.753.924.865.487
809532,1,4,1,70,68,3,48,1,,2,3,1,,9,4,,,,,,,,,,1,,1,275000,2,1,1,21,45,52,5211,68,42.770.700.940.573
809533,1,2,1,70,68,52,48,1,,2,52,1,,9,4,,,,,,,,,,1,,2,,2,1,2,21,40,52,5211,68,352.181.284.871.328
809567,1,2,1,70,68,8,40,4,,2,52,3,,1,1,,,,,,,,,,1,,2,,2,1,1,41,54,95,9500,68,402.024.745.706.713
809571,1,2,1,70,68,8,24,1,,2,8,1,,9,2,,,,,,,,,,1,,2,,2,1,1,40,32,52,5211,68,580.395.262.086.344
809574,1,2,1,70,68,26,48,1,,2,26,1,,8,2,,,,,,,,,,1,,2,,2,1,2,16,16,92,9213,68,677.787.083.832.701
809576,1,4,1,70,68,4,20,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,1,53,,,,68,336.002.291.942.088
809578,1,3,1,70,68,1,48,1,,2,24,1,,4,2,,,,,,,,,,1,,2,,2,1,1,6,40,52,5233,68,316.182.198.043.586
809585,1,2,1,70,68,32,48,1,,2,36,1,,4,2,,,,,,,,,,1,,2,,2,1,2,59,59,52,5231,68,355.683.561.770.478
