Directorio;Secuencia_p;Orden;Hogar;Regis;Clase;P7430;P7440;P7450;P7450s1;P7460;P7470;P7472;P7472s1;P7454;P7456;P7458s1;P7458;P7452;Ini;Mes;Dpto;Fex_c_2011
3792313;1;1;1;80;2;1;1;3; ;2; ;2; ; ; ; ;9;2;1;08;63;579,343531832339
3792313;1;3;1;80;2;1;1;8; ;2; ;2; ; ; ; ;2;2;1;08;63;579,343531832339
3792316;1;2;1;80;2;1;1;8; ;2; ;2; ; ; ; ;1;2;1;08;63;514,246775982392
3792316;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;63;514,246775982392
3792316;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;63;514,246775982392
3792316;1;5;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;08;63;514,246775982392
3792316;1;6;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;08;63;514,246775982392
3792323;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;63;579,343531832339
3796198;1;2;1;80;2;1;1;2; ;2; ;2; ; ; ; ;8;2;1;08;63;811,955208925937
3796199;1;2;1;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;08;63;578,3527908076
3796199;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;63;578,3527908076
3796199;1;4;1;80;2;1;4;4; ;2; ;2; ; ; ; ;11;2;1;08;63;578,3527908076
3796199;1;5;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;63;578,3527908076
3796201;1;2;1;80;2;1;3;3; ;2; ;2; ; ;1; ;9;1;1;08;63;975,894827648451
3796202;1;3;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;08;63;920,888946005249
3796202;1;4;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;08;63;920,888946005249
3796203;1;2;1;80;2;1;2;7; ;2; ;2; ; ; ; ;1;2;1;08;63;959,654893072947
3796203;1;5;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;63;959,654893072947
3796953;1;2;1;80;2;1;3;4; ;2; ;2; ; ; ; ;4;2;1;08;68;1162,3530736993
3796962;1;2;1;80;2;1;3;3; ;2; ;2; ; ; ; ;9;2;1;08;68;1510,28127013415
3796964;1;2;1;80;2;1;4;8; ;2; ;2; ; ; ; ;9;2;1;08;68;1339,59012443294
3796964;1;4;1;80;2;1;4;4; ;3; ;2; ; ; ; ;4;2;1;08;68;1339,59012443294
3796965;1;2;1;80;2;1;1;8; ; ; ;1;60000; ; ; ;8;2;1;08;68;2348,63264618323
3796966;1;1;1;80;2;1;1;4; ;2; ;1;300000; ; ; ;4;2;1;08;68;2334,0029916612
3796966;1;2;1;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;08;68;2334,0029916612
3796966;1;4;1;80;2;1;4;4; ;2; ;2; ; ; ; ;4;2;1;08;68;2334,0029916612
3796967;1;2;1;80;2;1;1;3; ;2; ;2; ; ; ; ;8;2;1;08;68;1729,07343079738
3796969;1;2;1;80;2;1;1;8; ;2; ;2; ; ;1; ;1;1;1;08;68;1793,6763339035
3796969;1;3;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;08;68;1793,6763339035
3796969;1;4;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;08;68;1793,6763339035
3796970;1;2;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;08;68;2107,3539467191
3796975;1;4;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;08;68;1160,71814874661
3796976;1;2;1;80;2;1;4;8; ;2; ;2; ; ; ; ;9;2;1;08;68;1766,0599216546
3796976;1;4;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;08;68;1766,0599216546
3796976;1;5;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;08;68;1766,0599216546
3796977;1;2;1;80;2;1;1;7; ;2; ;2; ; ; ; ;9;2;1;08;68;1092,39291595142
3796982;1;2;1;80;2;1;4;3; ;2; ;2; ; ; ; ;1;2;1;08;68;2013,80405847199
3796982;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;68;2013,80405847199
3796985;1;4;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;08;68;2183,10449005597
3796986;1;1;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;68;1927,39908697321
3796988;1;3;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;08;68;2472,43986335907
3796989;1;2;1;80;2;1;1;3; ;2; ;2; ; ; ; ;9;2;1;08;68;2063,65822650125
3796991;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;68;2764,56889788217
3796991;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;68;2764,56889788217
3796991;1;4;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;08;68;2764,56889788217
3796991;1;5;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;08;68;2764,56889788217
3796992;1;2;1;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;08;68;2425,96803471421
