Directorio;Secuencia_p;Orden;Hogar;Regis;Area;P7430;P7440;P7450;P7450s1;P7460;P7470;P7472;P7472s1;P7454;P7456;P7458s1;P7458;P7452;Ini;Mes;Dpto;Fex_c_2011
3791287;1;2;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;17;311,56051761892
3791288;1;1;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;17;156,139538617554
3791288;1;3;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;17;156,139538617554
3791290;1;5;1;80;17;2; ; ; ; ; ;2; ;2; ;.; ; ;1;08;17;324,958539379846
3791291;1;2;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;17;211,08585068735
3791291;1;3;1;80;17;2; ; ; ; ; ;2; ;2; ;.; ; ;1;08;17;211,08585068735
3791293;1;2;1;80;17;1;4;2; ;2; ;2; ; ; ; ;2;2;1;08;17;266,782186713711
3791294;1;1;1;80;17;1;4;7; ;3; ;2; ; ; ; ;4;2;1;08;17;170,384975674992
3791298;1;1;1;80;17;1;4;4; ;3; ;2; ; ; ; ;4;2;1;08;17;195,314207041377
3791298;1;2;1;80;17;1;4;7; ;2; ;2; ; ; ; ;9;2;1;08;17;195,314207041377
3791298;1;3;1;80;17;2; ; ; ;2; ;2; ;1;4; ;6; ;1;08;17;195,314207041377
3791301;1;1;1;80;17;1;4;6; ;3; ;2; ; ; ; ;10;2;1;08;17;118,704936450103
3791301;1;2;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;17;118,704936450103
3791302;1;1;1;80;17;1;4;5; ;3; ;2; ; ; ; ;10;2;1;08;17;166,136335715913
3791305;1;1;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;17;118,134904301055
3791305;1;3;1;80;17;1;1;6; ;2; ;2; ; ; ; ;6;2;1;08;17;118,134904301055
3791306;1;1;1;80;17;1;4;5; ;3; ;2; ; ; ; ;10;2;1;08;17;172,866859969364
3791310;1;2;1;80;17;1;2;3; ;2; ;2; ; ; ; ;9;2;1;08;17;281,284564697121
3791310;1;5;1;80;17;1;2;2; ;2; ;2; ; ; ; ;2;2;1;08;17;281,284564697121
3791311;1;3;1;80;17;1;4;3; ;2; ;2; ; ; ; ;8;2;1;08;17;233,446280156817
3791315;1;1;1;80;17;1;4;5; ;3; ;2; ; ; ; ;10;2;1;08;17;151,233347084158
3791315;1;2;1;80;17;1;4;5; ;3; ;2; ; ; ; ;10;2;1;08;17;151,233347084158
3791316;1;2;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;17;167,411876004625
3791316;1;3;1;80;17;2; ; ; ; ; ;2; ;2; ;.; ; ;1;08;17;167,411876004625
3791318;1;2;1;80;17;1;4;5; ;3; ;2; ; ; ; ;10;2;1;08;17;166,136335715913
3791318;1;3;1;80;17;1;1;2; ;2; ;2; ; ; ; ;2;2;1;08;17;166,136335715913
3791319;1;3;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;17;229,368824263966
3791319;1;4;1;80;17;2; ; ; ; ; ;2; ;2; ;.; ; ;1;08;17;229,368824263966
3791320;1;1;1;80;17;1;4;5; ;3; ;2; ; ; ; ;10;2;1;08;17;148,751462789785
3791320;1;2;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;17;148,751462789785
3791321;1;2;1;80;17;1;4;3; ;2; ;2; ; ; ; ;9;2;1;08;17;273,36276661864
3791323;1;4;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;17;142,020874898516
