Directorio;Secuencia_p;Orden;Hogar;Regis;Clase;P7250;P7260;P7280;P7280s1;P7310;P7320;P7350;P7350s1;P7360;P7390;P7390s1;P7420;P7420s1;P7420s2;P7420s3;P7420s4;P7420s5;P7420s6;P7420s7;P7420s8;P7420s7a1;P7422;P7422s1;P9460;Oficio1;Oficio2;Rama2d_d;Dsi;Dscy;Rama4d_d;Mes;Dpto;Fex_c_2011;Area
3791248;1;1;1;70;1;40;40;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;59; ; ;1;2; ;08;47;203,407997697426;47
3791250;1;1;1;70;1;3;48;4; ;2;8;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;45;51;1;1;5155;08;47;226,984110337816;47
3791257;1;1;1;70;1;104;48;1; ;2;104;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;07;07;75;1;2;7513;08;47;150,281724930692;47
3791260;1;3;1;70;1;36;48;1; ;2;36;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;31;31;85;1;2;8512;08;47;175,585808727321;47
3791261;1;3;1;70;1;15;48;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;32; ; ;1;2; ;08;47;130,438285325462;47
3791262;1;2;1;70;1;16;48;1; ;2;16;2; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;58;58;75;1;2;7522;08;47;212,230383553281;47
3791263;1;3;1;70;1;86;48;2; ;2;96;1; ;8;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;13;13;80;1;2;8041;08;47;117,365330953341;47
3791305;1;4;1;70;1;1;35;1; ;2;2;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;1;644350;2;38;38;64;1;1;6421;08;17;118,134904301055;17
3791317;1;2;1;70;1;4;48;1; ;2;4;1; ;5;3; ; ; ; ; ; ; ; ; ;1; ;1;200000;2;21;21;74;1;1;7430;08;17;230,623124834973;17
3791332;1;2;1;70;1;52;48;1; ;2;104;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;53;55;1;2;5529;08;76;910,589416009123;76
3791335;1;3;1;70;1;20;48;1; ;2;28;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;97;39;52;1;2;5211;08;76;962,021363900441;76
3791345;1;1;1;70;1;4;48;1; ;2;8;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;58;58;50;1;1;5011;08;50;203,239847976869;50
3791346;1;3;1;70;1;6;48;1; ;2;8;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;1;4521;08;50;200,000721851775;50
3791370;1;1;1;70;1;36;48;4; ;2;364;3; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;54;95;1;2;9500;08;66;293,769252939433;66
3791391;1;2;1;70;1;24;48;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;2; ;08;66;289,769415058552;66
3791394;1;1;1;70;1;1;48;1; ;2;3;4; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;72;93;45;1;1;4521;08;76;934,568046979307;76
3791401;1;1;1;70;1;20;48;4; ;2;25;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;41;41;52;1;2;5233;08;20;117,311492980668;20
3791403;1;1;1;70;1;2;40;1; ;2;2;4; ;3;1; ; ; ; ; ; ; ; ; ;1; ;1;44000;2;58;45;52;1;1;5233;08;20;140,41641278163;20
3791422;1;3;1;70;1;3;60;4; ;2;3;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;98;98;60;1;1;6031;08;20;171,907298740047;20
3791426;1;4;1;70;1;32;32;1; ;2;32;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;59;59;85;1;2;8511;08;47;206,687979863151;47
3791437;1;4;1;70;1;15;40;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;21; ; ;1;2; ;08;47;89,6950356122282;47
3791438;1;3;1;70;1;1;40;1; ;2;20;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;97;52;1;1;5225;08;47;199,954195132713;47
3791449;1;3;1;70;1;34;48;1; ;2;34;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;87;40;1;2;4020;08;47;226,229764666663;47
3791453;1;2;1;70;1;52;48;1; ;2;52;1; ;9;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;33;40;1;2;4010;08;47;127,069911726689;47
3791463;1;4;1;70;1;1;40;1; ;2;12;1; ;3;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;13;13;80;1;1;8011;08;41;119,55457716886;41
3791465;1;2;1;70;1;3;30;4; ;2;3;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;30000;2;56;56;93;1;1;9301;08;41;142,715255747977;41
3791496;1;3;1;70;1;1;48;1; ;2;3;4; ;9;1; ; ;1; ; ; ; ; ; ; ; ;1;1000000;2;44;44;74;1;1;7414;08;17;97,0714235648967;17
3791496;1;4;1;70;1;8;48;1; ;2;28;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;21;15;1;1;1551;08;17;97,0714235648967;17
3791506;1;1;1;70;1;1;48;1; ;2;1;1; ;3;1; ; ;1; ; ; ; ; ; ; ; ;1;644350;2;95;87;45;1;1;4530;08;17;331,689063633297;17
3791507;1;2;1;70;1;16;48;1; ;2;16;1; ;9;3; ; ; ; ;1; ; ; ; ; ; ;2; ;2;11;11;45;1;2;4530;08;15;97,8542654870672;15
3791514;1;1;1;70;1;96;50;2; ;2;96;2; ;9;1; ; ; ; ;1; ; ; ; ; ; ;2; ;2;02;21;75;1;2;7512;08;15;80,0942518139637;15
3791520;1;3;1;70;1;20;48;1; ;2;21;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;83;83;28;1;2;2811;08;15;144,761792344781;15
3791521;1;4;1;70;1;24;48;1; ;2;25;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;03;45;50;1;2;5052;08;15;111,66135912541;15
3791530;1;3;1;70;1;4;48;1; ;2;4;1; ;9;8; ; ; ; ; ; ; ; ; ;1; ;1;98;2;45;45;52;1;1;5211;08;15;126,640182393596;15
3791536;1;2;1;70;1;24;48;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;58; ; ;1;2; ;08;15;108,364956026714;15
