DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S7A1;P7420S8;P7422;P7422S1;P1806;P1519;P1883;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;MES;RAMA4D_D;DPTO;fex_c_2011
5040186;1;4;1;70;2;2;48;1; ;2;4;6; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;45;62;01;1;1;10;0116;23;916,111212728561
5040190;1;1;1;70;2;52;36;8; ;2;8;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;300000;2; ;62;62;01;1;2;10;0115;23;2283,91726434815
5040195;1;4;1;70;2;5;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;500000; ; ;34; ; ;1;1;10; ;23;1761,2538682652
5040319;1;3;1;70;2;52;50;8; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;400000; ; ;62; ; ;1;2;10; ;66;734,518837944489
5040343;1;3;1;70;2;25;48;2; ;2;25;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;87;87;41;1;2;10;4100;66;1350,43990774812
5043182;1;1;1;70;2;4;48;3; ;2;6;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;600000;900000;2; ;54;54;95;1;1;10;9500;05;5584,61034208652
5043186;1;2;1;70;2;8;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;800000; ; ;97; ; ;1;1;10; ;05;2223,01718857042
5043203;1;3;1;70;2;26;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;828000; ; ;45; ; ;1;2;10; ;05;1803,54755679993
5043203;1;4;1;70;2;52;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;800000; ; ;45; ; ;1;2;10; ;05;1803,54755679993
5043206;1;1;1;70;2;40;48;1; ;2;100;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;830000;2; ;45;53;55;1;2;10;5522;05;1803,54755679993
5043213;1;6;1;70;2;12;48;1; ;2;12;1; ;8;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828000;2; ;58;62;01;1;1;10;0113;05;3225,21780088844
5043224;1;1;1;70;2;4;40;8; ;2;4;8; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;62;62;01;1;1;10;0115;05;4907,65411656865
5043235;1;1;1;70;2;48;48;3; ;2;52;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;54;54;95;1;2;10;9500;05;2819,22592647352
5043242;1;2;1;70;2;40;48;1; ;2;40;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828000;2; ;13;54;95;1;2;10;9500;05;1366,50665367482
5043245;1;2;1;70;2;50;48;1; ;2;52;1; ;8;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828000;2; ;53;53;55;1;2;10;5529;05;1896,85194610375
5043246;1;1;1;70;2;8;40;1; ;2;8;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;80000;800000;2; ;95;95;45;1;1;10;4521;05;735,34371841946
5043315;1;1;1;70;2;20;30;3; ;2;52;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;55;55;95;1;2;10;9500;63;3751,30756604566
5043317;1;2;1;70;2;52;40;3; ;2;52;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828000;2; ;55;54;95;1;2;10;9500;63;4652,33142993295
5043318;1;1;1;70;2;2;60;4; ;2;52;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;200000;2; ;54;54;95;1;1;10;9500;63;2031,35673934717
5043319;1;6;1;70;2;20;48;4; ;2;24;4; ;1;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;79;79;18;1;2;10;1810;63;4414,68860141969
5043323;1;2;1;70;2;20;48;3; ;2;28;4; ;1;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;55;53;55;1;2;10;5521;63;2895,25438846317
5043399;1;4;1;70;2;12;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;1000000; ; ;02; ; ;1;1;10; ;63;1062,7097984978
5043421;1;4;1;70;2;24;48;1; ;2;28;1; ;4;1;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;45;62;01;1;2;10;0117;63;4907,65411656865
5044264;1;1;1;70;2;3;24;1; ;2;250;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;55;75;17;1;1;10;1749;68;1420,51411848019
5044270;1;6;1;70;2;4;48;1; ;2;5;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;53;53;01;1;1;10;0111;68;547,729324128011
