DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;P6290;P6290S1;P6230;P6240;P6240S1;P6250;P6260;P6270;P6280;P6300;P6310;P6310S1;P6320;P6330;P6340;P6350;P6351;MES;FT;DPTO;fex_c_2011
5030347;1;1;1;50; ;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10;1;76;1793,35479443263
5030347;1;2;1;50; ;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10;1;76;1793,35479443263
5030347;1;3;1;50; ;1; ; ;3;4; ;2;2;2;2;2; ; ; ; ; ; ; ;10;1;76;1793,35479443263
5030348;1;1;1;50; ;1; ; ;1;4; ;2;2;2;2;1;7; ;1;1; ;4;1;10;1;76;1985,12157748912
5030348;1;2;1;50; ;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10;1;76;1985,12157748912
5030348;1;3;1;50; ;1;2; ;3;4; ;2;2;2;1; ; ; ; ; ; ; ;1;10;1;76;1985,12157748912
5030349;1;1;1;50; ;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10;1;76;2173,87834710788
5030349;1;2;1;50; ;1; ; ;2;5; ; ; ; ; ; ; ; ; ; ; ; ; ;10;1;76;2173,87834710788
5030349;1;3;1;50; ;1;2; ;3;4; ;2;2;2;1; ; ; ; ; ; ; ;1;10;1;76;2173,87834710788
5030350;1;1;1;50; ;1; ; ;1;4; ;2;1; ; ; ; ; ; ; ; ; ; ;10;1;76;1099,18375738453
5030350;1;2;1;50; ;1; ; ;2;6;ACOMPAÑANDO A SU MAMA AL MEDICO;2;2;2;2;1;5; ;1;1; ;2;1;10;1;76;1099,18375738453
5030350;1;3;1;50; ;1;1; ;3;4; ;2;2;2;1; ; ; ; ; ; ; ;1;10;1;76;1099,18375738453
5030351;1;1;1;50; ;1;1; ;1;6;EN UN CONGRESO DE LIDERES SOCIALES DEPARTAMENTAL;2;2;2;1; ; ; ; ; ; ; ;1;10;1;76;1689,35609519817
5030351;1;2;1;50; ;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10;1;76;1689,35609519817
5030351;1;3;1;50; ;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;10;1;76;1689,35609519817
5030351;1;4;1;50; ;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;10;1;76;1689,35609519817
5030351;1;6;1;50; ;1;2; ;6;2; ;2;2;2;1; ; ; ; ; ; ; ;1;10;1;76;1689,35609519817
5030351;1;7;1;50; ;1;1; ;7;6;OCIO;2;2;2;1; ; ; ; ; ; ; ;1;10;1;76;1689,35609519817
5030351;1;8;1;50; ;1;1; ;8;6;OCIO;2;2;2;1; ; ; ; ; ; ; ;1;10;1;76;1689,35609519817
