Directorio;Secuencia_p;Orden;Hogar;Regis;Clase;P7250;P7260;P7280;P7280s1;P7310;P7320;P7350;P7350s1;P7360;P7390;P7390s1;P7420;P7420s1;P7420s2;P7420s3;P7420s4;P7420s5;P7420s6;P7420s7;P7420s8;P7420s7a1;P7422;P7422s1;P9460;Oficio1;Oficio2;Rama2d_d;Dsi;Dscy;Rama4d_d;Mes;Dpto;Fex_c_2011
3496080;1;4;1;70;2;36;48;3; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;54; ; ;1;2; ;06;13;4296,51831827488
3496114;1;3;1;70;2;1;48;1; ;2;1;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;1;1200000;2;02;02;11;1;1;1110;06;13;3172,57241906708
3496215;1;2;1;70;2;16;40;2; ;2;44;2; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;59;59;85;1;2;8512;06;13;2610,17620462159
3496216;1;9;1;70;2;4;48;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;58; ; ;1;1; ;06;13;3303,92115071024
3496220;1;1;1;70;2;4;40;4; ;2;24;4; ;1;1; ; ; ; ; ; ; ;1; ; ; ;2; ;2;95;61;01;1;1;0118;06;13;2535,13743993849
3496261;1;2;1;70;2;4;48;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;03; ; ;1;1; ;06;13;1086,87947505169
3496389;1;2;1;70;2;36;48;1; ;2;156;1; ;6;2; ; ; ; ; ; ; ;1; ; ; ;2; ;2;11;33;80;1;2;8043;06;50;1200,97302809714
3496391;1;1;1;70;2;8;60;4; ;2;8;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;98;98;60;1;1;6031;06;50;552,984835874954
3496391;1;2;1;70;2;52;48;4; ;2;52;3; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;2;9500;06;50;552,984835874954
3496398;1;4;1;70;2;17;30;1; ;2;17;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;87;59;45;1;2;4530;06;50;546,340085711692
3496399;1;1;1;70;2;4;48;1; ;2;4;1; ;6;2; ; ; ; ; ; ; ; ; ;1; ;1;98;2;98;50;55;1;1;5521;06;50;1458,02847932708
3496401;1;1;1;70;2;108;48;1; ;2;104;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;98;98;60;1;2;6021;06;50;1044,73022313129
3499478;1;3;1;70;2;4;48;8; ;2;5;8; ;8;4; ; ; ; ; ; ; ; ; ;1; ;1;280000;2;97;62;01;1;1;0113;06;05;3616,88348378619
3499481;1;3;1;70;2;5;48;1; ;2;5;1; ;3;2; ; ; ; ; ; ; ; ; ;1; ;1;620000;2;97;97;15;1;1;1511;06;05;1236,26154155612
3499533;1;4;1;70;2;3;48;1; ;2;4;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;33;95;45;1;1;4521;06;05;1274,49623297805
3499822;1;2;1;70;2;24;48;1; ;2;24;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;59;60;01;1;2;0121;06;68;793,862119983491
3500316;1;2;1;70;2;3;48;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;06;19;3589,35341819033
3500324;1;1;1;70;2;2;40;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;06;19;1028,97613846871
3500328;1;2;1;70;2;2;48;3; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;54; ; ;1;1; ;06;19;1929,86009269222
3500343;1;2;1;70;2;20;48;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;53; ; ;1;2; ;06;19;1392,34997201811
3500432;1;4;1;70;2;6;40;4; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;53; ; ;1;1; ;06;19;862,67591902822
3500440;1;1;1;70;2;2;48;4; ;2;2;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;90000;2;61;61;01;1;1;0140;06;19;1164,06559412887
3500441;1;1;1;70;2;2;48;4; ;2;4;4; ;1;8; ; ; ; ; ; ; ; ; ;1; ;1;120000;2;61;61;01;1;1;0140;06;19;1286,83220565677
3500446;1;2;1;70;2;2;40;3; ;2;2;1; ;5;1; ; ; ; ; ; ; ; ; ;1; ;1;400000;2;54;97;45;1;1;4530;06;19;2964,25099422557
3500473;1;3;1;70;2;2;40;4; ;2;6;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;35000;2;61;61;01;1;1;0140;06;19;1742,22097389885
3500475;1;3;1;70;2;40;40;3; ;2;4;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;61;01;1;2;0111;06;19;1473,35060260239
3500477;1;1;1;70;2;2;40;4; ;2;3;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;60000;2;61;61;01;1;1;0140;06;19;1903,74503588314
3500511;1;2;1;70;2;16;48;3; ;2;120;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;62;01;1;2;0121;06;19;877,320360491813
3501031;1;2;1;70;2;8;25;8; ;2;8;8; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;62;62;01;1;1;0111;06;73;849,010871469605
3501042;1;2;1;70;2;12;48;8; ;2;12;8; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;62;62;01;1;1;0111;06;73;821,299479855313
3501161;1;3;1;70;2;48;50;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;32; ; ;1;2; ;06;17;8216,93218491553
3501165;1;1;1;70;2;8;50;8; ;2;8;8; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;62;62;01;1;1;0111;06;17;7280,90201990287
3501233;1;1;1;70;2;8;50;4; ;2;5;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;300000;2;18;18;92;1;1;9241;06;17;8457,89541615069
3501268;1;2;1;70;2;12;48;1; ;2;12;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;62;53;55;1;1;5521;06;17;900,188271770232
3501822;1;1;1;70;2;3;48;1; ;2;3;1; ;9;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;60;99;90;1;1;9000;06;18;1133,73951683123
3502110;1;3;1;70;2;22;21;4; ;2;4;6; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;61;62;01;1;2;0117;06;52;1253,29553217047
3502175;1;2;1;70;2;13;40;4; ;2;26;4; ;1;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;61;61;01;1;1;0140;06;52;1113,26225839081
3502180;1;1;1;70;2;4;40;8; ;2;2;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;60000;2;62;61;01;1;1;0116;06;52;1324,8406204228
3502180;1;3;1;70;2;2;40;4; ;2;2;4; ;1;4; ; ; ; ; ; ; ; ; ;1; ;1;120000;2;61;61;01;1;1;0116;06;52;1324,8406204228
3502183;1;6;1;70;2;26;40;1; ;2;18;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;59;61;01;1;2;0140;06;52;593,576862944451
3502183;1;7;1;70;2;2;48;1; ;2;4;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;100000;2;99;61;01;1;1;0118;06;52;593,576862944451
3502269;1;2;1;70;2;4;40;4; ;2;4;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;150000;2;61;61;01;1;1;0111;06;52;1921,352790285
3502274;1;4;1;70;2;8;40;1; ;2;8;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;54;95;1;1;9500;06;52;1117,58343544549
3502277;1;2;1;70;2;104;40;3; ;2;60;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;54;95;1;2;9500;06;52;2796,88203658992
3502277;1;4;1;70;2;52;40;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;32; ; ;1;2; ;06;52;2796,88203658992
3502277;1;6;1;70;2;104;40;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;2; ;06;52;2796,88203658992
3502283;1;2;1;70;2;52;40;4; ;2;52;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;62;01;1;2;0140;06;52;1351,4472035609
