DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P7480S1;P7480S1A1;P7480S3;P7480S3A1;P7480S4;P7480S4A1;P7480S5;P7480S5A1;P7480S6;P7480S6A1;P7480S7;P7480S7A1;P7480S8;P7480S8A1;P7480S9;P7480S9A1;P7480S10;P7480S10A1;P7480S11;P7480S11A1;clase;MES;DPTO;fex_c_2011;AREA
4513822;1;1;1;90;2; ;1;20;2; ;1;15;2; ;2; ;2; ;2; ;2; ;2; ;1;1;5;1526,66445104898;05
4513822;1;2;1;90;2; ;1;20;2; ;1;15;2; ;2; ;2; ;2; ;2; ;2; ;1;1;5;1526,66445104898;05
4513823;1;1;1;90;2; ;2; ;2; ;1;4;2; ;2; ;2; ;1;11;2; ;2; ;1;1;5;1508,64271114865;05
4513823;1;2;1;90;2; ;1;34;2; ;1;21;1;12;2; ;2; ;2; ;2; ;2; ;1;1;5;1508,64271114865;05
4513824;1;1;1;90;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;1;5;1390,39311554381;05
4513824;1;2;1;90;2; ;1;35;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;1;5;1390,39311554381;05
4513824;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;1;5;1390,39311554381;05
4513824;1;4;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;1;5;1390,39311554381;05
4513825;1;1;1;90;1;5;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;1;5;1201,47931684628;05
4513825;1;2;1;90;1;1;2; ;2; ;2; ;2; ;2; ;2; ;1;30;2; ;2; ;1;1;5;1201,47931684628;05
4513825;1;3;1;90;1;2;2; ;1;3;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;1;5;1201,47931684628;05
4513826;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;1;5;1305,95774531486;05
4513827;1;1;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;1;5;1324,95430571861;05
4513827;1;2;1;90;2; ;1;30;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;1;1;5;1324,95430571861;05
4513827;1;3;1;90;2; ;1;21;2; ;1;30;2; ;2; ;2; ;2; ;2; ;2; ;1;1;5;1324,95430571861;05
4513828;1;1;1;90;2; ;1;8;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;1;5;1100,338929277;05
4513828;1;2;1;90;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;1;5;1100,338929277;05
4513828;1;3;1;90;2; ;1;15;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;1;5;1100,338929277;05
4513829;1;1;1;90;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;1;5;1181,68972532872;05
4513830;1;1;1;90;2; ;1;5;2; ;2; ;1;10;2; ;2; ;2; ;2; ;2; ;1;1;5;1329,51397597017;05
4513830;1;2;1;90;2; ;1;20;2; ;2; ;1;28;2; ;2; ;2; ;2; ;2; ;1;1;5;1329,51397597017;05
4513830;1;3;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;1;5;1329,51397597017;05
4513830;1;4;1;90;2; ;1;6;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;1;5;1329,51397597017;05
4513831;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;1;5;1042,77845153537;05
4513831;1;2;1;90;2; ;1;25;1;16;2; ;1;20;2; ;2; ;2; ;2; ;2; ;1;1;5;1042,77845153537;05
4513831;1;3;1;90;2; ;1;4;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;1;5;1042,77845153537;05
4513831;1;4;1;90;2; ;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;1;5;1042,77845153537;05
4513832;1;1;1;90;2; ;1;12;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;1;5;1121,9145850716;05
4513832;1;2;1;90;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;1;5;1121,9145850716;05
4513833;1;1;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;1;5;880,31094708671;05
4513833;1;2;1;90;2; ;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;1;5;880,31094708671;05
4513833;2;1;2;90;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;1;5;880,31094708671;05
4513833;3;1;3;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;1;5;880,31094708671;05
4513834;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;1;5;1100,338929277;05
4513834;1;2;1;90;2; ;1;35;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;1;5;1100,338929277;05
