DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7430;P7440;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P7470;P7472;P7472S1;P744;P1884;P1807;P6921;INI;MES;DPTO;fex_c_2011
4529296;1;4;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;40;300000;2;1;01;19;1674,13037182177
4529296;1;6;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;19;1674,13037182177
4529296;1;7;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;19;1674,13037182177
4529296;1;8;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;19;1674,13037182177
4529297;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;19;2102,82525883691
4529298;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;19;2767,91262042227
4529299;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;2; ;782000;2;1;01;19;1549,584019997
4529299;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;19;1549,584019997
4529299;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;19;1549,584019997
4529300;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;19;724,358998718823
4529300;2;3;2;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;19;724,358998718823
4529300;2;4;2;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;19;724,358998718823
4529300;2;5;2;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;19;724,358998718823
4529301;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;40;782000;2;1;01;19;2102,82525883691
4529301;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;19;2102,82525883691
4529302;1;1;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;01;19;734,713972812878
4529304;1;2;1;80;2;1;1;8; ;2; ; ;1; ;2; ;1;250000;1;40;400000;2;1;01;19;2084,21206461563
4529304;1;5;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;19;2084,21206461563
4529304;1;6;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;19;2084,21206461563
4529305;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;19;2065,38549601878
4529307;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;19;1502,5859521417
4529308;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;19;1768,61312957349
4529309;1;4;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;19;966,65195575364
4529310;1;2;1;80;2;1;1;8; ;2; ; ;1; ;2; ;2; ;2; ;500000;2;1;01;19;2369,89088112863
4529312;1;2;1;80;2;1;3;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;19;2076,84647748995
4529313;1;2;1;80;2;1;2;3; ;2; ; ;1; ;2; ;2; ; ; ; ;2;1;01;19;2146,48642975073
4529314;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;19;2024,51376768102
4529315;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;19;2146,48642975073
4529316;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;19;2433,70049115885
4529317;1;4;1;80;2;1;3;3; ;2; ; ;1; ;2; ;2; ; ; ; ;2;1;01;19;2023,07605378198
4529320;1;4;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;40;781242;2;1;01;19;1573,19428279051
4529320;1;5;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;19;1573,19428279051
4529320;1;7;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;19;1573,19428279051
4529320;1;8;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;19;1573,19428279051
4529321;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;19;1549,584019997
4529322;1;1;1;80;2;1;3;3; ;2; ; ;9; ;2; ;1;50000; ; ; ;2;1;01;19;947,529389869815
4529323;1;2;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;19;1893,44180729961
4529323;1;3;1;80;2;1;4;9;POR LA EDAD;2; ; ;8; ;2; ;2; ; ; ; ;2;1;01;19;1893,44180729961
4529324;1;2;1;80;2;1;4;6; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;19;1698,97317731271
4529325;1;1;1;80;2;1;4;9;POR LA EDAD;2; ; ;8; ;2; ;2; ; ; ; ;2;1;01;19;1620,66168615682
4529338;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;19;949,344713301797
4529338;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;19;949,344713301797
4529339;1;6;1;80;2;1;4;3; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;01;19;2564,36061087379
4529340;1;1;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;01;19;724,358998718823
4529340;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;19;724,358998718823
4529341;1;1;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;19;1145,73193847281
4529341;1;3;1;80;2;1;1;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;01;19;1145,73193847281
4529343;1;2;1;80;2;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;19;2076,84647748995
4529344;1;1;1;80;2;1;1;8; ;2; ; ;6; ;2; ;2; ;1;40;781242;2;1;01;19;944,097424350175
4529345;1;4;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;19;835,579995372234
4529345;1;5;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;01;19;835,579995372234
4529348;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;19;865,883464190366
4529348;1;5;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;19;865,883464190366
4529348;1;6;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;19;865,883464190366
4529356;1;2;1;80;2;1;4;8; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;19;1310,50974305625
4529357;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;19;759,187099400451
4529360;1;1;1;80;2;1;1;4; ;2; ; ;4; ;2; ;2; ;2; ;98;2;1;01;19;1452,63084424236
4529360;1;2;1;80;2;1;3;8; ;2; ; ;12;FALTA DE TIEMPO;2; ;2; ; ; ; ;2;1;01;19;1452,63084424236
4529361;1;1;1;80;2;1;4;7; ;2; ; ;1; ;1; ;2; ; ; ; ;2;1;01;19;1672,61104567676
4529361;1;3;1;80;2;1;2;8; ;2; ; ;2; ;2; ;1;300000;1;40;781242;2;1;01;19;1672,61104567676
4529361;1;5;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;19;1672,61104567676
4529361;1;6;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;19;1672,61104567676
4529364;1;1;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;24;200000;2;1;01;19;1417,58945813515
4529365;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;19;1342,11916364381
4529366;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;19;724,358998718823
4529366;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;19;724,358998718823
4529366;1;7;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;19;724,358998718823
4529368;1;1;1;80;2;1;4;4; ;2; ; ;4; ;3; ;2; ; ; ; ;3;1;01;19;1342,11916364381
4529369;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;24;400000;2;1;01;19;2506,6773403611
4529369;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;19;2506,6773403611
4529369;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;19;2506,6773403611
4529373;1;3;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;01;19;1661,53341449458
4529374;1;1;1;80;2;1;4;9;POR LA EDAD;2; ; ;8; ;2; ;2; ; ; ; ;2;1;01;19;1661,53341449458
4529375;1;1;1;80;2;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;19;2863,53135403
4529375;1;4;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;19;2863,53135403
4529376;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;19;1109,81150179969
4529376;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;19;1109,81150179969
4529376;1;5;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;19;1109,81150179969
4529378;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;19;913,424276628678
4529378;1;4;1;80;2;1;1;2; ;2; ; ;2; ; ; ;2; ; ; ; ; ;1;01;19;913,424276628678
4529378;1;5;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;19;913,424276628678
4529378;1;6;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;19;913,424276628678
4529381;1;1;1;80;2;1;1;8; ;2; ; ;1; ;2; ;2; ; ; ; ;2;1;01;19;1013,73737661095
4529384;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;19;1549,584019997
4529384;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;19;1549,584019997
4529384;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;19;1549,584019997
4529385;1;1;1;80;2;1;4;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;01;19;724,358998718823
4529385;1;2;1;80;2;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;19;724,358998718823
4529408;1;2;1;80;2;1;4;8; ;2; ; ;1; ;2; ;2; ;2; ;800000;2;1;01;44;2814,8917216657
4529408;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;44;2814,8917216657
4529409;1;1;1;80;2;1;1;4; ;2; ; ;4; ;2; ;1;130000; ; ; ;2;1;01;44;4107,51163921769
4529409;1;4;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;44;4107,51163921769
4529409;1;5;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;44;4107,51163921769
4529409;1;6;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;44;4107,51163921769
4529410;1;2;1;80;2;1;3;8; ;2; ; ;2; ;2; ;2; ;1;30;600000;2;1;01;44;2684,68893919674
4529410;1;3;1;80;2;1;4;5; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;01;44;2684,68893919674
4529411;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;44;3517,55988189706
4529412;1;4;1;80;2;1;2;2; ;2; ; ;2; ;2; ;2; ;2; ;780000;2;1;01;44;3924,81004901565
4529412;1;5;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;44;3924,81004901565
4529415;1;1;1;80;2;1;3;6; ;2; ; ;1; ;2; ;2; ;2; ;780000;2;1;01;44;1586,60335677893
4529415;1;2;1;80;2;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;01;44;1586,60335677893
4529415;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;40;800000;2;1;01;44;1586,60335677893
4529416;1;1;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;44;3165,96558203925
4529416;1;2;1;80;2;1;1;7; ;2; ; ;2; ;2; ;2; ;1;40;600000;2;1;01;44;3165,96558203925
4529417;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;44;2461,40131085584
4529418;1;1;1;80;2;1;4;9;DESPLAZAMIENTO POR GRUPOS ARMADOS;2; ; ;1; ;2; ;2; ; ; ; ;2;1;01;44;2634,58014765419
4529419;1;1;1;80;2;1;4;7; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;01;44;1686,09784442263
4529420;1;1;1;80;2;1;3;3; ;1; ;1;9; ;2; ;2; ; ; ;600000;2;1;01;44;3186,31963371397
4529422;1;2;1;80;2;1;4;3; ;2; ; ;4; ;2; ;2; ;2; ;500000;2;1;01;44;2686,16744097834
4529422;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;44;2686,16744097834
4529423;1;1;1;80;2;1;3;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;01;44;1586,60335677893
4529423;1;4;1;80;2;1;1;4; ;2; ; ;4; ;2; ;2; ;2; ;600000;2;1;01;44;1586,60335677893
4529424;1;2;1;80;2;1;1;8; ;2; ; ;1; ;2; ;2; ;1;48;780000;2;1;01;44;2464,77592358949
4529447;1;1;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;05;5946,19972418641
4529451;1;2;1;80;2;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;54;3375,87714459273
4529451;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;54;3375,87714459273
4529451;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;54;3375,87714459273
4529454;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;54;843,969286148181
4529455;1;2;1;80;2;1;2;7; ;2; ; ;1; ;2; ;2; ; ; ; ;2;1;01;54;986,360342506806
4529456;1;2;1;80;2;1;4;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;01;54;843,969286148181
4529457;1;2;1;80;2;1;3;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;54;1388,90368656806
4529458;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;54;1217,90747437749
4529458;1;4;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;01;54;1217,90747437749
4529476;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;54;407,111456866324
4529476;1;3;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;54;407,111456866324
4529476;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;54;407,111456866324
4529477;1;2;1;80;2;1;4;8; ;2; ; ;6; ;2; ;2; ; ; ; ;2;1;01;54;407,111456866324
4529478;1;1;1;80;2;1;4;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;01;54;407,111456866324
4529480;1;2;1;80;2;1;4;8; ;2; ; ;1; ;2; ;2; ; ; ; ;2;1;01;54;1628,4458274653
4529480;1;6;1;80;2;1;2;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;54;1628,4458274653
4529481;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;54;958,670145093644
4529481;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;54;958,670145093644
4529481;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;54;958,670145093644
4529483;1;1;1;80;2;1;4;4; ;2; ; ;4; ;3; ;2; ; ; ; ;3;1;01;54;1025,57651735476
4529483;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;54;1025,57651735476
4529483;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;54;1025,57651735476
4529484;1;2;1;80;2;1;4;3; ;2; ; ;6; ;2; ;2; ; ; ; ;2;1;01;54;1070,36317911306
4529485;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;54;764,49245410141
4529487;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;54;604,666588368939
4529487;1;5;1;80;2;1;1;6; ;2; ; ;1; ;2; ;2; ; ; ; ;2;1;01;54;604,666588368939
4529490;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;54;1441,54264846765
4529490;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;54;1441,54264846765
4529490;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;54;1441,54264846765
4529491;1;2;1;80;2;1;4;3; ;2; ; ;6; ;2; ;2; ; ; ; ;2;1;01;54;407,111456866324
4529491;1;5;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;54;407,111456866324
4529493;1;1;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;01;54;587,490675739057
4529493;1;3;1;80;2;1;1;6; ;2; ; ;1; ;2; ;1;400000; ; ; ;2;1;01;54;587,490675739057
4529494;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;54;1391,81218883641
4529494;1;4;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;54;1391,81218883641
4529494;1;5;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;54;1391,81218883641
4529494;1;6;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;54;1391,81218883641
4529494;1;8;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;54;1391,81218883641
4529495;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;54;1628,4458274653
4529495;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;54;1628,4458274653
4529495;1;4;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;54;1628,4458274653
4529495;1;7;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;54;1628,4458274653
4529495;1;10;1;80;2;1;2;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;54;1628,4458274653
4529497;1;2;1;80;2;1;3;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;54;475,797641719639
4529501;1;1;1;80;2;1;4;3; ;2; ; ;1; ;2; ;2; ; ; ; ;2;1;01;54;1379,77972441969
4529501;1;2;1;80;2;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;54;1379,77972441969
4529501;1;4;1;80;2;1;1;8; ;2; ; ;1; ;2; ;2; ; ; ; ;2;1;01;54;1379,77972441969
4529502;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;54;1628,4458274653
4529502;1;3;1;80;2;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;01;54;1628,4458274653
4529502;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;54;1628,4458274653
4529502;1;5;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;54;1628,4458274653
4529502;1;6;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;54;1628,4458274653
4529503;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;54;1628,4458274653
4529503;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;54;1628,4458274653
4529503;1;6;1;80;2;1;2;1; ;2; ; ;1; ;2; ;2; ; ; ; ;2;1;01;54;1628,4458274653
4529504;1;1;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;01;54;407,111456866324
4529505;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;54;1441,54264846765
4529506;1;2;1;80;2;1;4;3; ;2; ; ;1; ;2; ;2; ; ; ; ;2;1;01;54;587,490675739057
4529507;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;54;1628,4458274653
4529507;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;54;1628,4458274653
4529507;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;54;1628,4458274653
4529510;1;1;1;80;2;1;4;3; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;01;54;637,221135370295
4529511;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;54;1152,84783608588
4529512;1;5;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;54;1628,4458274653
4529512;1;7;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;54;1628,4458274653
4529513;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;54;475,797641719639
4529514;1;2;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;01;54;407,111456866324
4529515;1;1;1;80;2;1;4;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;01;54;458,621729089758
4529516;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;54;669,975332711873
4529518;1;1;1;80;2;1;3;6; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;54;669,975332711873
4529518;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;54;669,975332711873
4529518;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;54;669,975332711873
4529519;1;2;1;80;2;1;3;8; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;54;475,797641719639
4529521;1;2;1;80;2;1;1;7; ;2; ; ;1; ;2; ;2; ; ; ; ;2;1;01;54;764,49245410141
4529522;1;1;1;80;2;1;1;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;01;54;1202,57829571712
4529523;1;2;1;80;2;1;4;4; ;2; ; ;1; ;2; ;2; ; ; ; ;2;1;01;54;475,797641719639
4529523;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;54;475,797641719639
4529524;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;54;475,797641719639
4529527;1;1;1;80;2;1;1;6; ;2; ; ;1; ;2; ;2; ; ; ; ;2;1;01;54;1202,57829571712
4529527;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;54;1202,57829571712
4529528;1;1;1;80;2;1;4;3; ;2; ; ;6; ;2; ;2; ; ; ; ;2;1;01;54;1628,4458274653
4529529;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;54;958,670145093644
4529530;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;54;1025,57651735476
4529531;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;54;1628,4458274653
4529531;1;5;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;54;1628,4458274653
4529532;1;1;1;80;2;1;4;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;01;54;458,621729089758
4529533;1;1;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;54;1441,54264846765
4529533;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;54;1441,54264846765
4529533;1;5;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;54;1441,54264846765
4529534;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;54;1618,54442683
4529535;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;54;1314,27132973653
4529536;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;54;764,49245410141
4529631;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;66;483,751878004243
4529632;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;66;291,53963317233
4529633;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;66;502,881169591615
4529634;1;2;1;80;2;1;4;6; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;66;411,674327767585
4529635;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;66;639,115061007061
4529635;1;4;1;80;2;1;1;8; ;2; ; ;1; ;2; ;2; ; ; ; ;2;1;01;66;639,115061007061
4529636;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;66;524,724733894221
4529637;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;66;681,841563168221
4529639;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;66;306,196614020669
4529640;1;2;1;80;2;1;1;9;EMBARAZO;2; ; ;12;EMBARAZO;2; ;2; ;2; ;600000;2;1;01;66;739,030814738636
4529641;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;66;411,674327767585
4529642;1;2;1;80;2;1;3;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;66;626,22461056755
4529642;1;5;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;66;626,22461056755
4529643;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;66;579,149400497714
4529643;1;6;1;80;2;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;01;66;579,149400497714
4529645;1;3;1;80;2;1;1;2; ;2; ; ;2; ;2; ;2; ;2; ;782000;2;1;01;66;715,664921982751
4529645;1;4;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;66;715,664921982751
