DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P7480S1;P7480S1A1;P7480S3;P7480S3A1;P7480S4;P7480S4A1;P7480S5;P7480S5A1;P7480S6;P7480S6A1;P7480S7;P7480S7A1;P7480S8;P7480S8A1;P7480S9;P7480S9A1;P7480S10;P7480S10A1;P7480S11;P7480S11A1;clase;MES;DPTO;fex_c_2011
4519616;1;1;1;90;2; ;1;10;2; ;1;15;2; ;2; ;2; ;2; ;2; ;2; ;2;01;23;1620,90395177673
4519616;1;2;1;90;2; ;1;35;2; ;1;18;2; ;2; ;2; ;2; ;2; ;2; ;2;01;23;1620,90395177673
4519616;1;3;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;01;23;1620,90395177673
4519616;1;4;1;90;2; ;1;12;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;01;23;1620,90395177673
4519617;1;1;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;01;23;1281,18604402955
4519617;1;2;1;90;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;01;23;1281,18604402955
4519617;1;3;1;90;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;01;23;1281,18604402955
4519617;1;4;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;01;23;1281,18604402955
4519618;1;1;1;90;1;3;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;01;23;1461,88560216618
4519619;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;01;23;738,597172041598
4519619;1;2;1;90;1;5;1;34;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;01;23;738,597172041598
4519620;1;1;1;90;1;3;1;10;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2;01;23;1906,45973765341
4519620;1;2;1;90;1;3;1;36;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2;01;23;1906,45973765341
4519620;1;3;1;90;2; ;1;5;2; ;1;8;2; ;2; ;2; ;2; ;2; ;2; ;2;01;23;1906,45973765341
4519620;1;4;1;90;1;2;1;10;2; ;1;8;2; ;2; ;2; ;2; ;2; ;2; ;2;01;23;1906,45973765341
4519620;1;5;1;90;1;2;1;36;2; ;1;18;2; ;2; ;2; ;2; ;2; ;2; ;2;01;23;1906,45973765341
