DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7430;P7440;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P7470;P7472;P7472S1;P744;P1884;P1807;P6921;INI;MES;DPTO;fex_c_2011;AREA
4517153;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;54;551,219374895507;54
4517153;1;4;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;54;551,219374895507;54
4517154;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;54;498,191170499066;54
4517154;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;54;498,191170499066;54
4517155;1;2;1;80;1;1;1;8; ;2; ; ;9; ;2; ;2; ;2; ;700000;2;1;01;54;408,057448752638;54
4517155;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;54;408,057448752638;54
4517156;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;54;430,520305153069;54
4517156;1;4;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;54;430,520305153069;54
4517156;1;5;1;80;1;1;4;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;01;54;430,520305153069;54
4517157;1;1;1;80;1;1;4;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;01;54;420,246324524928;54
4517158;1;2;1;80;1;1;1;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;01;54;520,654026899497;54
4517158;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;54;520,654026899497;54
4517158;1;4;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;54;520,654026899497;54
4517158;1;5;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;54;520,654026899497;54
4517159;1;6;1;80;1;1;4;6; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;01;54;544,614152684118;54
4517161;1;2;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ;2; ;700000;2;1;01;54;590,811474743727;54
4517163;1;4;1;80;1;1;3;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;01;54;401,672207365442;54
4517164;2;1;2;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;54;592,089753690544;54
4517164;3;2;3;80;1;1;2;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;54;592,089753690544;54
4517165;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;54;445,549782113775;54
4517166;1;1;1;80;1;1;1;8; ;2; ; ;4; ;1; ;1;4500000;2; ;4000000;2;1;01;54;333,984192598131;54
4517168;1;4;1;80;1;1;1;8; ;1; ;1;1; ;2; ;2; ;1;40;98;2;1;01;54;390,045301934494;54
4517169;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;54;499,945796492172;54
4517171;1;1;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;2;1;01;54;359,115628532908;54
4517171;1;2;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;01;54;359,115628532908;54
4517172;1;2;1;80;1;1;1;8; ;2; ; ;8; ;3; ;2; ;1;24;783000;3;1;01;54;520,229835103625;54
4517172;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;54;520,229835103625;54
4517174;1;2;1;80;1;1;1;6; ;2; ; ;9; ;2; ;2; ;1;24;300000;2;1;01;54;371,338747413799;54
4517174;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;54;371,338747413799;54
4517176;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;54;423,344282322261;54
4517178;1;3;1;80;1;1;4;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;01;54;328,761942217856;54
4517187;1;1;1;80;1;1;1;7; ;2; ; ;8; ;2; ;1;99; ; ; ;2;1;01;54;359,327290213865;54
4517187;1;2;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;01;54;359,327290213865;54
4517203;1;2;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;63;169,300735474101;63
4517208;1;1;1;80;1;1;4;4; ;1; ;3;8; ;2; ;2; ;1;30;737717;2;1;01;63;130,9713799054;63
4517209;1;1;1;80;1;1;4;5; ;1; ;3;10; ;3; ;2; ; ; ; ;3;1;01;63;122,141050370844;63
4517209;1;2;1;80;1;1;4;6; ;2; ; ;11; ;2; ;2; ; ; ; ;2;1;01;63;122,141050370844;63
4517210;1;2;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;63;277,337429003583;63
4517211;1;2;1;80;1;1;1;8; ;2; ; ;8; ;2; ;2; ;1;24;737717;2;1;01;63;122,141050370844;63
4517212;1;1;1;80;1;1;4;4; ;2; ; ;8; ;3; ;2; ; ; ; ;3;1;01;63;136,284403047325;63
4517213;1;1;1;80;1;1;1;6; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;63;177,877220239076;63
4517213;1;4;1;80;1;1;3;3; ;2; ; ;9; ;2; ;2; ;1;50;750000;2;1;01;63;177,877220239076;63
4517213;1;6;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;63;177,877220239076;63
4517213;1;9;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;63;177,877220239076;63
4517214;1;1;1;80;1;1;1;4; ;2; ; ;4; ;2; ;2; ;2; ;500000;2;1;01;63;136,284403047325;63
4517215;1;1;1;80;1;1;2;4; ;2; ; ;4; ;2; ;2; ;2; ;800000;2;1;01;63;192,991436376101;63
4517216;1;1;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;01;63;113,701962351802;63
4517218;1;1;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;01;63;134,970328210781;63
4517218;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;63;134,970328210781;63
4517218;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;2; ;98;2;1;01;63;134,970328210781;63
4517219;1;1;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ;1;30;500000;2;1;01;63;149,113680887263;63
4517219;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;2; ;98;2;1;01;63;149,113680887263;63
4517222;1;2;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;63;155,703532199418;63
4517224;1;2;1;80;1;1;4;4; ;2; ; ;9; ;2; ;2; ;2; ;98;2;1;01;63;184,444651586574;63
4517227;1;3;1;80;1;2; ; ; ; ;1;1;8; ;2; ;2; ;2; ;98;2;1;01;63;132,929705617338;63
4517227;1;4;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;63;132,929705617338;63
4517229;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;63;176,464541942971;63
4517229;2;3;2;80;1;1;3;1; ;1; ;1;4; ;2; ;2; ; ; ;737700;2;1;01;63;176,464541942971;63
4517230;1;2;1;80;1;1;4;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;01;63;335,150628886969;63
4517232;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;63;278,340515399219;63
4517232;1;5;1;80;1;1;4;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;01;63;278,340515399219;63
4517234;1;2;1;80;1;1;3;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;63;413,591441904517;63
4517235;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;63;287,353684138134;63
4517235;1;4;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;63;287,353684138134;63
4517236;1;2;1;80;1;1;2;3; ;2; ; ;9; ;1; ;2; ;2; ;98;2;1;01;63;316,416861608041;63
4517238;1;2;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;24;98; ;1;01;63;267,395262104168;63
4517240;1;5;1;80;1;1;4;6; ;2; ; ;9; ;2; ;2; ;2; ;98;2;1;01;63;341,385080851215;63
4517241;1;2;1;80;1;1;3;3; ;1; ;1;9; ;2; ;2; ; ; ;737700;2;1;01;63;306,627220752182;63
4517241;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;2; ;98; ;1;01;63;306,627220752182;63
4517244;1;1;1;80;1;1;4;6; ;1; ;1;9; ;2; ;2; ; ; ; ;2;1;01;63;234,492459885828;63
4517244;1;2;1;80;1;1;4;6; ;2; ; ;11; ;3; ;2; ; ; ; ;3;1;01;63;234,492459885828;63
4517246;1;2;1;80;1;1;1;9;CAMBIO DE CIUDAD;2; ; ;1; ;2; ;2; ; ; ; ;2;1;01;63;118,405396893175;63
4517247;1;2;1;80;1;1;1;8; ;2; ; ;2; ;2; ;1;737700;1;40;737700;2;1;01;63;185,520498573356;63
4517247;1;4;1;80;1;1;3;8; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;01;63;185,520498573356;63
4517249;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;63;130,394840357211;63
4517249;1;3;1;80;1;1;4;8; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;01;63;130,394840357211;63
4517251;1;2;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;63;108,615756037316;63
4517251;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;63;108,615756037316;63
4517251;1;4;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;63;108,615756037316;63
4517253;1;1;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;01;63;140,411298040509;63
4517254;1;1;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;63;125,794830457874;63
4517254;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;63;125,794830457874;63
4517255;1;2;1;80;1;1;4;7; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;01;63;131,972210021467;63
4517256;1;1;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;01;63;126,686148078023;63
4517256;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;40;700000;2;1;01;63;126,686148078023;63
4517257;1;1;1;80;1;1;1;8; ;2; ; ;9; ;2; ;2; ;1;48;737700;2;1;01;63;154,081535810837;63
4517258;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;63;173,427630467284;63
4517259;1;1;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ;1;25;737700;2;1;01;63;149,305066773819;63
4517259;1;3;1;80;1;1;4;3; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;01;63;149,305066773819;63
4517264;1;1;1;80;1;1;4;4; ;2; ; ;11; ;2; ;2; ;1;40;737717;2;1;01;63;130,394840357211;63
4517265;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;63;163,637989611425;63
4517265;1;4;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;63;163,637989611425;63
4517268;1;2;1;80;1;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;63;166,807389008738;63
4517268;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;63;166,807389008738;63
4517269;1;1;1;80;1;1;1;6; ;2; ; ;8; ;2; ;2; ;2; ;500000;2;1;01;63;122,141050370844;63
4517270;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;63;153,658778594442;63
4517270;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;63;153,658778594442;63
4517273;1;2;1;80;1;1;2;6; ;2; ; ;9; ;2; ;2; ;1;48;737700;2;1;01;63;168,532810039355;63
4517273;1;4;1;80;1;1;2;9;LA POLICIA NO LOS DEJO;2; ; ;2; ; ; ;2; ; ; ; ; ;1;01;63;168,532810039355;63
4517274;1;2;1;80;1;1;4;7; ;2; ; ;9; ;2; ;2; ;1;30;737717;2;1;01;63;122,532291886359;63
4517275;1;1;1;80;1;1;4;9;CAMBIO DE CIUDAD;2; ; ;11; ;2; ;2; ; ; ; ;2;1;01;63;151,999535539547;63
4517276;1;2;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;63;131,972210021467;63
4517277;1;3;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;01;63;119,554278375602;63
4517279;1;2;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;01;63;167,575314443485;63
4517281;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;63;207,511472971814;63
4517281;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;63;207,511472971814;63
4517282;1;2;1;80;1;1;4;4; ;1; ;4;9; ;2; ;2; ;1;20;737700;2;1;01;63;118,220098860501;63
4517284;1;1;1;80;1;1;2;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;01;63;162,365715943595;63
4517285;1;1;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;63;122,950494600354;63
4517285;1;2;1;80;1;1;1;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;01;63;122,950494600354;63
4517289;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;63;176,380431761331;63
4517289;1;4;1;80;1;2; ; ; ; ;1;2;9; ;2; ;2; ; ; ; ;2;1;01;63;176,380431761331;63
4517292;1;1;1;80;1;1;3;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;63;149,305066773819;63
4517293;1;1;1;80;1;1;4;4; ;2; ; ;8; ;3; ;2; ; ; ; ;3;1;01;63;118,405396893175;63
4517293;1;2;1;80;1;1;4;3; ;2; ; ;11; ;2; ;2; ; ; ; ;2;1;01;63;118,405396893175;63
4517297;1;2;1;80;1;1;4;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;01;63;122,141050370844;63
4517299;1;3;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;01;63;75,1952545287461;63
4517300;1;2;1;80;1;1;4;8; ;2; ; ;9; ;2; ;2; ;1;30;730000;2;1;01;63;89,6399732455422;63
4517300;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;2; ;98;2;1;01;63;89,6399732455422;63
4517300;1;4;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;63;89,6399732455422;63
4517301;1;1;1;80;1;1;4;5; ;2; ; ;11; ;3; ;2; ; ; ; ;3;1;01;63;60,9778761690846;63
4517303;1;1;1;80;1;1;4;5; ;2; ; ;11; ;3; ;2; ; ; ; ;3;1;01;63;74,6525333869097;63
4517304;1;2;1;80;1;1;4;6; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;63;74,922179827847;63
4517304;1;5;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;63;74,922179827847;63
4517305;1;1;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;01;63;70,2056490202544;63
4517306;1;4;1;80;1;1;1;8; ;2; ; ;9; ;2; ;2; ;2; ;737700;2;1;01;63;102,067957230686;63
4517307;1;2;1;80;1;1;4;6; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;63;68,064747580521;63
4517308;1;2;1;80;1;1;1;9;CAMBIO DE CIUDAD DE RESIDENCIA;2; ; ;9; ;2; ;2; ;1;24;737717;2;1;01;63;81,3402470077775;63
4517308;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;63;81,3402470077775;63
4517309;1;1;1;80;1;1;4;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;01;63;65,7904842529763;63
4517316;1;1;1;80;1;1;4;9;CAMBIO DE PAIS;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;63;99,5586096753206;63
4517316;1;2;1;80;1;1;4;9;NO SE LO PERMITEN LOS HIJOS;2; ; ;8; ;2; ;2; ; ; ; ;2;1;01;63;99,5586096753206;63
4517318;1;1;1;80;1;1;4;5; ;2; ; ;8; ;3; ;2; ; ; ; ;3;1;01;63;135,043362706426;63
4517318;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;63;135,043362706426;63
4517319;1;4;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;63;132,929705617338;63
4517321;1;1;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ;1;24;400000;2;1;01;63;105,802167214635;63
4517321;1;5;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;63;105,802167214635;63
4517322;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;63;122,950494600354;63
4517323;1;1;1;80;1;1;3;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;01;63;131,580968505953;63
4517324;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;25;600000;2;1;01;63;140,507442671754;63
4517325;1;2;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;63;137,824526045267;63
4517326;1;1;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;63;135,707863499136;63
4517327;1;1;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;63;135,707863499136;63
4517328;1;1;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;01;63;113,701962351802;63
4517329;1;3;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;01;63;130,498264999247;63
4517329;1;4;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;01;63;130,498264999247;63
4517330;1;1;1;80;1;1;1;9;DESALOJO DE ESPACIO PUBLICO;2; ; ;8; ;2; ;2; ;1;40;600000;2;1;01;63;95,6315703110951;63
4517332;1;1;1;80;1;1;1;4; ;2; ; ;4; ;3; ;2; ;2; ;737700;3;1;01;63;204,135914461372;63
4517332;1;2;1;80;1;1;3;6; ;2; ; ;9; ;2; ;2; ;1;25;737700;2;1;01;63;204,135914461372;63
4517332;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;63;204,135914461372;63
4517332;1;6;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;20;737700;2;1;01;63;204,135914461372;63
4517333;1;1;1;80;1;1;4;5; ;1; ;4;1; ;3; ;2; ; ; ; ;3;1;01;63;136,284403047325;63
4517334;1;1;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;63;117,828857344986;63
4517334;1;3;1;80;1;1;3;3; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;01;63;117,828857344986;63
4517338;1;3;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;01;63;107,621013775131;63
4517338;1;4;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;63;107,621013775131;63
4517338;1;6;1;80;1;1;1;4; ;2; ; ;4; ;2; ;2; ;2; ;737700;2;1;01;63;107,621013775131;63
4517340;1;1;1;80;1;1;1;3; ;2; ; ;9; ;2; ;2; ;2; ;700000;2;1;01;63;163,448419450301;63
4517345;1;1;1;80;1;1;4;8; ;2; ; ;8; ;2; ;2; ;1;40;737000;2;1;01;63;139,865148638711;63
4517345;1;2;1;80;1;1;1;8; ;2; ; ;8; ;3; ;2; ; ; ; ;3;1;01;63;139,865148638711;63
4517346;1;1;1;80;1;1;4;8; ;2; ; ;11; ;1; ;2; ; ; ; ;2;1;01;63;128,802810624154;63
4517346;1;3;1;80;1;1;1;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;01;63;128,802810624154;63
4517347;1;2;1;80;1;1;3;7; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;63;114,468072061116;63
4517347;1;4;1;80;1;1;2;8; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;01;63;114,468072061116;63
4517347;1;5;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;63;114,468072061116;63
4517348;1;2;1;80;1;1;4;4; ;2; ; ;9; ;2; ;2; ;2; ;737700;2;1;01;63;173,427630467284;63
4517348;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;63;173,427630467284;63
4517352;1;2;1;80;1;1;2;8; ;2; ; ;6; ;2; ;2; ;1;48;750000;2;1;01;63;131,972210021467;63
4517354;1;1;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;63;131,204284586721;63
4517355;1;2;1;80;1;1;2;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;63;206,795720952259;63
4517358;1;1;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;01;63;136,099105014651;63
4517358;1;2;1;80;1;1;3;6; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;63;136,099105014651;63
4517360;1;2;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;63;144,956395747688;63
4517362;1;1;1;80;1;1;4;5; ;2; ; ;11; ;3; ;2; ; ; ; ;3;1;01;63;136,284403047325;63
4517363;1;1;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;01;63;130,498264999247;63
4517363;1;2;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;63;130,498264999247;63
4517366;1;3;1;80;1;1;2;8; ;2; ; ;2; ;2; ;2; ;2; ;737700;2;1;01;63;132,929705617338;63
4517366;1;4;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;63;132,929705617338;63
4517367;1;1;1;80;1;1;1;7; ;2; ; ;1; ;2; ;2; ;2; ;800000;2;1;01;63;127,077389593538;63
4517367;1;2;1;80;1;1;2;6; ;2; ; ;6; ;2; ;2; ; ; ; ;2;1;01;63;127,077389593538;63
4517367;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;63;127,077389593538;63
4517368;1;1;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;01;63;131,580968505953;63
4517369;1;2;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;63;72,8621605912171;63
4517369;1;3;1;80;1;1;3;7; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;63;72,8621605912171;63
4517369;1;6;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;63;72,8621605912171;63
4517370;1;1;1;80;1;1;3;3; ;2; ; ;9; ;3; ;2; ;2; ;1000000;3;1;01;63;131,580968505953;63
4517373;1;1;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;63;126,267945364027;63
4517373;1;2;1;80;1;1;4;5; ;2; ; ;4; ;3; ;2; ; ; ; ;3;1;01;63;126,267945364027;63
4517375;1;1;1;80;1;1;4;8; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;01;63;122,141050370844;63
4517375;1;2;1;80;1;1;2;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;01;63;122,141050370844;63
4517377;1;1;1;80;1;1;4;6; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;63;126,686148078023;63
4517377;1;2;1;80;1;1;3;8; ;2; ; ;2; ;2; ;2; ;1;20;737700;2;1;01;63;126,686148078023;63
4517381;1;2;1;80;1;1;4;5; ;2; ; ;8; ;3; ;2; ; ; ; ;3;1;01;63;122,141050370844;63
4517383;1;2;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;63;127,077389593538;63
4517384;1;1;1;80;1;1;3;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;01;63;153,240575880446;63
4517385;1;2;1;80;1;1;4;6; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;01;63;108,039216489126;63
4517385;1;5;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;63;108,039216489126;63
4517387;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;63;143,676842069067;63
4517388;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;63;128,802810624154;63
4517390;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;20;700000;2;1;01;63;122,182569165608;63
4517391;1;1;1;80;1;1;4;8; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;01;63;86,5310894289028;63
4517391;1;2;1;80;1;1;2;8; ;2; ; ;11; ;2; ;2; ; ; ; ;2;1;01;63;86,5310894289028;63
4517391;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;63;86,5310894289028;63
4517391;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;63;86,5310894289028;63
4517395;1;1;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;01;63;117,437615829471;63
4517395;1;2;1;80;1;1;4;4; ;2; ; ;4; ;3; ;2; ; ; ; ;3;1;01;63;117,437615829471;63
4517396;1;1;1;80;1;1;4;5; ;2; ; ;11; ;3; ;2; ; ; ; ;3;1;01;63;192,337590203817;63
4517396;1;2;1;80;1;1;4;8; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;01;63;192,337590203817;63
4517399;1;2;1;80;1;1;4;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;01;63;127,993366394644;63
4517400;1;3;1;80;1;1;2;2; ;2; ; ;2; ;2; ;2; ;2; ;700000;2;1;01;63;125,918222643277;63
4517400;1;4;1;80;1;1;2;4; ;2; ; ;4; ;3; ;2; ; ; ; ;3;1;01;63;125,918222643277;63
4517402;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;63;137,824526045267;63
4517404;1;4;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;63;108,615756037316;63
4517406;1;1;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ;2; ;750000;3;1;01;63;122,141050370844;63
4517406;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;2; ;98;2;1;01;63;122,141050370844;63
4517408;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;66;372,608963825086;66
4517409;1;1;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;01;66;344,709608129893;66
