DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S7A1;P7420S8;P7422;P7422S1;P1806;P1519;P1883;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;MES;RAMA4D_D;DPTO;fex_c_2011;AREA
4682995;1;4;1;70;1;4;32;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;781242; ; ;45; ; ;1;1;08; ;05;959,461409515687;05
4683003;1;3;1;70;1;52;24;1; ;2;58;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;53;32;19;1;2;08;1925;05;1877,76963500821;05
4683007;1;3;1;70;1;24;48;1; ;2;144;1; ;9;2;1; ; ; ; ; ;1; ; ; ; ; ;2; ;3500000;2; ;02;02;15;1;2;08;1530;05;870,46576122387;05
4683012;1;2;1;70;1;8;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;781300; ; ;58; ; ;1;1;08; ;05;1151,55308701362;05
4683014;1;1;1;70;1;4;48;1; ;2;8;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;45;79;18;1;1;08;1810;05;900,042148405165;05
4683015;1;4;1;70;1;16;48;1; ;2;20;1; ;8;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;13;13;80;1;2;08;8045;05;1038,94660789907;05
4683024;1;2;1;70;1;120;48;1; ;2;52;3; ;1;2;1; ; ;1; ; ; ; ; ; ; ; ;2; ;781242;1;2;59;59;95;1;2;08;9500;05;1010,29793928045;05
4683034;1;3;1;70;1;52;48;1; ;2;52;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781300;2; ;03;90;19;1;2;08;1926;05;928,690817023785;05
4683037;1;1;1;70;1;32;48;2; ;2;32;2; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;2000000;2; ;12;12;80;1;2;08;8050;05;1070,95578460209;05
4683042;1;2;1;70;1;2;48;4; ;2;2;4; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;1;1200000;1100000;2; ;39;39;75;1;1;08;7512;05;913,810430700407;05
4683054;1;1;1;70;1;4;48;1; ;2;4;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;1;800000;781242;2; ;53;53;55;1;1;08;5521;05;1085,83617092547;05
4683057;1;2;1;70;1;20;48;1; ;2;20;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;45;79;18;1;2;08;1810;05;1957,45650556796;05
4683059;1;3;1;70;1;104;48;1; ;2;104;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;45;97;52;1;2;08;5211;05;1102,36802514215;05
4683061;1;1;1;70;1;8;40;3; ;2;8;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781300;2; ;54;54;95;1;1;08;9500;05;1136,67270069024;05
4683062;1;2;1;70;1;4;48;1; ;2;4;1; ;3;2;8; ; ; ; ; ; ; ; ; ; ;1;1;781242;781242;2; ;33;53;55;1;1;08;5521;05;844,754239498474;05
4683070;1;2;1;70;1;156;48;1; ;2;208;7; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;31;45;52;1;2;08;5211;05;1423,53679652569;05
4683081;1;1;1;70;1;20;48;1; ;2;22;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;45;45;52;1;2;08;5225;05;1010,29793928045;05
4683082;1;1;1;70;1;4;48;1; ;2;16;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;58;95;45;1;1;08;4521;05;2849,29780110765;05
4683086;1;1;1;70;1;2;48;1; ;2;2;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;1;781242;781242;2; ;95;95;45;1;1;08;4530;05;1057,18750230685;05
4683094;1;2;1;70;1;16;48;1; ;2;16;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;55;55;80;1;2;08;8050;05;1070,95578460209;05
4683107;1;4;1;70;1;24;48;1; ;2;24;1; ;9;2;3; ; ; ; ; ; ; ; ; ; ;1;2; ;781200;2; ;38;43;80;1;2;08;8050;05;964,831345930636;05
4683119;1;3;1;70;1;12;24;3; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;781242; ; ;54; ; ;1;1;08; ;05;873,402908117095;05
4683119;1;4;1;70;1;4;48;1; ;2;2;1; ;3;2;8; ; ;1; ; ; ; ; ; ; ; ;1;600000;850000;2; ;03;03;52;1;1;08;5243;05;873,402908117095;05
4683128;1;1;1;70;1;52;48;1; ;2;104;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;55;54;95;1;2;08;9500;05;1057,82915035501;05
4683131;1;3;1;70;1;25;48;1; ;2;52;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;39;39;52;1;2;08;5211;05;1079,35413048239;05
4683149;1;2;1;70;1;24;48;1; ;2;24;1; ;4;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;33;33;74;1;2;08;7430;08;513,953387471742;08
4683160;1;4;1;70;1;40;40;1; ;2;40;1; ;9;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;16;43;62;1;2;08;6211;13;339,448948858152;13
4683161;1;4;1;70;1;8;40;1; ;2;8;1; ;8;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;32;39;80;1;1;08;8050;13;354,140267316809;13
