DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S7A1;P7420S8;P7422;P7422S1;P1806;P1519;P1883;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;RAMA4D_D;MES;DPTO;fex_c_2011
4682995;1;4;1;70;05;4;32;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;781242; ; ;45; ; ;1;1; ;08;05;959,461409515687
4683003;1;3;1;70;05;52;24;1; ;2;58;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;53;32;19;1;2;1925;08;05;1877,76963500821
4683007;1;3;1;70;05;24;48;1; ;2;144;1; ;9;2;1; ; ; ; ; ;1; ; ; ; ; ;2; ;3500000;2; ;02;02;15;1;2;1530;08;05;870,46576122387
4683012;1;2;1;70;05;8;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;781300; ; ;58; ; ;1;1; ;08;05;1151,55308701362
4683014;1;1;1;70;05;4;48;1; ;2;8;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;45;79;18;1;1;1810;08;05;900,042148405165
4683015;1;4;1;70;05;16;48;1; ;2;20;1; ;8;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;13;13;80;1;2;8045;08;05;1038,94660789907
4683024;1;2;1;70;05;120;48;1; ;2;52;3; ;1;2;1; ; ;1; ; ; ; ; ; ; ; ;2; ;781242;1;2;59;59;95;1;2;9500;08;05;1010,29793928045
4683034;1;3;1;70;05;52;48;1; ;2;52;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781300;2; ;03;90;19;1;2;1926;08;05;928,690817023785
4683037;1;1;1;70;05;32;48;2; ;2;32;2; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;2000000;2; ;12;12;80;1;2;8050;08;05;1070,95578460209
4683042;1;2;1;70;05;2;48;4; ;2;2;4; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;1;1200000;1100000;2; ;39;39;75;1;1;7512;08;05;913,810430700407
4683054;1;1;1;70;05;4;48;1; ;2;4;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;1;800000;781242;2; ;53;53;55;1;1;5521;08;05;1085,83617092547
4683057;1;2;1;70;05;20;48;1; ;2;20;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;45;79;18;1;2;1810;08;05;1957,45650556796
4683059;1;3;1;70;05;104;48;1; ;2;104;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;45;97;52;1;2;5211;08;05;1102,36802514215
4683061;1;1;1;70;05;8;40;3; ;2;8;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781300;2; ;54;54;95;1;1;9500;08;05;1136,67270069024
4683062;1;2;1;70;05;4;48;1; ;2;4;1; ;3;2;8; ; ; ; ; ; ; ; ; ; ;1;1;781242;781242;2; ;33;53;55;1;1;5521;08;05;844,754239498474
4683070;1;2;1;70;05;156;48;1; ;2;208;7; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;31;45;52;1;2;5211;08;05;1423,53679652569
4683081;1;1;1;70;05;20;48;1; ;2;22;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;45;45;52;1;2;5225;08;05;1010,29793928045
4683082;1;1;1;70;05;4;48;1; ;2;16;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;58;95;45;1;1;4521;08;05;2849,29780110765
4683086;1;1;1;70;05;2;48;1; ;2;2;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;1;781242;781242;2; ;95;95;45;1;1;4530;08;05;1057,18750230685
4683094;1;2;1;70;05;16;48;1; ;2;16;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;55;55;80;1;2;8050;08;05;1070,95578460209
4683107;1;4;1;70;05;24;48;1; ;2;24;1; ;9;2;3; ; ; ; ; ; ; ; ; ; ;1;2; ;781200;2; ;38;43;80;1;2;8050;08;05;964,831345930636
4683119;1;3;1;70;05;12;24;3; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;781242; ; ;54; ; ;1;1; ;08;05;873,402908117095
4683119;1;4;1;70;05;4;48;1; ;2;2;1; ;3;2;8; ; ;1; ; ; ; ; ; ; ; ;1;600000;850000;2; ;03;03;52;1;1;5243;08;05;873,402908117095
4683128;1;1;1;70;05;52;48;1; ;2;104;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;55;54;95;1;2;9500;08;05;1057,82915035501
4683131;1;3;1;70;05;25;48;1; ;2;52;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;39;39;52;1;2;5211;08;05;1079,35413048239
4683149;1;2;1;70;08;24;48;1; ;2;24;1; ;4;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;33;33;74;1;2;7430;08;08;513,953387471742
4683160;1;4;1;70;13;40;40;1; ;2;40;1; ;9;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;16;43;62;1;2;6211;08;13;339,448948858152
4683161;1;4;1;70;13;8;40;1; ;2;8;1; ;8;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;32;39;80;1;1;8050;08;13;354,140267316809
4683161;1;6;1;70;13;24;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;800000; ; ;03; ; ;1;2; ;08;13;354,140267316809
4683174;1;3;1;70;13;32;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;1000000; ; ;21; ; ;1;2; ;08;13;361,704101672267
4683177;1;2;1;70;13;40;48;1; ;2;40;4; ;4;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;84;98;60;1;2;6021;08;13;338,521200192283
4683285;1;3;1;70;17;16;48;1; ;2;12;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;40;45;52;1;2;5233;08;17;254,66710171988
4683295;1;5;1;70;17;40;48;1; ;2;300;1; ;4;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;38;53;55;1;2;5521;08;17;128,298546989686
4683307;1;3;1;70;17;28;48;1; ;2;28;1; ;9;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;38;83;28;1;2;2893;08;17;254,361422986637
4683307;1;4;1;70;17;4;48;1; ;2;4;1; ;6;2;8; ; ; ; ; ; ; ; ; ; ;1;1;200000;800000;2; ;37;95;45;1;1;4522;08;17;254,361422986637
4683309;1;4;1;70;17;28;28;1; ;2;28;1; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;38;45;52;1;2;5233;08;17;174,283958363661
4683310;1;1;1;70;17;208;48;1; ;2;208;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;32;38;64;1;2;6421;08;17;240,108699117491
4683314;1;2;1;70;17;8;48;1; ;2;10;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;38;97;15;1;1;1581;08;17;158,513900973016
4683342;1;2;1;70;17;2;48;1; ;2;2;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;1;98;800000;2; ;59;33;52;1;1;5211;08;17;195,241032795295
