DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;P6290;P6290S1;P6230;P6240;P6240S1;P6250;P6260;P6270;P6280;P6300;P6310;P6310S1;P6320;P6330;P6340;P6350;P6351;MES;RABAND;FT;DPTO;fex_c_2011
4683007;1;3;1;50;05;1;2; ;3;6;HACER DEPORTE;2;2;2;1; ; ; ; ; ; ; ;1;08; ;1;05;870,46576122387
4683008;1;1;1;50;05;1; ; ;1;4; ;2;2;2;2;1;2; ;2; ;2; ; ;08;1;1;05;1306,40294207023
4683008;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08; ;1;05;1306,40294207023
4683009;1;1;1;50;05;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;08; ;1;05;1025,17832560383
4683009;1;2;1;50;05;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;08; ;1;05;1025,17832560383
4683009;1;3;1;50;05;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;08; ;1;05;1025,17832560383
4683010;1;1;1;50;05;1; ; ;1;6;ESTAR EN CAMA;2;2;2;2;2; ; ; ; ; ; ; ;08; ;1;05;880,894768405325
4683010;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08; ;1;05;880,894768405325
4683011;1;1;1;50;05;1; ; ;1;6;CAMINAR;2;2;2;2;2; ; ; ; ; ; ; ;08; ;1;05;787,435669290622
4683011;1;2;1;50;05;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;08; ;1;05;787,435669290622
4683011;1;3;1;50;05;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08; ;1;05;787,435669290622
4683011;1;4;1;50;05;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08; ;1;05;787,435669290622
4683012;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08; ;1;05;1151,55308701362
4683012;1;2;1;50;05;1;2; ;2;2; ;2;2;2;1; ; ; ; ; ; ; ;1;08; ;1;05;1151,55308701362
4683013;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08; ;1;05;1070,95578460209
4683013;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08; ;1;05;1070,95578460209
4683014;1;1;1;50;05;1;1; ;1;4; ;2;2;2;1; ; ; ; ; ; ; ;1;08; ;1;05;900,042148405165
4683014;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08; ;1;05;900,042148405165
4683015;1;1;1;50;05;1; ; ;1;6;CAMINAR;2;2;2;2;2; ; ; ; ; ; ; ;08; ;1;05;1038,94660789907
4683015;1;2;1;50;05;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;08; ;1;05;1038,94660789907
4683015;1;3;1;50;05;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08; ;1;05;1038,94660789907
4683015;1;4;1;50;05;1;2; ;4;2; ;2;2;2;1; ; ; ; ; ; ; ;1;08; ;1;05;1038,94660789907
4683016;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08; ;1;05;928,690817023785
4683016;1;2;1;50;05;1; ; ;2;6;INCAPACITADA;2;1; ; ; ; ; ; ; ; ; ; ;08; ;1;05;928,690817023785
4683016;1;3;1;50;05;1; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;08; ;1;05;928,690817023785
4683016;1;4;1;50;05;1; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;08; ;1;05;928,690817023785
4683017;1;1;1;50;05;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;08; ;1;05;858,522521793716
4683017;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08; ;1;05;858,522521793716
4683017;1;3;1;50;05;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;08; ;1;05;858,522521793716
4683018;1;1;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08; ;1;05;1010,29793928045
4683018;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08; ;1;05;1010,29793928045
4683019;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08; ;1;05;1131,30276427529
4683020;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08; ;1;05;1057,18750230685
4683021;1;1;1;50;05;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;08; ;1;05;1001,89959340016
4683022;1;1;1;50;05;1; ; ;2;6;PASIAR;2;2;2;2;2; ; ; ; ; ; ; ;08; ;1;05;658,032498415493
4683022;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08; ;1;05;658,032498415493
4683022;1;3;1;50;05;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08; ;1;05;658,032498415493
4683022;1;4;1;50;05;1; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;08; ;1;05;658,032498415493
4683023;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08; ;1;05;928,690817023785
4683023;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08; ;1;05;928,690817023785
4683023;1;3;1;50;05;1; ; ;3;6;MANUALIDADES PINTAR CAJAS DIBUJAR;2;2;2;2;1;13;PORQUE NO ES BACHILLER; ; ; ; ; ;08;2;1;05;928,690817023785
4683023;1;4;1;50;05;1; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;08; ;1;05;928,690817023785
4683024;1;1;1;50;05;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;08; ;1;05;1010,29793928045
4683024;1;2;1;50;05;1;3; ;2;4; ;2;2;2;1; ; ; ; ; ; ; ;1;08; ;1;05;1010,29793928045
4683025;1;1;1;50;05;1; ; ;4;6;PASEAR;2;2;2;2;2; ; ; ; ; ; ; ;08; ;1;05;872,290804088958
4683025;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08; ;1;05;872,290804088958
4683025;1;3;1;50;05;1; ; ;3;3; ;1; ; ; ; ; ; ; ; ; ; ; ;08; ;1;05;872,290804088958
4683025;1;4;1;50;05;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08; ;1;05;872,290804088958
4683026;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08; ;1;05;1306,40294207023
4683026;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08; ;1;05;1306,40294207023
4683027;1;1;1;50;05;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;08; ;1;05;858,522521793716
4683027;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08; ;1;05;858,522521793716
4683027;1;3;1;50;05;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08; ;1;05;858,522521793716
4683028;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08; ;1;05;1085,83617092547
4683028;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08; ;1;05;1085,83617092547
4683028;1;3;1;50;05;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;08; ;1;05;1085,83617092547
4683029;1;1;1;50;05;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;08; ;1;05;694,173027322343
4683029;1;2;1;50;05;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;08; ;1;05;694,173027322343
4683029;1;3;1;50;05;1; ; ;3;4; ;2;2;2;2;1;11; ; ; ; ; ; ;08;2;1;05;694,173027322343
4683029;1;4;1;50;05;1; ; ;4;6;HACIENDO DEPORTE;1; ; ; ; ; ; ; ; ; ; ; ;08; ;1;05;694,173027322343
4683030;1;1;1;50;05;1; ; ;1;6;VACACIONES;2;1; ; ; ; ; ; ; ; ; ; ;08; ;1;05;900,042148405165
4683030;1;2;1;50;05;1; ; ;2;6;VACACIONES;2;1; ; ; ; ; ; ; ; ; ; ;08; ;1;05;900,042148405165
4683031;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08; ;1;05;949,950959607257
4683031;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08; ;1;05;949,950959607257
4683031;1;3;1;50;05;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08; ;1;05;949,950959607257
4683032;1;1;1;50;05;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;08; ;1;05;1302,53197153085
4683032;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08; ;1;05;1302,53197153085
4683032;1;3;1;50;05;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08; ;1;05;1302,53197153085
4683033;1;1;1;50;05;1; ; ;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ;08; ;1;05;844,754239498474
4683033;1;2;1;50;05;1; ; ;2;3; ;2;2;2;2;1;12; ; ; ; ; ; ;08;2;1;05;844,754239498474
4683034;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08; ;1;05;928,690817023785
4683034;1;2;1;50;05;1; ; ;2;6;INCAPACITADA;2;1; ; ; ; ; ; ; ; ; ; ;08; ;1;05;928,690817023785
4683034;1;3;1;50;05;1;2; ;3;4; ;2;2;2;1; ; ; ; ; ; ; ;1;08; ;1;05;928,690817023785
4683034;1;4;1;50;05;1; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;08; ;1;05;928,690817023785
4683035;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08; ;1;05;1306,40294207023
4683035;1;2;1;50;05;1; ; ;2;4; ;2;2;2;2;1;10; ; ; ; ; ; ;08;2;1;05;1306,40294207023
4683036;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08; ;1;05;1109,11490312914
4683036;1;2;1;50;05;1; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;08; ;1;05;1109,11490312914
4683036;1;3;1;50;05;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08; ;1;05;1109,11490312914
4683036;1;4;1;50;05;1; ; ;4;3; ;2;2;2;2;1;12; ; ; ; ; ; ;08;2;1;05;1109,11490312914
4683036;1;5;1;50;05;1; ; ;5;3; ;2;2;2;2;1;12; ; ; ; ; ; ;08;2;1;05;1109,11490312914
4683037;1;1;1;50;05;1;4; ;1;4; ;2;2;2;1; ; ; ; ; ; ; ;1;08; ;1;05;1070,95578460209
4683037;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08; ;1;05;1070,95578460209
4683038;1;1;1;50;05;1; ; ;1;6;INCAPACITADO;2;1; ; ; ; ; ; ; ; ; ; ;08; ;1;05;1443,01190271907
4683038;1;2;1;50;05;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;08; ;1;05;1443,01190271907
4683038;1;3;1;50;05;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08; ;1;05;1443,01190271907
4683038;1;4;1;50;05;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08; ;1;05;1443,01190271907
4683038;1;7;1;50;05;1; ; ;7;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08; ;1;05;1443,01190271907
4683039;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08; ;1;05;979,527346788552
4683039;1;2;1;50;05;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;08; ;1;05;979,527346788552
4683040;1;1;1;50;05;1; ; ;1;4; ;2;2;2;2;1;10; ; ; ; ; ; ;08;2;1;05;1079,35413048239
4683040;1;2;1;50;05;1; ; ;2;6;SENTADO;2;2;2;2;2; ; ; ; ; ; ; ;08; ;1;05;1079,35413048239
4683040;1;3;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08; ;1;05;1079,35413048239
4683041;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08; ;1;05;1423,53679652569
4683041;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08; ;1;05;1423,53679652569
4683042;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08; ;1;05;913,810430700407
4683042;1;2;1;50;05;1;5; ;2;4; ;2;2;2;1; ; ; ; ; ; ; ;1;08; ;1;05;913,810430700407
4683042;1;3;1;50;05;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;08; ;1;05;913,810430700407
4683043;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08; ;1;05;1193,79646295569
4683043;1;2;1;50;05;1; ; ;2;4; ;2;2;1; ; ; ; ; ; ; ; ; ;08; ;1;05;1193,79646295569
4683043;2;1;2;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08; ;1;05;1193,79646295569
4683043;2;2;2;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08; ;1;05;1193,79646295569
4683044;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08; ;1;05;913,810430700407
4683044;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08; ;1;05;913,810430700407
4683044;1;3;1;50;05;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;08; ;1;05;913,810430700407
4683045;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08; ;1;05;1010,29793928045
4683045;1;2;1;50;05;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;08; ;1;05;1010,29793928045
4683046;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08; ;1;05;1057,18750230685
4683047;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08; ;1;05;807,685992028949
4683047;1;2;1;50;05;1; ; ;2;4; ;2;2;2;2;1;9; ; ; ; ; ; ;08;2;1;05;807,685992028949
4683047;1;3;1;50;05;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;08; ;1;05;807,685992028949
4683047;1;4;1;50;05;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;08; ;1;05;807,685992028949
4683047;1;5;1;50;05;1; ; ;5;6;ENFERMA;2;2;2;2;2; ; ; ; ; ; ; ;08; ;1;05;807,685992028949
4683048;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08; ;1;05;1136,67270069024
4683049;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08; ;1;05;994,407733111931
4683049;1;2;1;50;05;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;08; ;1;05;994,407733111931
4683049;1;3;1;50;05;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;08; ;1;05;994,407733111931
4683050;1;1;1;50;05;1; ; ;1;6;CAMINAR;2;2;2;2;2; ; ; ; ; ; ; ;08; ;1;05;878,864107104163
4683050;1;2;1;50;05;1; ; ;1;6;DESCANSAR;2;1; ; ; ; ; ; ; ; ; ; ;08; ;1;05;878,864107104163
4683050;1;3;1;50;05;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08; ;1;05;878,864107104163
4683050;1;4;1;50;05;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08; ;1;05;878,864107104163
4683051;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08; ;1;05;1070,95578460209
4683051;1;2;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08; ;1;05;1070,95578460209
4683052;1;1;1;50;05;1; ; ;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ;08; ;1;05;1401,88063080514
4683052;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08; ;1;05;1401,88063080514
4683052;1;3;1;50;05;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;08; ;1;05;1401,88063080514
4683053;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08; ;1;05;1160,26700395254
4683053;1;2;1;50;05;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;08; ;1;05;1160,26700395254
4683053;1;3;1;50;05;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08; ;1;05;1160,26700395254
4683053;1;4;1;50;05;1; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;08; ;1;05;1160,26700395254
4683053;1;5;1;50;05;1; ; ;5;3; ;2;2;2;2;2; ; ; ; ; ; ; ;08; ;1;05;1160,26700395254
4683054;1;1;1;50;05;1;2; ;1;2; ;2;2;2;1; ; ; ; ; ; ; ;1;08; ;1;05;1085,83617092547
4683054;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08; ;1;05;1085,83617092547
4683054;1;3;1;50;05;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;08; ;1;05;1085,83617092547
4683055;1;1;1;50;05;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;08; ;1;05;1100,71655724885
4683055;1;2;1;50;05;1; ; ;2;6;CAMINAR;1; ; ; ; ; ; ; ; ; ; ; ;08; ;1;05;1100,71655724885
4683055;1;3;1;50;05;1; ; ;3;2; ;1; ; ; ; ; ; ; ; ; ; ; ;08; ;1;05;1100,71655724885
4683055;1;4;1;50;05;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08; ;1;05;1100,71655724885
4683056;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08; ;1;05;1057,18750230685
4683057;1;1;1;50;05;1; ; ;1;4; ;2;2;2;2;1;10; ; ; ; ; ; ;08;2;1;05;1957,45650556796
4683057;1;2;1;50;05;1;2; ;2;4; ;2;2;2;1; ; ; ; ; ; ; ;1;08; ;1;05;1957,45650556796
4683058;1;1;1;50;05;1; ; ;1;6;CAMINAR;2;2;2;2;2; ; ; ; ; ; ; ;08; ;1;05;1131,30276427529
4683059;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08; ;1;05;1102,36802514215
4683059;1;2;1;50;05;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;08; ;1;05;1102,36802514215
4683059;1;3;1;50;05;1;2; ;3;3; ;2;2;2;1; ; ; ; ; ; ; ;1;08; ;1;05;1102,36802514215
4683059;1;4;1;50;05;1; ; ;4;4; ;2;2;2;2;2; ; ; ; ; ; ; ;08; ;1;05;1102,36802514215
4683060;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08; ;1;05;1306,40294207023
4683060;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08; ;1;05;1306,40294207023
4683061;1;1;1;50;05;1;1; ;1;4; ;2;2;2;1; ; ; ; ; ; ; ;1;08; ;1;05;1136,67270069024
4683062;1;1;1;50;05;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;08; ;1;05;844,754239498474
4683062;1;2;1;50;05;1;1; ;2;4; ;2;2;2;1; ; ; ; ; ; ; ;1;08; ;1;05;844,754239498474
4683063;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08; ;1;05;1010,29793928045
4683063;1;2;1;50;05;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;08; ;1;05;1010,29793928045
4683064;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08; ;1;05;1086,94827495361
4683064;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08; ;1;05;1086,94827495361
4683064;1;3;1;50;05;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08; ;1;05;1086,94827495361
4683065;1;1;1;50;05;1; ; ;1;2; ;1; ; ; ; ; ; ; ; ; ; ; ;08; ;1;05;980,639450816689
4683065;1;2;1;50;05;1; ; ;2;3; ;1; ; ; ; ; ; ; ; ; ; ; ;08; ;1;05;980,639450816689
4683066;1;1;1;50;05;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;08; ;1;05;1010,29793928045
4683066;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08; ;1;05;1010,29793928045
4683067;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08; ;1;05;1438,41718284907
4683067;1;2;1;50;05;1; ; ;2;4; ;2;2;2;2;1;10; ; ; ; ; ; ;08;2;1;05;1438,41718284907
4683067;1;3;1;50;05;1; ; ;3;3; ;1; ; ; ; ; ; ; ; ; ; ; ;08; ;1;05;1438,41718284907
4683068;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08; ;1;05;1093,96967926186
4683068;1;2;1;50;05;1; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;08; ;1;05;1093,96967926186
4683068;1;4;1;50;05;1; ; ;4;4; ;1; ; ; ; ; ; ; ; ; ; ; ;08; ;1;05;1093,96967926186
4683069;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08; ;1;05;1131,30276427529
4683070;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08; ;1;05;1423,53679652569
4683070;1;2;1;50;05;1;2; ;2;3; ;2;2;2;1; ; ; ; ; ; ; ;1;08; ;1;05;1423,53679652569
4683071;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08; ;1;05;1296,15221527076
4683071;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08; ;1;05;1296,15221527076
4683071;1;3;1;50;05;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08; ;1;05;1296,15221527076
4683071;1;4;1;50;05;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08; ;1;05;1296,15221527076
4683071;1;5;1;50;05;1; ; ;5;4; ;2;2;2;2;1;4; ;1;2; ; ; ;08;1;1;05;1296,15221527076
4683072;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08; ;1;05;2612,80588414047
