DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P6016;P6020;P6030S1;P6030S3;P6040;P6050;P6070;P6081;P6081S1;P6083;P6083S1;P6071;P6071S1;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6160;P6170;P6175;P6210;P6210S1;P6220;P6269;CLASE;ESC;MES;DPTO;fex_c_2011
4696941;1;2;1;10;1;2;11;2011;6;3; ;2; ;1;1; ; ;1; ; ;3; ; ;2;1;1;1;3;1; ; ;2;1;08;18;406,238128850335
4696942;1;1;1;10;1;1;10;1971;46;1;3;3; ;1;5;1;2;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;4;08;18;358,309054413372
4696942;1;2;1;10;2;2;3;1970;48;2;3;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;08;18;358,309054413372
4696942;1;3;1;10;3;2;2;2008;10;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;3;5; ; ;2;5;08;18;358,309054413372
4696942;1;4;1;10;2;1;6;2014;4;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;08;18;358,309054413372
4696942;1;5;1;10;5;2;11;1953;64;5;5;2; ;2; ; ; ;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;08;18;358,309054413372
4696943;1;1;1;10;1;1;8;1945;72;1;2;2; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;4;08;18;253,693240682306
4696943;1;2;1;10;2;2;7;1962;56;2;2;2; ;2; ;1;1;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;08;18;253,693240682306
4696944;1;1;1;10;1;1;10;1953;64;1;6;3; ;3; ; ; ;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;08;18;260,124803312397
4696945;1;1;1;10;1;1;7;1971;47;1;2;2; ;3; ;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;08;18;722,210488032248
4696945;1;2;1;10;2;2;6;1979;39;2;2;3; ;3; ;1;1;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;4;08;18;722,210488032248
4696945;1;3;1;10;3;2;11;2000;17;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;5;10;1; ;2;10;08;18;722,210488032248
4696945;1;4;1;10;4;1;8;2002;16;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;4;7; ; ;2;7;08;18;722,210488032248
4696945;1;5;1;10;2;1;5;2013;5;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;08;18;722,210488032248
4696945;1;6;1;10;2;2;8;2015;3;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;08;18;722,210488032248
4696945;1;7;1;10;2;2;10;2017;0;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;08;18;722,210488032248
4696946;1;1;1;10;1;2;8;1988;30;1;4;2; ;2; ; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;08;18;496,238452826433
4696946;1;2;1;10;2;1;6;2007;11;3;6;2; ;1;1; ; ;1; ; ;3; ; ;2;1;1;1;4;0; ; ;2;5;08;18;496,238452826433
4696946;1;3;1;10;1;1;3;2009;9;3; ;2; ;1;1; ; ;1; ; ;3; ; ;2;1;1;1;3;3; ; ;2;3;08;18;496,238452826433
4696947;1;1;1;10;1;1;7;1957;61;1;3;3; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;08;18;180,552622008062
4696947;1;2;1;10;2;2;9;1964;53;2;3;3; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;08;18;180,552622008062
4696948;1;1;1;10;1;1;11;1961;56;1;2;3; ;3; ;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;08;18;203,01203409561
4696948;1;2;1;10;2;2;12;1968;49;2;2;3; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;08;18;203,01203409561
4696948;1;3;1;10;3;1;12;2001;16;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;08;18;203,01203409561
4696949;1;1;1;10;1;2;10;1978;39;1;4;1;5;2; ; ; ;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;4;08;18;180,552622008062
4696949;1;2;1;10;2;2;3;2001;17;3;6;2; ;1;1; ; ;1; ; ;3; ; ;2;1;1;1;5;10;1; ;2;10;08;18;180,552622008062
4696949;1;3;1;10;3;2;11;1997;20;3;4;2; ;1;1; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;08;18;180,552622008062
4696949;1;4;1;10;3;2;5;2018;0;4; ;2; ;1;3; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;08;18;180,552622008062
4696949;1;5;1;10;5;1;2;1951;67;5;4;3; ;3; ; ; ;1; ; ;3; ; ;2;1;2; ;3;1; ; ;2;1;08;18;180,552622008062
4696950;1;1;1;10;1;1;8;1959;59;1;3;3; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;08;18;180,552622008062
4696950;1;2;1;10;2;2;11;1963;54;2;3;3; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;08;18;180,552622008062
4696950;1;3;1;10;3;2;6;1989;29;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;2; ;6;1;3; ;2;12;08;18;180,552622008062
4696950;1;4;1;10;4;1;2;1991;27;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;08;18;180,552622008062
4696950;1;5;1;10;5;1;10;2006;11;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;3;4; ; ;2;4;08;18;180,552622008062
4696951;1;1;1;10;1;1;5;1984;34;1;2;3; ;2; ;1;2;1; ; ;1;1;35000;2;1;2; ;3;3; ; ;2;3;08;18;680,879412868917
4696951;1;2;1;10;2;2;2;1987;31;2;2;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;4;9; ; ;2;9;08;18;680,879412868917
4696951;1;3;1;10;3;1;7;2006;12;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;4;0; ; ;2;5;08;18;680,879412868917
4696951;1;4;1;10;2;1;6;2009;9;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;3;2; ; ;2;2;08;18;680,879412868917
4696951;1;5;1;10;2;2;10;2010;7;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;3;1; ; ;2;1;08;18;680,879412868917
4696952;1;1;1;10;1;1;7;1985;33;1;2;2; ;2; ;1;2;2;1;12; ; ; ;2;1;2; ;4;6; ; ;2;6;08;18;301,547407591356
4696952;1;2;1;10;2;2;6;1979;39;2;2;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;4;08;18;301,547407591356
4696952;1;3;1;10;3;2;6;2001;17;3;6;2; ;1;2; ; ;1; ; ;3; ; ;2;1;1;1;4;7; ; ;2;7;08;18;301,547407591356
4696952;1;4;1;10;4;2;1;2008;10;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;3;4; ; ;2;4;08;18;301,547407591356
4696952;1;5;1;10;2;1;11;2009;8;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;3;1; ; ;2;1;08;18;301,547407591356
4696953;1;1;1;10;1;1;11;1945;72;1;3;3; ;3; ;1;2;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;08;18;190,5000312302
4696953;1;2;1;10;2;2;7;1960;58;2;3;3; ;3; ;1;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;08;18;190,5000312302
4696953;1;3;1;10;3;2;11;2001;16;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;5;10;1; ;2;10;08;18;190,5000312302
4696954;1;1;1;10;1;1;12;1990;27;1;2;2; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;08;18;364,740617043463
4696954;1;2;1;10;2;2;8;1992;26;2;2;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;08;18;364,740617043463
4696954;1;3;1;10;1;1;8;2012;6;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;2;1;1;3;0; ; ;2;0;08;18;364,740617043463
4696954;1;4;1;10;4;2;10;2002;15;9;6;2; ;2; ; ; ;1; ; ;3; ; ;2;1;1;1;4;8; ; ;2;8;08;18;364,740617043463
4696955;1;1;1;10;1;1;5;1974;44;1;2;2; ;2; ;1;2;1; ; ;1;4; ;2;1;2; ;3;5; ; ;2;5;08;18;180,552622008062
4696955;1;2;1;10;2;2;5;1967;51;2;2;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;08;18;180,552622008062
4696955;1;3;1;10;3;2;8;2006;12;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;4;0; ; ;2;5;08;18;180,552622008062
4696955;1;4;1;10;4;2;5;2008;10;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;3;4; ; ;2;4;08;18;180,552622008062
4696955;1;5;1;10;5;1;6;1969;49;9;2;2; ;2; ;2; ;1; ; ;1;4; ;2;2;2; ;1;0; ; ;2;0;08;18;180,552622008062
4696956;1;1;1;10;1;1;2;1967;51;1;3;3; ;3; ;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;08;18;247,844605177541
4696956;1;2;1;10;2;2;5;1976;42;2;3;2; ;2; ;1;1;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;08;18;247,844605177541
4696956;1;3;1;10;3;2;3;1998;20;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;6;1;2;2;2;12;08;18;247,844605177541
4696956;1;4;1;10;4;1;6;2008;10;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;3;2; ; ;2;2;08;18;247,844605177541
4696957;1;1;1;10;1;1;5;1962;56;1;3;3; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;08;18;373,259725980577
4696957;1;2;1;10;2;2;6;1966;52;2;3;3; ;1;6;1;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;08;18;373,259725980577
4696957;1;3;1;10;3;2;12;1992;25;3;4;1;1;1;2; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;08;18;373,259725980577
4696957;1;4;1;10;3;1;2;2017;1;4; ;2; ;1;3; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;08;18;373,259725980577
4696957;1;5;1;10;3;1;4;2018;0;4; ;2; ;1;3; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;08;18;373,259725980577
4696957;1;6;1;10;5;2;2;1944;74;9;5;3; ;3; ; ; ;1; ; ;9; ; ;2;1;2; ;3;4; ; ;2;4;08;18;373,259725980577
4696958;1;1;1;10;1;1;4;1982;36;1;2;2; ;1;4;1;2;2;1;12; ; ; ;2;1;2; ;3;4; ; ;2;4;08;18;490,771789791333
4696958;1;2;1;10;2;2;5;1998;20;2;2;3; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;08;18;490,771789791333
4696958;1;3;1;10;2;1;4;2010;8;3; ;1;1;2; ; ; ;2;1;12; ; ; ;2;2;1;1;3;0; ; ;2;0;08;18;490,771789791333
4696958;1;4;1;10;4;2;5;1949;69;5;4;2; ;3; ; ; ;2;1;8; ; ; ;2;1;2; ;1;0; ; ;2;0;08;18;490,771789791333
4696959;1;1;1;10;1;1;4;1987;31;1;2;2; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;08;18;722,210488032248
4696959;1;2;1;10;2;2;12;1984;33;2;2;3; ;3; ;1;1;1; ; ;3; ; ;2;1;2; ;4;8; ; ;2;8;08;18;722,210488032248
4696959;1;3;1;10;3;1;8;2001;17;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;2; ;4;6; ; ;2;6;08;18;722,210488032248
4696959;1;4;1;10;4;1;8;2003;15;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;2; ;4;7; ; ;2;7;08;18;722,210488032248
4696959;1;5;1;10;5;2;4;2005;13;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;4;6; ; ;2;6;08;18;722,210488032248
4696959;1;6;1;10;2;1;5;2011;7;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;3;0; ; ;2;0;08;18;722,210488032248
4696959;1;7;1;10;2;1;12;2016;1;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;08;18;722,210488032248
4696959;1;8;1;10;8;1;7;2001;17;9;6;3; ;3; ; ; ;1; ; ;3; ; ;2;1;2; ;4;6; ; ;2;6;08;18;722,210488032248
4696960;1;1;1;10;1;1;4;1989;29;1;2;2; ;2; ;1;2;2;1;23; ; ; ;2;1;2; ;4;7; ; ;2;7;08;18;605,529446707742
4696960;1;2;1;10;2;2;10;1991;26;2;2;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;4;7; ; ;2;7;08;18;605,529446707742
4696960;1;3;1;10;2;1;2;2010;8;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;3;2; ; ;2;2;08;18;605,529446707742
4696960;1;4;1;10;2;2;4;2012;6;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;3;1; ; ;2;1;08;18;605,529446707742
4696962;1;1;1;10;1;1;3;1969;49;1;3;3; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;08;18;578,633758817919
4696962;1;2;1;10;2;2;12;1978;39;2;3;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;4;08;18;578,633758817919
4696962;1;3;1;10;3;1;6;1997;21;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;08;18;578,633758817919
4696962;1;4;1;10;4;1;1;2004;14;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;4;7; ; ;2;7;08;18;578,633758817919
4696962;1;5;1;10;2;1;9;2008;9;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;3;3; ; ;2;3;08;18;578,633758817919
4696963;1;1;1;10;1;1;3;1979;39;1;2;3; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;08;18;235,687848468473
4696963;1;2;1;10;2;2;10;1967;50;2;2;2; ;3; ;1;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;08;18;235,687848468473
4696964;1;1;1;10;1;1;9;1980;37;1;2;2; ;2; ;1;2;1; ; ;1;4; ;2;1;2; ;4;9; ; ;2;9;08;18;235,687848468473
4696964;1;2;1;10;2;2;4;1968;50;2;2;3; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;4;08;18;235,687848468473
4696965;1;1;1;10;1;1;11;1953;64;1;2;2; ;3; ;1;2;1; ; ;1;3;97000;2;1;2; ;6;5;4; ;2;16;08;18;512,154023988629
4696965;1;2;1;10;2;2;8;1972;46;2;2;3; ;3; ;1;1;1; ; ;2;1;80000;2;1;2; ;6;6;5; ;2;17;08;18;512,154023988629
4696965;1;3;1;10;2;1;9;2011;6;3; ;1;1;1;2; ; ;1; ; ;2;5; ;2;1;1;1;3;1; ; ;2;1;08;18;512,154023988629
4696965;1;4;1;10;2;1;7;2010;8;9; ;2; ;2; ; ; ;1; ; ;1;5; ;2;1;1;1;3;1; ; ;2;1;08;18;512,154023988629
4696966;1;1;1;10;1;1;3;1975;43;1;2;3; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;1; ; ;2;1;08;18;503,283792656744
4696966;1;2;1;10;2;2;2;1979;39;2;2;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;08;18;503,283792656744
4696966;1;3;1;10;3;1;2;2001;17;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;5;10;1; ;2;10;08;18;503,283792656744
4696966;1;4;1;10;2;1;11;2009;8;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;3;2; ; ;2;2;08;18;503,283792656744
4696967;1;1;1;10;1;2;8;1987;31;1;4;2; ;2; ; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;08;18;180,552622008062
4696967;1;2;1;10;2;2;8;2001;17;9;6;2; ;2; ; ; ;1; ; ;3; ; ;2;1;2; ;4;7; ; ;2;7;08;18;180,552622008062
4696968;1;1;1;10;1;1;2;1983;35;1;2;2; ;2; ;1;2;2;1;60; ; ; ;1;1;2; ;5;11;2; ;2;11;08;18;632,336561231734
4696968;1;2;1;10;2;2;3;1988;30;2;2;2; ;3; ;1;1;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;4;08;18;632,336561231734
4696968;1;3;1;10;3;1;9;2003;14;3;6;2; ;1;2; ; ;1; ; ;3; ; ;2;1;1;1;4;7; ; ;2;7;08;18;632,336561231734
4696968;1;4;1;10;4;2;6;2005;13;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;4;7; ; ;2;7;08;18;632,336561231734
4696968;1;5;1;10;2;1;8;2013;5;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;2;1;1;2;0; ; ;2;0;08;18;632,336561231734
4696968;1;6;1;10;2;1;6;2017;1;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;08;18;632,336561231734
4696969;1;1;1;10;1;1;9;1973;44;1;2;3; ;2; ;1;2;2;1;2; ; ; ;1;1;2; ;3;5; ; ;2;5;08;18;311,037814629647
4696969;1;2;1;10;2;2;9;1976;41;2;2;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;3;1; ; ;2;1;08;18;311,037814629647
4696969;1;3;1;10;3;1;6;1998;20;3;4;2; ;1;2; ; ;1; ; ;3; ; ;2;1;2; ;4;9; ; ;2;9;08;18;311,037814629647
4696970;1;1;1;10;1;1;5;1967;51;1;2;3; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;08;18;184,651395725434
4696970;1;2;1;10;2;2;7;1977;41;2;2;3; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;3;1; ; ;2;1;08;18;184,651395725434
4696970;1;3;1;10;3;1;4;1995;23;3;6;1;1;1;2; ; ;2;1;11; ; ; ;2;1;2; ;5;11;2; ;2;11;08;18;184,651395725434
4696970;1;4;1;10;4;2;8;2005;13;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;4;0; ; ;2;5;08;18;184,651395725434
4696970;1;5;1;10;5;2;3;2008;10;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;3;2; ; ;2;2;08;18;184,651395725434
4696971;1;1;1;10;1;1;12;1947;70;1;3;3; ;3; ;1;2;2;1;24; ; ; ;1;1;2; ;4;8; ; ;2;8;08;18;596,639151031752
4696971;1;2;1;10;2;2;7;1961;57;2;3;3; ;3; ;1;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;08;18;596,639151031752
4696971;1;3;1;10;3;1;3;2001;17;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;4;9; ; ;2;9;08;18;596,639151031752
4696971;1;4;1;10;4;1;7;2002;16;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;4;8; ; ;2;8;08;18;596,639151031752
4696971;1;5;1;10;2;1;9;2009;8;4; ;2; ;2; ; ; ;1; ; ;3; ; ;2;1;1;1;3;2; ; ;2;2;08;18;596,639151031752
4696972;1;1;1;10;1;1;1;1962;56;1;3;3; ;3; ;1;2;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;08;18;180,552622008062
4696972;1;2;1;10;2;2;10;1956;61;2;3;2; ;3; ;1;1;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;08;18;180,552622008062
4696972;1;3;1;10;3;2;5;1988;30;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;08;18;180,552622008062
4696972;1;4;1;10;4;2;11;1995;22;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;08;18;180,552622008062
4696972;1;5;1;10;5;1;7;2005;13;4;6;2; ;2; ; ; ;1; ; ;3; ; ;2;1;1;1;4;0; ; ;2;5;08;18;180,552622008062
4696972;1;6;1;10;6;2;7;2007;11;4;6;2; ;2; ; ; ;1; ; ;3; ; ;2;1;1;1;3;4; ; ;2;4;08;18;180,552622008062
4696973;1;1;1;10;1;1;9;1962;55;1;5;3; ;2; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;08;18;260,124803312397
4696974;1;1;1;10;1;1;8;1959;59;1;2;2; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;08;18;180,552622008062
4696974;1;2;1;10;2;2;5;1966;52;2;2;3; ;3; ;1;1;1; ; ;3; ; ;2;1;2; ;3;1; ; ;2;1;08;18;180,552622008062
4696975;1;1;1;10;5;1;11;1985;32;1;3;2; ;2; ;1;2;2;1;18; ; ; ;1;1;2; ;3;5; ; ;2;5;08;18;556,986595070559
4696975;1;2;1;10;2;2;11;1990;27;2;3;3; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;5;10;1; ;2;10;08;18;556,986595070559
4696975;1;3;1;10;3;2;10;2006;11;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;3;3; ; ;2;3;08;18;556,986595070559
4696975;1;4;1;10;2;1;10;2014;3;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;08;18;556,986595070559
4696975;1;5;1;10;2;1;11;2017;0;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;08;18;556,986595070559
4696976;1;1;1;10;1;1;3;1964;54;1;6;3; ;3; ; ; ;2;1;48; ; ; ;2;2;2; ;1;0; ; ;2;0;08;18;368,150583846434
4696977;1;1;1;10;1;1;8;1959;59;1;1;3; ;3; ;1;2;1; ; ;2;5; ;2;1;2; ;3;5; ; ;2;5;08;18;180,552622008062
4696977;1;2;1;10;2;2;5;1976;42;2;1;3; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;5;10;1; ;2;10;08;18;180,552622008062
4696977;1;3;1;10;3;2;2;1999;19;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;6;0;2;2;2;11;08;18;180,552622008062
4696977;1;4;1;10;4;1;4;2001;17;3;6;1;1;2; ; ; ;1; ; ;3; ; ;2;1;1;1;4;7; ; ;2;7;08;18;180,552622008062
4696978;1;1;1;10;1;1;1;1997;21;1;2;2; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;08;18;565,507978752288
4696978;1;2;1;10;2;2;5;1999;19;2;2;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;4;9; ; ;2;9;08;18;565,507978752288
4696978;1;3;1;10;2;1;7;2015;3;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;08;18;565,507978752288
4696979;1;1;1;10;1;1;4;1958;60;1;4;2; ;2; ; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;08;18;260,124803312397
4696980;1;1;1;10;1;1;1;1988;30;1;2;2; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;4;8; ; ;2;8;08;18;620,179804522666
4696980;1;2;1;10;2;2;3;1989;29;2;2;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;08;18;620,179804522666
4696980;1;3;1;10;2;1;1;2010;8;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;3;2; ; ;2;2;08;18;620,179804522666
4696980;1;4;1;10;2;1;8;2015;3;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;08;18;620,179804522666
4696981;1;1;1;10;1;1;5;1983;35;1;2;2; ;2; ;1;2;2;1;24; ; ; ;1;1;2; ;3;3; ; ;2;3;08;18;503,283792656744
4696981;1;2;1;10;2;2;9;1984;33;2;2;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;08;18;503,283792656744
4696981;1;3;1;10;3;1;6;2004;14;3;6;3; ;1;2; ; ;1; ; ;3; ; ;2;1;1;1;4;7; ; ;2;7;08;18;503,283792656744
4696981;1;4;1;10;2;1;3;2016;2;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;08;18;503,283792656744
4696982;1;1;1;10;1;1;3;1952;66;1;3;3; ;3; ;1;2;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;08;18;253,693240682306
4696982;1;2;1;10;2;2;12;1956;61;2;3;3; ;3; ;1;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;08;18;253,693240682306
4696983;1;1;1;10;1;2;9;1954;63;1;5;3; ;3; ; ; ;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;08;18;722,210488032248
4696983;1;2;1;10;2;1;12;2000;17;4;6;2; ;2; ; ; ;1; ; ;3; ; ;2;1;1;1;5;10;1; ;2;10;08;18;722,210488032248
4696983;1;3;1;10;1;1;3;2010;8;4; ;2; ;2; ; ; ;1; ; ;3; ; ;2;1;1;1;3;2; ; ;2;2;08;18;722,210488032248
4696983;1;4;1;10;1;1;10;2015;2;4; ;2; ;2; ; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;08;18;722,210488032248
4696984;1;1;1;10;1;1;9;1981;36;1;2;2; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;08;18;364,740617043463
4696984;1;2;1;10;2;2;1;1989;29;2;2;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;4;7; ; ;2;7;08;18;364,740617043463
4696984;1;3;1;10;3;2;12;2007;10;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;3;2; ; ;2;2;08;18;364,740617043463
4696984;1;4;1;10;2;1;8;2014;4;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;08;18;364,740617043463
4696985;1;1;1;10;1;1;1;1978;40;1;2;2; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;08;18;488,63343484182
4696985;1;2;1;10;2;2;2;1983;35;2;2;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;08;18;488,63343484182
4696985;1;3;1;10;3;1;3;2004;14;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;4;6; ; ;2;6;08;18;488,63343484182
4696985;1;4;1;10;2;2;6;2009;9;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;3;3; ; ;2;3;08;18;488,63343484182
4696986;1;1;1;10;1;2;9;1981;36;1;4;2; ;2; ; ; ;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;08;18;406,238128850335
4696986;1;2;1;10;1;2;9;2011;6;3; ;2; ;1;1; ; ;1; ; ;3; ; ;2;1;1;1;3;0; ; ;2;0;08;18;406,238128850335
4696987;1;1;1;10;1;2;8;1962;56;1;5;2; ;2; ; ; ;2;2; ; ; ; ;2;1;2; ;3;3; ; ;2;3;08;18;354,673681386033
